Generation	Smiles	Inchi	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G5	C(C(CO)(CCCC=O)O)(O)=O	OSHOYXSCOOKJRX	61.1358	C7H12O5	176.068475	-1.1884	-0.45	5	3	94.83	-7.9775
G5	C(CC(C)C(CO)(CO)O)(O)=O	CXCGRBWMEBRDJO	1713.72	C7H14O5	178.084125	-1.2122	-0.125	5	4	97.99	-3.0196
G5	C(CC(C)C(C(CO)O)O)(O)=O	FMFFODRMQDWBPK	20.0199	C7H14O5	178.084125	-1.2335	-0.394	5	4	97.99	-2.2328
G5	C(C(C=C)(CCC(O)=O)O)(O)=O	POCJCRBYUUMJEQ	30.2822	C7H10O5	174.052825	-0.5845	-0.663	5	3	94.83	-5.4894
G5	C(CCC(CO)(CO)O)=O	NZPKNGWOGVFIEO	49.1616	C6H12O4	148.07356	-1.2932	-0.198	4	3	77.76	-8.0606
G5	C(CCC(C(CO)O)O)=O	GKEKEJAKZNNZPN	47.1261	C6H12O4	148.07356	-1.3145	-0.467	4	3	77.76	-4.9315
G5	C(CCC(C=C)(CO)O)(O)=O	DJZCCBDRWAPMMC	17.3172	C7H12O4	160.07356	-0.2349	-0.681	4	3	77.76	-9.0789
G5	C(CCC(C(C=C)O)O)(O)=O	CMCDYQZMVXTOAQ	8.24549	C7H12O4	160.07356	-0.2562	-0.95	4	3	77.76	-7.176
G5	C(CCC(CO)(CO)O)(O)=O	MTDIYFCNFDSESA	15.4504	C6H12O5	164.068475	-1.4305	0.035	5	4	97.99	-6.1766
G5	C(CCC(C(CO)O)O)(O)=O	WIPFUNOPERMBGL	17.7624	C6H12O5	164.068475	-1.4518	-0.234	5	4	97.99	-2.8437
G5	C(CCC(C(C(O)=O)O)O)=O	ICWLRKVKMNMFRW	29.6034	C6H10O5	162.052825	-1.6641	-0.449	5	3	94.83	-3.1228
G5	C(C(CO)(CCC=O)O)(O)=O	IPAAXHJSEGYJRS	34.478	C6H10O5	162.052825	-1.6428	-0.18	5	3	94.83	-6.0251
G5	C(CCC(C(O)=O)O)(O)=O	HWXBTNAVRSUOJR	-16.7753	C5H8O5	148.037175	-1.234	-0.345	5	3	94.83	-3.2627
G5	C(C(CO)=O)(CCC(CO)O)=O	QRGPBHWZSUTIQO	443.405	C7H12O5	176.068475	-1.732	-0.225	5	3	94.83	-9.506
G5	C(C(C=O)CC(CO)O)(O)=O	QXSQLOIDPBOXIB	-20.4145	C6H10O5	162.052825	-1.8051	-0.231	5	3	94.83	-8.8655
G5	C(C(CC(CO)O)C(C)O)=O	PZYNVIDGHSXYPX	24.7763	C7H14O4	162.08921	-1.0962	-0.627	4	3	77.76	-9.0434
G5	C(CC(C(CO)O)CC=O)(O)=O	KRKUWOOSLKJBMU	0.245887	C7H12O5	176.068475	-1.3507	-0.501	5	3	94.83	-2.2172
G5	C(C(C(CO)O)CC(CO)=O)=O	REFUKKAWRAUONF	37.7213	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-5.6732
G5	C(CO)(C(C(CO)O)CC=O)=O	RTDIDHRVJCEOSL	31.2057	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-1.1771
G5	C(C(C(CO)O)C(C=O)CO)=O	USGOXNYULVZURB	15.4945	C7H12O5	176.068475	-2.3762	-0.117	5	3	94.83	-3.2038
G5	C(C(CO)(C(CO)O)CC=O)=O	IXURHLHYRAVOMO	27.5311	C7H12O5	176.068475	-2.0287	-0.134	5	3	94.83	-6.9994
G5	C(C(CCC(CO)O)=O)(O)=O	FYBWNLNWZMONGV	43.0023	C6H10O5	162.052825	-1.483	-0.285	5	3	94.83	-14.804
G5	C(CCC(CO)O)(O)=O	XMWHJMODTBOXDX	-8.32839	C5H10O4	134.05791	-0.8844	-0.363	4	3	77.76	-6.1348
G5	C(C(C(C)=O)CC(CO)O)(O)=O	VBGGWTPFOBXVOE	-17.1796	C7H12O5	176.068475	-1.2647	-0.445	5	3	94.83	-7.1677
G5	C(CCC(CO)C(C)O)(O)=O	GQBIPSXGSLQPGH	-5.89105	C7H14O4	162.08921	-0.2117	-0.793	4	3	77.76	-5.8255
G5	C(CCC(CC(C)O)O)(O)=O	BEWZSKALIYBOOI	-22.0172	C7H14O4	162.08921	-0.0707	-1.011	4	3	77.76	-4.6296
G5	C(CCCC(CCO)O)(O)=O	BKNXJNCJBLDDRC	-6.80226	C7H14O4	162.08921	0.0244	-0.903	4	3	77.76	-6.8842
G5	C(CCC(C)(CCO)O)(O)=O	HBLOLWFRKNENOS	-7.01986	C7H14O4	162.08921	-0.0494	-0.742	4	3	77.76	-3.614
G5	C(C(CCC(O)=O)CO)(O)=O	XPQIPNORJZZYPV	-48.0136	C6H10O5	162.052825	-0.9206	-0.397	5	3	94.83	-5.4691
G5	C(CCC(CC(O)=O)O)(O)=O	YVOMYDHIQVMMTA	-45.3464	C6H10O5	162.052825	-0.7796	-0.615	5	3	94.83	-0.3415
G5	C(CCC(C(CO)=O)O)(O)=O	UWQSXGTYMVGXEU	14.6431	C6H10O5	162.052825	-1.483	-0.285	5	3	94.83	0.49176
G5	C(C(CCC(O)=O)C(C)O)(O)=O	NQQSJUJAINDLJI	-36.9739	C7H12O5	176.068475	-0.5613	-0.775	5	3	94.83	-2.9086
G5	C(CCCC(CC(O)=O)O)(O)=O	LUQDBMUJZYJYMT	-43.1535	C7H12O5	176.068475	-0.3252	-0.885	5	3	94.83	-3.8638
G5	C(CCC(C)(CC(O)=O)O)(O)=O	QXQCMPXJNDJPII	-29.0074	C7H12O5	176.068475	-0.399	-0.724	5	3	94.83	-0.28481
G5	C(CCCC(C(C(O)=O)O)O)=O	LTJIULFQDNBLDI	-36.3311	C7H12O5	176.068475	-1.2097	-0.719	5	3	94.83	-5.0633
G5	C(CCC(C)(C(C(O)=O)O)O)=O	NHUIPZYESYXBMF	-36.1228	C7H12O5	176.068475	-1.2835	-0.558	5	3	94.83	0.97344
G5	C(C(CCC=O)(C(C)O)O)(O)=O	OJWYSSAHOCVIKP	50.3226	C7H12O5	176.068475	-1.2835	-0.558	5	3	94.83	-2.9377
G5	C(CCCC(C(O)=O)O)(O)=O	OTTXIFWBPRRYOG	-11.7128	C6H10O5	162.052825	-0.7796	-0.615	5	3	94.83	-6.7323
G5	C(C(C)(CCC(O)=O)O)(O)=O	UPFLHEPDBWWJBM	-9.35923	C6H10O5	162.052825	-0.8534	-0.454	5	3	94.83	0.43196
G5	C(CCC(CO)(C(C)O)O)=O	SAHZLCRUGFXABX	47.8421	C7H14O4	162.08921	-0.9339	-0.576	4	3	77.76	-6.6718
G5	C(CCC(C(C(C)O)O)O)=O	YYSBJSCSZCVNDZ	49.7813	C7H14O4	162.08921	-0.9552	-0.845	4	3	77.76	-5.1825
G5	C(CCCC(C(CO)O)O)=O	IPVNEXUOBXTHPO	51.5007	C7H14O4	162.08921	-0.8601	-0.737	4	3	77.76	-6.8729
G5	C(CCC(C)(C(CO)O)O)=O	DTDUPUQFIDEDIQ	48.7229	C7H14O4	162.08921	-0.9339	-0.576	4	3	77.76	-0.62207
G5	C(CCC(CO)(C(C)O)O)(O)=O	JAIHEPCVRJWNES	20.3009	C7H14O5	178.084125	-1.0712	-0.343	5	4	97.99	-4.7349
G5	C(CCC(C(C(C)O)O)O)(O)=O	FYKOCEIOQOGBCM	22.0593	C7H14O5	178.084125	-1.0925	-0.612	5	4	97.99	-3.1831
G5	C(CCCC(C(CO)O)O)(O)=O	AKGMFVVQMGQGBO	21.1463	C7H14O5	178.084125	-0.9974	-0.504	5	4	97.99	-6.2807
G5	C(CCC(C)(C(CO)O)O)(O)=O	ZBTMKTQITNXUPJ	29.3899	C7H14O5	178.084125	-1.0712	-0.343	5	4	97.99	1.5272
G5	C(C(C(CC=CC=O)O)O)(O)=O	IHXXXMCJECGCTE	55.5904	C7H10O5	174.052825	-1.4619	-0.491	5	3	94.83	-3.3398
G5	C(C(C(C=CC=O)(C)O)O)(O)=O	VNWRIIHPWAUXSA	46.815	C7H10O5	174.052825	-1.5357	-0.33	5	3	94.83	0.17703
G5	C(C(C=CC=O)(C(C)O)O)(O)=O	UINPECQXLPEGHZ	79.2723	C7H10O5	174.052825	-1.5357	-0.33	5	3	94.83	-2.7744
G5	C(C(CO)(C(C)O)O)=CC=O	JNLLUVNPHZDXFF	63.3142	C7H12O4	160.07356	-1.1861	-0.348	4	3	77.76	-4.4773
G5	C(C(C(C(C)O)O)O)=CC=O	SSECBPJKBISFFS	57.2401	C7H12O4	160.07356	-1.2074	-0.617	4	3	77.76	-4.6455
G5	C(CC(C(CO)O)O)=CC=O	YSSQWYDFTKRBJB	51.7735	C7H12O4	160.07356	-1.1123	-0.509	4	3	77.76	-5.1118
G5	C(C(C)(C(CO)O)O)=CC=O	JVYPKPWHJINSQJ	53.8526	C7H12O4	160.07356	-1.1861	-0.348	4	3	77.76	-1.4499
G5	C(C(C(C=CC=O)O)O)(O)=O	MPOXKJPJDPYCBO	40.4896	C6H8O5	160.037175	-1.9163	-0.221	5	3	94.83	-2.5452
G5	C(C(C=CC=O)(CO)O)(O)=O	ALPCBSFUTWVXAR	82.6278	C6H8O5	160.037175	-1.895	0.048	5	3	94.83	-2.8978
G5	C(C(CO)O)=CC(C(O)=O)=O	VLFRVDIMPKLKEE	62.103	C6H8O5	160.037175	-1.7352	-0.057	5	3	94.83	-6.7859
G5	C(C(C(CO)O)=CC=O)(O)=O	YAUOBZLKYKSHCW	-16.4085	C6H8O5	160.037175	-1.6692	0.033	5	3	94.83	-3.0561
G5	C(C=C(C=O)C(CO)O)(O)=O	OJIBVKZOBXJSEX	-15.9942	C6H8O5	160.037175	-1.6692	0.033	5	3	94.83	-1.8783
G6	C1(C(C2C(C1C(C2O)O)O)=O)=O	VRFYFSPZKLOXNT	58.6798	C7H8O5	172.037175	-2.0177	-0.393	5	3	94.83	-4.2525
G6	C1(C2(CC(C1C(C2)O)O)O)=O	FWMBCMIBSLCFIN	57.991	C7H10O4	158.05791	-1.2806	-0.69	4	3	77.76	1.3595
G6	C1(C2(C(C(C1C(C2)O)O)O)O)=O	WRKGJJWLKMFHJJ	95.5469	C7H10O5	174.052825	-2.1327	-0.291	5	4	97.99	1.1765
G6	C1(C(C(C(C1)O)C(C=O)O)O)=O	IRXAXBQTRSAYJV	35.726	C7H10O5	174.052825	-2.1397	-0.473	5	3	94.83	-0.8959
G6	C(C1C(C(CC(C1O)=O)O)O)=O	GMRKEEHCNPHRFK	25.1343	C7H10O5	174.052825	-2.0824	-0.473	5	3	94.83	-1.0707
G6	C(C(C1C(C(CC1O)O)O)=O)=O	LXEPBSPLUZYIKY	47.7244	C7H10O5	174.052825	-2.3146	-0.473	5	3	94.83	-1.853
G6	C(C1C(C(CC1(C=O)O)O)O)=O	FIGJQDXEZHVUOS	37.0822	C7H10O5	174.052825	-2.557	-0.368	5	3	94.83	-3.0256
G6	C(C1C(C(C(C1O)O)O)O)=O	FWWLBYLLLIZJAL	67.7918	C6H10O5	162.052825	-2.5681	-0.152	5	4	97.99	-2.9812
G6	C(CO)(C1C(C(CC1O)O)O)=O	VVXDOCTVPWXEKT	53.0272	C7H12O5	176.068475	-2.1023	-0.258	5	4	97.99	1.0525
G6	C1(C(C(C(CC(C1)O)O)O)O)=O	APAWFBZPZNDMGP	61.6478	C7H12O5	176.068475	-1.7228	-0.476	5	4	97.99	1.7062
G6	C1(C(C(CC(C(C1)O)O)O)O)=O	YIIYTJROCKPNRE	61.4316	C7H12O5	176.068475	-1.7228	-0.476	5	4	97.99	1.3194
G6	C(C1C(C(CC1(CO)O)O)O)=O	UCSMSJANAMMOML	65.618	C7H12O5	176.068475	-2.3447	-0.153	5	4	97.99	-5.1382
G6	C(C1C(C(C(C1(C)O)O)O)O)=O	RVLQRYXPGKHGPS	416.294	C7H12O5	176.068475	-2.2701	-0.261	5	4	97.99	-0.57419
G6	C1(CC(C(C1(CCO)O)O)O)=O	KZIUNYFLASTFSQ	65.3119	C7H12O5	176.068475	-1.729	-0.207	5	4	97.99	-0.13103
G6	C1(C(C)(C(C(C1CO)O)O)O)=O	HXSQIMVGDFLDRS	68.4317	C7H12O5	176.068475	-1.9141	-0.097	5	4	97.99	2.2061
G6	C1(C(C(C(C1)O)(C(C)O)O)O)=O	XULYTAWBUJLECU	1382.63	C7H12O5	176.068475	-1.8241	-0.315	5	4	97.99	1.3199
G6	C1(C(C(C(C(C)O)(C1)O)O)O)=O	KHWWRNUNAWFTDQ	81.5267	C7H12O5	176.068475	-1.8241	-0.315	5	4	97.99	1.1512
G6	C1(C(C(C(C(C)(C1)O)=O)O)O)=O	DJCMVXGHPQZMMY	420.928	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	2.6385
G6	C(C1(CC(C(C1O)=O)(C)O)O)=O	VPRQCVRZWHYXBT	78.6011	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	-0.9427
G6	C1(CC(C(CC1(CO)O)=O)O)=O	HMFPOJIFLFIDNQ	57.747	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-1.1331
G6	C(C1(CC(C(C1)=O)(CO)O)O)=O	WMYXOTCEXRXZIU	57.9072	C7H10O5	174.052825	-2.1723	-0.153	5	3	94.83	-4.9944
G6	C1(C(C(C(C(C1)O)(C)O)O)=O)=O	ZMSZEDDGWSBLAD	438.243	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	-1.9903
G6	C(CO)(C1(CC(C(C1)=O)O)O)=O	HKBJHDBSCWHNMM	68.1868	C7H10O5	174.052825	-1.9299	-0.258	5	3	94.83	2.512
G6	C1(C(C(C(C(C)(C1)O)O)O)=O)=O	NHYFGEBLTIYNCN	1602.19	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	-2.1089
G6	C(C)(C1(C(C(C(C1)=O)O)O)O)=O	LCOMCVZEBBHDKK	75.1539	C7H10O5	174.052825	-1.8553	-0.366	5	3	94.83	2.3574
G6	C(C1C(CC(C)(C1O)O)=O)(O)=O	WIDACOPHRWQNCM	333.796	C7H10O5	174.052825	-1.4116	-0.478	5	3	94.83	1.9819
G6	C(C1C(C)(CC(C1O)=O)O)(O)=O	ALEOQCBVMOZTKF	337.297	C7H10O5	174.052825	-1.4116	-0.478	5	3	94.83	2.5467
G6	C(C1C(CC(C1(C)O)O)=O)(O)=O	TYIHIVHAINEKBB	340.118	C7H10O5	174.052825	-1.4116	-0.478	5	3	94.83	2.505
G6	C(CC1(CC(C(C1)=O)O)O)(O)=O	UWQNSWQNIHGOTI	8.16144	C7H10O5	174.052825	-1.2265	-0.588	5	3	94.83	2.4155
G6	C1(CC(C)(C(C1CO)O)O)=O	USHYZTKQIVNZDG	29.4074	C7H12O4	160.07356	-1.062	-0.496	4	3	77.76	2.9207
G6	C1(C(C(CO)C(C)(C1)O)O)=O	HUUKRXCJFWUOQF	381.38	C7H12O4	160.07356	-1.062	-0.496	4	3	77.76	2.1702
G6	C1(CC(C(C)(C1CO)O)O)=O	FPCCYRLXYVCRNK	359.177	C7H12O4	160.07356	-1.062	-0.496	4	3	77.76	3.3868
G6	C1(C(CC(CCO)(C1)O)O)=O	WGIFNSVYWHOJSX	34.7699	C7H12O4	160.07356	-0.8769	-0.606	4	3	77.76	-0.24824
G6	C1(C(C(C(C1)O)(C)O)O)=O	WITWJPRCSAPDOB	66.2818	C6H10O4	146.05791	-1.2567	-0.444	4	3	77.76	3.5169
G6	C1(C(CC(CO)(C1)O)O)=O	RFTWLCJSZAMEGX	49.9118	C6H10O4	146.05791	-1.3313	-0.336	4	3	77.76	-1.5767
G6	C1(C(C(C(C)(C1)O)O)O)=O	GXCKVNPQYMMLSY	421.604	C6H10O4	146.05791	-1.2567	-0.444	4	3	77.76	3.3031
G6	C(C1(C(C)C(C(C1)=O)O)O)(O)=O	RIDBGYMFKYIXIQ	24.9379	C7H10O5	174.052825	-1.4116	-0.478	5	3	94.83	2.8109
G6	C1(C(CC(C(C)O)(C1)O)O)=O	QWOWXYCVZUNTCE	59.4843	C7H12O4	160.07356	-0.972	-0.714	4	3	77.76	1.2336
G6	C1(C(C(C(C)(C1C)O)O)O)=O	IAQITKGWWLQJOW	420.585	C7H12O4	160.07356	-0.9874	-0.604	4	3	77.76	4.096
G6	C1(C(C(C(CC)(C1)O)O)O)=O	HIQZASWJHUVDAF	70.0371	C7H12O4	160.07356	-0.8023	-0.714	4	3	77.76	2.3075
G6	C1(C(C(C)(C(C1C)O)O)O)=O	KCZPUGWBUVOVED	75.791	C7H12O4	160.07356	-0.9874	-0.604	4	3	77.76	3.1572
G6	C1(C(C(C)C(CO)(C1)O)O)=O	OCWWJZVJMLHHLN	52.8742	C7H12O4	160.07356	-1.062	-0.496	4	3	77.76	0.014169
G6	C1(C(C(C(C1)O)CCO)O)=O	SLQOCQDVIFULSO	26.7661	C7H12O4	160.07356	-0.9056	-0.657	4	3	77.76	-0.50378
G6	C1(C(C(C(C(C1)O)O)O)=O)=O	SHFQRUVRUBHHRE	473.048	C6H8O5	160.037175	-1.9211	-0.257	5	3	94.83	-3.915
G6	C(C1(C(CC(C1O)O)=O)O)=O	BESORNCBPBQUNJ	62.704	C6H8O5	160.037175	-2.3957	-0.152	5	3	94.83	-0.66444
G6	C1(C(C(C(C(C1)O)=O)(C)O)O)=O	ACVXLBZWRQKHMG	441.209	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	3.6142
G6	C(C)(C1(C(CC(C1O)=O)O)O)=O	MSDMGYIETYMHLU	70.5608	C7H10O5	174.052825	-1.8553	-0.366	5	3	94.83	2.369
G6	C1(C(C(CC(CO)(C1)O)O)=O)=O	YSWXQLXPCXIQMV	59.3435	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-7.2067
G6	C(C1(C(C)(CC(C1O)=O)O)O)=O	STPPOUBRBMQYGG	1800.2	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	0.78667
G6	C(C1(C(C)(C(C(C1)=O)O)O)O)=O	HZXSHBMXXUDURE	409.576	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	0.105
G6	C(C1(C(CC(CO)(C1)O)=O)O)=O	MCEFPESMMKGJRM	58.7184	C7H10O5	174.052825	-2.1723	-0.153	5	3	94.83	-5.1615
G6	C(C1(C(CC(C)(C1O)O)=O)O)=O	KSZUGYGHDUSROW	420.538	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	0.80088
G6	C1(CC(C(C(C1CO)O)=O)O)=O	BDQXFXQTIYLAQX	31.019	C7H10O5	174.052825	-1.7264	-0.309	5	3	94.83	1.4724
G6	C(C1(C(C(C(C1)=O)CO)O)O)=O	CXNWXKOQAVRBMG	36.2144	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-2.2303
G6	C1(C(CO)C(C=O)(C(C1)O)O)=O	VAVNTUWCTHLTFQ	29.2459	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-0.69731
G6	C1(C(C(C(CC1O)=O)O)O)=O	UERLNWAJHYJYLF	74.1088	C6H8O5	160.037175	-1.9211	-0.257	5	3	94.83	1.6318
G6	C(C1(C(CC(C1O)=O)O)O)=O	FADFTXBGVRPJKY	65.339	C6H8O5	160.037175	-2.3957	-0.152	5	3	94.83	-0.55473
G6	C(C1(C(C(C(C1)=O)O)O)O)=O	CRUGNNUEIXSRRK	75.3066	C6H8O5	160.037175	-2.3957	-0.152	5	3	94.83	-1.7765
G6	C1(C(C(C(C(C1C)O)=O)O)O)=O	WMOYCWRKPBCNPI	81.7587	C7H10O5	174.052825	-1.6518	-0.417	5	3	94.83	1.9987
G6	C1(C(C)C(C=O)(C(C1O)O)O)=O	GENZPSHMNCNIMQ	75.5898	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	0.12808
G6	C(C1(C(C(C(C1O)=O)C)O)O)=O	BSWLAGYQKAOSPO	70.0491	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	-0.49804
G6	C1(C(C(C(C1(C=C)O)O)O)O)=O	NHSIJZDIUAEAOC	123.52	C7H10O5	174.052825	-1.8399	-0.254	5	4	97.99	-3.4675
G6	C1(C(C(C(C1(C)O)O)O)O)=O	TYRPXPNVMPXQFO	435.914	C6H10O5	162.052825	-2.1088	-0.045	5	4	97.99	2.6125
G6	C1(CC(C(C1(CO)O)O)O)=O	OOMLFVGHKQXLAI	105.514	C6H10O5	162.052825	-2.1834	0.063	5	4	97.99	1.5908
G6	C(C1C(C(C(C1O)O)O)=O)=O	YWMHEJKIEFCJJV	39.5118	C6H8O5	160.037175	-2.4244	-0.203	5	3	94.83	-1.8551
G6	C(C1C(C(C(C1C=O)O)O)O)=O	ZFPMDSGCMAXYTQ	42.8606	C7H10O5	174.052825	-2.5857	-0.419	5	3	94.83	-3.095
G6	C1(CC(C(C(C(C1)=O)O)O)O)=O	DDEJCUXDHXVKHF	48.1128	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-5.0418
G6	C1(C(C(C(C1C(C)=O)O)O)O)=O	ZDCSJVUDKWIAKW	386.594	C7H10O5	174.052825	-1.884	-0.417	5	3	94.83	-0.27341
G6	C(C1(C(C(CC(C1)=O)O)O)O)=O	KQVAVONICFCINS	57.9459	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-2.1234
G6	C1(CC(C(C(C=O)O)(C1)O)O)=O	GRBYMMHQEPFVEV	61.0604	C7H10O5	174.052825	-2.111	-0.422	5	3	94.83	-1.0423
G6	C1(C(C(CO)O)C(C(C1)=O)O)=O	HPRFALBJSURWHV	22.9603	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	-5.0733
G6	C1(CC(C(C1C(CO)O)=O)O)=O	DBRLYQQRTMHFMW	27.1403	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	1.6058
G6	C1(C(C(C(C(C1C)O)O)O)=O)=O	GHISEPFMAJWNAS	480.419	C7H10O5	174.052825	-1.6518	-0.417	5	3	94.83	-1.9538
G6	C(C1(C(C(C)C(C1O)O)=O)O)=O	UUFKPZIMGKZEBJ	66.1315	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	-0.60967
G6	C1C(C(C(C(C(C=1)=O)O)O)O)O	ATKOVDPIDXABCZ	98.9608	C7H10O5	174.052825	-1.9982	-0.248	5	4	97.99	1.4257
G6	C1(C(C(CO)(C(C)(C1)O)O)O)=O	NMSVPVYXWNMUPC	425.302	C7H12O5	176.068475	-1.8854	-0.046	5	4	97.99	2.8603
G6	C1(C(C(CO)(CC1(C)O)O)O)=O	KAMPFXOIERZZLM	91.4292	C7H12O5	176.068475	-1.8854	-0.046	5	4	97.99	-0.84282
G6	C1(C(C(C)(C(CO)(C1)O)O)O)=O	DJFWXBXPMDXHQG	80.0843	C7H12O5	176.068475	-1.8854	-0.046	5	4	97.99	0.23575
G6	C1(CC(CO)(CC1(CO)O)O)=O	XWJWARSAIREELI	74.1814	C7H12O5	176.068475	-1.96	0.062	5	4	97.99	-1.6875
G6	C1(C(C(C)(C(C1(C)O)O)O)O)=O	UVZUGPKPEYVZFZ	447.098	C7H12O5	176.068475	-1.8108	-0.154	5	4	97.99	2.7602
G6	C1(CC(C)(C(C1(CO)O)O)O)=O	CFLJAZOVLKVUFJ	118.644	C7H12O5	176.068475	-1.8854	-0.046	5	4	97.99	3.0244
G6	C(C1C(C(CC1(CO)O)O)=O)=O	IALRDGUFHLCKEQ	22.8156	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-4.1473
G6	C(CC1(C(CC(C1O)=O)O)O)=O	QIUPYVIYSDJWEC	58.5498	C7H10O5	174.052825	-1.9413	-0.422	5	3	94.83	-0.45103
G6	C(CO)(C1C(CC(C1O)=O)O)=O	FZRWVEDGHRHXTC	35.4862	C7H10O5	174.052825	-1.9586	-0.309	5	3	94.83	1.9471
G6	C1(CC(C(CC(C1O)O)=O)O)=O	ZVWQVMHJCGGFNL	58.1	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	1.4703
G6	C(C1C(C(C(C1(C)O)O)O)=O)=O	WPAPXOCDBQCIPU	387.401	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	0.44364
G6	C(CC1(C(C(C(C1)=O)O)O)O)=O	AEPUFZVZGQIGAD	77.3564	C7H10O5	174.052825	-1.9413	-0.422	5	3	94.83	-0.63515
G6	C1(C(C(C(CC(C1)O)=O)O)O)=O	DNSVTLFKOGIDGH	695.089	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	1.6226
G6	C(C1(CC(C(C(C1)=O)O)O)O)=O	IACPYHVNAFOEMI	542.779	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-1.8764
G6	C(C1(CC(CC(C1O)=O)O)O)=O	ARTFWEBDMQPPEL	54.8516	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-1.4176
G6	C(C1C(C(CO)C(C1O)O)O)=O	BSYAGLPXBAPEHU	37.2585	C7H12O5	176.068475	-2.3734	-0.204	5	4	97.99	-3.2846
G6	C(C1C(C(CC1O)O)O)=O	PPSMBMYANALASS	30.1206	C6H10O4	146.05791	-1.716	-0.551	4	3	77.76	-2.4416
G6	C(C1C(C(C(CC1O)O)O)O)=O	IGKANORQIPLGIK	446.205	C7H12O5	176.068475	-2.2261	-0.422	5	4	97.99	-2.4079
G6	C1(CC(CC1(CCO)O)O)=O	QHNLUCXFVKWAJP	39.019	C7H12O4	160.07356	-0.8769	-0.606	4	3	77.76	0.17241
G6	C1(C(C)(CC(C1CO)O)O)=O	DVKQRIMHAVDITC	416.036	C7H12O4	160.07356	-1.062	-0.496	4	3	77.76	2.4905
G6	C1(C(CC(C1)O)(CC(O)=O)O)=O	XBIIELBQTKUHML	-6.22853	C7H10O5	174.052825	-1.2265	-0.588	5	3	94.83	2.8015
G6	C(C1C(C(C)(CC1O)O)=O)(O)=O	SBYMIGVDQYUBTA	-6.29988	C7H10O5	174.052825	-1.4116	-0.478	5	3	94.83	1.5529
G6	C1(C(C(CC1(C=C)O)O)O)=O	WTWMOFSIVTUUCH	84.6826	C7H10O4	158.05791	-0.9878	-0.653	4	3	77.76	-3.1164
G6	C1(CC(CC1(C(CO)O)O)O)=O	SZXNRDUXTGTNAB	64.9636	C7H12O5	176.068475	-1.8987	-0.207	5	4	97.99	1.7946
G6	C1(C(C(CC(C1O)O)O)O)=O	DNWNZFQXCIWUSQ	92.7679	C6H10O5	162.052825	-2.0648	-0.206	5	4	97.99	0.69015
G6	C1(C(C(CC1(C)O)O)O)=O	SVEAOOMTCZYAAS	404.661	C6H10O4	146.05791	-1.2567	-0.444	4	3	77.76	2.4856
G6	C1(CC(CC1(CO)O)O)=O	RJCFMBBIOTUYKM	80.1486	C6H10O4	146.05791	-1.3313	-0.336	4	3	77.76	-1.0012
G6	C1(C(C(CO)(CC(C1)O)O)O)=O	SQMRVQOKNRCTJH	60.3243	C7H12O5	176.068475	-1.8414	-0.207	5	4	97.99	-1.3233
G6	C1(C(C(C)(CC(C1O)O)O)O)=O	ZFKPIURCVBWBKX	444.733	C7H12O5	176.068475	-1.7668	-0.315	5	4	97.99	3.2188
G6	C1C(CC(C(C(C=1)=O)O)O)O	SCVSIRLGZQLYJC	59.3955	C7H10O4	158.05791	-1.1461	-0.647	4	3	77.76	1.6079
G6	C(C1C(C=CC1(CO)O)O)=O	LXEIKOLRFVLZPW	19.6276	C7H10O4	158.05791	-1.768	-0.324	4	3	77.76	-2.3842
G6	C(C1C(C=C(CO)C1O)O)=O	NBHHBROXQUJZLN	-24.6522	C7H10O4	158.05791	-1.6258	-0.339	4	3	77.76	-2.5334
