Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons	VDW Volume	H/C	O/C
G6	C(C1C(CCC1(C)O)O)(O)=O	ZLAVVSWCWWPTFX	160.073558864	C7H12O4	7	12	4	-0.7032	-0.826	4	3	77.76	1.6448	4	-0.4927416374035022	0.5714285714285714	150.41	1.7142857142857142	0.5714285714285714
G6	C(C1(C(CCCC1O)O)O)(O)=O	HTYHCLRULSKUKJ	176.068473484	C7H12O5	7	12	5	-1.4826	-0.537	5	4	97.99	-2.8129	5	0.057898435316334	0.7142857142857143	155.69	1.7142857142857142	0.7142857142857143
G6	C(C1(C(CCC1(C)O)O)O)(O)=O	XCTGCQZXLDCPHI	176.068473484	C7H12O5	7	12	5	-1.5266	-0.376	5	4	97.99	1.4864	5	0.057898435316334	0.7142857142857143	158.27	1.7142857142857142	0.7142857142857143
G6	C(C1(C=O)C(C=CC1O)O)(O)=O	RMVOMPNIRSEXEK	172.037173356	C7H8O5	7	8	5	-2.0841	-0.374	5	3	94.83	-2.3401	5	0.2066108292698328	0.7142857142857143	146.82	1.1428571428571428	0.7142857142857143
G6	C1C(C(C(C=O)=O)(C(C=1)O)O)O	FQWSPXIOGALXJB	172.037173356	C7H8O5	7	8	5	-2.5613	-0.194	5	3	94.83	-1.5416	5	0.7782931117341977	0.7142857142857143	149.28	1.1428571428571428	0.7142857142857143
G6	C(C1C(C=CC1O)O)(O)=O	CCGPLQYQSDOTQN	144.042258736	C6H8O4	6	8	4	-1.2766	-0.489	4	3	77.76	-0.093953	4	0.068826890156188	0.6666666666666666	126.6	1.3333333333333333	0.6666666666666666
G6	C(C1C(C=CC1(C)O)O)(O)=O	IPRMIXGILPWZFK	158.0579088	C7H10O4	7	10	4	-0.9786	-0.598	4	3	77.76	2.2505	4	-0.3132730803750252	0.5714285714285714	144.91	1.4285714285714286	0.5714285714285714
G6	C(C1(C(CC=CC1O)O)O)(O)=O	KAZVFUHRYVIPSA	174.05282342	C7H10O5	7	10	5	-1.758	-0.309	5	4	97.99	0.4939	5	0.2373669923448113	0.7142857142857143	151.92	1.4285714285714286	0.7142857142857143
G6	C(C1(C(C=CC1(C)O)O)O)(O)=O	ZTAVVJMOVAGZBF	174.05282342	C7H10O5	7	10	5	-1.802	-0.148	5	4	97.99	3.7018	5	0.2373669923448111	0.7142857142857143	152.62	1.4285714285714286	0.7142857142857143
G6	C(C1(C(C=CC1O)O)O)(O)=O	LJAKGYPSXQDOPU	160.037173356	C6H8O5	6	8	5	-2.1	-0.039	5	4	97.99	1.3392	5	0.6194669628760242	0.8333333333333334	136.12	1.3333333333333333	0.8333333333333334
G6	C(C(C(CO)O)(C(C)(C)O)O)=O	YPTSUYLVXRFCPG	178.084123548	C7H14O5	7	14	5	-2.0295	-0.016	5	4	97.99	-2.6776	5	0.5498385087071758	0.7142857142857143	164.09	2.0	0.7142857142857143
G6	C(C(C(CO)O)(C(CC)O)O)=O	IYSTUJJMJOBHRP	178.084123548	C7H14O5	7	14	5	-1.9557	-0.177	5	4	97.99	-3.9707	5	0.5532900542731337	0.7142857142857143	168.58	2.0	0.7142857142857143
G6	C(C(C(C)O)(C(C)(C)O)O)=O	FXHQIBFJYLRQOE	162.089208928	C7H14O4	7	14	4	-1.1028	-0.523	4	3	77.76	-4.1446	4	-0.1099416477871977	0.5714285714285714	156.15	2.0	0.5714285714285714
G6	C(C(C(C)O)(C(CC)O)O)=O	UTKHBMHHFCJXRE	162.089208928	C7H14O4	7	14	4	-1.029	-0.684	4	3	77.76	-3.7516	4	-0.1064901022212397	0.5714285714285714	158.0	2.0	0.5714285714285714
G6	C(C(C(C)=O)(C(C)(C)O)O)(O)=O	FTNFOWMTPXICKH	176.068473484	C7H12O5	7	12	5	-1.2713	-0.341	5	3	94.83	-1.5517	5	-0.2720667827049858	0.7142857142857143	165.63	1.7142857142857142	0.7142857142857143
G6	C(C(C(C)=O)(C(CC)O)O)(O)=O	WMMGRSKBKDYQMB	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	-1.4069	5	-0.2686152371390278	0.7142857142857143	164.78	1.7142857142857142	0.7142857142857143
G6	C(C)(C(CO)(C(C)(C)O)O)=O	NXBCOGRDMKNBTF	162.089208928	C7H14O4	7	14	4	-0.9217	-0.359	4	3	77.76	-0.082805	4	-0.111128326110943	0.5714285714285714	161.26	2.0	0.5714285714285714
G6	C(C)(C(CO)(C(CC)O)O)=O	KBXLKUQOGDRVBX	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-0.09327	4	-0.107676780544985	0.5714285714285714	159.71	2.0	0.5714285714285714
G6	C(C(C(C)(C)O)(C(C=O)O)O)=O	LVDXILCZFOZLEM	176.068473484	C7H12O5	7	12	5	-2.2418	-0.231	5	3	94.83	-2.5855	5	0.4099422618576609	0.7142857142857143	159.62	1.7142857142857142	0.7142857142857143
G6	C(C(C(CC)O)(C(C=O)O)O)=O	DOUBJYGXMFXTKE	176.068473484	C7H12O5	7	12	5	-2.168	-0.392	5	3	94.83	-3.7923	5	0.4133938074236188	0.7142857142857143	164.14	1.7142857142857142	0.7142857142857143
G6	C1(COC(C1(C(C)(C)O)O)O)=O	VMNGCHKDGKCGAH	176.068473484	C7H12O5	7	12	5	-1.2538	-0.147	5	3	86.99	1.2932	5	0.2816614667375838	0.7142857142857143	159.41	1.7142857142857142	0.7142857142857143
G6	C1(C(C(CO1)O)(C(C)(C)O)O)=O	KOVDZPKAZIWOMT	176.068473484	C7H12O5	7	12	5	-1.6132	-0.264	5	3	86.99	-0.72716	5	0.2816614667375838	0.7142857142857143	156.77	1.7142857142857142	0.7142857142857143
G6	C(C(C(CO)O)C(C)(C)O)(O)=O	ZNJQNEGGXYABCY	178.084123548	C7H14O5	7	14	5	-1.3073	-0.233	5	4	97.99	-0.89097	5	-0.0218437737571899	0.7142857142857143	167.74	2.0	0.7142857142857143
G6	C1(COC(C1(C(CC)O)O)O)=O	CJGOUTLTNYDYDE	176.068473484	C7H12O5	7	12	5	-1.18	-0.308	5	3	86.99	-0.0071542	5	0.2851130123035418	0.7142857142857143	158.08	1.7142857142857142	0.7142857142857143
G6	C1(C(C(CO1)O)(C(CC)O)O)=O	QZJCTUCPDWGONK	176.068473484	C7H12O5	7	12	5	-1.5394	-0.425	5	3	86.99	-2.1826	5	0.2851130123035418	0.7142857142857143	156.99	1.7142857142857142	0.7142857142857143
G6	C(C(C(CO)O)C(CC)O)(O)=O	IRTDWOJJWIYBGF	178.084123548	C7H14O5	7	14	5	-1.2335	-0.394	5	4	97.99	-2.1788	5	-0.0183922281912319	0.7142857142857143	168.98	2.0	0.7142857142857143
G6	C(C(CO)(C(C)(C)O)O)(O)=O	LZQHYHBVRZVZPR	164.068473484	C6H12O5	6	12	5	-1.5994	0.088	5	4	97.99	0.93468	5	0.2499294346757415	0.8333333333333334	151.93	2.0	0.8333333333333334
G6	C(C(CO)(C(CC)O)O)(O)=O	ATXUTGUKPKCQCS	164.068473484	C6H12O5	6	12	5	-1.5256	-0.073	5	4	97.99	-0.27257	5	0.2533809802416995	0.8333333333333334	150.56	2.0	0.8333333333333334
G6	C(C(C(C)O)(C(C(C)O)O)O)=O	LBRRDSKNXDROLE	178.084123548	C7H14O5	7	14	5	-2.0508	-0.285	5	4	97.99	-2.4466	5	0.5510251870309208	0.7142857142857143	164.53	2.0	0.7142857142857143
G6	C(C(C(C)O)(C(C=C)O)O)=O	XYOAZIWGHKGSLV	160.073558864	C7H12O4	7	12	4	-1.2145	-0.623	4	3	77.76	-7.0543	4	0.0729784548072373	0.5714285714285714	154.4	1.7142857142857142	0.5714285714285714
G6	C(C(C(C)O)(C(C)O)O)=O	ORRWGGOEFWALCM	148.073558864	C6H12O4	6	12	4	-1.4834	-0.414	4	3	77.76	-3.005	4	0.2721583227440161	0.6666666666666666	141.77	2.0	0.6666666666666666
G6	C(C)(C(C(C)O)(C(C)O)O)=O	UIZPSNUTDQBKCZ	162.089208928	C7H14O4	7	14	4	-0.943	-0.628	4	3	77.76	-0.23551	4	-0.1099416477871973	0.5714285714285714	158.27	2.0	0.5714285714285714
G6	C(C(C=O)(CCO)C(C)O)(O)=O	IVIHSFKTXRLGTB	176.068473484	C7H12O5	7	12	5	-1.2393	-0.408	5	3	94.83	-7.0924	5	-0.1594751533644922	0.7142857142857143	163.49	1.7142857142857142	0.7142857142857143
G6	C(C)(C(CO)(CO)C(C)O)=O	IJBQUOJSKKIFPG	162.089208928	C7H14O4	7	14	4	-0.8037	-0.37	4	3	77.76	-2.9252	4	-0.0019882423364066	0.5714285714285714	159.0	2.0	0.5714285714285714
G6	C(C)(C(CO)(C(C)O)O)=O	VGFWQNYTGUGVTP	148.073558864	C6H12O4	6	12	4	-1.3023	-0.25	4	3	77.76	-0.25269	4	0.2709716444202704	0.6666666666666666	143.26	2.0	0.6666666666666666
G6	C(C(C(C)(CO)C(C)O)=O)(O)=O	YVXPALZYJXFQOZ	176.068473484	C7H12O5	7	12	5	-1.1533	-0.352	5	3	94.83	-11.234	5	-0.1629266989304496	0.7142857142857143	162.98	1.7142857142857142	0.7142857142857143
G6	C(CC)(C(CO)(C(C)O)O)=O	KZXKTLZXGAVAGP	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	1.8449	4	-0.1076767805449847	0.5714285714285714	165.42	2.0	0.5714285714285714
G6	C(CO)(C(CO)(C)C(C)O)=O	PDSGEMXEJLLWLW	162.089208928	C7H14O4	7	14	4	-0.8037	-0.37	4	3	77.76	-3.3695	4	-0.0019882423364066	0.5714285714285714	159.99	2.0	0.5714285714285714
G6	C1(C(C)(O)OCC1(C(C)O)O)=O	FMTDBPLBBNZXJI	176.068473484	C7H12O5	7	12	5	-1.3701	-0.285	5	3	86.99	1.3286	5	0.2816614667375838	0.7142857142857143	162.53	1.7142857142857142	0.7142857142857143
G6	C1(COC(C1(C(C)O)O)O)=O	AETQINSYKUSDDU	162.05282342	C6H10O5	6	10	5	-1.6344	-0.038	5	3	86.99	1.1643	5	0.6637614372687971	0.8333333333333334	142.88	1.6666666666666667	0.8333333333333334
G6	C1(C(C(C)O)(C(CO1)O)O)=O	SMODFTXGIXXRTH	162.05282342	C6H10O5	6	10	5	-1.9938	-0.155	5	3	86.99	-0.98528	5	0.6637614372687971	0.8333333333333334	141.28	1.6666666666666667	0.8333333333333334
G6	C1(C(C)OC(C1(C(C)O)O)O)=O	DAWDEKHZNYAFDZ	176.068473484	C7H12O5	7	12	5	-1.3097	-0.416	5	3	86.99	1.2565	5	0.2828481450613293	0.7142857142857143	161.15	1.7142857142857142	0.7142857142857143
G6	C1(CC(O)OCC1(C(C)O)O)=O	OJVCIIFOOZKZKJ	176.068473484	C7H12O5	7	12	5	-1.2924	-0.308	5	3	86.99	1.3599	5	0.2816614667375838	0.7142857142857143	157.33	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(C(CO)O)C(C)O)=O	NPNDNDXRMRAESX	176.068473484	C7H12O5	7	12	5	-2.1238	-0.242	5	3	94.83	-4.012	5	0.519082345632197	0.7142857142857143	161.18	1.7142857142857142	0.7142857142857143
G6	C(C1(C(C)O)C(CC(O1)O)O)=O	GOJGBCYYZCHBBV	176.068473484	C7H12O5	7	12	5	-1.7403	-0.472	5	3	86.99	-3.9869	5	0.2862996906272873	0.7142857142857143	159.77	1.7142857142857142	0.7142857142857143
G6	C1(CC(OC1(CO)C(C)O)O)=O	VUMPBWWVZSATGX	176.068473484	C7H12O5	7	12	5	-1.3843	-0.308	5	3	86.99	-0.79667	5	0.2851130123035418	0.7142857142857143	162.16	1.7142857142857142	0.7142857142857143
G6	C1(COC(C)(C1(C(C)O)O)O)=O	MQBGJMBFLOGKHR	176.068473484	C7H12O5	7	12	5	-1.3701	-0.285	5	3	86.99	1.7659	5	0.281661466737584	0.7142857142857143	158.65	1.7142857142857142	0.7142857142857143
G6	C(C1(COC(C1)O)C(C)O)(O)=O	IJEQSVUDIKPRKV	176.068473484	C7H12O5	7	12	5	-1.0474	-0.488	5	3	86.99	-1.3641	5	-0.2865692701608232	0.7142857142857143	158.23	1.7142857142857142	0.7142857142857143
G6	C1(C(CO)(C(C)O)C(CO1)O)=O	QYEQFBKIROUDNZ	176.068473484	C7H12O5	7	12	5	-1.7656	-0.275	5	3	86.99	-0.086717	5	0.3908015505121204	0.7142857142857143	156.17	1.7142857142857142	0.7142857142857143
G6	C1(C(C(C)O)C(C(CO1)O)O)=O	LKLHEHSLGXJDOX	176.068473484	C7H12O5	7	12	5	-1.6805	-0.476	5	3	86.99	-3.8304	5	0.3885366832699077	0.7142857142857143	157.42	1.7142857142857142	0.7142857142857143
G6	C(C(C(C)=O)(C(C=C)O)O)(O)=O	SDEIVZNZGWHPIH	174.05282342	C7H10O5	7	10	5	-1.383	-0.441	5	3	94.83	-4.5602	5	-0.0891466801105514	0.7142857142857143	160.03	1.4285714285714286	0.7142857142857143
G6	C(C(C=O)(CO)CCO)(O)=O	QAFSKVGWRVDXBT	162.05282342	C6H10O5	6	10	5	-1.5986	-0.03	5	3	94.83	-9.6752	5	0.2214381388429757	0.8333333333333334	154.13	1.6666666666666667	0.8333333333333334
G6	C(C(C=O)(CO)C(C)CO)(O)=O	VFVKMQQHAQYSHX	176.068473484	C7H12O5	7	12	5	-1.3803	-0.19	5	3	94.83	-4.5665	5	-0.0537866151559139	0.7142857142857143	161.04	1.7142857142857142	0.7142857142857143
G6	C(C(C)(CO)C(CC(O)=O)O)=O	MJOGRNBJBAPGSM	176.068473484	C7H12O5	7	12	5	-1.2393	-0.408	5	3	94.83	-5.6431	5	-0.1594751533644916	0.7142857142857143	162.63	1.7142857142857142	0.7142857142857143
G6	C(C(CO)(C)C(C(CO)=O)O)=O	OSPFWPDPCWBIMK	176.068473484	C7H12O5	7	12	5	-1.9427	-0.078	5	3	94.83	-5.3947	5	0.5178956673084517	0.7142857142857143	166.71	1.7142857142857142	0.7142857142857143
G6	C(C(CO)(C)C(C=O)(CO)O)=O	LDKQTLYBLWHTRU	176.068473484	C7H12O5	7	12	5	-2.1025	0.027	5	3	94.83	-6.794	5	0.5178956673084515	0.7142857142857143	161.73	1.7142857142857142	0.7142857142857143
G6	C(C)(C(CO)(CO)C(CO)O)=O	NBCXRZAEEZIIIE	178.084123548	C7H14O5	7	14	5	-1.7304	0.137	5	4	97.99	-1.5804	5	0.6577919141579666	0.7142857142857143	167.62	2.0	0.7142857142857143
G6	C(CC)(C(CO)(C(CO)O)O)=O	DHRSHLAYQXZFIN	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	1.7978	5	0.552103375949388	0.7142857142857143	172.75	2.0	0.7142857142857143
G6	C(CO)(C(CO)(C)C(CO)O)=O	YBBYOTMPJMWFJS	178.084123548	C7H14O5	7	14	5	-1.7304	0.137	5	4	97.99	-2.1167	5	0.6577919141579666	0.7142857142857143	168.19	2.0	0.7142857142857143
G6	C(C)(C(CO)(C(C(C)O)O)O)=O	AKNLGXCVNPKNGY	178.084123548	C7H14O5	7	14	5	-1.8697	-0.121	5	4	97.99	0.076902	5	0.5498385087071753	0.7142857142857143	167.75	2.0	0.7142857142857143
G6	C(C)(C(CO)(C(C=C)O)O)=O	RGRXZTYDSMMYCR	160.073558864	C7H12O4	7	12	4	-1.0334	-0.459	4	3	77.76	-3.3157	4	0.0717917764834916	0.5714285714285714	155.2	1.7142857142857142	0.5714285714285714
G6	C(C)(C(CO)(CO)CO)=O	YXCDZXGJZDGMEP	148.073558864	C6H12O4	6	12	4	-1.163	0.008	4	3	77.76	-3.985	4	0.3789250498710614	0.6666666666666666	143.62	2.0	0.6666666666666666
G6	C(C(C(C)(CO)CO)=O)(O)=O	KMPNDKVDACANQE	162.05282342	C6H10O5	6	10	5	-1.5126	0.026	5	3	94.83	-13.262	5	0.2179865932770177	0.8333333333333334	146.1	1.6666666666666667	0.8333333333333334
G6	C(CC)(C(CO)(CO)O)=O	AWARSNJRMJURSF	148.073558864	C6H12O4	6	12	4	-1.2072	-0.142	4	3	77.76	0.43427	4	0.2732365116624831	0.6666666666666666	147.05	2.0	0.6666666666666666
G6	C(CO)(C(CO)(CO)C)=O	OUEWZRHINVHASD	148.073558864	C6H12O4	6	12	4	-1.163	0.008	4	3	77.76	-5.7208	4	0.3789250498710614	0.6666666666666666	144.5	2.0	0.6666666666666666
G6	C(C(C=CC(O)=O)(CO)CO)=O	HQIQDZAPSOWNQA	174.05282342	C7H10O5	7	10	5	-1.3964	-0.072	5	3	94.83	-3.4681	5	0.0188067253402396	0.7142857142857143	159.25	1.4285714285714286	0.7142857142857143
G6	C(C=CC(C(CO)(CO)O)=O)=O	FDRNHHBGRYBJAX	174.05282342	C7H10O5	7	10	5	-2.144	0.108	5	3	94.83	-3.7934	5	0.5904890078046049	0.7142857142857143	158.03	1.4285714285714286	0.7142857142857143
G6	C(C(CO)(CO)C(C)CO)=O	AONRUNFAIVVFSR	162.089208928	C7H14O4	7	14	4	-1.0307	-0.208	4	3	77.76	-7.4227	4	0.1071518414381297	0.5714285714285714	159.46	2.0	0.5714285714285714
G6	C(C)(C(CO)(C(CCO)O)O)=O	AOWRUGHROATOQE	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	-0.23849	5	0.5521033759493877	0.7142857142857143	170.34	2.0	0.7142857142857143
G6	C(C)(C(CO)(CO)C(C=O)O)=O	KZTCGWWQLFVSNS	176.068473484	C7H12O5	7	12	5	-1.9427	-0.078	5	3	94.83	-3.8118	5	0.5178956673084517	0.7142857142857143	163.7	1.7142857142857142	0.7142857142857143
G6	C(CO)(C(CO)(C)C(C=O)O)=O	UUJJDNWVJJLOGG	176.068473484	C7H12O5	7	12	5	-1.9427	-0.078	5	3	94.83	-4.324	5	0.5178956673084517	0.7142857142857143	166.22	1.7142857142857142	0.7142857142857143
G6	C1(C(C)(O)OCC1(CO)O)=O	KNUPXCUPDXSCTL	162.05282342	C6H10O5	6	10	5	-1.7294	0.093	5	3	86.99	1.8313	5	0.6625747589450518	0.8333333333333334	145.88	1.6666666666666667	0.8333333333333334
G6	C1(COC(C1(CO)O)O)=O	CCFYREBFZMVGIW	148.037173356	C5H8O5	5	8	5	-1.9937	0.34	5	3	86.99	1.3593	5	1.0446747294762646	1.0	125.53	1.6	1.0
G6	C1(C(CO)(C(CO1)O)O)=O	DRQHDQNYGJMHHV	148.037173356	C5H8O5	5	8	5	-2.3531	0.223	5	3	86.99	-0.53802	5	1.0446747294762646	1.0	124.93	1.6	1.0
G6	C1(C(C)OC(C1(CO)O)O)=O	KGPDDTYDHFHWCU	162.05282342	C6H10O5	6	10	5	-1.669	-0.038	5	3	86.99	1.7311	5	0.6637614372687971	0.8333333333333334	144.73	1.6666666666666667	0.8333333333333334
G6	C1(CC(O)OCC1(CO)O)=O	JTVSASWQJGEFHB	162.05282342	C6H10O5	6	10	5	-1.6517	0.07	5	3	86.99	1.5972	5	0.6625747589450518	0.8333333333333334	141.97	1.6666666666666667	0.8333333333333334
G6	C(C(C(CCO)=O)(C)CO)(O)=O	YRNUVSUISUFFOJ	176.068473484	C7H12O5	7	12	5	-1.0582	-0.244	5	3	94.83	-5.7694	5	-0.1606618316882375	0.7142857142857143	171.2	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(CO)C(CO)O)=O	FHOHICWHKTXVKB	162.05282342	C6H10O5	6	10	5	-2.4831	0.136	5	3	94.83	-3.231	5	0.8999956378396644	0.8333333333333334	147.65	1.6666666666666667	0.8333333333333334
G6	C(C(C=CCO)(CO)CO)=O	KAPWPDKMFXPVPN	160.073558864	C7H12O4	7	12	4	-1.0468	-0.09	4	3	77.76	-5.1422	4	0.1797451819342825	0.5714285714285714	154.78	1.7142857142857142	0.5714285714285714
G6	C(C(CO)(C(C(C=O)=C)O)O)=O	WENOWJXAMQTROQ	174.05282342	C7H10O5	7	10	5	-2.1064	-0.077	5	3	94.83	-5.3359	5	0.5916756861283502	0.7142857142857143	160.06	1.4285714285714286	0.7142857142857143
G6	C(C(C(C=C)=O)(CO)CO)(O)=O	ZKLXHVPUJJLLTB	174.05282342	C7H10O5	7	10	5	-1.2437	-0.183	5	3	94.83	-8.2017	5	0.0188067253402389	0.7142857142857143	159.1	1.4285714285714286	0.7142857142857143
G6	C(C1(COC(C1O)O)CO)=O	KOMHWQWACKHPEX	162.05282342	C6H10O5	6	10	5	-2.1215	0.056	5	3	86.99	-2.8799	5	0.7729015210433333	0.8333333333333334	142.43	1.6666666666666667	0.8333333333333334
G6	C(C1(CO)C(CC(O1)O)O)=O	WPQDIHBVXJNACK	162.05282342	C6H10O5	6	10	5	-2.0996	-0.094	5	3	86.99	-3.4131	5	0.6672129828347552	0.8333333333333334	143.35	1.6666666666666667	0.8333333333333334
G6	C1(CC(OC1(CO)CO)O)=O	HXUIJZZOZRLALQ	162.05282342	C6H10O5	6	10	5	-1.7436	0.07	5	3	86.99	-1.7366	5	0.6660263045110094	0.8333333333333334	143.27	1.6666666666666667	0.8333333333333334
G6	C1(COC(C)(C1(CO)O)O)=O	MVLSKYCXIGJUCV	162.05282342	C6H10O5	6	10	5	-1.7294	0.093	5	3	86.99	2.9858	5	0.6625747589450514	0.8333333333333334	142.66	1.6666666666666667	0.8333333333333334
G6	C(C1(COC(C1)O)CO)(O)=O	BDZYPIHRMCXVMD	162.05282342	C6H10O5	6	10	5	-1.4067	-0.11	5	3	86.99	-3.8852	5	0.0943440220466441	0.8333333333333334	142.44	1.6666666666666667	0.8333333333333334
G6	C1(C(CO)(CO)C(CO1)O)=O	PKKLMYPASALSAR	162.05282342	C6H10O5	6	10	5	-2.1249	0.103	5	3	86.99	-0.85603	5	0.7717148427195878	0.8333333333333334	141.49	1.6666666666666667	0.8333333333333334
G6	C1(C(CO)C(C(CO1)O)O)=O	WQZMDLWWGUQNCI	162.05282342	C6H10O5	6	10	5	-2.0398	-0.098	5	3	86.99	-2.8482	5	0.769449975477375	0.8333333333333334	140.48	1.6666666666666667	0.8333333333333334
G6	C(C(CO)(CO)CC(CO)=O)=O	FQROLVYXIHCVDR	176.068473484	C7H12O5	7	12	5	-1.8476	0.03	5	3	94.83	-7.7272	5	0.5201605345506642	0.7142857142857143	165.85	1.7142857142857142	0.7142857142857143
G6	C(CO)(C(CO)(CO)CC=O)=O	AIIRYEFQFUBCPP	176.068473484	C7H12O5	7	12	5	-1.8476	0.03	5	3	94.83	-5.6421	5	0.5201605345506642	0.7142857142857143	166.29	1.7142857142857142	0.7142857142857143
G6	C(C(C(C)=O)(CO)CCO)(O)=O	XUWSOGTTYMHTDC	176.068473484	C7H12O5	7	12	5	-1.0582	-0.244	5	3	94.83	-8.0698	5	-0.1606618316882375	0.7142857142857143	170.43	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(CO)CC(C)O)(O)=O	VWCWDNQRCGRXFE	176.068473484	C7H12O5	7	12	5	-1.2393	-0.408	5	3	94.83	-10.631	5	-0.1594751533644922	0.7142857142857143	162.69	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(CO)C(C)(C)O)(O)=O	ITNGSAKNTLZSQD	176.068473484	C7H12O5	7	12	5	-1.3131	-0.247	5	3	94.83	-3.3436	5	-0.1629266989304502	0.7142857142857143	166.11	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(CO)C(CC)O)(O)=O	QYYBIRVZDONJAN	176.068473484	C7H12O5	7	12	5	-1.2393	-0.408	5	3	94.83	-4.2275	5	-0.1594751533644922	0.7142857142857143	162.07	1.7142857142857142	0.7142857142857143
G6	C(C(C(CO)(C(C)(C)O)O)=O)=O	MDZMAFSVQYTAGD	176.068473484	C7H12O5	7	12	5	-2.0607	-0.067	5	3	94.83	-1.7536	5	0.4087555835339156	0.7142857142857143	163.8	1.7142857142857142	0.7142857142857143
G6	C(C(C(CO)(C(CC)O)O)=O)=O	CTCKTDXYJGPBAE	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-3.1425	5	0.4122071290998735	0.7142857142857143	164.65	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(CO)C(CCO)O)=O	OFQJMMCPRHAJOI	176.068473484	C7H12O5	7	12	5	-2.0287	-0.134	5	3	94.83	-4.2768	5	0.5213472128744095	0.7142857142857143	166.73	1.7142857142857142	0.7142857142857143
G6	C(C(C(C)=O)(C(CCO)O)O)=O	VNMPQBPTNAGLJO	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-2.5292	5	0.4122071290998733	0.7142857142857143	166.34	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(C)C(CCO)O)(O)=O	QVDYMHMFUXNDSI	176.068473484	C7H12O5	7	12	5	-1.2393	-0.408	5	3	94.83	-4.5183	5	-0.1594751533644922	0.7142857142857143	163.88	1.7142857142857142	0.7142857142857143
G6	C(C(C)(CO)C(CCO)O)=O	YKYZJWUAKGRBDX	162.089208928	C7H14O4	7	14	4	-0.8897	-0.426	4	3	77.76	-8.4395	4	0.0014633032295511	0.5714285714285714	161.35	2.0	0.5714285714285714
G6	C(C(C=O)(C(C(CO)=C)O)O)=O	IZXJXQVBVISABN	174.05282342	C7H10O5	7	10	5	-2.1064	-0.077	5	3	94.83	-5.313	5	0.5916756861283502	0.7142857142857143	161.77	1.4285714285714286	0.7142857142857143
G6	C(C(CO)(C)C(C(C=O)O)O)=O	VMXPDUPCONXUMB	176.068473484	C7H12O5	7	12	5	-2.1238	-0.242	5	3	94.83	-7.4897	5	0.519082345632197	0.7142857142857143	161.99	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(C(C(CO)C)O)O)=O	PANNJYFVDCECLR	176.068473484	C7H12O5	7	12	5	-2.309	-0.174	5	3	94.83	-4.5215	5	0.519082345632197	0.7142857142857143	163.23	1.7142857142857142	0.7142857142857143
G6	C(C(C=O)(C(C=CCO)O)O)=O	IUCVMAOYADRHIY	174.05282342	C7H10O5	7	10	5	-2.3251	-0.056	5	3	94.83	-2.3158	5	0.5916756861283502	0.7142857142857143	160.03	1.4285714285714286	0.7142857142857143
G6	C(C(C=C)(C(C(O)=O)CO)O)=O	OBLPWJSTSBIODB	174.05282342	C7H10O5	7	10	5	-1.61	-0.279	5	3	94.83	-6.56	5	0.0199934036639849	0.7142857142857143	159.58	1.4285714285714286	0.7142857142857143
G6	C(C(CO)C(C(C=C)=O)O)(O)=O	JDXCRMQQINIXSY	174.05282342	C7H10O5	7	10	5	-1.4502	-0.384	5	3	94.83	-5.4215	5	0.0199934036639849	0.7142857142857143	162.29	1.4285714285714286	0.7142857142857143
G6	C(C(CO)C(C(C)=O)(C)O)(O)=O	BNLIPSGTZJJGSP	176.068473484	C7H12O5	7	12	5	-1.3385	-0.284	5	3	94.83	2.5991	5	-0.1629266989304502	0.7142857142857143	163.54	1.7142857142857142	0.7142857142857143
G6	C(C(CO)C(C)(C)O)(O)=O	KCQHRKNMROBFFB	148.073558864	C6H12O4	6	12	4	-0.7399	-0.362	4	3	77.76	-1.1123	4	-0.3007106380440948	0.6666666666666666	151.03	2.0	0.6666666666666666
G6	C(C(CO)C(C=C)(C)O)(O)=O	BIPTZIDARBWAHR	160.073558864	C7H12O4	7	12	4	-0.471	-0.571	4	3	77.76	-4.1817	4	-0.4998905059808733	0.5714285714285714	154.95	1.7142857142857142	0.5714285714285714
G6	C(C(CO)C(CC)O)(O)=O	GKQFQGWEVNUOOO	148.073558864	C6H12O4	6	12	4	-0.6661	-0.523	4	3	77.76	-1.9915	4	-0.2972590924781368	0.6666666666666666	142.37	2.0	0.6666666666666666
