Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	RFSDMKGKXCVVLT	C(C(C)(CC(CO)O)O)(O)=O	164.068473484	C6H12O5	6	12	5.0	-1.5256	-0.073	5	4	97.99	-3.126
G4	JUIDUSJOXQJWRN	C(C(CC(C(C)=O)N)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7027	-0.469	5	3	100.62	-7.3677
G4	HTVKDDDHVKEPAC	C(C1(COC(CO)C1)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.8864	-0.047	5	3	86.99	-2.5268
G4	DCWRWJYBNXBFIK	C(C1(COCC(C1)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7945	-0.047	5	3	86.99	-0.9659
G4	FLTNMSDNZURJNG	C(C1(CC(O)OCC1)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.2929	-0.26	5	3	86.99	0.08463
G4	IAFRFQHZMQJNBK	C(CC(CC(C(O)=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7887	-0.525	5	3	100.62	-4.2361
G4	PRSVJCBFNLCBCD	C(C(C)(CC(C=O)N)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.8625	-0.364	5	3	100.62	-3.7223
G4	KUTQBHXHWKFZOF	C(CC(C(O)=O)O)(CCN)=O	161.068807832	C6H11NO4	6	11	4.0	-3.6076	-0.361	5	3	100.62	0.19287
G4	ZXGKPFMYNAQOBL	C(C(CCN)(CC=O)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7674	-0.256	5	3	100.62	-2.0945
G4	RSCIOVXCOKTZAQ	C(C(C1CC(CO1)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.8251	-0.316	5	3	86.99	1.7309
G4	JXGGXFGOQYURHO	C(C(CC(N)=CCO)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9735	-0.412	5	4	103.78	-1.5547
G4	BWWJYGRFHRSHBO	C(C(C(N)=C)O)(O)=O	117.042593084	C4H7NO3	4	7	3.0	-2.8889	-0.546	4	3	83.55	-2.0855
G4	XPXXBMCLHANSOP	C(C(C=CN)O)(O)=O	117.042593084	C4H7NO3	4	7	3.0	-3.7098	-0.393	4	3	83.55	0.069733
G4	AMWPAUGSGLTTHG	C1(C(C(CC(C1O)O)O)=O)=O	160.037173356	C6H8O5	6	8	5.0	-1.9211	-0.257	5	3	94.83	-3.2175
G4	FSGINKURWZSIHK	C(C(CO)O)=C(C(C=O)=O)N	159.053157768	C6H9NO4	6	9	4.0	-2.1624	-0.297	5	3	100.62	-3.3008
G4	ZGAWPUBLHOZZRK	C(C(CO)=O)(C(CO)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.6408	0.315	5	3	94.83	-3.167
G4	YMBCRDCIWCIATR	C(C(C(C)O)=O)(C(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.2815	-0.063	5	3	94.83	-4.619
G4	DUEDDDYTTVKSHS	C(C(C(CO)(CO)O)=O)=O	148.037173356	C5H8O5	5	8	5.0	-2.8006	0.42	5	3	94.83	-3.2607
G4	OWCKJYPMNQGBFZ	C(C(C(CO)(CN)O)=O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.1984	0.344	5	3	100.62	-1.7421
G4	SXOYAYZLODVKOY	C(C(C(C)(C(CO)O)O)=O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-0.14345
G4	PJMZKCOZUYMPLF	C(C(C(CO)(CCO)O)=O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3462	0.15	5	3	94.83	-6.0745
G4	WVGSTMCUPLPHKO	C(CO)(C(C(CO)=O)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.6408	0.315	5	3	94.83	1.3098
G4	KSJUAZMUTOCPNR	C(CO)(C(C(CO)=O)N)=O	147.053157768	C5H9NO4	5	9	4.0	-3.0386	0.239	5	3	100.62	-1.4505
G4	JSKXZLIQTOABTI	C(CO)(C(C(CN)=O)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.0386	0.239	5	3	100.62	1.3445
G4	UXZSOAYTCMPTKU	C(CO)(C(C(CO)N)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.0074	0.29	5	4	103.78	-1.5683
G4	XAEITTHXTQNINA	C(CO)(C(CCO)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.5878	-0.033	4	3	77.76	-0.0021313
G4	OOILVYWNILFUFQ	C(CC(C(CO)=O)O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-1.9374	-0.015	5	3	94.83	2.5542
G4	MSMKYRIQPSEUOS	C(CO)(C(CCO)N)=O	133.073893212	C5H11NO3	5	11	3.0	-1.9856	-0.109	4	3	83.55	-4.7772
G4	MERBDGVVDHAOBV	C(CC(C(CO)=O)N)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.062	-0.091	5	3	100.62	-2.8357
G4	BTCSQDOXIYWEHY	C(C)(C(C(CO)N)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0807	-0.217	4	3	83.55	-2.2491
G4	GSSSSMSRIXVZBY	C(CO)(CC(CO)N)=O	133.073893212	C5H11NO3	5	11	3.0	-1.9856	-0.109	4	3	83.55	-6.2531
G4	FRTKOPTWTJLHNO	C(C(CC(CO)=O)N)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.062	-0.091	5	3	100.62	-14.728
G4	QJYMWMDDBANNAM	C(C(C(C(C)=O)O)N)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.1571	-0.199	5	3	100.62	-4.7995
G4	HSYGZUNNVLXKSF	C(C)(C(CO)(C(C=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-5.7834
G4	NQIYYKUBXCZNOW	C(C(C(CO)=O)(CO)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.8006	0.42	5	3	94.83	-0.63109
G4	CODPBKJMVNZFKR	C(C(C(CO)O)=O)(O)=O	134.021523292	C4H6O5	4	6	5.0	-2.3918	0.255	5	3	94.83	-7.1315
G4	VIJRCMFNOCWJPJ	C(C)(C(C(CO)=O)(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.2602	0.206	5	3	94.83	1.2629
G4	YOGXPSGTQNKHLT	C(C)(C(C(CN)=O)(CO)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.658	0.13	5	3	100.62	0.30535
G4	IJIKBAWNFHZICR	C(C(C(CN)=O)(CO)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.1984	0.344	5	3	100.62	-1.7421
G4	IITRTOMJXOMVFG	C(C)(C(CO)(CO)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0594	0.052	4	3	83.55	-6.1244
G4	BZTWFIIQADIYHR	C(C)(C(CO)(CN)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0594	0.052	4	3	83.55	0.6965
G4	FZBDPFQWGZJRMP	C(C(CO)(C(C(C)=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-2.6494
G4	FFAUGUPEWYTYFL	C(CO)(C(C)(C(C=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.355
G4	SJBUHQRXFGPPFF	C(CO)(C(CO)(CC=O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3462	0.15	5	3	94.83	-3.0521
G4	LCGBCDAYKOJPSO	C(CO)(C(CO)(C)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.6616	0.128	4	3	77.76	-1.0414
G4	RIMIRAARCJYXAS	C(CO)(C(CO)(CC=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.744	0.074	5	3	100.62	-6.3648
G4	CRXIGGPTJCKSNL	C(CO)(C(CO)(C)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0594	0.052	4	3	83.55	-4.6175
G4	WYEXXLABJAZYMH	C(C(CO)(CC(CO)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.744	0.074	5	3	100.62	-7.4528
G4	QVVPJDROJOZTEY	C1(C(C(CC1(CO)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.1834	0.063	5	4	97.99	-1.7308
G4	HWZVJPJFWHMERX	C1(C(CC(C1(CN)O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5812	-0.013	5	4	103.78	1.2431
G4	XJXIVRSPBLVQEK	C1(C(CC(C(C1O)N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4626	-0.282	5	4	103.78	1.5104
G4	SBRCRISTECRUBK	C1(C(C(C(C1N)O)CO)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6099	-0.064	5	4	103.78	-1.5345
G4	FSEQKVYABDEXQV	C1(C(C(C(CN)C1O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6099	-0.064	5	4	103.78	0.20324
G4	ZOHAVORAUGWZSO	C(C(C(C(CO)O)=O)(C)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-2.2893
G4	NLZFLSYUZGHIRV	C(C(C)(C(C(C=O)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6224	-0.122	5	3	94.83	-2.1861
G4	RDCRCZPYRNNHBY	C(C(CO)O)(C(CO)(C)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.229	0.257	5	4	97.99	-2.0342
G4	IJDVNWGMHYNWES	C(C(C(C(CO)(C)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4101	0.093	5	4	97.99	-4.3738
G4	KGXYXIMSHNNPIT	C(C(CC(CO)(CO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.315	0.201	5	4	97.99	-7.9649
G4	ZPDKXZPDSLRJGW	C(C(C)O)(C(CO)(CO)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.229	0.257	5	4	97.99	-1.8596
G4	NPPXZIWPHGALBH	C(C(C)O)(C(C(CO)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-2.0301
G4	PCTWEWSFNHMBBT	C(C(C)(C(C(C=O)O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0202	-0.198	5	3	100.62	-3.9875
G4	YXVCGHWXQOIPMV	C(C(C(C(CN)O)=O)(C)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-2.2055
G4	JCFVRBHISSFDBU	C(C(C(C(C=O)O)N)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.4008	-0.089	5	3	100.62	-2.1686
G4	YKLUZKKQUOWUTN	C(C(C(C(CN)O)=O)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.2197	0.075	5	3	100.62	-2.1061
G4	IIHYAXGHFXVCQN	C(C(C(C(CO)(C)O)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-6.1495
G4	KAALDMUVUHKUNO	C(C(CN)O)(C(CO)(C)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6268	0.181	5	4	103.78	-1.9636
G4	XRYLMAPFTROBNJ	C(C(CC(CO)(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-6.418
G4	UCGYPUFNZAYNRO	C(C(C)O)(C(CO)(CN)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6268	0.181	5	4	103.78	-0.3415
G4	BATBMMKAVJEJIM	C(C(C(C(C)O)N)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2618	-0.381	4	3	83.55	-4.7357
G4	HZSOUUXSRHAEDG	C(C(C)O)(C(CN)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0807	-0.217	4	3	83.55	-0.68504
G4	YSRSNNYPTZYUAF	C(C(CO)O)(CC(C(C)O)=O)=O	176.068473484	C7H12O5	7	12	5.0	-1.8271	-0.333	5	3	94.83	-5.7298
G4	FXJGTGCXPONACF	C(C)(C(CC(C(CO)=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.8271	-0.333	5	3	94.83	2.3793
G4	MTGIKPJFHFZKMM	C(C(C)(CC(C(CO)=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-1.6026
G4	RHMPGKGZGYYKEJ	C(CCO)(C(C(C(C)O)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.8271	-0.333	5	3	94.83	-2.1182
G4	WWWAPRLNLPZANQ	C(C(CCO)O)(C(C(C)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.8271	-0.333	5	3	94.83	-1.4465
G4	KBIOEJPZHMZOHI	C(C(C(C(CCO)O)=O)(C)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-3.4512
G4	CUYCWUJFBMENFQ	C(C(C)O)(C(C(CO)=O)CO)=O	176.068473484	C7H12O5	7	12	5.0	-1.9681	-0.115	5	3	94.83	0.28174
G4	ZNYCFZXSBHJYCU	C(C(C(CO)C(C(C)=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.1492	-0.279	5	3	94.83	-1.9475
G4	MIIOVCHDFOXZQH	C(C(C)(C(CO)C(C=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.309	-0.174	5	3	94.83	-3.1448
G4	VDWUOEBDTTWBQR	C(CC(C(C(CO)(C)O)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-3.5034
G4	PUEUNWOFGBGIIR	C(C(CO)(CC=O)O)(C(C)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-5.042
G4	PZZRDZZNGWGVCH	C(C(C(CC(CO)(C)O)O)=O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-6.5127
G4	QFDILBGGPVRPNZ	C(C(CC(C)(C(C=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-0.76968
G4	KLZSHRFYEXZIJN	C(C(C)(C(C=O)O)O)(C(C)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.082	-0.336	5	3	94.83	-1.1451
G4	BIXJVDYFZWNGRG	C(C(C(CC(CN)O)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-1.315
G4	QGMQORSDHRLSCY	C(C(C(CO)C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6896	-0.065	5	3	94.83	-3.2142
G4	BFZVHBGRZCLDHL	C(CO)(C(CC(CO)(C)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.7746	-0.013	5	4	97.99	-3.3517
G4	HFNDNQYIMSMXSR	C(C(CC(C)(C(CO)O)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.9557	-0.177	5	4	97.99	-0.95107
G4	ZGRJFPAIEXFPTO	C(C(C)O)(C(C)(C(CO)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.8697	-0.121	5	4	97.99	0.91508
G4	VQDSLLVREOJMLF	C(CO)(C(CC(C)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.2285	-0.411	4	3	77.76	-1.3001
G4	KOBIWHQJMFPHPE	C(CO)(C(CC(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	1.851
G4	QWLBELLGSUWPPR	C(C(C(C(C)O)C(C=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.3303	-0.443	5	3	94.83	-3.8084
G4	ZSXGUQUOLQRJQP	C(C(CC(C(C(C)O)=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0082	-0.497	5	3	94.83	-3.3061
G4	IORVJCLZDRVNNF	C(C(C(CO)CO)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.9099	0.021	4	3	77.76	-4.6642
G4	MSMXCTTUVMIOHB	C(C(C=CC(C(CO)=O)O)O)=O	174.05282342	C7H10O5	7	10	5.0	-2.1653	-0.161	5	3	94.83	-0.9415
G4	ZTSMVYMSXAWHJH	C(C(CCO)O)(CC(CO)=O)=O	176.068473484	C7H12O5	7	12	5.0	-1.732	-0.225	5	3	94.83	-8.5375
G4	OMZJOGDCLKHMGU	C(C(CC(C=O)O)O)(CCO)=O	176.068473484	C7H12O5	7	12	5.0	-1.9131	-0.389	5	3	94.83	-4.2105
G4	IAKRCXFXBMNMSE	C(C(CC(C=O)O)(CCO)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-5.1653
G4	RLKBPVTZMZFMOR	C(C(C(C(C)O)=O)(CCO)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-5.0487
G4	IGNYHDUORKAKAR	C(C(CCO)O)(C(CO)(C)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.7746	-0.013	5	4	97.99	-3.1634
G4	WPKPFGVBCXYVGK	C(C(C(CO)C(CO)(C)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-2.0967	0.041	5	4	97.99	-5.1819
G4	ITOGNRQJVYZBPD	C(C(CC(CO)(CCO)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.8606	-0.069	5	4	97.99	-8.3249
G4	MOZQGHRHYGDANV	C(C(C)O)(C(CO)(CCO)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.7746	-0.013	5	4	97.99	-4.702
G4	MYNQWXGZCGVQEF	C(C(CCO)O)(C(C)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.2285	-0.411	4	3	77.76	-1.8651
G4	KEVKAFGTJCAQHQ	C(C(C(CO)C(C)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.5506	-0.357	4	3	77.76	-4.0215
G4	JURPXCKHVKVNMV	C(C(CCO)O)(C(CN)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-0.92289
G4	CBRMBKFBZXCWBK	C(C(C(CO)C(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8751	0.074	5	4	103.78	-3.0725
G4	DJLPCUJNBDDOFL	C(C(C(C(CC(C)O)O)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0082	-0.497	5	3	94.83	-4.4375
G4	LXOJUKUSXOGDIF	C(C(CC(CO)(C)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.3883	-0.306	4	3	77.76	-8.7941
G4	NHQHYIOCPOWOCM	C(C(C)O)(C(CO)(C)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.3023	-0.25	4	3	77.76	-3.2685
G4	KGQCXJDRSTVXAM	C(C(CC(CC(C=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0942	-0.553	5	3	94.83	-3.6116
G4	XELCTYILDBGJDR	C(C(CC(CN)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-3.7225
G4	MLTBJGHOBROWDB	C(CO)(C(C(C(C)O)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6481	-0.088	5	4	103.78	-0.91457
G4	IJJWBDSWVOTFHB	C(CO)(C(CO)(CN)O)=O	149.068807832	C5H11NO4	5	11	4.0	-2.9861	0.559	5	4	103.78	1.6645
G4	MMXFRBUSRCGQCE	C(C(C(C(CO)O)N)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.1885	0.126	5	4	103.78	-2.318
G4	KVBZTTDASLDVQX	C(CO)(C(C)(C(CO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.229	0.257	5	4	97.99	3.0681
G4	FFGRCDATDYZZRM	C(C(C(CO)=O)(CCO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.3462	0.15	5	3	94.83	-3.1235
G4	KMDOYSVKRWXPQF	C(CO)(C(CO)(CCO)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.1339	0.365	5	4	97.99	-2.7121
G4	FJQDLNJPVOJQQI	C(C(C(CO)C(CO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4773	0.15	5	4	97.99	-3.231
G4	GKHJPQPGKIAEJO	C(C(CC(CO)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.7689	-0.197	4	3	77.76	-8.3542
G4	WYPQOONMPKQEMR	C(C(CO)=O)(C(C(C)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.2815	-0.063	5	3	94.83	-3.4468
G4	IEOQMXFEVJVZEP	C(C(C(CN)O)=O)(C(C)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-4.5415
G4	MLTXPAZZTBUONP	C(C(CN)=O)(C(C(C)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-4.1383
G4	SIAKFNDBGWLBTO	C(C(C(CO)O)=O)(C(C)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-4.2283
G4	AGFACMDPJJDWET	C(C(CO)=O)(C(C(C)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-1.8307
G4	XWDFYPOVMZNPBP	C(C(CO)O)(C(C(C)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-6.3781
G4	GVYXVTMGVHVEJJ	C1(C(C(CC(CO)O1)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.9844	-0.316	5	3	86.99	-6.7026
G4	FJEFAFRBXOLGJR	C1(C(C(CC(CO1)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.8925	-0.316	5	3	86.99	-3.1623
G4	JXFJDFJTGGAQBV	C1(C(O)OCCC(C1O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5331	-0.199	5	3	86.99	0.84371
G4	BWFODDSUVICFTO	C(C(C(CO)O)=O)(CCN)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-5.0269
G4	OPNOFAKFWOZNPL	C(C(CO)=O)(C(CCN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-2.4502
G4	UEGQGSZUIOERGP	C(C(C(C(CCN)O)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-1.5265
G4	LGQUGQPRQYYGSS	C1(C(C(C(CO)C1O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6099	-0.064	5	4	103.78	0.61548
G4	BBXWFTMBDQDAGT	C(C(C)=O)(C(C(CO)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-6.4924
G4	YDBQMQKDFZMCPF	C(C(C(C)O)=O)(C(CO)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-9.9455
G4	XBCFNNLMJXFDPQ	C(C(CO)=O)(C(C(C)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-9.9634
G4	VNUOEJGYKNZOTQ	C(C(C(C(C(C)O)N)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8604	-0.303	5	3	100.62	-4.0672
G4	JVKJKRXPTPVVGK	C(CO)(C(C(CCO)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	0.081789
G4	QTDOIXHPFKSXNU	C(C(C(CC(CO)O)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-6.0116
G4	LOLRYCHLCRFDTD	C(C(C(C)N)O)(C(CO)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6481	-0.088	5	4	103.78	1.5227
G4	DSFWUGFBZBXDDY	C1(C(CO)OCC(C1O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5244	-0.062	5	3	92.78	1.0433
G4	VODCTXFASPWFEN	C1(C(C(CC(CO)O1)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.3822	-0.392	5	3	92.78	-3.6459
G4	YRRSHBLSXULDMF	C1(C(C(COCC1O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4325	-0.062	5	3	92.78	-0.65224
G4	IZPZCWSBMNBEOJ	C1(COC(CC(C1O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-1.9309	-0.275	5	3	92.78	2.0683
G4	ZTKRYVNCWQNBMH	C1(C(C(CC(CO1)O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.2903	-0.392	5	3	92.78	0.2159
G4	APSVKOVHGPNGRN	C1(C(O)OCCC(C1O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-1.9309	-0.275	5	3	92.78	1.1136
G4	WYSSPJCDPIOEBD	C(CO)(C(CC(CO)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-4.3919
G4	KBCDRCJCCJBNNA	C(C(CC(C(CO)O)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-2.7216
G4	YRKOZKYHOMZAPW	C(C(C)O)(C(C(CO)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6481	-0.088	5	4	103.78	-2.3684
G4	JAQMFYXKJCUVGX	C(C(C=CC(CO)O)O)=O	146.0579088	C6H10O4	6	10	4.0	-1.5667	-0.239	4	3	77.76	-3.4175
G4	GIOVXXYUYKGACT	C(CO)(C(C=CCO)O)=O	146.0579088	C6H10O4	6	10	4.0	-1.3856	-0.075	4	3	77.76	1.3209
G4	UTVACRZPVNFTAY	C(C(CO)O)(C(C=C)O)=O	146.0579088	C6H10O4	6	10	4.0	-1.414	-0.35	4	3	77.76	-4.3102
G4	YLWLYUMTBCGYET	C(C(CCO)O)(C(CO)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-6.1911
G4	KQVGZYNGLQLDSE	C(CN)(C(CC(CO)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-3.5696
G4	GYFJGTGGUYJYGQ	C(C(CCN)O)(C(CO)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	0.8658
G4	RRLBRGPEHVXWCU	C(C(C(C(O)=O)=O)O)=CCO	160.037173356	C6H8O5	6	8	5.0	-1.7352	-0.057	5	3	94.83	-6.9561
G4	SWZGIZQVZNIJIX	C(CO)(C(C=CC(O)=O)O)=O	160.037173356	C6H8O5	6	8	5.0	-1.7352	-0.057	5	3	94.83	2.3181
G4	LDZCBWZPYFXVSJ	C(C(C(C(C=C)O)=O)O)(O)=O	160.037173356	C6H8O5	6	8	5.0	-1.7636	-0.332	5	3	94.83	-4.7175
G4	PEPIEXUFPJZRNL	C(C(C=CC(C=O)O)O)(O)=O	160.037173356	C6H8O5	6	8	5.0	-1.9163	-0.221	5	3	94.83	-2.3055
G4	YPUNWNNUNNMYPJ	C(C(C(C(C)O)=O)(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-2.6723
G4	GYSSITJRONIRCK	C(C(C)O)(C(C(C)=O)(CO)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9009	-0.172	5	3	94.83	-0.9026
