Generation	Smiles	Inchi	Energy Change	Reaction IDs
G4	C(C(C(C)O)C(C(CO)=O)O)=O	CPUSMWJJBISCJI	[]	[]
G4	C(C(C(C)O)C(C=O)(CO)O)=O	FDSHEHPBHWGLQY	[-157.33999999999997]	[['2609_0', '63_0', '588_0', '12_0', '57_0', '6_0']]
G4	C(C(C(C(CC(C)O)O)O)=O)=O	RLPBKLOISADAAA	[]	[]
G4	C(C(C(C)O)C(C)(CO)O)=O	FNSKUBCTEJJSJL	[]	[]
G4	C(CO)(CC(CC(C)O)O)=O	PQZBLBSEVOBJHW	[-257.62]	[['987_0', '262_0', '407_0', '63_0', '63_0', '53_0', '12_0', '12_0', '4_0']]
G4	C(C)(C(C(CC(C)O)O)O)=O	UNRKTQDKLHASOU	[-262.01]	[['989_0', '262_0', '407_0', '63_0', '63_0', '53_0', '12_0', '12_0', '4_0']]
G4	C(C(C(C)O)C(C(O)=O)O)=O	IXOGFMSUHFVHSY	[-160.56, -160.56, -160.55999999999997]	[['2555_0', '63_0', '437_0', '12_0', '57_0', '6_0'], ['2555_1', '63_0', '437_0', '12_0', '57_0', '6_0'], ['4270_0', '242_0', '57_0', '63_0', '6_0', '12_0']]
G4	C(C(C(CC(O)=O)O)C(C)O)=O	YTCZJXDURLPWNQ	[]	[]
G4	C(C(C=O)C(CC(C)O)O)(O)=O	IHSFWOVWMRACIR	[]	[]
G4	C(C(C(C)O)C(C(O)=O)(C)O)=O	MGQBJYDCWJLMCR	[-255.87]	[['1009_0', '262_0', '433_0', '63_0', '63_0', '53_0', '12_0', '12_0', '4_0']]
G4	C(C(CC(CC(C)O)O)=O)(O)=O	CLJFVEVVBOUFBJ	[-262.84999999999997]	[['1011_0', '262_0', '433_0', '63_0', '63_0', '53_0', '12_0', '12_0', '4_0']]
G4	C(C(CO)C(C(C=O)CO)O)=O	IYYLKFUCXKZORG	[-194.69]	[['1033_0', '291_0', '304_0', '51_0', '63_0', '4_0', '12_0']]
G4	C(C(CO)C(CC(CO)=O)O)=O	XHDKYHQSMXPUQR	[-203.43]	[['1037_0', '291_0', '407_0', '51_0', '53_0', '4_0', '4_0']]
G4	C(C(CO)C(C(C(C)=O)O)O)=O	WWPRLPATMGJTHC	[-207.82]	[['1039_0', '291_0', '407_0', '51_0', '53_0', '4_0', '4_0']]
G4	C(C(CO)C(CCO)O)=O	LPRRSVCCPPMUTK	[-196.76]	[['1045_0', '304_0', '304_0', '63_0', '63_0', '12_0', '12_0']]
G4	C(C(CO)C(C(C(C)O)O)O)=O	LECRXFXEJNJBEL	[-184.92999999999998]	[['1049_0', '304_0', '354_0', '63_0', '63_0', '12_0', '12_0']]
G4	C(C(CO)C(CC(CO)O)O)=O	UFOQDDSTRWKLAH	[-180.54]	[['1051_0', '304_0', '356_0', '63_0', '63_0', '12_0', '12_0']]
G4	C(C(C(CO)O)C(CCO)O)=O	XXMLKQMUFSNKAH	[-180.54]	[['1053_0', '304_0', '356_0', '63_0', '63_0', '12_0', '12_0']]
G4	C(C(CO)C(C(CO)=O)O)=O	LSXQZYBPAFVQAM	[-109.87, -109.88]	[['3792_0', '631_0', '36_0', '4_0', '4_0'], ['5486_0', '88_0', '24_0', '24_0', '4_0', '4_0']]
G4	C(C(CO)C(C=O)(CO)O)=O	SAWCGBGWLXQUGF	[-105.22]	[['2773_0', '588_0', '57_0', '6_0']]
G4	C(C(C(C(CCO)O)O)=O)=O	OUJNZICMUOLQGP	[]	[]
G4	C(C(CO)C(C(C)=O)(CO)O)=O	HMSJNCBPHLDAPE	[]	[]
G4	C(C(CO)C(C(CO)=O)(C)O)=O	RGRJSOMDDMYCST	[]	[]
G4	C(C(C)=O)(C(C(CCO)O)O)=O	VTDGXLWGZXJZFR	[-170.70999999999998]	[['1069_0', '304_0', '612_0', '63_0', '26_0', '12_0', '6_0']]
G4	C(C(CO)=O)(CC(CCO)O)=O	LLAKZMWYTCOBSF	[-166.32]	[['1071_0', '304_0', '612_0', '63_0', '26_0', '12_0', '6_0']]
G4	C(C(CO)C(C=O)(C(C)O)O)=O	KMVFEJOXINVCPR	[-157.34]	[['2769_0', '552_0', '57_0', '63_0', '6_0', '12_0']]
G4	C(C(CO)C(C(C(C)O)=O)O)=O	LPYCYPURWRGOQS	[-161.98000000000002]	[['1075_0', '304_0', '6932_0', '63_0', '672_0', '12_0', '55_0', '6_0']]
G4	C(C(CO)C(C)(CO)O)=O	ASGSKBSLHTVURJ	[]	[]
G4	C(CO)(CC(CCO)O)=O	SRUUYRSKNDFVMS	[-205.5]	[['1079_0', '304_0', '407_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C)(C(C(CCO)O)O)=O	SOHTZWVCHSEHHZ	[-209.89000000000001]	[['1081_0', '304_0', '407_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C(CO)C(CO)(CCO)O)=O	BJORAOSPLKEKMV	[]	[]
G4	C(C(C(CCO)O)O)(CCO)=O	VFSOSYUWZBDZMY	[-189.26999999999998]	[['1085_0', '304_0', '409_0', '63_0', '55_0', '12_0', '6_0']]
G4	C(CO)(C(CO)C(CCO)O)=O	KOYHBGZEKAXMBG	[-182.53999999999996]	[['1087_0', '304_0', '409_0', '63_0', '55_0', '12_0', '6_0']]
G4	C(C(CO)C(C(CCO)O)O)=O	HPQAYCDCYZJYTC	[-180.53999999999996]	[['1089_0', '304_0', '412_0', '63_0', '57_0', '12_0', '6_0']]
G4	C(C(CO)C(C)(C(CO)O)O)=O	ASKHMTIFAYBHKY	[]	[]
G4	C(C(CO)O)(CC(CCO)O)=O	QYFMYJGUYDCGMZ	[-189.26999999999998]	[['1093_0', '304_0', '615_0', '63_0', '30_0', '12_0', '6_0']]
G4	C(C(CO)C(C(O)=O)O)=O	PKKBRFJDUGQOAO	[-108.44000000000001, -108.44000000000001, -108.44000000000001, -108.44999999999999]	[['2748_0', '437_0', '57_0', '6_0'], ['2748_1', '437_0', '57_0', '6_0'], ['4296_0', '296_0', '57_0', '6_0'], ['6050_0', '4304_0', '308_0', '24_0', '4_0']]
G4	C(C(CO)C(CC(O)=O)O)=O	LTMWOWKRNHRFBI	[]	[]
G4	C(C(C=O)C(CCO)O)(O)=O	VAOSYMFYNXRHKS	[]	[]
G4	C(C(CO)C(C(O)=O)(C)O)=O	BFZNNUQWZSQLIJ	[-203.75]	[['1101_0', '304_0', '433_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C(CC(CCO)O)=O)(O)=O	GTELMBZFQBCNMT	[-210.73]	[['1103_0', '304_0', '433_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C(CO)C1(COCC1O)O)=O	UJLYEEDNZNAPDJ	[]	[]
G4	C1(C(C(CCO)O)OCC1O)=O	FIVSHOBICFVCLT	[-176.45]	[['1127_0', '304_0', '664_0', '63_0', '65_0', '12_0', '6_0']]
G4	C(C(CO)C1(C(O)OCC1)O)=O	QJTYLSDHINOXPD	[]	[]
G4	C1(C(O)OCC1C(CCO)O)=O	VEJJOGXOZWWTIV	[-176.45]	[['1131_0', '304_0', '666_0', '63_0', '65_0', '12_0', '6_0']]
G4	C(C(CO)C1(COC(C1)O)O)=O	UFOZIEBAZIJYMA	[]	[]
G4	C1(COC(C1C(CCO)O)O)=O	WNDFQQKJJAYFAA	[-176.45]	[['1135_0', '304_0', '670_0', '63_0', '65_0', '12_0', '6_0']]
G4	C1(C(C(CCO)O)OC(C1)O)=O	OXSHXURACYPQTR	[-176.45]	[['1137_0', '304_0', '670_0', '63_0', '65_0', '12_0', '6_0']]
G4	C(CO)(CC(C(C(C)O)O)O)=O	NDFYDTPFGXLWEG	[-193.67]	[['1151_0', '354_0', '407_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C)(C(C(C(C(C)O)O)O)O)=O	VFDRGIJZSHUKEI	[-198.05999999999997]	[['1153_0', '354_0', '407_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C(C(CO)O)C(C)(CO)O)=O	CLBJOXOROKWUTL	[]	[]
G4	C(CO)(CC(CC(CO)O)O)=O	SZVVTCVNCRPTEO	[-189.28]	[['1167_0', '356_0', '407_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C)(C(C(CC(CO)O)O)O)=O	AORQMUZQQLVHPN	[-193.67]	[['1169_0', '356_0', '407_0', '63_0', '53_0', '12_0', '4_0']]
G4	C(C(C(C(CO)(C)O)O)=O)=O	GCLDTTLJYRTVBB	[]	[]
G4	C(CO)(C(CC(CO)=O)O)=O	QORDBZPIKABGJM	[-72.77000000000001, -118.6]	[['3700_0', '340_0', '59_0', '6_0'], ['5659_0', '264_0', '4_0', '24_0', '4_0']]
G4	C(C(C)=O)(C(C(CO)(C)O)O)=O	NKFIZVNTLLBLKM	[-172.46]	[['1278_0', '612_0', '407_0', '26_0', '53_0', '6_0', '4_0']]
G4	C(C(CO)=O)(CC(CO)(C)O)=O	XKXZEACAFQAIQV	[-168.07]	[['1280_0', '612_0', '407_0', '26_0', '53_0', '6_0', '4_0']]
G4	C(C)(C(CO)(CC(CO)=O)O)=O	IJDWMFYMYLDQHX	[-168.07]	[['1282_0', '612_0', '407_0', '26_0', '53_0', '6_0', '4_0']]
G4	C(CO)(C(C)(CC(CO)=O)O)=O	GXWQUWAIZYVRSL	[-168.07]	[['1284_0', '612_0', '407_0', '26_0', '53_0', '6_0', '4_0']]
G4	C(C)(C(CO)(C(C(C)=O)O)O)=O	QVHLVPFFZOJXII	[-172.46]	[['1286_0', '612_0', '407_0', '26_0', '53_0', '6_0', '4_0']]
G4	C(CO)(C(C)(C(C(C)=O)O)O)=O	BHHRYPSUPSKRKX	[-172.46]	[['1288_0', '612_0', '407_0', '26_0', '53_0', '6_0', '4_0']]
