Generation	Inchi	Smiles	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	MQBQQRVYZGYNRE	C(CC(CN)(CN)O)=O	42.2	C5H12N2O2	132.089878	-2.5432	-0.08	4	3	89.34	-2.3665
G4	PCXWGCXVMLCMAU	C(CN)(C(C(C)O)N)=O	88.4918	C5H12N2O2	132.089878	-2.4785	-0.293	4	3	89.34	-6.8139
G4	XUYCXPCHEXFWLO	C(CC(CN)(C(CO)N)O)=O	65.1874	C6H14N2O3	162.100443	-3.1106	0.049	5	4	109.57	-5.5521
G4	JZKGXQQLDABSSO	C(C(C(C)O)N)(C(CO)N)=O	108.479	C6H14N2O3	162.100443	-3.0459	-0.164	5	4	109.57	-9.9275
G4	IXERLGUMAKZAQU	C(CC(CNCCO)O)=O	34.8143	C6H13NO3	147.089544	-1.7682	-0.111	4	3	69.56	0.4985
G4	NMFGKMYPCNUISQ	C(C(C(C)O)NCCO)=O	76.1529	C6H13NO3	147.089544	-1.8633	-0.219	4	3	69.56	-2.0321
G4	YAISSINBHJIWCL	C(CC(CNCC(O)=O)O)=O	37.0615	C6H11NO4	161.068809	-3.5089	-0.093	5	3	86.63	-2.952
G4	IPKBYHABXXWTFN	C(C(C(C)O)NCC(O)=O)=O	88.1637	C6H11NO4	161.068809	-3.604	-0.201	5	3	86.63	-4.898
G4	HMDMSWJPEDCFEP	C(CC(C(CO)(CO)N)O)=O	66.463	C6H13NO4	163.084459	-2.7128	0.125	5	4	103.78	-4.6422
G4	POLZYCGWOMWWCK	C(CC(C(CO)(CN)O)O)=O	80.8252	C6H13NO4	163.084459	-2.7128	0.125	5	4	103.78	-1.8973
G4	HPYWDYPYLJPHDG	C(CC(C(CCO)N)O)=O	25.1856	C6H13NO3	147.089544	-1.7123	-0.543	4	3	83.55	-3.3066
G4	BZTHOJMDNRICMN	C(CC(CN)(CCO)O)=O	38.0133	C6H13NO3	147.089544	-1.691	-0.274	4	3	83.55	-4.2625
G4	MAUULFXNWRBXHY	C(C(C(C)O)N)(CCO)=O	57.9505	C6H13NO3	147.089544	-1.6263	-0.487	4	3	83.55	-8.2307
G4	WJLRBCUMHIINSE	C(CN)(C(CO)C(C)O)=O	34.622	C6H13NO3	147.089544	-1.7673	-0.269	4	3	83.55	-0.69532
G4	RWXYCNAQEOSHNA	C(CC(CN)(CC=O)O)(O)=O	-8.55141	C6H11NO4	161.068809	-3.7674	-0.256	5	3	100.62	-1.0919
G4	XDWARHMXUCMXLA	C(CC(C(C(C)O)N)=O)(O)=O	20.4043	C6H11NO4	161.068809	-3.7027	-0.469	5	3	100.62	-11.214
G4	FTTDMVIVWAWEMR	C(C(C(CN)=O)C(C)O)(O)=O	-5.59575	C6H11NO4	161.068809	-3.8437	-0.251	5	3	100.62	-1.4928
G4	ZXGKPFMYNAQOBL	C(C(CCN)(CC=O)O)(O)=O	14.3881	C6H11NO4	161.068809	-3.7674	-0.256	5	3	100.62	-2.0945
G4	XWFFKCHXOQFUGB	C(C(C(CN)C(C)O)=O)(O)=O	22.6553	C6H11NO4	161.068809	-3.8437	-0.251	5	3	100.62	-8.005
G4	YVIJHIMJRWRQTB	C(CC(C(N)=CCN)O)=O	-3.9869	C6H12N2O2	144.089878	-1.5072	-0.721	4	3	89.34	-1.6291
G4	DUKCFSZITMHJIT	C(CC(C(C=CN)N)O)=O	16.0384	C6H12N2O2	144.089878	-2.3565	-0.843	4	3	89.34	-2.4457
G4	VCSRDBQXRPYHSS	C(CC(C(C(CN)N)N)O)=O	65.5257	C6H15N3O2	161.116427	-3.5297	-0.296	5	4	115.36	-1.6497
G4	GNGCYEOROGZSGU	C(CC(C(C(CN)N)O)O)=O	67.412	C6H14N2O3	162.100443	-3.1319	-0.22	5	4	109.57	-1.3787
G4	IDISBQCLJYYNDP	C(CC(C(C(CO)N)N)O)=O	61.5961	C6H14N2O3	162.100443	-3.1319	-0.22	5	4	109.57	-4.9495
G4	GKZGPTAGMKPLLT	C(CC(CNCCN)O)=O	630.708	C6H14N2O2	146.105528	-2.166	-0.187	4	3	75.35	-2.2735
G4	PLDADYXVLMUQFA	C(C(C(C)O)NCCN)=O	78.6129	C6H14N2O2	146.105528	-2.2611	-0.295	4	3	75.35	-4.8127
G4	SMUCPLZXMXELFR	C(CC(C(CCN)O)O)=O	20.608	C6H13NO3	147.089544	-1.7123	-0.543	4	3	83.55	-2.3135
G4	FACQYTVNXCRWCH	C(CC(CO)(CCN)O)=O	29.8727	C6H13NO3	147.089544	-1.691	-0.274	4	3	83.55	-5.703
G4	KKBKNIYXNQKAIM	C(CO)(C(CN)C(C)O)=O	25.6936	C6H13NO3	147.089544	-1.7673	-0.269	4	3	83.55	-0.082291
G4	DXOFKEVPDOBYER	C(C(C(C)O)O)(CCN)=O	38.2152	C6H13NO3	147.089544	-1.6263	-0.487	4	3	83.55	0.15772
G4	ASZAJILSDRKYHV	C(CC(CC(CO)N)O)=O	25.1254	C6H13NO3	147.089544	-1.7123	-0.543	4	3	83.55	-8.7263
G4	WXLBLSDFFMWTAU	C(C(C(C)O)C(CO)N)=O	24.4072	C6H13NO3	147.089544	-1.9484	-0.433	4	3	83.55	-7.1631
G4	PMBWFWOTFJVIFS	C(CC(C)(C(CN)O)O)=O	52.7415	C6H13NO3	147.089544	-1.7861	-0.382	4	3	83.55	0.24295
G4	KNZUDEAVOJYMMI	C(C(CN)O)(CC(C)O)=O	44.5729	C6H13NO3	147.089544	-1.6263	-0.487	4	3	83.55	-2.3819
G4	UKTILOHUCQKTRN	C(C(C=O)NCC(C=O)O)(O)=O	83.1937	C6H9NO5	175.048074	-4.743	0.091	6	3	103.7	0.47117
G4	DUDALNXXPGUVLG	C(C(CO)C(C(CN)O)O)=O	46.1247	C6H13NO4	163.084459	-2.8751	0.074	5	4	103.78	-3.1171
G4	UOAQIJJEYYIMBN	C(C(C(C(C(CN)O)O)O)=O)=O	106.964	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-1.7502
G4	GKJVNZJONZZZPS	C(CN)(C(C(C(CN)O)O)N)=O	147.563	C6H15N3O3	177.111342	-4.3704	0.267	6	5	135.59	-1.411
G4	GCPXITJDKPTFGN	C(CO)(CC(C(CN)O)O)=O	65.8857	C6H13NO4	163.084459	-2.553	0.02	5	4	103.78	-1.4999
G4	NEVMZGBEMLARFI	C(C)(C(C(C(CN)O)O)O)=O	84.5302	C6H13NO4	163.084459	-2.6481	-0.088	5	4	103.78	0.91026
G4	MIUVYRUMJFGIEL	C(C(CC(C(CN)O)O)=O)(O)=O	54.8699	C6H11NO5	177.063724	-4.6294	0.038	6	4	120.85	-8.5542
G4	VVTRULLPQRAIHR	C(CN)(CC(C(CN)O)O)=O	76.4768	C6H14N2O3	162.100443	-2.9508	-0.056	5	4	109.57	0.90031
G4	ZZMPUANADSLVDU	C(C)(C(C(C(CN)O)O)N)=O	94.8374	C6H14N2O3	162.100443	-3.0459	-0.164	5	4	109.57	-3.1085
G4	UNBCVGPBTQMSGX	C(C(CN)C(C(CN)O)O)=O	50.5041	C6H14N2O3	162.100443	-3.2729	-0.002	5	4	109.57	-3.0054
G4	GVVRLZJIZJWSMN	C(C(C(CO)O)O)(C(CO)N)=O	113.977	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	-5.0801
G4	OKQZBKTWBBHSMG	C(C(CO)O)(C(CN)O)=O	75.7803	C5H11NO4	149.068809	-3.0074	0.29	5	4	103.78	0.16273
G4	HUTOJDXDSOWYJA	C1(C(CNC1CO)O)=O	83.5188	C5H9NO3	131.058244	-1.76	0.021	4	3	69.56	4.0308
G4	MVVFEZDXYIMECV	C(C(CN)O)(C(CO)N)=O	97.5004	C5H12N2O3	148.084793	-3.4052	0.214	5	4	109.57	-5.2545
G4	MIHRGYMDFNHNRZ	C(C(CO)O)(C(CN)N)=O	88.6977	C5H12N2O3	148.084793	-3.4052	0.214	5	4	109.57	-1.9987
G4	SDAZPBTWJJANDY	C(C(CO)N)(C(CO)N)=O	101.455	C5H12N2O3	148.084793	-3.4052	0.214	5	4	109.57	-5.6184
G4	RMMPFELWMOCWJT	C(C(CO)NCC(CO)O)=O	90.11	C6H13NO4	163.084459	-2.79	0.288	5	4	89.79	0.25602
G4	FPIZULUHYHKRHO	C(C(CO)N)(C(CO)(CO)O)=O	115.452	C6H13NO5	179.079374	-3.5535	0.688	6	5	124.01	-6.2866
G4	LXSZLPHSAJLEFI	C(C(CO)C(C(C(O)=O)N)O)=O	49.5049	C6H11NO5	177.063724	-4.9515	0.092	6	4	120.85	-7.8676
G4	XKQYHRMFCLVMLQ	C(C(CO)N)(CCO)=O	48.7615	C5H11NO3	133.073894	-1.9856	-0.109	4	3	83.55	-7.0811
G4	TUZBBZXRKRCCHV	C(CN)(C(CO)CO)=O	38.0563	C5H11NO3	133.073894	-2.1266	0.109	4	3	83.55	-1.72
G4	SINGQOCJYKQUKZ	C(CO)(C(CO)C(C=O)N)=O	56.1519	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-1.6022
G4	QWGZTGZJGYMQSO	C(C(C(C(CO)CO)=O)N)=O	58.1327	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-6.062
G4	VMJKVNSWYGVDDB	C(C(C(C(CO)N)=O)CO)=O	35.3789	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-7.892
G4	LNXGBQJSSFZXIT	C(CC(C(CO)N)=O)(O)=O	14.3994	C5H9NO4	147.053159	-4.062	-0.091	5	3	100.62	-9.987
G4	SJVAOJMYTHQGKQ	C(C(C(CO)CN)=O)(O)=O	19.8407	C5H9NO4	147.053159	-4.203	0.127	5	3	100.62	-7.2866
G4	IZYLEJRNKQFZDX	C(C(CO)NCC(CO)N)=O	105.258	C6H14N2O3	162.100443	-3.1878	0.212	5	4	95.58	-3.7922
G4	LCMPIYYGUWWVAD	C(CO)(C(CO)NCCN)=O	97.0941	C6H14N2O3	162.100443	-3.0067	0.376	5	4	95.58	0.34059
G4	ATSLYIZFABZJIV	C(C(CO)NCCN)=O	72.5674	C5H12N2O2	132.089878	-2.6204	0.083	4	3	75.35	-4.1118
G4	MPVZBVZZGFTNFP	C(CO)(C(CO)CN)=O	26.4071	C5H11NO3	133.073894	-2.1266	0.109	4	3	83.55	0.61668
G4	NZVSACKMNLZXRI	C(C(CO)O)(CCN)=O	38.8068	C5H11NO3	133.073894	-1.9856	-0.109	4	3	83.55	0.4365
G4	PLLHEFWWIFPWHX	C(C(CO)C(CO)N)=O	26.1224	C5H11NO3	133.073894	-2.3077	-0.055	4	3	83.55	-6.6381
G4	VGXATLUBDLVHGV	C(C(CN)O)(CCO)=O	41.2307	C5H11NO3	133.073894	-1.9856	-0.109	4	3	83.55	-1.3808
G4	INETZXJOFMJVNC	C(C(CO)NCC(CN)O)=O	100.084	C6H14N2O3	162.100443	-3.1878	0.212	5	4	95.58	0.21288
G4	REPBGMNDWDBEPN	C(C(C(C(C(C=O)O)N)O)O)=O	114.685	C6H11NO5	177.063724	-3.9682	0.04	6	4	120.85	-1.9614
G4	UEHGPSGGFKLPTD	C(C(C(C(C(C)O)N)O)O)=O	96.4817	C6H13NO4	163.084459	-2.8292	-0.252	5	4	103.78	-4.5281
G4	GYUUFXXXTHHRRI	C(C(C(CC(CN)O)O)O)=O	59.0855	C6H13NO4	163.084459	-2.7341	-0.144	5	4	103.78	-2.3284
G4	NTPORIWHEWEJQK	C(C(C(CO)(C(CO)N)O)O)=O	102.073	C6H13NO5	179.079374	-3.7346	0.524	6	5	124.01	-5.9355
G4	FBYKTTUAWZZFGU	C(C(C(CO)(C(CN)O)O)O)=O	102.32	C6H13NO5	179.079374	-3.7346	0.524	6	5	124.01	-2.6205
G4	BPJVQNJYFQFSLO	C(C(C(CO)O)O)(C(CN)O)=O	95.9765	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	0.077742
G4	UZGDWTXIJQYHCL	C(C(C1(CNCC1O)O)O)=O	106.063	C6H11NO4	161.068809	-2.7101	0.255	5	4	89.79	0.58746
G4	NYGCJDBWHCEHCX	C1(C(CNC1C(CO)O)O)=O	103.406	C6H11NO4	161.068809	-2.3274	0.15	5	4	89.79	3.3888
G4	FOPXLNNSQLLZMH	C(C(C(CN)(C(CN)O)O)O)=O	106.701	C6H14N2O4	178.095358	-4.1324	0.448	6	5	129.8	-2.4379
G4	JCQGRCDZIDMLML	C(C(CN)O)(C(C(CO)O)N)=O	114.706	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	-1.6134
G4	PGPANIGTKFAUIV	C(C(C(C(CN)N)O)O)=O	98.6194	C5H12N2O3	148.084793	-3.5863	0.05	5	4	109.57	-2.0539
G4	GBPHSIIEFSNLPR	C(C(C(CO)(C(CN)N)O)O)=O	95.7044	C6H14N2O4	178.095358	-4.1324	0.448	6	5	129.8	-2.7249
G4	QXIZHCOANVTGFW	C(C(C(CO)O)O)(C(CN)N)=O	124.957	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	-2.0484
G4	LRJWTXIDODGZIU	C(CC(CN)(C(C=O)O)O)=O	60.8252	C6H11NO4	161.068809	-2.9251	-0.09	5	3	100.62	-2.0002
G4	YREAXOMMEKHATC	C(C(C(CC(CN)=O)O)O)=O	64.6073	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.339
G4	LNCPBFQXTAGTEN	C(CC(C(C(CO)O)N)=O)=O	54.8081	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-3.4704
G4	VPDIKTZDHYWIDA	C(C(CC(C(C=O)O)O)N)=O	68.0027	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-3.2876
G4	ZROWQRUORDMNAS	C(CC(C(C(C=O)O)O)N)=O	78.227	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-1.7287
G4	FWFJQTWRCLWCQT	C(C(C(CO)O)C(C=O)N)=O	45.0656	C6H11NO4	161.068809	-3.0874	-0.141	5	3	100.62	-2.9601
G4	YQESOEYBKHKQAL	C(C)(C(CN)(C(C=O)O)O)=O	88.2196	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-1.115
G4	KNRRFNWIFCBCCE	C(CN)(C(C)(C(C=O)O)O)=O	91.5185	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	0.074974
G4	SIHHVAYERFAIDG	C(C(C)=O)(C(C(CO)O)N)=O	99.5529	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	-5.484
G4	QXITZEVATLWTSU	C(C(CN)=O)(CC(CO)O)=O	68.1826	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-8.8018
G4	NEUITBLATJQPBT	C(C(C(CN)(CN)O)O)=O	658.574	C5H12N2O3	148.084793	-3.565	0.319	5	4	109.57	-2.4379
G4	MMBYLQMXYPBTDZ	C(CN)(C(C(CO)O)N)=O	103.228	C5H12N2O3	148.084793	-3.4052	0.214	5	4	109.57	-1.7463
G4	QRGBZVYPXQYXQT	C(C(C(CN)(C(CO)N)O)O)=O	108.539	C6H14N2O4	178.095358	-4.1324	0.448	6	5	129.8	-5.9871
G4	HXUUUPZHLKYNLI	C(C(C(CO)O)N)(C(CO)N)=O	129.454	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	-4.7596
G4	WCSMEKIUXFSAOP	C(C(C(CNCCO)O)O)=O	73.236	C6H13NO4	163.084459	-2.79	0.288	5	4	89.79	0.2012
G4	FIFLHJLNZSAACC	C(C(C(CNCC(O)=O)O)O)=O	76.8615	C6H11NO5	177.063724	-4.5307	0.306	6	4	106.86	-3.2088
G4	ZKLFBFJUNGRYFU	C(C(C(C(CO)(CO)N)O)O)=O	107.363	C6H13NO5	179.079374	-3.7346	0.524	6	5	124.01	-5.1415
G4	YYBKCBWYKDAQST	C(C(C(C(CO)(CN)O)O)O)=O	112.588	C6H13NO5	179.079374	-3.7346	0.524	6	5	124.01	-2.5955
G4	IQUYTNXYQLFGFJ	C(C(C(C(C(C)=O)N)O)O)=O	86.8627	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-5.2603
G4	JYHPEDPKFLAFBR	C(C(C(C(CCO)N)O)O)=O	66.438	C6H13NO4	163.084459	-2.7341	-0.144	5	4	103.78	-3.5755
G4	HJVOVUXODMPMOJ	C(C(C(C)(CN)O)O)=O	64.8292	C5H11NO3	133.073894	-2.2405	-0.112	4	3	83.55	-2.3584
G4	YMAHABHTDGOELF	C(CN)(CC(CO)O)=O	49.6478	C5H11NO3	133.073894	-1.9856	-0.109	4	3	83.55	-3.8735
G4	HNQFSWWFLHSOLX	C(C)(C(C(CO)O)N)=O	69.7751	C5H11NO3	133.073894	-2.0807	-0.217	4	3	83.55	-3.3483
G4	NBTHEANXNFYYLH	C(C(C(CN)(CCO)O)O)=O	67.6144	C6H13NO4	163.084459	-2.7128	0.125	5	4	103.78	-3.8666
G4	BMAXTHBTDTXLBR	C(C(C(CO)O)N)(CCO)=O	71.1806	C6H13NO4	163.084459	-2.553	0.02	5	4	103.78	-3.1304
G4	ISUPDYFJBCQTJK	C(CN)(C(CO)C(CO)O)=O	61.2791	C6H13NO4	163.084459	-2.694	0.238	5	4	103.78	-0.0095022
G4	OJQXGCSCCOFOEO	C(C(CCN)(C(C=O)O)O)=O	59.8943	C6H11NO4	161.068809	-2.9251	-0.09	5	3	100.62	-3.1458
G4	OUIGZBDDYTZGHI	C(C(C(CN)C(CO)O)=O)=O	31.9105	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-2.4253
G4	VLELQGJFEBZTBS	C(CC(CN)(C(C=O)O)O)(O)=O	30.0586	C6H11NO5	177.063724	-4.7892	0.143	6	4	120.85	-0.59689
G4	GGFLGRFMGZFYEL	C(CC(C(C(CO)O)N)=O)(O)=O	33.999	C6H11NO5	177.063724	-4.6294	0.038	6	4	120.85	-6.1499
G4	HNGKSMIYUBULOH	C(C(C(CN)=O)C(CO)O)(O)=O	6.57353	C6H11NO5	177.063724	-4.7704	0.256	6	4	120.85	-0.96716
G4	FHXDHXYOHYKJOL	C(C(CCN)(C(C=O)O)O)(O)=O	48.842	C6H11NO5	177.063724	-4.7892	0.143	6	4	120.85	-1.6888
G4	UQRFYQVAWPBHGO	C(C(C(CN)C(CO)O)=O)(O)=O	55.846	C6H11NO5	177.063724	-4.7704	0.256	6	4	120.85	-7.3841
G4	XFRWMMXTQILYDN	C(C(C(C(N)=CCN)O)O)=O	45.9737	C6H12N2O3	160.084793	-2.529	-0.322	5	4	109.57	-1.7195
G4	QRVFARZVVVXCRN	C(C(C(C(C=CN)N)O)O)=O	57.1549	C6H12N2O3	160.084793	-3.3783	-0.444	5	4	109.57	-2.9595
G4	KEKRQWQRVFCUMM	C(C(C(C(C(CN)N)N)O)O)=O	113.576	C6H15N3O3	177.111342	-4.5515	0.103	6	5	135.59	-2.1555
G4	UBKAKXRHCFFYQW	C(C(C(C(C(CN)N)O)O)O)=O	101.064	C6H14N2O4	178.095358	-4.1537	0.179	6	5	129.8	-2.0091
G4	HJLRZQUMRWLATO	C(C(C(C(C(CO)N)N)O)O)=O	119.996	C6H14N2O4	178.095358	-4.1537	0.179	6	5	129.8	-5.4421
G4	SNAINIYYTXVSSS	C(C(C(CNCCN)O)O)=O	86.6203	C6H14N2O3	162.100443	-3.1878	0.212	5	4	95.58	-2.5597
G4	AMFVTJWHGTVCKS	C(C(C(CO)O)NCCN)=O	105.654	C6H14N2O3	162.100443	-3.1878	0.212	5	4	95.58	-4.1095
G4	IHQBBASLWKAHNA	C(C(C(CCN)O)O)=O	42.7205	C5H11NO3	133.073894	-2.1667	-0.273	4	3	83.55	-2.4055
G4	YNHYGPJKQIGQOJ	C(C(CN)C(CO)O)=O	35.2634	C5H11NO3	133.073894	-2.3077	-0.055	4	3	83.55	-3.063
G4	LOKNVMBSHYFMIC	C(C(C(C(CCN)O)O)O)=O	68.4841	C6H13NO4	163.084459	-2.7341	-0.144	5	4	103.78	-2.3515
G4	FQTZGTMNUXOXGQ	C(C(C(CO)(CCN)O)O)=O	59.7712	C6H13NO4	163.084459	-2.7128	0.125	5	4	103.78	-5.2466
G4	RCONVIOHJRZIJO	C(CO)(C(CN)C(CO)O)=O	42.7993	C6H13NO4	163.084459	-2.694	0.238	5	4	103.78	0.65523
G4	BUOQXFNZBCFZOW	C(C(C(CO)O)O)(CCN)=O	52.2045	C6H13NO4	163.084459	-2.553	0.02	5	4	103.78	0.4033
G4	LUKARBBJDBVGFL	C(C(C(CC(CO)N)O)O)=O	58.7516	C6H13NO4	163.084459	-2.7341	-0.144	5	4	103.78	-8.6129
G4	VKOZKMVMYZOMJJ	C(C(C(CO)O)C(CO)N)=O	41.9272	C6H13NO4	163.084459	-2.8751	0.074	5	4	103.78	-6.2401
G4	ODLALOBNCTWMIE	C(C(C(C)(C(CN)O)O)O)=O	87.2555	C6H13NO4	163.084459	-2.8079	0.017	5	4	103.78	-0.52844
G4	YTQLPHRJAPRIGW	C(C(CN)O)(CC(CO)O)=O	54.9769	C6H13NO4	163.084459	-2.553	0.02	5	4	103.78	-3.0981
G4	CHZPMSOHLJESDB	C(C(CC(C(CO)N)O)O)(O)=O	54.9073	C6H13NO5	179.079374	-4.5982	0.089	6	5	124.01	-2.9745
G4	OHAYCYDCVRMYAH	C(C(CC(CO)(CN)O)O)(O)=O	51.4379	C6H13NO5	179.079374	-4.5769	0.358	6	5	124.01	-3.2241
G4	MMUBYMROSLASMO	C(C(CC(C(CN)O)O)O)(O)=O	60.0841	C6H13NO5	179.079374	-4.5982	0.089	6	5	124.01	-0.25449
G4	CSLCLLUJTJKWCG	C(C(CC(CN)O)O)(O)=O	20.8963	C5H11NO4	149.068809	-4.0308	-0.04	5	4	103.78	-0.51224
G4	DVOMMXDFFCIGNQ	C(C(C(CO)C(CN)O)O)(O)=O	29.2075	C6H13NO5	179.079374	-4.7392	0.307	6	5	124.01	0.29696
G4	HRKFOIZXKLKYRJ	C(C(C)(CNCCO)O)(O)=O	64.4176	C6H13NO4	163.084459	-3.3704	0.283	5	4	89.79	3.6397
G4	NYUZZCZYIDVKTC	C(C(C)(CNCC(O)=O)O)(O)=O	73.3546	C6H11NO5	177.063724	-3.72	0.301	6	4	106.86	0.3012
G4	ZOUFWABTGGIWTK	C(C(C)(CN)O)(O)=O	42.3517	C4H9NO3	119.058244	-3.5372	-0.008	4	3	83.55	-0.44514
G4	FXEADAYUIZXYNG	C(C(C)(CNCC=O)O)(O)=O	74.1017	C6H11NO4	161.068809	-3.5827	0.068	5	3	86.63	1.4092
G4	IVUOMFWNDGNLBJ	C(C(CCN)O)(O)=O	7.66316	C4H9NO3	119.058244	-3.4634	-0.169	4	3	83.55	-0.57833
G4	JAUTUNQELGTCGG	C(C(CCNCCO)O)(O)=O	29.6626	C6H13NO4	163.084459	-3.2966	0.122	5	4	89.79	0.73715
G4	NNJYVDLHVHFBMN	C(C(CCNCC(O)=O)O)(O)=O	34.2621	C6H11NO5	177.063724	-3.6462	0.14	6	4	106.86	-1.6497
G4	LOJZJFSZDHUWDG	C(C(CCNCC=O)O)(O)=O	43.2808	C6H11NO4	161.068809	-3.5089	-0.093	5	3	86.63	-1.532
G4	QSXPHHFSGUTCLK	C(C(CO)=O)(C(CN)O)=O	83.7788	C5H9NO4	147.053159	-3.0386	0.239	5	3	100.62	-3.0566
G4	SXDGEYSSOOJPJH	C(C(C(CN)O)=O)(C(CO)O)=O	100.156	C6H11NO5	177.063724	-3.606	0.368	6	4	120.85	-3.9073
G4	STKXMNHQOWQGRO	C(C(CO)=O)(C(C(CO)N)O)=O	106.787	C6H11NO5	177.063724	-3.606	0.368	6	4	120.85	-5.8352
G4	ZMXLFQHKVDOWPV	C(C(C(C(C(CN)O)=O)=O)O)=O	85.6354	C6H9NO5	175.048074	-3.8183	0.153	6	3	117.69	-6.1761
G4	KGPYPAKUPGPDND	C(C(CO)=O)(C(CO)(CN)O)=O	106.292	C6H11NO5	177.063724	-3.5847	0.637	6	4	120.85	-2.7638
G4	XIAXRDJAABBDOF	C(C(CO)=O)(C(C(CN)O)O)=O	98.5899	C6H11NO5	177.063724	-3.606	0.368	6	4	120.85	-3.035
G4	IEOQMXFEVJVZEP	C(C(C(CN)O)=O)(C(C)O)=O	84.3626	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	-4.5415
G4	FPJBVFYITYBICX	C(C(C(CN)O)=O)(C(CN)O)=O	105.202	C6H12N2O4	176.079708	-4.0038	0.292	6	4	126.64	-3.8922
G4	HFTGRITUOLBYBS	C(C(C(C(C(CN)O)N)O)=O)=O	127.93	C6H12N2O4	176.079708	-4.1849	0.128	6	4	126.64	-1.5742
G4	VKFKMMIZZDGWHL	C(C(C(C(CO)N)O)=O)=O	91.0594	C5H9NO4	147.053159	-3.2197	0.075	5	3	100.62	-4.903
G4	BNDSXHMEMQEVSN	C(C(C(C(C(CO)O)N)O)=O)=O	113.696	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-1.6153
G4	OWCKJYPMNQGBFZ	C(C(C(CO)(CN)O)=O)=O	84.6723	C5H9NO4	147.053159	-3.1984	0.344	5	3	100.62	-1.7421
G4	UTGIKEHVJCJJBG	C(C(C(CN)(C(CO)O)O)=O)=O	108.075	C6H11NO5	177.063724	-3.7658	0.473	6	4	120.85	-1.8561
G4	NUYBCMDELPTBPJ	C(C(C(CO)NCCO)=O)=O	103.181	C6H11NO4	161.068809	-2.8212	0.237	5	3	86.63	0.23053
G4	HCGMFSHVAIFCQZ	C(C(C(CN)NCCO)=O)=O	105.356	C6H12N2O3	160.084793	-3.219	0.161	5	3	92.42	-0.53726
G4	NNLWOACMRSIBPF	C(CNC(C(C=O)=O)CO)(O)=O	96.6234	C6H9NO5	175.048074	-4.5619	0.255	6	3	103.7	-2.7537
G4	LWGGNQBQWAUHDJ	C(CNC(C(C=O)=O)CN)(O)=O	101.046	C6H10N2O4	174.064058	-6.6865	0.179	6	3	109.49	-3.4254
G4	KECIBUDYHBQAMP	C(C(C(C(CO)O)N)=O)=O	95.0709	C5H9NO4	147.053159	-3.2197	0.075	5	3	100.62	-3.8983
G4	VCTFELFZCHJRFO	C(C(C(C(C(CO)O)O)N)=O)=O	119.096	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-3.6739
G4	JSKXZLIQTOABTI	C(CO)(C(C(CN)=O)O)=O	84.8354	C5H9NO4	147.053159	-3.0386	0.239	5	3	100.62	1.3445
G4	KSJUAZMUTOCPNR	C(CO)(C(C(CO)=O)N)=O	101.149	C5H9NO4	147.053159	-3.0386	0.239	5	3	100.62	-1.4505
G4	GGBJNHOTIVFEIO	C(C(C(C(CO)O)=O)N)=O	92.6768	C5H9NO4	147.053159	-3.2197	0.075	5	3	100.62	-4.1508
G4	VYLRPBASKIGBGR	C(C(C=O)(C(CN)O)N)=O	91.4329	C5H10N2O3	146.069143	-3.7773	0.104	5	3	106.41	-2.53
G4	SLYYKWZWTCGKKY	C(C(C(CO)=O)(CO)N)=O	101.406	C5H9NO4	147.053159	-3.1984	0.344	5	3	100.62	-3.8154
G4	CJILUOFXEWSEGK	C(C(C=O)(C(CN)O)O)=O	60.2274	C5H9NO4	147.053159	-3.3795	0.18	5	3	100.62	-2.4379
G4	SCTSSPYFZARTGD	C(C(C=O)(C(CO)O)N)=O	93.5377	C5H9NO4	147.053159	-3.3795	0.18	5	3	100.62	-2.5861
G4	LYYZNPMBMSGGRC	C(C(C(CN)O)=O)(O)=O	70.9616	C4H7NO4	133.037509	-4.5164	0.179	5	3	100.62	-7.0722
