Generation	Inchi	Smiles	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	XVMNUQMYEWNJFV	C1(C(C(C(C1CO)O)N)O)=O	57.2648	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	0.79061
G4	LDPWTVIHCCDZGC	C(C1C(C(C(C1O)O)N)O)=O	63.1419	C6H11NO4	161.068809	-2.9659	-0.228	5	4	103.78	-1.9614
G4	RSFCCDWOTGJIEB	C1(C(C(C(C(C1)O)N)O)O)=O	432.389	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	2.235
G4	SLBWSONHNKBIMR	C1(C(C(C(C1)O)O)O)=O	58.6043	C5H8O4	132.04226	-1.5547	-0.335	4	3	77.76	1.5676
G4	LKUVPWZWJWOYKB	C1(C(C(C(C1CO)O)O)O)=O	53.457	C6H10O5	162.052825	-2.2121	0.012	5	4	97.99	0.4365
G4	FWWLBYLLLIZJAL	C(C1C(C(C(C1O)O)O)O)=O	58.6087	C6H10O5	162.052825	-2.5681	-0.152	5	4	97.99	-2.9812
G4	GZYCZKBRQBKGJW	C1(C(C(C(C(C1)O)O)O)O)=O	615.844	C6H10O5	162.052825	-2.0648	-0.206	5	4	97.99	1.6461
G4	IDTPUFRDNFJGID	C1(C(C(C(C1)O)(CO)N)O)=O	218.622	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	0.37815
G4	BESORNCBPBQUNJ	C(C1(C(CC(C1O)O)=O)O)=O	62.704	C6H8O5	160.037175	-2.3957	-0.152	5	3	94.83	-0.66444
G4	VMPQVEHWYPATEV	C(C1(C(CC(CC1O)O)=O)O)=O	461.881	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-0.48292
G4	LCIIHXCGCVESHD	C(C1(C(CC(C1(C)O)O)=O)O)=O	427.826	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	1.5553
G4	KSZUGYGHDUSROW	C(C1(C(CC(C)(C1O)O)=O)O)=O	428.808	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	0.80088
G4	MSDMGYIETYMHLU	C(C)(C1(C(CC(C1O)=O)O)O)=O	70.5608	C7H10O5	174.052825	-1.8553	-0.366	5	3	94.83	2.369
G4	STPPOUBRBMQYGG	C(C1(C(C)(CC(C1O)=O)O)O)=O	408.514	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	0.78667
G4	IVFIKRYAKGDUCF	C1(C(C(C(C1)O)(CN)O)O)=O	86.0697	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	1.7558
G4	PMAODVYIDXXALG	C1(C(C(C(C1)O)(CO)O)O)=O	83.1299	C6H10O5	162.052825	-2.1834	0.063	5	4	97.99	1.5117
G4	KYUCBVBJBRGXTD	C(C1C(CC(C1(C=O)O)O)O)=O	43.57	C7H10O5	174.052825	-2.557	-0.368	5	3	94.83	-1.9048
G4	UDDWZBFOJNIHRA	C(C1C(C(C=O)(CC1O)O)O)=O	48.9942	C7H10O5	174.052825	-2.557	-0.368	5	3	94.83	-2.8874
G4	QIUPYVIYSDJWEC	C(CC1(C(CC(C1O)=O)O)O)=O	58.5498	C7H10O5	174.052825	-1.9413	-0.422	5	3	94.83	-0.45103
G4	ATACJMWNULGQHQ	C1(C(C(C(C1)N)O)O)=O	60.595	C5H9NO3	131.058244	-1.9525	-0.411	4	3	83.55	1.304
G4	PYSZIFWAJDKTNW	C(C(C(C)O)C(CCO)O)=O	10.4566	C7H14O4	162.08921	-1.0962	-0.627	4	3	77.76	-5.0049
G4	RVQGVBCPLPOHQI	C(C(CO)C(CC(C)O)O)=O	10.1331	C7H14O4	162.08921	-1.0962	-0.627	4	3	77.76	-5.5798
G4	CPUSMWJJBISCJI	C(C(C(C)O)C(C(CO)=O)O)=O	38.0979	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-2.0815
G4	FDSHEHPBHWGLQY	C(C(C(C)O)C(C=O)(CO)O)=O	38.2913	C7H12O5	176.068475	-2.309	-0.174	5	3	94.83	-3.6203
G4	RLPBKLOISADAAA	C(C(C(C(CC(C)O)O)O)=O)=O	75.5071	C7H12O5	176.068475	-2.0082	-0.497	5	3	94.83	-4.7044
G4	FNSKUBCTEJJSJL	C(C(C(C)O)C(C)(CO)O)=O	39.3391	C7H14O4	162.08921	-1.17	-0.466	4	3	77.76	-6.3816
G4	PQZBLBSEVOBJHW	C(CO)(CC(CC(C)O)O)=O	28.1268	C7H14O4	162.08921	-0.7741	-0.681	4	3	77.76	-4.8451
G4	UNRKTQDKLHASOU	C(C)(C(C(CC(C)O)O)O)=O	1366.08	C7H14O4	162.08921	-0.8692	-0.789	4	3	77.76	-2.1852
G4	IXOGFMSUHFVHSY	C(C(C(C)O)C(C(O)=O)O)=O	-2.30198	C6H10O5	162.052825	-1.9002	-0.339	5	3	94.83	-2.8135
G4	YTCZJXDURLPWNQ	C(C(C(CC(O)=O)O)C(C)O)=O	-14.8095	C7H12O5	176.068475	-1.4458	-0.609	5	3	94.83	-2.1314
G4	IHSFWOVWMRACIR	C(C(C=O)C(CC(C)O)O)(O)=O	-27.1468	C7H12O5	176.068475	-1.4458	-0.609	5	3	94.83	-5.0935
G4	MGQBJYDCWJLMCR	C(C(C(C)O)C(C(O)=O)(C)O)=O	14.2987	C7H12O5	176.068475	-1.5196	-0.448	5	3	94.83	-1.6703
G4	CLJFVEVVBOUFBJ	C(C(CC(CC(C)O)O)=O)(O)=O	22.6194	C7H12O5	176.068475	-1.1237	-0.663	5	3	94.83	-11.846
G4	OSRZBWDJHOYYSG	C(C(C(C)O)C(C(C)N)O)=O	356.664	C7H15NO3	161.105194	-1.5891	-0.811	4	3	83.55	-2.7515
G4	WVHHHYPTBPAVGI	C(C(C(C)O)C(C)(CN)O)=O	33.4783	C7H15NO3	161.105194	-1.5678	-0.542	4	3	83.55	-4.4055
G4	BYGPKUBHZBUNNQ	C(CN)(CC(CC(C)O)O)=O	34.4874	C7H15NO3	161.105194	-1.1719	-0.757	4	3	83.55	-2.3795
G4	PCNFQEODYSUXCW	C(C)(C(C(CC(C)O)O)N)=O	818.86	C7H15NO3	161.105194	-1.267	-0.865	4	3	83.55	-5.9179
G4	WRQSZOXEZYXSJX	C(C(C(C)O)C(C(N)=C)O)=O	11.4748	C7H13NO3	159.089544	-0.9195	-1.08	4	3	83.55	-5.8552
G4	XVNHIEAWNFSPDK	C(C(C(C)O)C(C=CN)O)=O	1.86653	C7H13NO3	159.089544	-1.7404	-0.927	4	3	83.55	-3.4086
G4	SDHWHUVZMBCKOJ	C(C(C(C)O)C(CCN)O)=O	13.3394	C7H15NO3	161.105194	-1.494	-0.703	4	3	83.55	-3.1502
G4	GJJBAUYGDIBZDU	C(C(CN)C(CC(C)O)O)=O	20.4103	C7H15NO3	161.105194	-1.494	-0.703	4	3	83.55	-5.3156
G4	XPGDOGHVRWUAOG	C(C(CO)C(C(C(C)O)N)O)=O	46.8312	C7H15NO4	177.100109	-2.5158	-0.304	5	4	103.78	-4.8713
G4	HVESWXLBZLLZHW	C(CO)(CC(C(C(C)O)N)O)=O	55.1264	C7H15NO4	177.100109	-2.1937	-0.358	5	4	103.78	-3.4677
G4	OPHSPJYJFLUMKY	C(C)(C(C(C(C(C)O)N)O)O)=O	846.349	C7H15NO4	177.100109	-2.2888	-0.466	5	4	103.78	-1.3774
G4	OAEPKBBCBCLNAX	C(C(C(CN)O)C(CCO)O)=O	46.1534	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-4.0497
G4	WPXSCRYJEXQRKM	C(C(CO)C(CC(CN)O)O)=O	23.5382	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-2.3518
G4	GYRKTUNXCPMLFE	C(C(C(CN)O)C(C)(CO)O)=O	48.6379	C7H15NO4	177.100109	-2.4945	-0.035	5	4	103.78	-5.0531
G4	LFPKTWCVUQCAHQ	C(CO)(CC(CC(CN)O)O)=O	464.847	C7H15NO4	177.100109	-2.0986	-0.25	5	4	103.78	-1.6042
G4	WVIDNQHINIAUQA	C(C)(C(C(CC(CN)O)O)O)=O	444.93	C7H15NO4	177.100109	-2.1937	-0.358	5	4	103.78	1.1866
G4	YNFVBWFRJKAROV	C(C(C=O)C(CN)O)(O)=O	-18.5404	C5H9NO4	147.053159	-4.3841	-0.037	5	3	100.62	-2.5192
G4	IYYLKFUCXKZORG	C(C(CO)C(C(C=O)CO)O)=O	12.9663	C7H12O5	176.068475	-2.3762	-0.117	5	3	94.83	-3.2142
G4	XHDKYHQSMXPUQR	C(C(CO)C(CC(CO)=O)O)=O	24.8016	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-3.7228
G4	WWPRLPATMGJTHC	C(C(CO)C(C(C(C)=O)O)O)=O	45.7938	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-1.8128
G4	WRYGQUMYTKGAIA	C(C(CO)C(CC(CN)=O)O)=O	35.6709	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-1.3598
G4	SEJGGCRDTHVDSE	C(C(CO)C(C(C(C)=O)N)O)=O	58.7905	C7H13NO4	175.084459	-2.547	-0.355	5	3	100.62	-5.5798
G4	JPEVLOXTYVXNFO	C(C(CO)C(C(C=O)CN)O)=O	17.0578	C7H13NO4	175.084459	-2.774	-0.193	5	3	100.62	-3.0725
G4	LPRRSVCCPPMUTK	C(C(CO)C(CCO)O)=O	10.8718	C6H12O4	148.07356	-1.4555	-0.249	4	3	77.76	-4.2768
G4	LECRXFXEJNJBEL	C(C(CO)C(C(C(C)O)O)O)=O	46.6222	C7H14O5	178.084125	-2.118	-0.228	5	4	97.99	-3.5355
G4	UFOQDDSTRWKLAH	C(C(CO)C(CC(CO)O)O)=O	53.1153	C7H14O5	178.084125	-2.0229	-0.12	5	4	97.99	-6.8308
G4	XXMLKQMUFSNKAH	C(C(C(CO)O)C(CCO)O)=O	32.7543	C7H14O5	178.084125	-2.0229	-0.12	5	4	97.99	-4.2677
G4	LSXQZYBPAFVQAM	C(C(CO)C(C(CO)=O)O)=O	37.5349	C6H10O5	162.052825	-2.5085	0.099	5	3	94.83	-1.1515
G4	SAWCGBGWLXQUGF	C(C(CO)C(C=O)(CO)O)=O	697.767	C6H10O5	162.052825	-2.6683	0.204	5	3	94.83	-2.7778
G4	OUJNZICMUOLQGP	C(C(C(C(CCO)O)O)=O)=O	78.2117	C6H10O5	162.052825	-2.3675	-0.119	5	3	94.83	-3.4132
G4	HMSJNCBPHLDAPE	C(C(CO)C(C(C)=O)(CO)O)=O	37.1217	C7H12O5	176.068475	-2.1279	-0.01	5	3	94.83	-1.2188
G4	RGRJSOMDDMYCST	C(C(CO)C(C(CO)=O)(C)O)=O	44.3716	C7H12O5	176.068475	-2.1279	-0.01	5	3	94.83	0.13595
G4	VTDGXLWGZXJZFR	C(C(C)=O)(C(C(CCO)O)O)=O	73.0484	C7H12O5	176.068475	-1.8271	-0.333	5	3	94.83	-5.011
G4	LLAKZMWYTCOBSF	C(C(CO)=O)(CC(CCO)O)=O	38.6295	C7H12O5	176.068475	-1.732	-0.225	5	3	94.83	-5.2695
G4	KMVFEJOXINVCPR	C(C(CO)C(C=O)(C(C)O)O)=O	41.6078	C7H12O5	176.068475	-2.309	-0.174	5	3	94.83	-2.8672
G4	LPYCYPURWRGOQS	C(C(CO)C(C(C(C)O)=O)O)=O	36.978	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-3.2061
G4	CQGHSNMLYYYHOZ	C(C(CO)C(CN)(CC=O)O)=O	948.465	C7H13NO4	175.084459	-2.6117	-0.142	5	3	100.62	-2.1903
G4	XYFYAUCTPVWFST	C(CC(C(C(CCO)O)N)=O)=O	38.8368	C7H13NO4	175.084459	-2.3109	-0.465	5	3	100.62	-4.8322
G4	QKBZDVWOOZRNJD	C(C(C(CN)=O)C(CCO)O)=O	28.013	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-3.4753
G4	OAAPJIMIUQGHHA	C(C(CO)C(CC(C=O)N)O)=O	34.738	C7H13NO4	175.084459	-2.633	-0.411	5	3	100.62	-3.31
G4	DSOCQJQOVOOMBP	C(C(CO)C(C(CC=O)N)O)=O	52.6957	C7H13NO4	175.084459	-2.633	-0.411	5	3	100.62	-2.0719
G4	JAVMTUSPCLFRSX	C(C(C(CCO)O)C(C=O)N)=O	40.5831	C7H13NO4	175.084459	-2.633	-0.411	5	3	100.62	-3.9667
G4	NLBFHQSTQBBULR	C(C(CO)C(C(C)=O)(CN)O)=O	42.9365	C7H13NO4	175.084459	-2.5257	-0.086	5	3	100.62	-1.2786
G4	XPKSMHVGIJGELR	C(C(CO)C(C(CN)=O)(C)O)=O	52.872	C7H13NO4	175.084459	-2.5257	-0.086	5	3	100.62	-0.88981
G4	WABRYKIEBCKVIT	C(C(C)=O)(C(C(CCO)O)N)=O	87.639	C7H13NO4	175.084459	-2.2249	-0.409	5	3	100.62	-6.6562
G4	NYBXLDIFODPKPH	C(C(CN)=O)(CC(CCO)O)=O	55.6195	C7H13NO4	175.084459	-2.1298	-0.301	5	3	100.62	-6.0146
G4	QIFHXMVZHJDIRK	C(C(CO)C(C=O)(C(C)N)O)=O	48.6099	C7H13NO4	175.084459	-2.7068	-0.25	5	3	100.62	-1.5088
G4	UAAPDONKRRHNAY	C(C(CO)C(C(C(C)N)=O)O)=O	58.9533	C7H13NO4	175.084459	-2.547	-0.355	5	3	100.62	-2.7831
G4	ASGSKBSLHTVURJ	C(C(CO)C(C)(CO)O)=O	28.9881	C6H12O4	148.07356	-1.5293	-0.088	4	3	77.76	-5.216
G4	SRUUYRSKNDFVMS	C(CO)(CC(CCO)O)=O	20.0495	C6H12O4	148.07356	-1.1334	-0.303	4	3	77.76	-3.4554
G4	SOHTZWVCHSEHHZ	C(C)(C(C(CCO)O)O)=O	40.3825	C6H12O4	148.07356	-1.2285	-0.411	4	3	77.76	-0.76503
G4	BJORAOSPLKEKMV	C(C(CO)C(CO)(CCO)O)=O	958.569	C7H14O5	178.084125	-2.0016	0.149	5	4	97.99	-7.1335
G4	VFSOSYUWZBDZMY	C(C(C(CCO)O)O)(CCO)=O	45.2001	C7H14O5	178.084125	-1.7008	-0.174	5	4	97.99	-1.0637
G4	KOYHBGZEKAXMBG	C(CO)(C(CO)C(CCO)O)=O	33.2105	C7H14O5	178.084125	-1.8418	0.044	5	4	97.99	-0.47074
G4	HPQAYCDCYZJYTC	C(C(CO)C(C(CCO)O)O)=O	24.8631	C7H14O5	178.084125	-2.0229	-0.12	5	4	97.99	-4.3844
G4	ASKHMTIFAYBHKY	C(C(CO)C(C)(C(CO)O)O)=O	29.3337	C7H14O5	178.084125	-2.0967	0.041	5	4	97.99	-0.77395
G4	QYFMYJGUYDCGMZ	C(C(CO)O)(CC(CCO)O)=O	40.4592	C7H14O5	178.084125	-1.7008	-0.174	5	4	97.99	-0.33946
G4	PKKBRFJDUGQOAO	C(C(CO)C(C(O)=O)O)=O	3.36423	C5H8O5	148.037175	-2.2595	0.039	5	3	94.83	-2.0621
G4	LTMWOWKRNHRFBI	C(C(CO)C(CC(O)=O)O)=O	-17.5393	C6H10O5	162.052825	-1.8051	-0.231	5	3	94.83	-1.3711
G4	VAOSYMFYNXRHKS	C(C(C=O)C(CCO)O)(O)=O	-23.0191	C6H10O5	162.052825	-1.8051	-0.231	5	3	94.83	-3.8173
G4	BFZNNUQWZSQLIJ	C(C(CO)C(C(O)=O)(C)O)=O	7.12795	C6H10O5	162.052825	-1.8789	-0.07	5	3	94.83	-0.59762
G4	GTELMBZFQBCNMT	C(C(CC(CCO)O)=O)(O)=O	21.2717	C6H10O5	162.052825	-1.483	-0.285	5	3	94.83	-10.536
G4	ZYDABVLPDPZOOB	C(C(CO)C(C)(C(C=O)N)O)=O	63.6566	C7H13NO4	175.084459	-2.7068	-0.25	5	3	100.62	-3.3635
G4	WWVRGGXYNZSMBU	C(C(C(CC(CCO)O)=O)N)=O	52.7302	C7H13NO4	175.084459	-2.3109	-0.465	5	3	100.62	-4.8729
G4	PTYZMWBRNUNRHK	C(C(CO)C(C(C)N)O)=O	23.2141	C6H13NO3	147.089544	-1.9484	-0.433	4	3	83.55	-1.7306
G4	QHHZOHDAHJMLQN	C(C(CO)C(C(CCO)N)O)=O	41.1277	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-3.8819
G4	VHPXEOTXLYFKJA	C(C(CO)C(C)(CN)O)=O	27.0544	C6H13NO3	147.089544	-1.9271	-0.164	4	3	83.55	-3.4037
G4	HMSZLQLUBHETIB	C(CN)(CC(CCO)O)=O	39.3129	C6H13NO3	147.089544	-1.5312	-0.379	4	3	83.55	-1.0793
G4	IOERBZLLLQAQGY	C(C)(C(C(CCO)O)N)=O	62.8296	C6H13NO3	147.089544	-1.6263	-0.487	4	3	83.55	-4.5004
G4	CSQJRKAEVHHAAE	C(C(CO)C(CN)(CCO)O)=O	981.556	C7H15NO4	177.100109	-2.3994	0.073	5	4	103.78	-4.0003
G4	BTFVMHICOVLPCT	C(C(C(CCO)O)N)(CCO)=O	66.0287	C7H15NO4	177.100109	-2.0986	-0.25	5	4	103.78	-2.6822
G4	DPIVPPBYFVGSQR	C(CN)(C(CO)C(CCO)O)=O	42.841	C7H15NO4	177.100109	-2.2396	-0.032	5	4	103.78	-1.1635
G4	DQTQGGVGCRMKMW	C(C(CO)C(C=O)(CCN)O)=O	717.446	C7H13NO4	175.084459	-2.6117	-0.142	5	3	100.62	-3.3313
G4	SQRFCYILHKCBCS	C(C(CO)C(C(CCN)=O)O)=O	19.6733	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-1.9849
G4	CLDXEYFGVNJZCV	C(C(C(CN)C(CCO)O)=O)=O	30.719	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-3.4753
G4	UJLYEEDNZNAPDJ	C(C(CO)C1(COCC1O)O)=O	56.699	C7H12O5	176.068475	-2.2532	0.067	5	3	86.99	-5.7472
G4	FIVSHOBICFVCLT	C1(C(C(CCO)O)OCC1O)=O	72.7495	C7H12O5	176.068475	-1.7295	-0.256	5	3	86.99	-0.4945
G4	QJTYLSDHINOXPD	C(C(CO)C1(C(O)OCC1)O)=O	28.6576	C7H12O5	176.068475	-1.7516	-0.146	5	3	86.99	-2.2329
G4	VEJJOGXOZWWTIV	C1(C(O)OCC1C(CCO)O)=O	24.5958	C7H12O5	176.068475	-1.2833	-0.251	5	3	86.99	-0.92894
G4	UFOZIEBAZIJYMA	C(C(CO)C1(COC(C1)O)O)=O	3.79268	C7H12O5	176.068475	-1.7516	-0.146	5	3	86.99	-1.5904
G4	WNDFQQKJJAYFAA	C1(COC(C1C(CCO)O)O)=O	3.42239	C7H12O5	176.068475	-1.2833	-0.251	5	3	86.99	-0.43242
G4	OXSHXURACYPQTR	C1(C(C(CCO)O)OC(C1)O)=O	13.9367	C7H12O5	176.068475	-1.2279	-0.469	5	3	86.99	-1.4272
G4	KZGZXKKRDSKBFO	C(C(CO)C(C(N)=C)O)=O	16.2322	C6H11NO3	145.073894	-1.2788	-0.702	4	3	83.55	-5.175
G4	DIVJNNDWWMGKEE	C(C(CO)C(C(C=CN)O)O)=O	35.2962	C7H13NO4	175.084459	-2.6671	-0.42	5	4	103.78	-2.7996
G4	RLFZBOMSGQGBNU	C(C(CO)C(C(N)=CCO)O)=O	6.91471	C7H13NO4	175.084459	-1.8178	-0.298	5	4	103.78	-1.9824
G4	YFRZQYCXDAYZCZ	C(C(CO)C(C=CN)O)=O	-1.73273	C6H11NO3	145.073894	-2.0997	-0.549	4	3	83.55	-2.7421
G4	XCDGQUBTUWENAG	C(C(CO)C(C=C(CO)N)O)=O	7.34086	C7H13NO4	175.084459	-1.8178	-0.298	5	4	103.78	-3.5079
G4	ZZVVRHDOVRRISS	C(C(CO)C(C(C(N)=C)O)O)=O	45.6638	C7H13NO4	175.084459	-1.8462	-0.573	5	4	103.78	-4.9217
G4	ZFRLNBCOLJCVHY	C(C(CO)C(CCN)O)=O	6.97895	C6H13NO3	147.089544	-1.8533	-0.325	4	3	83.55	-2.4285
G4	QONMQVCKWIHVEA	C(C(CN)C(CCO)O)=O	10.1196	C6H13NO3	147.089544	-1.8533	-0.325	4	3	83.55	-4.0497
G4	AEFCGBNHRSDCOE	C(C(CO)C(C(CCN)O)O)=O	14.7112	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-2.4852
G4	SFTWXUISJZBZDG	C(C(CO)C(CO)(CCN)O)=O	964.572	C7H15NO4	177.100109	-2.3994	0.073	5	4	103.78	-5.3128
G4	JNMBNSCZFLUQKE	C(CO)(C(CN)C(CCO)O)=O	31.2767	C7H15NO4	177.100109	-2.2396	-0.032	5	4	103.78	-0.51973
G4	VRWHUZYEPKNVLZ	C(C(C(CCO)O)O)(CCN)=O	44.3188	C7H15NO4	177.100109	-2.0986	-0.25	5	4	103.78	-1.0219
G4	VCHKQAJIDJRGLV	C(C(CO)C(CC(CO)N)O)=O	32.2127	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-8.55
G4	KAOLOXIKCFSUGF	C(C(C(CCO)O)C(CO)N)=O	39.9528	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-7.3233
G4	AQTMYOARRMKBPE	C(C(CO)C(C)(C(CN)O)O)=O	61.1295	C7H15NO4	177.100109	-2.4945	-0.035	5	4	103.78	-0.66486
G4	JMTMDZGZHXLWOH	C(C(CN)O)(CC(CCO)O)=O	44.0626	C7H15NO4	177.100109	-2.0986	-0.25	5	4	103.78	-0.31887
G4	LJPJCCBIFWKUJQ	C(C(CO)C(C(C(C)N)O)O)=O	59.8902	C7H15NO4	177.100109	-2.5158	-0.304	5	4	103.78	-1.5043
G4	NDFYDTPFGXLWEG	C(CO)(CC(C(C(C)O)O)O)=O	61.4078	C7H14O5	178.084125	-1.7959	-0.282	5	4	97.99	-2.104
G4	VFDRGIJZSHUKEI	C(C)(C(C(C(C(C)O)O)O)O)=O	1436.81	C7H14O5	178.084125	-1.891	-0.39	5	4	97.99	-0.29095
G4	VRDCOBGSPCDUKX	C(CN)(CC(C(C(C)O)O)O)=O	72.6692	C7H15NO4	177.100109	-2.1937	-0.358	5	4	103.78	0.42409
G4	VBESYFJEMZTSLP	C(C)(C(C(C(C(C)O)O)O)N)=O	872.651	C7H15NO4	177.100109	-2.2888	-0.466	5	4	103.78	-3.7637
G4	IQKBRHJFHUDUPN	C(C(CN)C(C(C(C)O)O)O)=O	55.492	C7H15NO4	177.100109	-2.5158	-0.304	5	4	103.78	-3.3012
G4	CLBJOXOROKWUTL	C(C(C(CO)O)C(C)(CO)O)=O	45.8221	C7H14O5	178.084125	-2.0967	0.041	5	4	97.99	-5.1361
G4	SZVVTCVNCRPTEO	C(CO)(CC(CC(CO)O)O)=O	432.42	C7H14O5	178.084125	-1.7008	-0.174	5	4	97.99	-3.0415
G4	AORQMUZQQLVHPN	C(C)(C(C(CC(CO)O)O)O)=O	506.741	C7H14O5	178.084125	-1.7959	-0.282	5	4	97.99	-3.3447
G4	PFCUXEAFATZRNA	C(C(C=O)C(CO)O)(O)=O	-13.4468	C5H8O5	148.037175	-2.2595	0.039	5	3	94.83	-2.7612
G4	AMSFRPMFGDJTKY	C(C(C(CO)O)C(C(C)N)O)=O	35.8331	C7H15NO4	177.100109	-2.5158	-0.304	5	4	103.78	-1.7228
G4	VIZFDJYUGCWORF	C(C(C(CO)O)C(C)(CN)O)=O	42.271	C7H15NO4	177.100109	-2.4945	-0.035	5	4	103.78	-3.3531
G4	GUNYBQBMQZIKTP	C(CN)(CC(CC(CO)O)O)=O	443.851	C7H15NO4	177.100109	-2.0986	-0.25	5	4	103.78	-3.7167
G4	SVYDISICUPRZNQ	C(C)(C(C(CC(CO)O)O)N)=O	461.272	C7H15NO4	177.100109	-2.1937	-0.358	5	4	103.78	-7.0926
G4	DTEKWCSSNKWWHP	C(C(C(CO)O)C(C(N)=C)O)=O	23.401	C7H13NO4	175.084459	-1.8462	-0.573	5	4	103.78	-5.1661
G4	GBUOWHPFOYOLKM	C(C(C(CO)O)C(C=CN)O)=O	30.995	C7H13NO4	175.084459	-2.6671	-0.42	5	4	103.78	-2.733
G4	PGRLPJZIKXKVTB	C(C(C(CO)O)C(CCN)O)=O	35.2067	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-2.4201
G4	DGOGBFIOFRELOM	C(C(CN)C(CC(CO)O)O)=O	29.6128	C7H15NO4	177.100109	-2.4207	-0.196	5	4	103.78	-6.6833
G4	GCLDTTLJYRTVBB	C(C(C(C(CO)(C)O)O)=O)=O	79.2482	C6H10O5	162.052825	-2.4413	0.042	5	3	94.83	-3.508
G4	QORDBZPIKABGJM	C(CO)(C(CC(CO)=O)O)=O	51.3222	C6H10O5	162.052825	-2.1864	0.045	5	3	94.83	-0.64991
G4	HRJQLFQULKYBRM	C(C(C(C(C(C)N)O)O)=O)=O	74.5869	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-0.61
G4	ZVOCZPFJEVHUNX	C(C(C(C(C)(CN)O)O)=O)=O	92.8664	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-1.5508
G4	LBSWPIIXJVENJX	C(CO)(C(CC(CN)=O)O)=O	69.2394	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	2.4069
G4	YSYJSIJSMWCBDU	C(C(CO)(CC(CN)=O)O)=O	71.2973	C6H11NO4	161.068809	-2.744	0.074	5	3	100.62	-6.0464
G4	FCRVERXJFBCXEH	C(C)(C(C(C(CO)=O)O)N)=O	95.5623	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	-1.9992
G4	DQTFLHBZIGLMSE	C(C(CO)(C(C(C)=O)N)O)=O	107.769	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-5.9827
G4	ZUZPUNGYHWRBOP	C=C(C(C(C(C=O)=O)O)O)N	77.3005	C6H9NO4	159.053159	-2.1908	-0.572	5	3	100.62	-3.9302
G4	OGVMTRSTPWKDPU	C(N)=CC(C(C(C=O)=O)O)O	65.4738	C6H9NO4	159.053159	-3.0117	-0.419	5	3	100.62	-1.7599
G4	UEGQGSZUIOERGP	C(C(C(C(CCN)O)O)=O)=O	68.1443	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.5265
G4	LIAHXFULXBCKCP	C(C(CN)C(C(CO)=O)O)=O	38.9202	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-1.0975
G4	NUXRCEGIANACGF	C(C(CN)C(C=O)(CO)O)=O	704.578	C6H11NO4	161.068809	-3.0661	0.128	5	3	100.62	-2.678
G4	NKFIZVNTLLBLKM	C(C(C)=O)(C(C(CO)(C)O)O)=O	419.633	C7H12O5	176.068475	-1.9009	-0.172	5	3	94.83	-5.4167
G4	XKXZEACAFQAIQV	C(C(CO)=O)(CC(CO)(C)O)=O	67.3897	C7H12O5	176.068475	-1.8058	-0.064	5	3	94.83	-9.3744
G4	IJDWMFYMYLDQHX	C(C)(C(CO)(CC(CO)=O)O)=O	63.5377	C7H12O5	176.068475	-1.8058	-0.064	5	3	94.83	-0.68688
G4	GXWQUWAIZYVRSL	C(CO)(C(C)(CC(CO)=O)O)=O	66.5851	C7H12O5	176.068475	-1.8058	-0.064	5	3	94.83	0.25667
G4	QVHLVPFFZOJXII	C(C)(C(CO)(C(C(C)=O)O)O)=O	90.2263	C7H12O5	176.068475	-1.9009	-0.172	5	3	94.83	1.309
G4	BHHRYPSUPSKRKX	C(CO)(C(C)(C(C(C)=O)O)O)=O	1055.23	C7H12O5	176.068475	-1.9009	-0.172	5	3	94.83	3.4228
