Generation	Smiles	Inchi	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G5	C1(C(CC(CO)(C1CO)O)=O)=O	LLDQZMGHVVBBJI	37.0815	C7H10O5	174.052825	-1.845	-0.04	5	3	94.83	-7.4435
G5	C1(C(CCO)(C(C(C1)=O)O)O)=O	VLLVADADCMSMLT	57.5974	C7H10O5	174.052825	-1.5853	-0.258	5	3	94.83	-5.9775
G5	C(C1C(CC(C1(CO)O)O)=O)=O	DCXMGIGYGTXUKP	18.5416	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-0.91465
G5	C(CC1(CC(C(C1O)=O)O)O)=O	HCDCCKMYTDFXDH	77.7108	C7H10O5	174.052825	-1.9413	-0.422	5	3	94.83	-0.83127
G5	C1(CC(C(C(C(C1)O)O)=O)O)=O	HKVSIQDNRWLOKF	51.2747	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	1.4052
G5	C1(C(CC(C1C(CO)=O)O)O)=O	ODHMXURZJUCPGU	28.4044	C7H10O5	174.052825	-1.9586	-0.309	5	3	94.83	1.7965
G5	C1(C(C(CC(C(C1)=O)O)O)O)=O	BHYIZTXRYFHFRZ	704.777	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-4.3497
G5	C(C1C(CO)(C(C(C1)=O)O)O)=O	YQHCLOHUSDWIOH	49.1652	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-2.6177
G5	C1(CCC(C(C(C1O)=O)O)O)=O	XDCDTGPQIHTPOF	73.6152	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-1.525
G5	C1(C(C(C(C(CC1)O)O)O)=O)=O	WZZXPQGERXHEGT	85.1299	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-6.9163
G5	C1(CC(C(C1C(CO)=O)O)O)=O	RYCMSKIHRQHUEG	24.8997	C7H10O5	174.052825	-1.9586	-0.309	5	3	94.83	1.934
G5	C1(CC(C(C(C(C1)=O)O)O)O)=O	DDEJCUXDHXVKHF	48.1128	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-5.0418
G5	C(CO)(C1(CCC(C1O)=O)O)=O	VHKDHNWCZCEYMP	73.3334	C7H10O5	174.052825	-1.9299	-0.258	5	3	94.83	1.1105
G5	C1(CCC(C(C1(CO)O)O)=O)=O	VWIVZGNGZPFIDQ	68.7908	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-0.34221
G5	C1(C(C(C(CC1)(CO)O)O)=O)=O	BKEBIRLQXVHDIQ	757.587	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-8.6199
G5	C1(CC(CO)(C(C(C1)=O)O)O)=O	LZIQOLPTNPCZOX	427.956	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-8.5491
G5	C1(C(C(C(CC1CO)O)O)=O)=O	HEILAEMQULVFPY	554.574	C7H10O5	174.052825	-1.7264	-0.309	5	3	94.83	-6.1688
G5	C(C1CC(C(C(C1O)=O)O)O)=O	BOJQXZZVLZGXNF	459.522	C7H10O5	174.052825	-2.0824	-0.473	5	3	94.83	-2.6095
G5	C(CC1C(C(C(C1O)=O)O)O)=O	CCGWGJCPVBNZOY	54.7412	C7H10O5	174.052825	-1.97	-0.473	5	3	94.83	-1.7991
G5	C(C1C(C(C(C1CO)O)O)=O)=O	ACLFHBIGICMQGK	33.0161	C7H10O5	174.052825	-2.2297	-0.255	5	3	94.83	-2.2906
G5	C(C1C(C(C(CO)C1O)O)=O)=O	WDJFEZWNOLVBRS	15.6864	C7H10O5	174.052825	-2.2297	-0.255	5	3	94.83	-2.398
G5	C1(C(CC(CO)(C(C1)O)O)=O)=O	OXMPNDGKPLAZNT	65.1014	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-7.1694
G5	C(C)(C1(CC(C(C1O)=O)O)O)=O	MFTLMYMODLKFLM	82.2073	C7H10O5	174.052825	-1.8553	-0.366	5	3	94.83	1.9986
G5	C1(CC(C(C(C1(C)O)O)=O)O)=O	CMTVNDMCJHYOET	425.643	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	3.6142
G5	C1(CC(CO)(CC(C1O)=O)O)=O	NHHUMCTWIZLYEO	60.8831	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-1.7415
G5	C1(C(C(C)(C(C(C1)=O)O)O)O)=O	CITALRDIXFXYKJ	943.687	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	-2.5756
G5	C1(CC(C)(C(C(C1O)=O)O)O)=O	AIJWKSFJNXXYFG	954.174	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	3.4001
G5	C1(C(C(C(C(C1C)O)O)O)=O)=O	GHISEPFMAJWNAS	480.419	C7H10O5	174.052825	-1.6518	-0.417	5	3	94.83	-1.9538
G5	C(C1(C(C)C(C(C1O)=O)O)O)=O	XNLYJDKFSDULCW	80.8282	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	0.37075
G5	C1(C(C(C(C(C1C)O)=O)O)O)=O	WMOYCWRKPBCNPI	81.7587	C7H10O5	174.052825	-1.6518	-0.417	5	3	94.83	1.9987
G5	C1(C(CO)C(C=O)C(C1O)O)=O	SWJRCEWGKUKTBM	33.0709	C7H10O5	174.052825	-2.2297	-0.255	5	3	94.83	-2.0782
G5	C1(C(C(CO)O)(CC(C1)=O)O)=O	GVUGWYJFCHTYEN	44.7284	C7H10O5	174.052825	-1.755	-0.258	5	3	94.83	-5.4278
G5	C1(C(CC(C(CO)O)(C1)O)=O)=O	WGELOQTWYKAMLO	65.9625	C7H10O5	174.052825	-1.755	-0.258	5	3	94.83	-4.5696
G5	C(C1(CC(C(C1O)=O)CO)O)=O	KHZIHNVGJVJSTH	56.8828	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-5.1768
G5	C1(C(C(C(C(CO)C1)=O)O)O)=O	KGLDCUXCDWKUCK	54.1243	C7H10O5	174.052825	-1.7264	-0.309	5	3	94.83	-2.1971
G5	C1(C(C(CC1CO)O)O)=O	HCYXDCOCDXNSFZ	41.9673	C6H10O4	146.05791	-1.36	-0.387	4	3	77.76	-2.0988
G5	C(C1(C(CO)CC(C1O)=O)O)=O	BBKQOCALUBQPHW	49.4871	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-4.5269
G5	C1(C(CO)C(C(C1CO)=O)O)=O	OTWSFWOBFMEMKE	1.99462	C7H10O5	174.052825	-1.8737	-0.091	5	3	94.83	0.40331
G5	C(C1C(C(C(C(C1)=O)O)O)O)=O	MISHHWWRVVZGPL	440.073	C7H10O5	174.052825	-2.0824	-0.473	5	3	94.83	-2.5634
G5	C1(C(C(C(C(C=O)O)C1)O)O)=O	ONHBCNURCHMTEZ	58.4727	C7H10O5	174.052825	-2.1397	-0.473	5	3	94.83	-1.7987
G5	C(C1C(C(CO)C(C1O)O)=O)=O	LENMPSWBWUFWMA	-0.175336	C7H10O5	174.052825	-2.2297	-0.255	5	3	94.83	-2.4286
G5	C(C1C(C(C(CO)(C1)O)O)=O)=O	BCZYLRIPAFQGSR	44.0616	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-5.4066
G5	C(CO)(C1C(C(C(C1)=O)O)O)=O	DJLRGEWWHUPDBK	55.9796	C7H10O5	174.052825	-1.9586	-0.309	5	3	94.83	1.2475
G5	C(C1C(C(CC1(CO)O)O)=O)=O	IALRDGUFHLCKEQ	22.8156	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-4.1473
G5	C1(C(CO)C(CC(C1O)=O)O)=O	QCQZJTKBXRNOMT	43.8061	C7H10O5	174.052825	-1.7264	-0.309	5	3	94.83	1.5008
G5	C1(C(CC(C1C(CO)O)O)=O)=O	UGYXIMZLUCVVTH	51.5348	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	-4.4301
G5	C1(CCC(C(C(C1O)O)O)=O)=O	IMYWYDQADISNCS	72.2582	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-0.46768
G5	C1(C(C(CC1)(C(C=O)O)O)O)=O	KCKDWYLOFWOAQW	80.6222	C7H10O5	174.052825	-2.111	-0.422	5	3	94.83	-2.2217
G5	C1(C(CO)C(C(C(C1)=O)O)O)=O	RMKYXKRKXPRFLT	428.51	C7H10O5	174.052825	-1.7264	-0.309	5	3	94.83	-4.8027
G5	C1(C(C(CO)O)C(C(C1)=O)O)=O	HPRFALBJSURWHV	22.9603	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	-5.0733
G5	C(C1(C(CC(C1CO)O)=O)O)=O	MIKGUHLMCJGSMU	47.2081	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-0.70025
G5	C1(CC(C(C(C1CO)=O)O)O)=O	CTEFDYZIMHOJHA	425.1	C7H10O5	174.052825	-1.7264	-0.309	5	3	94.83	1.6636
G5	C1(C(C)(C(C(C1CO)=O)O)O)=O	SRKVTKQDDAEWOS	378.549	C7H10O5	174.052825	-1.7704	-0.148	5	3	94.83	2.784
G5	C1(C(C(CO)C(C1CO)O)=O)=O	BZZSNLCDQCKRKA	33.7768	C7H10O5	174.052825	-1.8737	-0.091	5	3	94.83	-4.1439
G5	C(C1C(CC(CO)(C1O)O)=O)=O	LOIGGGISBCVIOY	23.1711	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-4.3811
G5	C(C1C(C(C(C1)=O)(CO)O)O)=O	RVLMBOZKPADLDR	59.498	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-2.5251
G5	C(C1(C(CC(CO)(C1)O)=O)O)=O	MCEFPESMMKGJRM	58.7184	C7H10O5	174.052825	-2.1723	-0.153	5	3	94.83	-5.1615
G5	C1(C(CO)(C(CC(C1)=O)O)O)=O	HRZYZKXFTLNYHM	60.4252	C7H10O5	174.052825	-1.6977	-0.258	5	3	94.83	-5.0082
G5	C(C1(C(C(CO)C(C1)O)=O)O)=O	NKPNWRPRQQMMQJ	40.9327	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-2.0413
G5	C(C1C(C(CC1O)O)=O)(O)=O	CYCJYDJAWCHTES	-13.1756	C6H8O5	160.037175	-1.7096	-0.369	5	3	94.83	-0.044033
G5	C(C1C(CC(C1O)O)=O)(O)=O	ZDEGJDFQZKNFFG	-12.3714	C6H8O5	160.037175	-1.7096	-0.369	5	3	94.83	0.17726
G5	C(C1(CCC(C1O)=O)O)(O)=O	MOHWGWUUMIOSNY	40.2299	C6H8O5	160.037175	-1.6809	-0.318	5	3	94.83	-0.12389
G5	C1(C(C(C=CC1O)O)O)=O	WQWQVAVIACSGEW	70.1061	C6H8O4	144.04226	-1.4881	-0.377	4	3	77.76	0.36954
G5	C1(C(C(C(C1O)=C)O)O)=O	OIQWOJXPVRPGCR	69.2134	C6H8O4	144.04226	-1.3116	-0.398	4	3	77.76	-2.4609
G5	C1(C(C(C(C1O)=CCO)O)O)=O	GOWLTFRXRAFYRY	56.319	C7H10O5	174.052825	-1.8506	0.0060001	5	4	97.99	0.62687
G5	C1(C(C(C(C=CC1O)O)O)O)=O	RAJULEAOVSJKFQ	87.4778	C7H10O5	174.052825	-1.9982	-0.248	5	4	97.99	0.6465
G5	C1C(C(CO)(C(C(C=1)=O)O)O)O	MINFZFIUCVAFLC	460.985	C7H10O5	174.052825	-2.1168	0.021	5	4	97.99	1.2846
G5	C1(C(C(C=CC1O)(CO)O)O)=O	YEXBFUCAXXADSU	93.3151	C7H10O5	174.052825	-2.1168	0.021	5	4	97.99	0.5841
G5	C1(C(C(C=C(CO)C1O)O)O)=O	SNGKRSVIYSKTKR	62.6458	C7H10O5	174.052825	-1.9746	0.0060001	5	4	97.99	0.52888
G5	C1(C(C(C(C(C1O)=C)O)O)O)=O	UAECSJLJGVGYTR	562.291	C7H10O5	174.052825	-1.8217	-0.269	5	4	97.99	-2.1806
G5	C1C(C(C(C(C=1)=O)O)O)O	UDGPTYYVDNKAPG	463.572	C6H8O4	144.04226	-1.4881	-0.377	4	3	77.76	1.3477
G5	C1(C(C(C=CC1(CO)O)O)O)=O	JXVKELKRBWBPPG	103.798	C7H10O5	174.052825	-2.1168	0.021	5	4	97.99	0.8214
G5	C1(C(C(C(C1(CO)O)=C)O)O)=O	VVQPDSNUSGPVDY	184.536	C7H10O5	174.052825	-1.9403	4.4703e-8	5	4	97.99	-2.0042
G5	C1C(CO)(C(C(C(C=1)=O)O)O)O	BSKLFBAAHGQCDW	482.479	C7H10O5	174.052825	-2.1168	0.021	5	4	97.99	1.5715
G5	C1(CO)C(C(C(C=1)=O)O)O	DVMPEVOBVDWDFV	28.9585	C6H8O4	144.04226	-1.4645	-0.123	4	3	77.76	1.0469
G5	C(C1C2C(C(C(O)O2)C1O)O)=O	UHMLVWXWVCPLJJ	419.603	C7H10O5	174.052825	-2.0776	-0.499	5	3	86.99	-2.8723
G5	C1(C2C(C(C(C1)O)C(O2)O)O)=O	WVKSIVMCRJASAP	28.6325	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.5476
G5	C1(C2CC(C(O2)O)(C1CO)O)=O	PDUBNGTUNVBYTK	44.7414	C7H10O5	174.052825	-1.6929	-0.284	5	3	86.99	0.42015
G5	C1(C2C(CO)C(C(O2)O)(C1)O)=O	ZYNJGAKHDXRFKO	52.4643	C7H10O5	174.052825	-1.6929	-0.284	5	3	86.99	1.4114
G5	C(C1C(C2CC1(C(O)O2)O)O)=O	IBFPVSHGDLITCE	47.3273	C7H10O5	174.052825	-2.0489	-0.448	5	3	86.99	-2.7495
G5	C1(C(O)OC2C(CC(C12)O)O)=O	LEDWEEYTNPTIDB	43.5792	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.2195
G5	C(C1C2C(CC(C1O)(O)O2)O)=O	XXIOWJQWZDUBOO	439.134	C7H10O5	174.052825	-2.0826	-0.586	5	3	86.99	-2.8746
G5	C1(C(O)OC2CC(C(C12)O)O)=O	ATOQKVJDOAUFIF	53.8909	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.1397
G5	C1(C2C(C(C1)O)C(C(O2)O)O)=O	RBUBWJCGEKXHSH	41.1379	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.517
G5	C1(C(C2(C(O)OC(C2)C1)O)O)=O	SGMVOYYYCSWCLX	55.5456	C7H10O5	174.052825	-1.5456	-0.502	5	3	86.99	0.37704
G5	C(C1C(C2(CC1(CO2)O)O)O)=O	JWMGOZMDJANATE	43.6254	C7H10O5	174.052825	-2.1093	-0.317	5	3	86.99	-1.3582
G5	C1(C(C2CC(C(O)O2)(C1)O)O)=O	RJIKSZIVDBOATJ	52.1894	C7H10O5	174.052825	-1.5456	-0.502	5	3	86.99	0.55805
G5	C1(C2C(CC(C(C1)O)(O2)O)O)=O	OASHVYFVKBHYLF	465.39	C7H10O5	174.052825	-1.5793	-0.64	5	3	86.99	0.75667
G5	C1(C2C(C(C1)O)(CC(O2)O)O)=O	JSJSTWUUZSLGQI	38.5528	C7H10O5	174.052825	-1.5456	-0.502	5	3	86.99	0.99429
G5	C1(C(C2C(C1C(O)O2)O)O)=O	RNHIDVYKLVZVST	2200.71	C6H8O5	160.037175	-1.9163	-0.283	5	3	86.99	0.15314
G5	C1(C(C2CC(C1C(O)O2)O)O)=O	ULKPMNDNCNTACN	17.913	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.0389
G5	C(C1C2C(CC1(C(O)O2)O)O)=O	MEUQSWZZAWTZPK	14.9817	C7H10O5	174.052825	-2.0489	-0.448	5	3	86.99	-1.4558
G5	C1(C(O)OC2C(C1C(C2)O)O)=O	XYHLREMRPVNJGK	58.3002	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.2173
G5	C1(C(C2(C)C(C1C(O)O2)O)O)=O	SOSUAPJBNPIJRT	440.146	C7H10O5	174.052825	-1.6183	-0.392	5	3	86.99	1.2659
G5	C1(C(C2C(C)(C1C(O)O2)O)O)=O	SHPLPYQCOXUBAH	3246.4	C7H10O5	174.052825	-1.6183	-0.392	5	3	86.99	1.8547
G5	C1(C2C(C(CC(O2)O)(C1)O)O)=O	LLZQUTFNBLEFIV	51.7083	C7H10O5	174.052825	-1.5456	-0.502	5	3	86.99	1.6682
G5	C1(C2C(CC(C(O2)O)(C1)O)O)=O	MFROYHYNHROCOX	190.154	C7H10O5	174.052825	-1.5456	-0.502	5	3	86.99	1.7886
G5	C1(C2CC(C(C(O2)O)O)(C1)O)=O	FNZJPJQHBRIIEE	138.98	C7H10O5	174.052825	-1.5456	-0.502	5	3	86.99	1.8325
G5	C1(C(C2C(O)OCC1C2O)O)=O	CZOLHVCFAFYSBJ	1.76705	C7H10O5	174.052825	-1.6297	-0.335	5	3	86.99	0.11963
G5	C1(C(CC2(C(C1CO2)O)O)O)=O	RZCUDCGDDDSPFI	32.2217	C7H10O5	174.052825	-1.6347	-0.422	5	3	86.99	1.4269
G5	C1(COC2(C(C1C(C2)O)O)O)=O	OZOSJVVHUIHRCZ	55.5261	C7H10O5	174.052825	-1.6347	-0.422	5	3	86.99	1.9042
G5	C(C(C1CC(C(C1O)O)O)=O)=O	QVADVNOSQZNNSZ	63.3735	C7H10O5	174.052825	-2.3146	-0.473	5	3	94.83	-1.6575
G5	C(C1C(C(C(C1C=O)O)O)O)=O	ZFPMDSGCMAXYTQ	42.8606	C7H10O5	174.052825	-2.5857	-0.419	5	3	94.83	-3.095
G5	C(C1(CCC(C(C1O)=O)O)O)=O	ZBJXRYNJQDBSEC	509.067	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-2.9535
G5	C1(C(C(C(C(CC1)O)=O)O)O)=O	JZWPGNQDCFBQLZ	724.495	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	0.12874
G5	C=CC(C(C(C(CO)=O)=O)O)O	HHSVYUHKNYDDLY	101.241	C7H10O5	174.052825	-2.0126	-0.272	5	3	94.83	-7.4855
G5	C(C(C(C(C(C=C)O)O)=O)O)=O	JPPWIWFHECRSGV	463.428	C7H10O5	174.052825	-2.1937	-0.436	5	3	94.83	-6.5255
G5	C(C(C(C(C)O)O)O)(C(C)O)=O	HHXGDMLIHWUUQH	1469.37	C7H14O5	178.084125	-1.891	-0.39	5	4	97.99	-0.028839
G5	C=CC(C(C(C(C)O)O)O)=O	JUXXWSSSFAEMKW	1196.42	C7H12O4	160.07356	-1.0547	-0.728	4	3	77.76	-5.5279
G5	C(C(C(C)C(C(C)O)O)=O)(O)=O	KNWXHRYGUHCECL	373.399	C7H12O5	176.068475	-1.3598	-0.553	5	3	94.83	-6.3769
G5	C(C(C(C)=O)C(C(C)O)O)(O)=O	MCHCDBHUQSAHFO	319.614	C7H12O5	176.068475	-1.3598	-0.553	5	3	94.83	-2.7541
G5	C(CC(CC(C(C)O)O)=O)(O)=O	PPRMIHLKQDVCJK	-6.93409	C7H12O5	176.068475	-1.1237	-0.663	5	3	94.83	-6.3588
G5	C(C(C(C(C(C=C)=O)O)O)O)=O	AZQIKSHCIFNNOI	463.604	C7H10O5	174.052825	-2.1937	-0.436	5	3	94.83	-7.3134
G5	C(CC(C(CCO)O)=O)(O)=O	MGHRZSGERATMNJ	-14.9659	C6H10O5	162.052825	-1.483	-0.285	5	3	94.83	-5.7812
G5	C(C(C(C(C=C)O)=O)O)(O)=O	LDZCBWZPYFXVSJ	55.643	C6H8O5	160.037175	-1.7636	-0.332	5	3	94.83	-4.7175
G5	C(C(C(C(C(O)=O)=O)O)O)=CC	SPTSHTNHKIYNET	76.2832	C7H10O5	174.052825	-1.3759	-0.435	5	3	94.83	-9.2658
G5	C(CC(C(C(C(O)=O)=O)O)O)=C	CGSUUBFQEYBUHN	85.5956	C7H10O5	174.052825	-1.3092	-0.602	5	3	94.83	-9.1907
G5	C(C(C=C)C(C(O)=O)(CO)O)=O	AWDGWTFUKQQJCS	60.0182	C7H10O5	174.052825	-1.61	-0.279	5	3	94.83	-4.0975
G5	C=CC(C(C(C(O)=O)=O)O)O	AEAUJEHRNZXMPL	83.1003	C6H8O5	160.037175	-1.7636	-0.332	5	3	94.83	-11.456
G5	C(C(C=C)C(C(C(O)=O)O)O)=O	SJZRASXLILFQKA	67.9431	C7H10O5	174.052825	-1.6313	-0.548	5	3	94.83	-4.0263
G5	C(C(C(C=C)O)O)(C(C)O)=O	DETITXUTAMVQHB	1212.33	C7H12O4	160.07356	-1.0547	-0.728	4	3	77.76	-5.0942
G5	C=CC(C(C(C(CO)O)O)O)=O	NHTZGCAWTQQKFY	477.81	C7H12O5	176.068475	-1.9814	-0.221	5	4	97.99	-4.9134
G5	C(C(C(C)C(C(CO)O)O)=O)=O	MCAUNOINKAJRTD	69.2771	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-1.2729
G5	C(C(C)=O)(CC(C(CO)O)O)=O	FDEBSVCISIUMSP	448.257	C7H12O5	176.068475	-1.8271	-0.333	5	3	94.83	-4.3145
G5	C(C(C=C)C(C(CO)O)O)=O	BAPCGDBOHIAKEB	80.4416	C7H12O4	160.07356	-1.2817	-0.566	4	3	77.76	-6.0253
G5	C(CC(C=O)O)(C(CCO)O)=O	VZXSEVIGTRLFBJ	32.7257	C7H12O5	176.068475	-1.9131	-0.389	5	3	94.83	-3.6695
G5	C(C(C(C(C(C=C)O)=O)O)O)=O	SLDVUTOCRMGOJL	461.16	C7H10O5	174.052825	-2.1937	-0.436	5	3	94.83	-6.5255
G5	C(CC(C)(C(C(CO)=O)O)O)=O	MCFITSDWJQTWPY	65.7362	C7H12O5	176.068475	-1.9869	-0.228	5	3	94.83	1.6937
G5	C(C)(CC(C(C(CO)=O)O)O)=O	OXWLVCXYBWXIAS	1490.01	C7H12O5	176.068475	-1.8271	-0.333	5	3	94.83	0.91652
G5	C(CC(CC(CO)(CO)O)=O)=O	HAJRMLGDMBOOTH	27.7242	C7H12O5	176.068475	-1.8918	-0.12	5	3	94.83	-6.5117
G5	C(C(C(C)=O)C(CO)(CO)O)=O	GHNAZPQWJCSLPW	27.1675	C7H12O5	176.068475	-2.1279	-0.01	5	3	94.83	-3.6571
G5	C(C(C(C=C)(CO)O)O)(CO)=O	SALRRIZKWRXEEO	99.0583	C7H12O5	176.068475	-1.9601	0.048	5	4	97.99	-2.9009
G5	C=CC(C(C(CO)(CO)O)O)=O	PPWFGWLMYDVLDK	97.845	C7H12O5	176.068475	-1.9601	0.048	5	4	97.99	-6.5808
G5	C(CO)(C(C(C=CCO)O)O)=O	ZHOHDEOMYIPMPZ	58.0603	C7H12O5	176.068475	-1.953	0.054	5	4	97.99	1.344
G5	C(C(CC)(C(C(CO)=O)O)O)=O	DYSDJJOLVLSYHZ	91.034	C7H12O5	176.068475	-1.9869	-0.228	5	3	94.83	-0.074098
G5	C(C(C(C(CC)=O)O)O)(CO)=O	QRYQNVXZYROOPV	77.1466	C7H12O5	176.068475	-1.8271	-0.333	5	3	94.83	2.736
G5	C(C(C(C)C(CO)(CO)O)=O)=O	PAVWOWZLSVOIHC	68.6992	C7H12O5	176.068475	-2.1279	-0.01	5	3	94.83	-1.9068
G5	C(CCC(C(C(CO)=O)O)O)=O	REGMTSUPOAFLBQ	62.4677	C7H12O5	176.068475	-1.9131	-0.389	5	3	94.83	-2.9926
G5	C(C)(C(C)(C(C(CO)=O)O)O)=O	COZUUEGNYNJXKJ	3188.34	C7H12O5	176.068475	-1.9009	-0.172	5	3	94.83	4.0489
G5	C(C(C)=O)(CC(CO)(CO)O)=O	HDOKWYQLJPEIOV	57.9976	C7H12O5	176.068475	-1.8058	-0.064	5	3	94.83	-9.2955
G5	C(CO)(C(C(C=CC)O)O)=O	RYCHFSRHCLUTFG	61.8992	C7H12O4	160.07356	-1.0263	-0.453	4	3	77.76	-1.0966
G5	C(CO)(C(C(CC=C)O)O)=O	JQKKLRZBJKKYKA	76.3371	C7H12O4	160.07356	-0.9596	-0.62	4	3	77.76	-1.0595
G5	C(C(C=C)C(CO)(CO)O)=O	HGCVVBPIYXZFHU	86.7317	C7H12O4	160.07356	-1.2604	-0.297	4	3	77.76	-7.0237
G5	C(CO)(C(C(C(C=O)=C)O)O)=O	IYKZIUJMOBRDFI	86.8023	C7H10O5	174.052825	-1.9466	-0.182	5	3	94.83	-3.7085
G5	C(CO)(C(C(C=C)O)O)=O	ZBDMIKWXYIEVBU	74.4608	C6H10O4	146.05791	-1.414	-0.35	4	3	77.76	-3.2511
G5	C(CO)(C(C(C(C=C)O)O)O)=O	BKLQNMIAHLNOEB	85.9577	C7H12O5	176.068475	-1.9814	-0.221	5	4	97.99	-2.9925
G5	C(C(C(C=C)O)O)(C(CO)O)=O	AQHRXDZMGQZWKF	475.407	C7H12O5	176.068475	-1.9814	-0.221	5	4	97.99	-4.2135
G5	C(C(C=O)C(C(CO)CO)O)=O	NZIZLOQMRZGUNU	7.70398	C7H12O5	176.068475	-2.3762	-0.117	5	3	94.83	-4.6642
G5	C(C(C=O)C(CO)(C(C)O)O)=O	CVVYSROVFIDVBZ	25.5393	C7H12O5	176.068475	-2.309	-0.174	5	3	94.83	-2.9071
G5	C(CC(C(C(C(C)O)=O)O)O)=O	MZTLOGFHKWTTQY	57.9902	C7H12O5	176.068475	-2.0082	-0.497	5	3	94.83	-2.3168
G5	C(C(CC(C(CO)CO)O)=O)=O	CKEMBEURRQDMCF	662.671	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-3.9555
G5	C(C(CC(CO)(C(C)O)O)=O)=O	KBTGYPQTMNADHQ	68.837	C7H12O5	176.068475	-1.9869	-0.228	5	3	94.83	-6.2634
G5	C(C(C)(C(C(C(C)O)=O)O)O)=O	OIILCOITUMULPY	413.155	C7H12O5	176.068475	-2.082	-0.336	5	3	94.83	-2.4533
G5	C(C(C(CO)C(C(C)O)O)=O)=O	FBPOWCYMORMYAA	39.8088	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-2.789
G5	C(C(C(C(C)O)O)C(C=O)O)=O	YPVIHEJZZQJCIF	26.0915	C7H12O5	176.068475	-2.3303	-0.443	5	3	94.83	-3.3709
G5	C(C(C(CO)=O)C(C(C)O)O)=O	WUFMXZHRPKZUHJ	23.4543	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-2.1635
G5	C(CC(C(C(C(C)O)O)O)=O)=O	RLWPJOUGGSWHRX	53.4204	C7H12O5	176.068475	-2.0082	-0.497	5	3	94.83	-1.9168
G5	C(C(C(CC(C(C)O)O)=O)O)=O	WWFFEXFQLXIKIW	433.718	C7H12O5	176.068475	-2.0082	-0.497	5	3	94.83	-1.4258
G5	C(CC1(CC(CC1O)O)O)=O	CTGJPXYQQPLCNA	38.6421	C7H12O4	160.07356	-1.2329	-0.77	4	3	77.76	-1.6157
G5	C(CC1(CC(C(C1O)O)O)O)=O	HUXGKHCUBABLLA	78.2472	C7H12O5	176.068475	-2.085	-0.371	5	4	97.99	-1.7613
G5	C(CC(CC(CCO)O)O)=O	CPHUXXKBQFVUCH	10.8254	C7H14O4	162.08921	-0.8601	-0.737	4	3	77.76	-4.3048
G5	C(CC(C(CO)C(C)O)O)=O	IJELXDASVZBMMQ	20.0411	C7H14O4	162.08921	-1.0962	-0.627	4	3	77.76	-3.2191
G5	C(CC(CC(C(CO)=O)O)O)=O	SOGAVCGXUDYGJE	45.6126	C7H12O5	176.068475	-1.9131	-0.389	5	3	94.83	-0.21046
G5	C(CC(C(C(C(C)O)O)=O)O)=O	CERFZCXKHSEBOU	58.4965	C7H12O5	176.068475	-2.0082	-0.497	5	3	94.83	-1.5817
G5	C(C(C(C(C)O)O)(CC=O)O)=O	ZJCWVTVBEZYDBK	72.866	C7H12O5	176.068475	-2.168	-0.392	5	3	94.83	-3.5554
