Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G6	C(C(C(CO)=O)(C=C)O)(O)=O	JUCLVPUBWRTTQC	160.037173356	C6H8O5	6	8	5	-1.7423	-0.063	5	3	94.83	-3.2931
G6	C(CO)(C(C(C(O)=O)=C)(C)O)=O	WBACUWXTKRXVFF	174.05282342	C7H10O5	7	10	5	-1.1359	-0.187	5	3	94.83	-1.6012
G6	C(CO)(C(CCCO)O)=O	HNNUXZUCXOQBFP	148.073558864	C6H12O4	6	12	4	-1.1334	-0.303	4	3	77.76	-3.6247
G6	C(CO)(C(CC(CO)C)O)=O	DJIXMEOLVPIMEO	162.089208928	C7H14O4	7	14	4	-0.9151	-0.463	4	3	77.76	-3.7548
G6	C(C(CC(C(C)O)O)O)=O	GNTQICZXQYZQNE	148.073558864	C6H12O4	6	12	4	-1.4096	-0.575	4	3	77.76	-4.0183
G6	C(C)(C(CC(C(C)O)O)O)=O	LDMBLRUZPWEFQC	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	-0.21404
G6	C(C(CC)O)(C(C(C)O)O)=O	GKZUUMGHVITOQZ	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	-1.4179
G6	C(C(C(C)C(C(C)O)O)O)=O	QPRPHEXJZSRVAZ	162.089208928	C7H14O4	7	14	4	-1.1913	-0.735	4	3	77.76	-2.7281
G6	C(C(C(C(CC)O)=O)O)(O)=O	HGIDMGJUNHXGIA	162.05282342	C6H10O5	6	10	5	-1.5781	-0.393	5	3	94.83	-1.6336
G6	C(C(C(C)C(C=O)O)O)(O)=O	CDCJKJOXCKRSRQ	162.05282342	C6H10O5	6	10	5	-1.9002	-0.339	5	3	94.83	-0.27589
G6	C(C(CO)(C)O)(C(C(C)=O)O)=O	UIFCUNPPVRERRH	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	-2.7728
G6	C(C(CC(C(CO)=O)(C)O)O)=O	FJJXERJOODHOMM	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	0.059122
G6	C(C(CC(C(C)=O)(CO)O)O)=O	XFMVAZLCSZIYRM	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-4.8678
G6	C(C(C)O)(C(C(CO)=O)(C)O)=O	ADMQSNDLDFZQSP	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	1.3869
G6	C(C(C)O)(C(C(C)=O)(CO)O)=O	GYSSITJRONIRCK	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	-0.9026
G6	C(CC(C)(CC(C=O)O)O)(O)=O	NVVYMTSNWSUZFU	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-2.7246
G6	C(C(C)(CC(O)=O)O)(C(C)O)=O	VHZGGCMNXPWLEL	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	0.26333
G6	C(C(CC(C)(CCO)O)O)=O	JBCXCYOPFKOXQI	162.089208928	C7H14O4	7	14	4	-0.9339	-0.576	4	3	77.76	-5.9349
G6	C(C(C)O)(C(C)(CCO)O)=O	SVYDJJCKPDHLCA	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-2.7645
G6	C(C(CC(CO)(C)O)O)=O	LXOJUKUSXOGDIF	148.073558864	C6H12O4	6	12	4	-1.3883	-0.306	4	3	77.76	-8.7941
G6	C(C(C)O)(C(CO)(C)O)=O	NHQHYIOCPOWOCM	148.073558864	C6H12O4	6	12	4	-1.3023	-0.25	4	3	77.76	-3.2685
G6	C(C(CC(C(C(O)=O)=C)O)O)=O	YIAPMTBGTBMIKI	174.05282342	C7H10O5	7	10	5	-1.2432	-0.512	5	3	94.83	-7.1653
G6	C(C(C)O)(C(C(C(O)=O)=C)O)=O	OJSQBVLEWVDZAZ	174.05282342	C7H10O5	7	10	5	-1.1572	-0.456	5	3	94.83	-4.9933
G6	C(C(CC(C=O)O)(CC)O)(O)=O	RCIJOJULPNDNNE	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-1.9822
G6	C(C(CC(C)(C(C)O)O)O)=O	NPMQEKPYKDYDTC	162.089208928	C7H14O4	7	14	4	-1.029	-0.684	4	3	77.76	-1.5987
G6	C(C(C)O)(C(C)(C(C)O)O)=O	BZKTYFNRBZBEMC	162.089208928	C7H14O4	7	14	4	-0.943	-0.628	4	3	77.76	1.8553
G6	C(C)(C(CC(CO)(C)O)O)=O	ZYNWMZUDXZHTPV	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-4.2945
G6	C(C(CC(CO)(CC)O)O)=O	GMQSKHIFJHIRGD	162.089208928	C7H14O4	7	14	4	-0.9339	-0.576	4	3	77.76	-6.2213
G6	C(C(C)O)(C(CO)(CC)O)=O	JAZNLVHUGRQDAE	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	0.38272
G6	C(C(CC)O)(C(CO)(C)O)=O	BOUCSLGOZQZSJM	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-3.1124
G6	C(C(C(C)C(CO)(C)O)O)=O	FBGVXSRTHRKGDW	162.089208928	C7H14O4	7	14	4	-1.17	-0.466	4	3	77.76	-3.2459
G6	C(C(C=C)(CC(C=O)O)O)(O)=O	ZDXYTULQRJLTGN	174.05282342	C7H10O5	7	10	5	-1.469	-0.497	5	3	94.83	-7.321
G6	C(C(C(C(C)O)=O)(C=C)O)(O)=O	UOCHXNUYNFQHFY	174.05282342	C7H10O5	7	10	5	-1.383	-0.441	5	3	94.83	-5.1189
G6	C(C(CC(C(CC)O)O)O)=O	SKOQZYODXDYFSI	162.089208928	C7H14O4	7	14	4	-0.9552	-0.845	4	3	77.76	-4.497
G6	C(C(CC(CCCO)O)O)=O	KWFKGJLXSWLCPC	162.089208928	C7H14O4	7	14	4	-0.8601	-0.737	4	3	77.76	-9.085
G6	C(C(CCCO)O)(C(C)O)=O	SUAWADUBPDDCIT	162.089208928	C7H14O4	7	14	4	-0.7741	-0.681	4	3	77.76	-5.4775
G6	C(C(C)C(C(C(C)O)=O)O)(O)=O	PDPBBXAZVYZXMZ	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	0.78755
G6	C(C(C(C(C)C(C)O)O)=O)(O)=O	HKESMNHRLNWLPV	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-6.9336
G6	C1(C(C(C(C)O)OC(C1)O)O)=O	ROYNGWDPJDLWCH	176.068473484	C7H12O5	7	12	5	-1.2657	-0.577	5	3	86.99	0.3517
G6	C(C(CC(CC(C)O)O)O)=O	IFNVVBOWOIVOFA	162.089208928	C7H14O4	7	14	4	-0.9552	-0.845	4	3	77.76	-6.7445
G6	C(C(CC(C)O)O)(C(C)O)=O	IFUMOXHTEXXYQQ	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	-1.9795
G6	C(CC(CC(C(C)=O)O)O)(O)=O	WWIQLUNHAZCKAG	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	1.9195
G6	C(CC(C(C(CC)O)=O)O)(O)=O	QXJSLYCFUOEQNQ	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	0.37163
G6	C(CC(C(C)C(C=O)O)O)(O)=O	DJXYTXKXVWNJFU	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-0.15391
G6	C(C(C(C(C)(CCO)O)=O)O)=O	IPWCUUYGYRGYHO	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-3.7781
G6	C(C(CO)O)(C(C(C)=O)CO)=O	LZHHIWCIFRCIQA	176.068473484	C7H12O5	7	12	5	-1.9681	-0.115	5	3	94.83	-0.58056
G6	C(C(CO)(CC(C=O)O)O)=O	NHQWKOMFPWCOQG	162.05282342	C6H10O5	6	10	5	-2.5273	-0.014	5	3	94.83	-6.5149
G6	C(C(CO)O)(CC(C(C)O)=O)=O	YSRSNNYPTZYUAF	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-5.7298
G6	C(C)(C(CC(C(CO)=O)O)O)=O	FXJGTGCXPONACF	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	2.3793
G6	C(C(CO)(CC(C(C)=O)O)O)=O	SNBMJOLJUACPTN	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-5.1093
G6	C(C(C(C(CO)(CC)O)=O)O)=O	KJOACLUFUKZQTO	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-1.1598
G6	C(CC)(C(C(C(CO)O)=O)O)=O	KRVDABDTOTXJFP	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	1.9472
G6	C(C(CC)O)(C(C(CO)=O)O)=O	WKRHZBAHPOOCOC	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-0.026054
G6	C(C(C(C(CC)O)=O)(CO)O)=O	ZTRRTXCQIOBRGX	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-2.9898
G6	C(C(CO)O)(C(C(CO)=O)C)=O	JPDAFYLQHDWUSM	176.068473484	C7H12O5	7	12	5	-1.9681	-0.115	5	3	94.83	-0.071815
G6	C(C(C(C)C(C(CO)=O)O)O)=O	QXMLAKSSQGUPEA	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	0.26715
G6	C(C(CO)(C(C)C(C=O)O)O)=O	MPYCKSASXCNGTI	176.068473484	C7H12O5	7	12	5	-2.309	-0.174	5	3	94.83	-0.88626
G6	C(C(C(C(CCCO)O)=O)O)=O	MTXOYEUJHQWCJH	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-6.8527
G6	C(C(C(C(CO)O)=O)CCO)=O	ARMPTADBTNVOGR	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-4.6358
G6	C(C(C)C(C(CO)=O)O)(O)=O	NVHHGEPAPUEAIR	162.05282342	C6H10O5	6	10	5	-1.7191	-0.175	5	3	94.83	2.7931
G6	C(C(C(C(CO)C)O)=O)(O)=O	MKFGDNGPPXZQKH	162.05282342	C6H10O5	6	10	5	-1.7191	-0.175	5	3	94.83	-8.6617
G6	C1(C(C(CO)OC(C1)O)O)=O	PVKLTCFYNBLGMN	162.05282342	C6H10O5	6	10	5	-1.625	-0.199	5	3	86.99	0.87833
G6	C(C(CCO)O)(C(C(C)=O)O)=O	WWWAPRLNLPZANQ	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-1.4465
G6	C(C)(C(CC(CCO)O)O)=O	FRXBFNBBKLEHEI	162.089208928	C7H14O4	7	14	4	-0.7741	-0.681	4	3	77.76	-0.77287
G6	C(C(CCO)O)(C(CC)O)=O	IZFGSUIOMXQTOS	162.089208928	C7H14O4	7	14	4	-0.7741	-0.681	4	3	77.76	-2.2722
G6	C(C(C(C)C(CCO)O)O)=O	RGIKCKPZKOBMFG	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-2.9228
G6	C(C(C(C=O)O)O)(C(CC)O)=O	QUHHRICOJXFTRD	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-3.3797
G6	C(C(C(C(C)C(C=O)O)O)O)=O	WPLYNUCVARZAOO	176.068473484	C7H12O5	7	12	5	-2.3303	-0.443	5	3	94.83	-1.9125
G6	C(C(C(C(CO)O)=O)(C)O)=O	ZOHAVORAUGWZSO	162.05282342	C6H10O5	6	10	5	-2.4413	0.042	5	3	94.83	-2.2893
G6	C(C(CO)O)(C(C)(CCO)O)=O	GBAQGAUYFCGOSR	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	-1.5069
G6	C(C(C(C(C)(CCO)O)O)O)=O	HETVNTQKPCRKOG	178.084123548	C7H14O5	7	14	5	-1.9557	-0.177	5	4	97.99	-3.846
G6	C(C(CO)O)(C(CO)(C)O)=O	RDCRCZPYRNNHBY	164.068473484	C6H12O5	6	12	5	-2.229	0.257	5	4	97.99	-2.0342
G6	C(C(CC(CO)(CO)O)O)=O	KGXYXIMSHNNPIT	164.068473484	C6H12O5	6	12	5	-2.315	0.201	5	4	97.99	-7.9649
G6	C(C(C)O)(C(CO)(CO)O)=O	ZPDKXZPDSLRJGW	164.068473484	C6H12O5	6	12	5	-2.229	0.257	5	4	97.99	-1.8596
G6	C(C(CO)O)(C(C)(C(C)O)O)=O	RCVNGWKRRDBPKJ	178.084123548	C7H14O5	7	14	5	-1.8697	-0.121	5	4	97.99	1.827
G6	C(C)(C(CC(CO)(CO)O)O)=O	ACUMHYFWJCPVLR	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	-3.2692
G6	C(C(CO)O)(C(CO)(CC)O)=O	BNMUKHWKRHSIRJ	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	1.0841
G6	C(C(CC)O)(C(CO)(CO)O)=O	AFWYTPOJUGIEJT	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	-2.176
G6	C(C(C(C)C(CO)(CO)O)O)=O	RVZHTGBSYZPMFD	178.084123548	C7H14O5	7	14	5	-2.0967	0.041	5	4	97.99	-2.3363
G6	C(C(C(C(C=C)O)O)O)=O	WQQZDGCRNHAIIP	146.0579088	C6H10O4	6	10	4	-1.5951	-0.514	4	3	77.76	-7.4725
G6	C(C(C(C(C(CC)O)O)O)O)=O	ICRUBGXMNLFOTH	178.084123548	C7H14O5	7	14	5	-1.977	-0.446	5	4	97.99	-3.9196
G6	C(C(CCCO)O)(C(CO)O)=O	NZCJSGJTTSPSHQ	178.084123548	C7H14O5	7	14	5	-1.7008	-0.174	5	4	97.99	-4.5535
G6	C(C(C(C(CCCO)O)O)O)=O	SLSCNDHHHPCABL	178.084123548	C7H14O5	7	14	5	-1.8819	-0.338	5	4	97.99	-9.3642
G6	C(C(C(CO)=O)(C=CC)O)(O)=O	BAWGOUKHVLDRNO	174.05282342	C7H10O5	7	10	5	-1.3546	-0.166	5	3	94.83	-1.1719
G6	C(C(C(CO)=O)(CC=C)O)(O)=O	ADLXBIPKTNFPEJ	174.05282342	C7H10O5	7	10	5	-1.2879	-0.333	5	3	94.83	-2.2269
G6	C(CO)(C(CC(C(O)=O)=C)O)=O	CXBWOGAXBNOJBL	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-3.7453
G6	C(CO)(C(C=C(C(O)=O)C)O)=O	BLDKSAPAZNTWQQ	174.05282342	C7H10O5	7	10	5	-1.1288	-0.181	5	3	94.83	2.1042
G6	C(C(C)(CC(C=O)O)O)(O)=O	PUJKYDSEIJLNGJ	162.05282342	C6H10O5	6	10	5	-1.7379	-0.288	5	3	94.83	-1.9524
G6	C(C(C(C(CC)O)=O)(C)O)(O)=O	VFOOADOMKFGVQT	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	-0.11317
G6	C(C(C)(C(C)C(C=O)O)O)(O)=O	APBOCYDLIPPXSC	176.068473484	C7H12O5	7	12	5	-1.5196	-0.448	5	3	94.83	1.6196
G6	C(CCO)(C(C(C(C)O)=O)O)=O	RHMPGKGZGYYKEJ	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-2.1182
G6	C(C)=CC(C(C(CO)O)O)=O	PFIIIAQMOWDEIX	160.073558864	C7H12O4	7	12	4	-1.0263	-0.453	4	3	77.76	-1.6896
G6	C(C(C(CO)O)O)(CC=C)=O	ZMNTWLKDGFQPDP	160.073558864	C7H12O4	7	12	4	-0.9596	-0.62	4	3	77.76	-2.3729
G6	C(C(C(C(C=CC)=O)O)O)(O)=O	JSRAMMZBNJFQDW	174.05282342	C7H10O5	7	10	5	-1.3759	-0.435	5	3	94.83	-0.24833
G6	C(C(C(C(CC=C)=O)O)O)(O)=O	UPJXHWGLYBEVMB	174.05282342	C7H10O5	7	10	5	-1.3092	-0.602	5	3	94.83	-0.8913
G6	C1(C(C(C(O)OC(C)C1)O)O)=O	VZCKYZAAOIHUOA	176.068473484	C7H12O5	7	12	5	-1.2084	-0.577	5	3	86.99	2.1479
G6	C(CO)(C(C(C(O)=O)=C)CO)=O	JJGCYDSYAKMNLQ	174.05282342	C7H10O5	7	10	5	-1.2031	-0.13	5	3	94.83	-3.6803
G6	C(C(CO)O)(C(C=C)CO)=O	AFJVNSJMZTVRFS	160.073558864	C7H12O4	7	12	4	-1.1006	-0.402	4	3	77.76	-2.7102
G6	C=C(C(O)=O)C(C(CO)O)=O	MINKVESIHXCTEA	160.037173356	C6H8O5	6	8	5	-1.5165	-0.078	5	3	94.83	-5.2444
G6	C(CO)(C(CO)(CO)C(C)O)=O	DIQVLMMKYYGEEC	178.084123548	C7H14O5	7	14	5	-1.7304	0.137	5	4	97.99	-1.4183
G6	C(C)=C(C(C(CO)O)=O)CO	MUSFBTFDNOXGCQ	160.073558864	C7H12O4	7	12	4	-0.7792	-0.199	4	3	77.76	-0.72281
G6	C(C(C=C(CO)C(C)O)O)=O	RWGRPJHHNQQEPG	160.073558864	C7H12O4	7	12	4	-0.9603	-0.363	4	3	77.76	-3.6878
G6	C(C(C)O)=CC(C(CO)O)=O	HZVUWAZXTPYLPA	160.073558864	C7H12O4	7	12	4	-1.0263	-0.453	4	3	77.76	0.62639
G6	C(C(CO)O)(C(C)CCO)=O	SCTHOQFUZVFLLP	162.089208928	C7H14O4	7	14	4	-0.9151	-0.463	4	3	77.76	-2.5909
G6	C(C(C(C(C)CCO)O)O)=O	HXUNSBUPEBFVTQ	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-5.4155
G6	C(C(C(C(C)CCO)=O)O)(O)=O	IQGWWOVFWMRGLG	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	-3.125
G6	C(C(C(C(CO)O)=O)C=C)(O)=O	KJAIQGBJLHLICM	174.05282342	C7H10O5	7	10	5	-1.4502	-0.384	5	3	94.83	-3.7028
G6	C(C)=C(C(C(CO)O)=O)C(O)=O	CSSJZWYPJKWFHX	174.05282342	C7H10O5	7	10	5	-1.1288	-0.181	5	3	94.83	-1.4451
G6	C(C(C(C=CC(C)O)=O)O)(O)=O	YILWUWGWUOEFHE	174.05282342	C7H10O5	7	10	5	-1.3759	-0.435	5	3	94.83	0.079847
G6	C(C(C)CC(O)=O)(C(CO)O)=O	QQOVFAYCLBOOCO	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	-1.9057
G6	C(C(C(C(C)O)=O)(CO)CO)=O	XSPLAZMLMAUVGW	176.068473484	C7H12O5	7	12	5	-1.9427	-0.078	5	3	94.83	-4.5251
G6	C1(C(C(CO1)(C(C=C)O)O)O)=O	TYAMKROWUWJPKZ	174.05282342	C7H10O5	7	10	5	-1.7249	-0.364	5	3	86.99	-7.9195
G6	C(C(C(CO)=O)(CO)CO)=O	KAOCEWTZJVIHHP	162.05282342	C6H10O5	6	10	5	-2.302	0.3	5	3	94.83	-3.145
G6	C(C(C1(C(CC(C1)O)O)O)O)=O	SKIVVENIIATCNK	176.068473484	C7H12O5	7	12	5	-2.2547	-0.371	5	4	97.99	-1.7431
G6	C(C(C)(C(CC(CO)=O)O)O)=O	AOWONIMOONNOBM	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-3.2781
G6	C(C(C)(C(C(C(C)=O)O)O)O)=O	IRYCKADKYXDLDV	176.068473484	C7H12O5	7	12	5	-2.082	-0.336	5	3	94.83	-1.5525
G6	C(C(C(C(C(C)O)O)=O)(C)O)=O	AYRWJXBCGTVREX	176.068473484	C7H12O5	7	12	5	-2.082	-0.336	5	3	94.83	-2.8571
G6	C(C(C)(C(C)(C(C=O)O)O)O)=O	SSLYZXRDIWCAPC	176.068473484	C7H12O5	7	12	5	-2.2418	-0.231	5	3	94.83	-1.0557
G6	C1(COC(C(C=C)O)(C1O)O)=O	IIXHNSPCJASJET	174.05282342	C7H10O5	7	10	5	-1.3992	-0.385	5	3	86.99	-2.9158
G6	C1(COC(C(C)O)(C1O)O)=O	JYJGUWRUERFSMI	162.05282342	C6H10O5	6	10	5	-1.6681	-0.176	5	3	86.99	1.0895
G6	C1(C(C)OC(C(C)O)(C1O)O)=O	RRINIQAZXXWQGK	176.068473484	C7H12O5	7	12	5	-1.3434	-0.554	5	3	86.99	1.05
G6	C(C(CO)O)(C(C(C)=O)(C)O)=O	KSDMTYSIKWCHMJ	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	1.5558
G6	C(C(C(C(CO)O)=O)(CC)O)=O	YFPQIKAQBCVULI	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-1.1735
G6	C1(COC(CO)(C1O)O)=O	HBVVBYOKMJQPDB	148.037173356	C5H8O5	5	8	5	-2.0274	0.202	5	3	86.99	1.1317
G6	C1(C(C)OC(CO)(C1O)O)=O	OCYYBSZPXNLHRH	162.05282342	C6H10O5	6	10	5	-1.7027	-0.176	5	3	86.99	1.4243
G6	C(C(C(CO)=O)(CC(C)O)O)=O	ZUWXMIKDKZBSHB	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-4.4345
G6	C(C(C(C(CO)CO)=O)O)=O	IJHJSPVSRDDOCM	162.05282342	C6H10O5	6	10	5	-2.5085	0.099	5	3	94.83	-3.5914
G6	C(CO)(C(C(C(C=O)=C)O)O)=O	IYKZIUJMOBRDFI	174.05282342	C7H10O5	7	10	5	-1.9466	-0.182	5	3	94.83	-3.7085
G6	C=C(C=O)C(C(C(CO)O)O)=O	ZAFMTZZOSXZYSN	174.05282342	C7H10O5	7	10	5	-1.9466	-0.182	5	3	94.83	-6.4596
G6	C=C(C(C(CO)O)=O)C(C)O	HCVTZQRMHKOQLQ	160.073558864	C7H12O4	7	12	4	-0.8076	-0.474	4	3	77.76	-4.7632
G6	C(C(CO)O)(C(C=C)(CO)O)=O	KQIZGGVHBBQPED	176.068473484	C7H12O5	7	12	5	-1.9601	0.048	5	4	97.99	-3.8583
G6	C(CO)(C(C=C)(CO)O)=O	PDRORZRPYUMUBN	146.0579088	C6H10O4	6	10	4	-1.3927	-0.081	4	3	77.76	-2.7523
G6	C(C(C(C(C)C(CO)O)O)O)=O	LGWZNYGYJGTYDP	178.084123548	C7H14O5	7	14	5	-2.118	-0.228	5	4	97.99	-2.0515
G6	C(C(C(C(C)C(CO)O)=O)O)=O	BJLURDYWYJVDGV	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-1.0688
G6	C(C(C1(C(C)OC(C1)O)O)O)=O	ITCCYDKEENCFTL	176.068473484	C7H12O5	7	12	5	-1.7403	-0.472	5	3	86.99	-1.3588
G6	C(C)(C(C1(COC(C1)O)O)O)=O	BHYKZOONCQLLLB	176.068473484	C7H12O5	7	12	5	-1.5246	-0.308	5	3	86.99	1.8914
G6	C1(C(CCO)OC(C1O)O)=O	VTAFYLCIGMKPNS	162.05282342	C6H10O5	6	10	5	-1.5126	-0.199	5	3	86.99	-0.83328
G6	C1(C(C(C(CCO)O1)O)O)=O	BAKBOLGADIKZRT	162.05282342	C6H10O5	6	10	5	-1.872	-0.316	5	3	86.99	-7.8867
G6	C(C(C1(COC(C1)O)O)O)=O	ZEHFKOIQFRAZSW	162.05282342	C6H10O5	6	10	5	-2.065	-0.094	5	3	86.99	-1.4297
G6	C1(C(C(O)OCC1O)O)=O	VDSVKGIFRKCQHJ	148.037173356	C5H8O5	5	8	5	-1.8751	0.071	5	3	86.99	0.54453
G6	C(C(C1CC(CC(O)O1)O)O)=O	VPEJCRGEQUEHSV	176.068473484	C7H12O5	7	12	5	-1.6963	-0.633	5	3	86.99	-1.6027
G6	C1(C(C(CO)(O)OC(C)C1)O)=O	FTMCSGYMFXTFKT	176.068473484	C7H12O5	7	12	5	-1.3607	-0.446	5	3	86.99	2.2667
G6	C1(COC(CC(C1O)O)O)=O	QNRLEHLSLNTDHH	162.05282342	C6H10O5	6	10	5	-1.5331	-0.199	5	3	86.99	1.6624
G6	C1(C(C(COC(C1)O)O)O)=O	PATGLOACTPYBAI	162.05282342	C6H10O5	6	10	5	-1.5331	-0.199	5	3	86.99	-2.0791
G6	C1(C(C)OC(CC(C1O)O)O)=O	VWYKRNDSDNSJOD	176.068473484	C7H12O5	7	12	5	-1.2084	-0.577	5	3	86.99	2.0277
G6	C1(C(C(C(C)OC(C1)O)O)O)=O	NKUCMLMPVNROLD	176.068473484	C7H12O5	7	12	5	-1.2084	-0.577	5	3	86.99	2.4035
G6	C1(C(CCOC(C1O)O)O)=O	PFCZCTPDOYHDHY	162.05282342	C6H10O5	6	10	5	-1.5331	-0.199	5	3	86.99	0.87355
G6	C1(C(C(C(CCO1)O)O)O)=O	RICOEXUMUYXQJB	162.05282342	C6H10O5	6	10	5	-1.8925	-0.316	5	3	86.99	-3.3985
G6	C(CCC(CO)(C(C=O)O)O)=O	JGAMOHJFMGQIKX	176.068473484	C7H12O5	7	12	5	-2.0729	-0.284	5	3	94.83	-6.232
G6	C(CCC=O)(C(C(CO)O)O)=O	XNYTYHHPFKYUDF	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-2.9048
G6	C(C(CCO)CC(CO)=O)(O)=O	OVEXIYRKIGGXQT	176.068473484	C7H12O5	7	12	5	-1.1696	-0.337	5	3	94.83	-5.4326
G6	C(C(C)C(C(CO)=O)CO)(O)=O	MWRZZTODCMLJDD	176.068473484	C7H12O5	7	12	5	-1.4057	-0.227	5	3	94.83	2.1693
G6	C(C(C(CCC(CO)O)=O)O)=O	GCCUDWYGRSXUBL	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-6.9438
G6	C(CC(C(CO)O)C(C=O)O)=O	HCJIBQHPLMZPDT	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-2.9133
G6	C(C1(C(CC(C1CO)O)O)O)O	PCXVPADPDSLEHR	178.084123548	C7H14O5	7	14	5	-2.1324	0.062	5	5	101.15	0.06466
G6	C(C1(CC(C(CO)C1O)O)O)O	NHHMORXYCWUHMS	178.084123548	C7H14O5	7	14	5	-2.1324	0.062	5	5	101.15	-2.8991
G6	C1(CC(C(CO)C1(C)O)O)=O	OVDYBLXILFKUDQ	160.073558864	C7H12O4	7	12	4	-1.062	-0.496	4	3	77.76	2.4261
G6	CC1C(CC(C1CO)O)O	HRVQWTGIFGODQM	146.094294308	C7H14O3	7	14	3	-0.3823	-0.895	3	3	60.69	0.9505
G6	CC1CC(C(CO)C1O)O	VOQBPZIHXJKIMN	146.094294308	C7H14O3	7	14	3	-0.3823	-0.895	3	3	60.69	0.95084
G6	C(C1CCC(C1CO)O)(O)=O	MYKJCJISMUPFFD	160.073558864	C7H12O4	7	12	4	-0.8065	-0.769	4	3	77.76	-1.8595
G6	C(C1CC(CO)C(C1)O)(O)=O	JFLRWAUIYSYXKL	160.073558864	C7H12O4	7	12	4	-0.8065	-0.769	4	3	77.76	-3.9375
G6	C1(C(C(CO)C(C)C1O)O)=O	OPHFOKBQGRZIBA	160.073558864	C7H12O4	7	12	4	-1.0907	-0.547	4	3	77.76	1.4796
G6	C(C(C(CO)C(CCO)O)O)O	FDOWMTRMRABYIX	180.099773612	C7H16O5	7	16	5	-1.8106	0.095	5	5	101.15	-2.1268
