Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G1	C(C(CO)O)(O)=O	RBNPOMFGQQGHHO	106.026608672	C3H6O4	3	6	4	-1.7932	0.177	4	3	77.76	-0.2455
G2	C(C(CO)(C(C)O)O)(O)=O	WKRKESUWTIYINN	150.05282342	C5H10O5	5	10	5	-1.98	0.197	5	4	97.99	0.77366
G3	C(C(C(CC(O)=O)O)C(C)O)=O	YTCZJXDURLPWNQ	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-2.1314
G3	C(C(C=O)C(CC(C)O)O)(O)=O	IHSFWOVWMRACIR	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-5.0935
G3	C(C(C(C)O)C(C(CO)=O)O)=O	CPUSMWJJBISCJI	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-2.0815
G3	C(C(C(C)O)C(C=O)(CO)O)=O	FDSHEHPBHWGLQY	176.068473484	C7H12O5	7	12	5	-2.309	-0.174	5	3	94.83	-3.6203
G3	C(C(C(C(CC(C)O)O)O)=O)=O	RLPBKLOISADAAA	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-4.7044
G3	C(C(C(CO)C(C)O)=O)(O)=O	OTZRLOUETUNNPF	162.05282342	C6H10O5	6	10	5	-1.7191	-0.175	5	3	94.83	-8.0314
G3	C(C(CO)C(C(O)=O)(C)O)=O	BFZNNUQWZSQLIJ	162.05282342	C6H10O5	6	10	5	-1.8789	-0.07	5	3	94.83	-0.59762
G3	C(C(CC(C)O)(CC=O)O)(O)=O	VWVQXOPQCDMBFD	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-5.1439
G3	C(C(C(C(C)O)C(C)O)=O)(O)=O	DKTZGQOJHCXEEP	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-8.0884
G3	C(C(C)(CC(CC=O)O)O)(O)=O	DMMYGKQJPXLURW	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-0.6894
G3	C(C(C(C)O)C(C(O)=O)(C)O)=O	MGQBJYDCWJLMCR	176.068473484	C7H12O5	7	12	5	-1.5196	-0.448	5	3	94.83	-1.6703
G3	C(C(CC(CC(C)O)O)=O)(O)=O	CLJFVEVVBOUFBJ	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	-11.846
G3	C(C(C)(CCO)O)(O)=O	WPTOKOVIJAZOHE	134.0579088	C5H10O4	5	10	4	-0.9582	-0.202	4	3	77.76	-2.7942
G3	C(C(C)(CC(O)=O)O)(O)=O	XFTRTWQBIOMVPK	148.037173356	C5H8O5	5	8	5	-1.3078	-0.184	5	3	94.83	1.0303
G3	C(C(CO)(CO)O)(O)=O	OJSKBWPAXWEHAA	136.037173356	C4H8O5	4	8	5	-2.3393	0.575	5	4	97.99	-0.8415
G3	C(C(C(CC(C)O)O)O)(O)=O	RADXXSNGCSTPSV	164.068473484	C6H12O5	6	12	5	-1.5469	-0.342	5	4	97.99	-1.6633
G3	C(C(C(C)O)O)(O)=O	LOUGYXZSURQALL	120.042258736	C4H8O4	4	8	4	-1.4339	-0.201	4	3	77.76	0.18323
G3	C(C(C=C)(CO)O)(O)=O	SLQLBHNBWFDOTA	132.042258736	C5H8O4	5	8	4	-1.1437	-0.141	4	3	77.76	-3.7615
G3	CC(C(CO)O)O	YAXKTBLXMTYWDQ	106.06299418	C4H10O3	4	10	3	-1.0843	-0.219	3	3	60.69	-1.7055
G3	C(C(C(C(C)O)O)O)(O)=O	CHUMGDDVFASTDV	150.05282342	C5H10O5	5	10	5	-2.0013	-0.072	5	4	97.99	1.04
G3	C(C(C)(C(CO)O)O)(O)=O	UXJDESUVPBNUTB	150.05282342	C5H10O5	5	10	5	-1.98	0.197	5	4	97.99	2.2564
G4	C1(C(C(C(C1O)O)C(C)O)O)=O	BZNNDJKSFMVVFY	176.068473484	C7H12O5	7	12	5	-1.8528	-0.366	5	4	97.99	-0.76782
G4	C1(C(C(CC1O)O)O)=O	UYXNQXGILWQCMO	132.042258736	C5H8O4	5	8	4	-1.5547	-0.335	4	3	77.76	0.8525
G4	C(C(CO)C(CCO)O)=O	LPRRSVCCPPMUTK	148.073558864	C6H12O4	6	12	4	-1.4555	-0.249	4	3	77.76	-4.2768
G4	C(C(CO)C(C(C=O)O)O)=O	LSXJNSZWMLDYSX	162.05282342	C6H10O5	6	10	5	-2.6896	-0.065	5	3	94.83	-3.2846
G4	C(C(CO)C(CO)(CO)O)=O	PQESEVRWNSLGOR	164.068473484	C6H12O5	6	12	5	-2.456	0.419	5	4	97.99	-4.2278
G4	C(CO)(C(C(CCO)O)O)=O	XHRNJZRZXZGBMY	164.068473484	C6H12O5	6	12	5	-2.1552	0.096	5	4	97.99	-0.17952
G4	C(C(C(C(CO)=O)O)O)=O	XIIKTJZKWRJKSI	148.037173356	C5H8O5	5	8	5	-2.8219	0.151	5	3	94.83	-1.1285
G4	C(CO)(C(C(C=CC)O)O)=O	RYCHFSRHCLUTFG	160.073558864	C7H12O4	7	12	4	-1.0263	-0.453	4	3	77.76	-1.0966
G4	C(CO)(C(C(CC=C)O)O)=O	JQKKLRZBJKKYKA	160.073558864	C7H12O4	7	12	4	-0.9596	-0.62	4	3	77.76	-1.0595
G4	C(C(C=C)C(CO)(CO)O)=O	HGCVVBPIYXZFHU	160.073558864	C7H12O4	7	12	4	-1.2604	-0.297	4	3	77.76	-7.0237
G4	C(C(C(C(C(O)=O)=O)O)O)=CC	SPTSHTNHKIYNET	174.05282342	C7H10O5	7	10	5	-1.3759	-0.435	5	3	94.83	-9.2658
G4	C(CC(C(C(C(O)=O)=O)O)O)=C	CGSUUBFQEYBUHN	174.05282342	C7H10O5	7	10	5	-1.3092	-0.602	5	3	94.83	-9.1907
G4	C(C(C=C)C(C(O)=O)(CO)O)=O	AWDGWTFUKQQJCS	174.05282342	C7H10O5	7	10	5	-1.61	-0.279	5	3	94.83	-4.0975
G4	C(C(C=C)C(C(C(O)=O)O)O)=O	SJZRASXLILFQKA	174.05282342	C7H10O5	7	10	5	-1.6313	-0.548	5	3	94.83	-4.0263
G4	C(CC(C(CO)C(C)O)O)=O	IJELXDASVZBMMQ	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-3.2191
G4	C(C(CO)C(CC=O)O)(O)=O	BYFVAUICPMKDDJ	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-1.8189
G4	C(CC(C(C(CO)O)=O)O)=O	ZJCIIXYSVSASQO	162.05282342	C6H10O5	6	10	5	-2.3675	-0.119	5	3	94.83	-1.2863
G4	C(C(C(CO)O)(CC=O)O)=O	TXIVWMLJMZFCNJ	162.05282342	C6H10O5	6	10	5	-2.5273	-0.014	5	3	94.83	-3.3059
G4	C(CC(CC(CC=O)O)O)(O)=O	ZRWVYMYNRQBSNY	176.068473484	C7H12O5	7	12	5	-1.2097	-0.719	5	3	94.83	-1.3711
G4	C(C(C(CC=O)O)C(C)O)(O)=O	LYOZQSQTEXUSOK	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-2.4066
G4	C(CC(CC(C(CO)=O)O)O)=O	SOGAVCGXUDYGJE	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-0.21046
G4	C(CC(C(CO)(CC=O)O)O)=O	AKPFQQOYLJSYAD	176.068473484	C7H12O5	7	12	5	-2.0729	-0.284	5	3	94.83	-5.0215
G4	C(CC(C(C(C(C)O)O)=O)O)=O	CERFZCXKHSEBOU	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-1.5817
G4	C(C(CO)(CC(CC=O)O)O)=O	JOSOCCWADUOCPZ	176.068473484	C7H12O5	7	12	5	-2.0729	-0.284	5	3	94.83	-6.3381
G4	C(C(C(C(C)O)O)(CC=O)O)=O	ZJCWVTVBEZYDBK	176.068473484	C7H12O5	7	12	5	-2.168	-0.392	5	3	94.83	-3.5554
G4	C(C(CCO)(CC=O)O)(O)=O	FWTFAZWTXINKAL	162.05282342	C6H10O5	6	10	5	-1.6428	-0.18	5	3	94.83	-3.9357
G4	C(CO)(C(C(C)O)(CC=O)O)=O	QSDQDRYSJZZGFY	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-0.40636
G4	C(C(CO)(CC=O)O)(C(C)O)=O	PUEUNWOFGBGIIR	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-5.042
G4	C(C(C(C)O)=O)(C(C(C)O)O)=O	MHXSFDSQMMPVDI	176.068473484	C7H12O5	7	12	5	-1.9222	-0.441	5	3	94.83	-4.1639
G4	C(CC(CO)(CO)O)=O	RLJYTLNHFAJLAE	134.0579088	C5H10O4	5	10	4	-1.7476	0.072	4	3	77.76	-7.1366
G4	C(CO)(C(C(C)O)O)=O	MRKRITSFTIHTAQ	134.0579088	C5H10O4	5	10	4	-1.6829	-0.141	4	3	77.76	0.76382
G4	C(C(CO)(CC=O)O)(O)=O	HJUVFMUQYBJUTI	148.037173356	C5H8O5	5	8	5	-2.0972	0.09	5	3	94.83	-5.0769
G4	C(C(C(C(C)O)O)=O)(O)=O	AQECHFBKXAXPCW	148.037173356	C5H8O5	5	8	5	-2.0325	-0.123	5	3	94.83	-7.3592
G4	C(C(C)(C(CC=O)O)O)(O)=O	LNKOAMWTAGISQQ	162.05282342	C6H10O5	6	10	5	-1.7379	-0.288	5	3	94.83	0.7867
G4	C(CC(C(C(O)=O)O)O)=O	WNQQMTOQQGYXCH	148.037173356	C5H8O5	5	8	5	-2.1185	-0.179	5	3	94.83	-0.6535
G4	C(C(CO)C(C)(CC=O)O)(O)=O	WXIPGANFELPGDO	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-0.089486
G4	C(C(C(CC(C)O)=O)CO)(O)=O	VGWFDCYHAOVYIA	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	-3.6193
G4	C(C(C(CO)=O)O)(O)=O	SCSGVVIUUUPOOJ	134.021523292	C4H6O5	4	6	5	-2.3918	0.255	5	3	94.83	0.58388
G4	C(C(C(C)O)C(CCO)O)=O	PYSZIFWAJDKTNW	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-5.0049
G4	C(C(CO)C(CC(C)O)O)=O	RVQGVBCPLPOHQI	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-5.5798
G4	C(C(C(C(C=O)O)O)C(C)O)=O	NMHUEPOFCSNPNG	176.068473484	C7H12O5	7	12	5	-2.3303	-0.443	5	3	94.83	-3.9477
G4	C(C(C(C)O)C(CO)(CO)O)=O	RCAWASAKGJMHCF	178.084123548	C7H14O5	7	14	5	-2.0967	0.041	5	4	97.99	-5.0703
G4	C(CO)(C(C(CC(C)O)O)O)=O	XMJUZRXXVAEMRE	178.084123548	C7H14O5	7	14	5	-1.7959	-0.282	5	4	97.99	-1.5424
G4	C(C(C=O)C(CCO)O)(O)=O	VAOSYMFYNXRHKS	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-3.8173
G4	C(C(CO)C(CC(O)=O)O)=O	LTMWOWKRNHRFBI	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-1.3711
G4	C(C(C(C(CCO)O)O)=O)=O	OUJNZICMUOLQGP	162.05282342	C6H10O5	6	10	5	-2.3675	-0.119	5	3	94.83	-3.4132
G4	C(C(CO)C(C(CO)=O)O)=O	LSXQZYBPAFVQAM	162.05282342	C6H10O5	6	10	5	-2.5085	0.099	5	3	94.83	-1.1515
G4	C(C(CO)C(C=O)(CO)O)=O	SAWCGBGWLXQUGF	162.05282342	C6H10O5	6	10	5	-2.6683	0.204	5	3	94.83	-2.7778
G4	C(C(C(CO)CO)=O)(O)=O	PLNCEPSXQNLXFQ	148.037173356	C5H8O5	5	8	5	-2.0784	0.203	5	3	94.83	-8.8451
G4	C(C(C(C)O)=O)(C(CO)O)=O	YMBCRDCIWCIATR	162.05282342	C6H10O5	6	10	5	-2.2815	-0.063	5	3	94.83	-4.619
G4	C(CO)(C(CO)O)=O	UQPHVQVXLPRNCX	120.042258736	C4H8O4	4	8	4	-2.0422	0.237	4	3	77.76	1.2188
G4	C(C(C(CO)O)=O)(O)=O	CODPBKJMVNZFKR	134.021523292	C4H6O5	4	6	5	-2.3918	0.255	5	3	94.83	-7.1315
G4	C(C(C(CCO)=O)CO)(O)=O	APRMPJHSNOERBX	162.05282342	C6H10O5	6	10	5	-1.624	-0.067	5	3	94.83	-2.6091
G4	C(C(CC(CCO)O)=O)(O)=O	GTELMBZFQBCNMT	162.05282342	C6H10O5	6	10	5	-1.483	-0.285	5	3	94.83	-10.536
G4	C(C(C(CO)O)O)(O)=O	JPIJQSOTBSSVTP	136.037173356	C4H8O5	4	8	5	-2.3606	0.306	5	4	97.99	0.99073
G4	C(C(CO)=O)(C(CC(C)O)O)=O	GFRDAUQJADCPRM	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-5.5057
G4	C(C(C(C=O)O)O)(O)=O	JYPFTOPPKDHQEW	134.021523292	C4H6O5	4	6	5	-2.5729	0.091	5	3	94.83	-1.2721
G4	C(C(C(C(CO)O)=O)C(C)O)=O	SWPTYYGQWIDUPR	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-2.846
G4	C(C(C(C(CC(C)O)O)=O)O)=O	DJLPCUJNBDDOFL	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-4.4375
G4	C(CC(C(CO)C(C)O)O)(O)=O	GMMBVCPJEUEKSH	178.084123548	C7H14O5	7	14	5	-1.2335	-0.394	5	4	97.99	-0.03403
G4	C(C(CO)C(CC(C)O)O)(O)=O	LNDJCZGRHQMXIW	178.084123548	C7H14O5	7	14	5	-1.2335	-0.394	5	4	97.99	-2.7962
G4	C(CO)(C(C(CO)C(C)O)O)=O	NMRSASSMZGKUGF	178.084123548	C7H14O5	7	14	5	-1.9369	-0.064	5	4	97.99	0.18172
G4	C(C(CO)(C(CO)C(C)O)O)=O	XLLXHLIMPQJKBO	178.084123548	C7H14O5	7	14	5	-2.0967	0.041	5	4	97.99	-3.6231
G4	CC(C(CO)CO)O	BTAREPMBYAAWOX	120.078644244	C5H12O3	5	12	3	-0.7709	-0.271	3	3	60.69	-3.7573
G4	C(C(CO)CO)(O)=O	ULMZOZMSDIOZAF	120.042258736	C4H8O4	4	8	4	-1.4798	0.125	4	3	77.76	-2.4219
G4	C(C(C)(C(CO)CO)O)(O)=O	WJVPGTCUOBMTRW	164.068473484	C6H12O5	6	12	5	-1.6666	0.145	5	4	97.99	0.18766
G4	CC(CC(CCO)O)O	WJSATVJYSKVUGV	134.094294308	C6H14O3	6	14	3	-0.1755	-0.759	3	3	60.69	-5.36
G4	CC(C(CO)C(C)O)O	WPTUDAOQIXOMIQ	134.094294308	C6H14O3	6	14	3	-0.4116	-0.649	3	3	60.69	-2.3073
G4	C(CC(CCO)O)(O)=O	RGPXHQLKXPEHMD	134.0579088	C5H10O4	5	10	4	-0.8844	-0.363	4	3	77.76	-1.0918
G4	C(C(CO)C(C)O)(O)=O	YPKVFKMXWGCTPK	134.0579088	C5H10O4	5	10	4	-1.1205	-0.253	4	3	77.76	-1.2084
G4	C(C(CCO)(CC(C)O)O)(O)=O	JTQNOOVRZZRGID	178.084123548	C7H14O5	7	14	5	-1.0712	-0.343	5	4	97.99	-4.8562
G4	C(C(C)(CC(CCO)O)O)(O)=O	YIMWTZCLJKJEEP	178.084123548	C7H14O5	7	14	5	-1.0712	-0.343	5	4	97.99	-0.39167
G4	C(C(C)(C(CO)C(C)O)O)(O)=O	JSRWEGQRSOFJIO	178.084123548	C7H14O5	7	14	5	-1.3073	-0.233	5	4	97.99	0.45766
G4	C(CO)(C(CCO)O)=O	XAEITTHXTQNINA	134.0579088	C5H10O4	5	10	4	-1.5878	-0.033	4	3	77.76	-0.0021313
G4	C(C(CO)(CCO)O)=O	LJHDDMZHCMRVDG	134.0579088	C5H10O4	5	10	4	-1.7476	0.072	4	3	77.76	-8.6865
G4	C(C(C(O)=O)CO)(O)=O	PPVBGPLECSKJDX	134.021523292	C4H6O5	4	6	5	-1.8294	0.143	5	3	94.83	-4.9145
G4	C(C(CO)(C)O)(O)=O	DGADNPLBVRLJGD	120.042258736	C4H8O4	4	8	4	-1.4126	0.068	4	3	77.76	-2.2005
G4	C(CC(CC(C)O)O)(O)=O	RUSJDZRTPDUURW	148.073558864	C6H12O4	6	12	4	-0.5251	-0.741	4	3	77.76	-2.3915
G4	C(C(C(C)O)C(C)O)(O)=O	CPTAYIFCHWCYCO	148.073558864	C6H12O4	6	12	4	-0.7612	-0.631	4	3	77.76	-1.2985
G4	C(CC(CC(O)=O)O)(O)=O	ZQHYXNSQOIDNTL	148.037173356	C5H8O5	5	8	5	-1.234	-0.345	5	3	94.83	1.2061
G4	C(C(C(O)=O)C(C)O)(O)=O	HCCRSYOHVGUMEQ	148.037173356	C5H8O5	5	8	5	-1.4701	-0.235	5	3	94.83	-5.4833
G4	C(CC(C(CO)=O)O)(O)=O	OOILVYWNILFUFQ	148.037173356	C5H8O5	5	8	5	-1.9374	-0.015	5	3	94.83	2.5542
G4	C(C(CO)(CC(O)=O)O)=O	LBCOIJVZFVTWRF	148.037173356	C5H8O5	5	8	5	-2.0972	0.09	5	3	94.83	-5.5015
G4	C(C(C(O)=O)(C)O)(O)=O	LNRVTEQEGXVMEF	134.021523292	C4H6O5	4	6	5	-1.7622	0.086	5	3	94.83	-1.4137
G4	C(C(CO)(C(C)O)C(C=O)O)=O	JLGJBQWVCGMGCK	176.068473484	C7H12O5	7	12	5	-2.1238	-0.242	5	3	94.83	-4.0215
G4	C(C(C=O)(C(CCO)O)O)=O	JJMHBWKTAFYLCS	162.05282342	C6H10O5	6	10	5	-2.5273	-0.014	5	3	94.83	-3.7789
G4	C(C(CO)C(CCO)O)(O)=O	BNSJTYSOIMPUHL	164.068473484	C6H12O5	6	12	5	-1.5928	-0.016	5	4	97.99	-1.4789
G4	C(C(C(C)O)C(CCO)O)(O)=O	CNIVEBQALVPIIV	178.084123548	C7H14O5	7	14	5	-1.2335	-0.394	5	4	97.99	-2.1128
G4	C(C(CO)C(C=O)O)(O)=O	KYFNWLBWNQPYTA	148.037173356	C5H8O5	5	8	5	-2.2595	0.039	5	3	94.83	-2.5661
G4	C(C(C(C)O)C(C=O)O)(O)=O	AXHUKHDFYVXKAV	162.05282342	C6H10O5	6	10	5	-1.9002	-0.339	5	3	94.83	-3.1164
G4	C(C(CO)C(C=CC)O)(O)=O	XSRYKUVOMKJBOW	160.073558864	C7H12O4	7	12	4	-0.4639	-0.565	4	3	77.76	-2.4815
G4	C(C(CO)C(CC=C)O)(O)=O	QSNKZGIUZYBQKP	160.073558864	C7H12O4	7	12	4	-0.3972	-0.732	4	3	77.76	-2.3589
G4	C(C(C(O)=O)C(C=CC)O)(O)=O	JDOSZXDQVDXIIY	174.05282342	C7H10O5	7	10	5	-0.8135	-0.547	5	3	94.83	-6.7309
G4	C(C(C(O)=O)C(CC=C)O)(O)=O	GFUKAKMRSFZEGL	174.05282342	C7H10O5	7	10	5	-0.7468	-0.714	5	3	94.83	-6.5956
G4	C(C(C=O)(C(C=CC)O)O)(O)=O	ZSHUDCSWYLBEJE	174.05282342	C7H10O5	7	10	5	-1.5357	-0.33	5	3	94.83	-3.356
G4	C(C(C=O)(C(CC=C)O)O)(O)=O	HIICIUGOLYFMTA	174.05282342	C7H10O5	7	10	5	-1.469	-0.497	5	3	94.83	-3.314
G4	C(C(CO)(C(C=CC)O)O)(O)=O	ALRHKTNFEOJOBG	176.068473484	C7H12O5	7	12	5	-1.3234	-0.115	5	4	97.99	-1.1075
G4	C(C(CO)(C(CC=C)O)O)(O)=O	SRLXKWLYRGDXAG	176.068473484	C7H12O5	7	12	5	-1.2567	-0.282	5	4	97.99	-1.0722
G4	C(C(CO)(C(C)O)C(C)O)=O	SEJHSGJRNLSWPY	162.089208928	C7H14O4	7	14	4	-0.9848	-0.534	4	3	77.76	-4.4897
G4	C(C(C=O)(CO)C(C)O)(O)=O	VXMKPNPVBWXRGE	162.05282342	C6H10O5	6	10	5	-1.6937	-0.138	5	3	94.83	-3.4461
G4	C(C(C(CO)(C(C)O)O)=O)=O	QXNBDJLJYBWPNZ	162.05282342	C6H10O5	6	10	5	-2.4413	0.042	5	3	94.83	-1.8889
G4	C(C(C=O)(C(C)O)C(C)O)(O)=O	SODMLKBARQMNGJ	176.068473484	C7H12O5	7	12	5	-1.3344	-0.516	5	3	94.83	-3.5447
G4	C(C(C(C(C)O)(C(C)O)O)=O)=O	RBWCZPPHGAJVCG	176.068473484	C7H12O5	7	12	5	-2.082	-0.336	5	3	94.83	-1.8348
G4	C(C(C(C)O)(C(C)O)O)(O)=O	WLVXBTGCWPKRDE	164.068473484	C6H12O5	6	12	5	-1.6207	-0.181	5	4	97.99	0.79033
G4	C(C(C=O)(C(C)O)O)(O)=O	OMMASMGERWKUAP	148.037173356	C5H8O5	5	8	5	-2.1923	-0.018	5	3	94.83	-1.4683
G4	C(C(C(C)=O)(CO)C(C)O)(O)=O	GDWLDGLRDDRJJC	176.068473484	C7H12O5	7	12	5	-1.1533	-0.352	5	3	94.83	-3.5997
G4	C(C(C=O)(C(CC(C)O)O)O)=O	WGKGJYUOHKJVTI	176.068473484	C7H12O5	7	12	5	-2.168	-0.392	5	3	94.83	-5.0575
G4	C(C(CO)(CO)C(C)O)=O	BFLQFEWZGKLNGX	148.073558864	C6H12O4	6	12	4	-1.3441	-0.156	4	3	77.76	-5.9397
G4	C(C(C=O)(CO)CO)(O)=O	BPPBPOPCAHKSBW	148.037173356	C5H8O5	5	8	5	-2.053	0.24	5	3	94.83	-4.6733
G4	C(C(C(CO)(CO)O)=O)=O	DUEDDDYTTVKSHS	148.037173356	C5H8O5	5	8	5	-2.8006	0.42	5	3	94.83	-3.2607
G4	C(C(C=O)(CO)O)(O)=O	ZUYFEYYDOCZZDD	134.021523292	C4H6O5	4	6	5	-2.5516	0.36	5	3	94.83	-1.6395
G4	C(C(C(C)=O)(CO)CO)(O)=O	DJMBOVTUIISYCU	162.05282342	C6H10O5	6	10	5	-1.5126	0.026	5	3	94.83	-4.0515
G4	C(C(C)(C(CCO)O)O)(O)=O	GYXCKNDOPCDENX	164.068473484	C6H12O5	6	12	5	-1.5256	-0.073	5	4	97.99	1.0898
G4	C(C(C)(C(C=O)O)O)(O)=O	DLXFNRJKAZJAFH	148.037173356	C5H8O5	5	8	5	-2.1923	-0.018	5	3	94.83	0.13837
G4	C(C(C)(C(C=CC)O)O)(O)=O	PKGZHLFQFYROSI	160.073558864	C7H12O4	7	12	4	-0.3967	-0.622	4	3	77.76	0.15046
G4	C(C(C)(C(CC=C)O)O)(O)=O	QPEYYPJCVVQQTA	160.073558864	C7H12O4	7	12	4	-0.33	-0.789	4	3	77.76	0.2467
G4	C(C(CO)=O)(C(C)(C(C)O)O)=O	IWSPALBOAXKEBZ	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	-1.6141
G4	C(C(C)(C(C)O)O)(O)=O	AOWPAWLEXIYETE	134.0579088	C5H10O4	5	10	4	-1.0533	-0.31	4	3	77.76	1.7275
G4	C(C(C)(C(CC(C)O)O)O)(O)=O	QTTBKHFDZQLJKF	178.084123548	C7H14O5	7	14	5	-1.1663	-0.451	5	4	97.99	-0.34947
G4	C(CO)(C(CO)(CC=O)O)=O	SJBUHQRXFGPPFF	162.05282342	C6H10O5	6	10	5	-2.3462	0.15	5	3	94.83	-3.0521
G4	C(C(CO)=O)(C(CO)(C)O)=O	WUUSBFDWKWXPNW	162.05282342	C6H10O5	6	10	5	-2.2602	0.206	5	3	94.83	-5.2605
G4	C(C(C(CCO)O)O)(O)=O	SJXSBTISVFRFLJ	150.05282342	C5H10O5	5	10	5	-1.9062	0.036	5	4	97.99	-0.34654
G4	C(C(C(C=CC)O)O)(O)=O	AVEGWPDBPGRVRZ	146.0579088	C6H10O4	6	10	4	-0.7773	-0.513	4	3	77.76	-1.2334
G4	C(C(C(CC=C)O)O)(O)=O	ACRUNOQUSOPTGG	146.0579088	C6H10O4	6	10	4	-0.7106	-0.68	4	3	77.76	-1.1935
G4	C(C(C(C(O)=O)=C)O)(O)=O	KPFMFSPIKINDFZ	146.021523292	C5H6O5	5	6	5	-1.2675	-0.138	5	3	94.83	-3.1982
G4	C(C(C=CC(C)O)(CO)O)(O)=O	UJDBKWGRRPFUPK	176.068473484	C7H12O5	7	12	5	-1.3234	-0.115	5	4	97.99	0.42713
G4	C(C(C=CC(C)O)O)(O)=O	QOBYOZMARPIIMR	146.0579088	C6H10O4	6	10	4	-0.7773	-0.513	4	3	77.76	-0.4037
G4	C(C(C=CC(O)=O)O)(O)=O	WINVQJYTQKTGKZ	146.021523292	C5H6O5	5	6	5	-1.4862	-0.117	5	3	94.83	1.2058
G4	C(C(C(C=C)O)O)(O)=O	CTDSCESRMWRTFJ	132.042258736	C5H8O4	5	8	4	-1.165	-0.41	4	3	77.76	-3.3954
G4	C=C(C(O)=O)C(CO)O	OIWJREZAJZVGQN	132.042258736	C5H8O4	5	8	4	-0.9179	-0.156	4	3	77.76	-4.691
G4	CC(C(CO)(CO)O)O	IIRXMBLCRXWDDC	136.073558864	C5H12O4	5	12	4	-1.6304	0.179	4	4	80.92	-2.4847
G4	CC(CC(C(CO)O)O)O	ZEKWQLHICZNVNQ	150.089208928	C6H14O4	6	14	4	-1.1973	-0.36	4	4	80.92	-3.5178
G4	CC(C(CO)(C(C)O)O)O	AIEBLQRAWOTNEJ	150.089208928	C6H14O4	6	14	4	-1.2711	-0.199	4	4	80.92	-1.0347
G4	C(CC(C(CO)O)O)(O)=O	VBUWJOHKCBQXNU	150.05282342	C5H10O5	5	10	5	-1.9062	0.036	5	4	97.99	0.95583
G4	C(CO)(C(C(CO)O)O)=O	ZAQJHHRNXZUBTE	150.05282342	C5H10O5	5	10	5	-2.6096	0.366	5	4	97.99	1.085
G4	C(C(CO)(C(CO)O)O)=O	XUSNIIKGKKSRDZ	150.05282342	C5H10O5	5	10	5	-2.7694	0.471	5	4	97.99	-2.7515
G4	C(C(CO)O)O	PEDCQBHIVMGVHV	92.047344116	C3H8O3	3	8	3	-1.4436	0.159	3	3	60.69	-3.0756
G4	C(C(CO)C(CO)O)(O)=O	XVRXNIIFKJXXOQ	150.05282342	C5H10O5	5	10	5	-2.0472	0.254	5	4	97.99	-0.33047
G4	C(C(CO)(CCO)O)(O)=O	CSKCBUCURXHNJN	150.05282342	C5H10O5	5	10	5	-1.8849	0.305	5	4	97.99	-4.7369
G4	C(C1C(C)OC(CO)(C1O)O)=O	IOFATTLROSOTQZ	176.068473484	C7H12O5	7	12	5	-1.864	-0.392	5	3	86.99	-1.7424
G4	C(C1C(C)OC(C1(CO)O)O)=O	UFEGWLKYJGDQDX	176.068473484	C7H12O5	7	12	5	-1.8303	-0.254	5	3	86.99	-1.5116
G4	C(C1(COC(C1C(C)O)O)O)=O	SUPAEBYWRQYQGP	176.068473484	C7H12O5	7	12	5	-1.7957	-0.254	5	3	86.99	-3.0684
G4	C1(C(O)OC(CC(C)O)C1O)=O	ZYVZWKWKXTXWJN	176.068473484	C7H12O5	7	12	5	-1.1533	-0.577	5	3	86.99	-2.1893
