Generation	Smiles	Inchi	Energy Change	Reaction IDs
G3	C(C(CO)(C(CN)O)O)O	GRJYCUXQJJMRKX	[-86.63]	[['1152_0', '67_0', '5_0', '10_0']]
G3	C(C(C(CO)O)(C(CN)O)O)O	KQAJPNNQNURMRU	[-70.4]	[['1154_0', '69_0', '7_0', '10_0']]
G3	C(C(CO)(CO)O)O	HXYJZJOQRLOUPP	[-84.52]	[['1156_0', '71_0', '5_0']]
G3	C(C(CO)(C(CO)O)O)O	SDXWEZQDLHNYFR	[-68.28999999999999]	[['1158_0', '73_0', '7_0']]
G3	C(CNCC(CO)O)=O	RHMGIDQVAMTKJW	[-100.49]	[['1175_0', '100_0', '5_0', '10_0']]
G3	C(C(CNCCO)O)=O	IGQRCNKKLSTBMG	[-100.49]	[['1177_0', '100_0', '5_0', '10_0']]
G3	C(CNC(CO)C(CO)O)=O	LVYNGMWZWZXHKP	[]	[]
G3	C(C(C(CO)NCCO)O)=O	AMMDEUXMKPKYAJ	[-77.53]	[['2067_0', '7_0', '57_0', '10_0']]
G3	C(C(CN)O)O	KQIGMPWTAHJUMN	[-75.91]	[['1183_0', '104_0', '5_0']]
G3	C(C(C(C(CO)O)O)N)(O)=O	LYCRDZDACLCUCZ	[]	[]
G3	C(C(C(CN)O)N)(O)=O	ACWKOLUJJZRCNF	[]	[]
G3	C(C(CO)N)(O)=O	MTCFGRXMJLQNBG	[-74.4]	[['1192_0', '25_0', '10_0']]
G3	C(C(C(CO)O)N)(O)=O	JBNUARFQOCGDRK	[-58.17]	[['1197_0', '33_0', '10_0']]
G3	C(C(CO)(C(CN)O)O)(O)=O	WAFGDZATQJVQRP	[-91.85000000000001]	[['1206_0', '67_0', '5_0', '10_0']]
G3	C(C(CO)(CO)O)(O)=O	OJSKBWPAXWEHAA	[-89.74000000000001]	[['1210_0', '71_0', '5_0']]
G3	C(C(CNCC=O)O)(O)=O	FDUDNAAWAZGESB	[-105.71]	[['1232_0', '100_0', '5_0', '10_0']]
G3	C(C(CNCC(O)=O)O)=O	KJKQEYBTNQZQHS	[-105.71]	[['1234_0', '100_0', '5_0', '10_0']]
G3	C(C(C(CO)NCC=O)O)(O)=O	BWDKXDOHBSDQPX	[-82.75]	[['2085_0', '10_0', '61_0', '7_0']]
G3	C(C(C(CO)NCC(O)=O)O)=O	ZAJBKAIYTUVMJY	[-82.75]	[['2068_0', '7_0', '63_0', '10_0']]
G3	C(C(CN)O)(O)=O	BMYNFMYTOJXKLE	[-81.13]	[['1240_0', '104_0', '5_0']]
G3	C(C(C(CO)N)O)(O)=O	MLDBXFQIDVIWHU	[-58.17]	[['1242_0', '106_0', '7_0']]
G3	C1(CNCC(C1(CO)O)O)=O	LEROCUWPQFUSCC	[]	[]
G3	C(C1(CNCC1O)O)=O	ZKFJPLYHZMLDRQ	[-142.44]	[['1246_0', '100_0', '5_0', '10_0']]
G3	C(C1(C(CNC1CO)O)O)=O	KIIQCDRRMPNBFF	[]	[]
G3	C(C(C(CN)O)(C(C=O)O)N)=O	BKNVTHFMXSGRGJ	[]	[]
G3	C(C(C(CN)O)(C(C)O)N)=O	QJYFJSSCWWJNBK	[]	[]
G3	C(C(CO)(C(C(CO)N)O)N)=O	XVZUXBQZZZXCMK	[]	[]
G3	C(C(CO)(C(C=O)O)N)=O	MKIUQSMSVAUTKI	[]	[]
G3	C(C(CO)(C(CO)(CO)O)N)=O	QVTRNWWJSAAJCA	[]	[]
G3	C(C(CO)(C(CN)(CO)O)N)=O	CJRYZAFXEQBBBC	[]	[]
G3	C(C(CO)(C(CC=O)O)N)=O	JFFLKTNXBRMQMK	[]	[]
G3	C(C(CO)(C(C=O)(C)O)N)=O	ROKUUIAOJQBBFO	[]	[]
G3	C(C(CO)(C(C(C)=O)O)N)=O	FZBDPFQWGZJRMP	[]	[]
G3	C(C(CO)(C(C)O)N)=O	RJAZOPJVTUZQDS	[-118.61999999999999]	[['1298_0', '25_0', '98_0', '10_0', '15_0']]
G3	C(C(CN)(C(C(CO)N)O)O)=O	BENLJJQZPWDJQV	[-102.88999999999999]	[['1300_0', '25_0', '104_0', '10_0', '5_0']]
G3	C(C(CO)(C(C(CN)O)O)N)=O	XOUADCGWTFNHON	[]	[]
G3	C(C(C(CN)O)(C(C=O)O)O)=O	MDRZDIUOUABHGE	[]	[]
G3	C(C(C(C)O)(C(CN)O)O)=O	GYLKHSLNLFGTIU	[-113.8]	[['1314_0', '31_0', '98_0', '10_0', '15_0']]
G3	C(C(C(CO)O)(C(C=O)O)N)=O	WEVZRHRCCMCJRK	[]	[]
G3	C(C(C(CO)O)(C(C)O)N)=O	WIBFUWRQHYISRX	[]	[]
G3	C(CN)(C(CO)(C(C=O)O)O)=O	PTAKHBNZXUQICD	[]	[]
G3	C(C(CN)(C(C=O)O)O)=O	SMFSTUZLWLOMDS	[]	[]
G3	C(C(C(CO)N)(C(C=O)O)O)=O	LVUYKJPIQOSMEO	[]	[]
G3	C(C(CN)(C(CO)(CO)O)O)=O	CQWDTKLXNFTPKU	[-88.65]	[['1348_0', '39_0', '104_0', '5_0', '5_0']]
