SMILES tag	Canonical Code
C(=C\[C@H]([C@@H](CO)N([H])[H])O)\C(=O)OC	100c3e8c6701e522
C1(=O)[C@@]2(C[C@@H]([C@H]([C@H]2CO)O)O1)N([H])[H]	100c427cdd71e433
C=C[C@@H]([C@H](C(C)(C)O)O)O[H]	100c65132ed2d138
C=C[C@@H]([C@H](C(C)(C)O)O[H])O	100c65132ed2d138
C=C[C@@H]([C@H](C(C)(C)O[H])O)O	100c65132ed2d138
C1(=C([C@@](C)(CO)O[C@@H]1O)O[H])C	100c958cd6c6077c
C\1(=C\O[H])/[C@H](C(=O)CO[C@@H]1O)CO	100c9779543f6504
[C@H]1([C@@H]([C@H](O[C@@]1(C)CO)O)N([H])[H])C	100ca2d25f741ae
C1[C@@H]([C@H]([C@H](CO)OC)O[C@@H]1O)N([H])[H]	100ca6f56c34e4be
C(=O)[C@@H]([C@@H]1C[C@@H](CO[C@H]1O)O)O[H]	100cc3fd3c9c72e9
C(=O)[C@@H]([C@@H]1C[C@@H](CO[C@H]1O)O[H])O	100cc3fd3c9c72e9
C(=O)[C@@H]([C@@H]1C[C@@H](CO[C@H]1O[H])O)O	100cc3fd3c9c72e9
C(=O)(CN([H])[H])[C@](CO)([C@@H](CC)O)O	100cd6919e7b9f20
C1[C@@H]([C@@H]([C@H]([C@H](O1)O)N([H])[H])O)OC	100cd6b5a7390867
C(=C(\CO)/[C@H]([C@H](OC)N([H])[H])O)/CO	100d0349a678390b
C1[C@@H]([C@H](O[C@H]1[C@@](C)(OC)N([H])[H])O)O	100d0539d632fd36
C1(=C)[C@H]([C@]2([C@H]([C@@]1(CO2)O)O)O[H])O	100d0d45ec507d2f
C(=O)[C@H](C(=O)N([H])[H])[C@H](C[C@@H](C)O)O	100d0e855e9325c3
C1[C@](CO[C@]1(CCO)O[H])(CO)O	100d21115a9df19
C1(=C)C(=C)O[C@H]([C@@H]([C@H]1O)O)N([H])[H]	100d21b5d79a9135
C(=C\O[H])/[C@H]1CO[C@@H]([C@@H](O1)O)CO	100d2c8e160fa6a0
C[C@@H](COC[C@H](CCN([H])[H])O)O	100d32fda7d89197
C(=O)[C@@]12[C@@H]([C@H]([C@@H](C[C@H]1O)O2)O)N([H])[H]	100d37d297f47d80
C1[C@@H](C[C@@]2([C@@H]([C@@H]1O)OCO2)N([H])[H])O	100d40cfe0c544e6
C(=C(\C)/[C@H]([C@H]([C@H](C=O)O)O)O)/N([H])[H]	100d518b4ce9971f
C1=C([C@@H](O[C@@H]1CCN([H])[H])O)CO	100d5f4ddcb52468
C1(=O)[C@H]([C@@H]([C@@H]([C@@H]1CO)O)O)CN([H])[H]	100d79aad3dcafe8
C1[C@H]([C@@H]2CO[C@@]1([C@@H]([C@H]2O)O)O[H])O	100d7a33c09d7a4d
CC(C)(C[C@H]([C@H](CO)O)O)N([H])[H]	100d9bd37c4bd6eb
C=C[C@@H]([C@](CO)(OC)N([H])[H])O	100db4cfa34b2c5e
C(=O)[C@@H]1C[C@@H]([C@@H]([C@H](O1)O)O)O[H]	100dbaabef17b0e2
C(=O)[C@@H]1C[C@@H]([C@@H]([C@H](O1)O)O[H])O	100dbaabef17b0e2
C(=O)[C@@H]1C[C@@H]([C@@H]([C@H](O1)O[H])O)O	100dbaabef17b0e2
C1(=O)[C@H]([C@H](C(=O)[C@]1(C)O)O)CN([H])[H]	100dbed55396757b
C[C@](CO)([C@H](CN([H])[H])[C@@H](CO)O)O	100dea8f278f3200
C1(=O)C[C@H](C[C@H]([C@H]1O)OCO[H])O	100dfe00956dffe1
C1(=O)[C@](C[C@@H](CO)O1)(CN([H])[H])CO	100e1e1bb4b7119b
C1(=C([C@H]([C@H]([C@H]1O)N([H])[H])O)CO)CO	100e2831335db1c7
C1=C([C@](C(=O)O)([C@@H](C1=O)C)O)N([H])[H]	100e6cae05fba2d6
C1=C([C@H]2[C@@H](C(=O)O[C@@H]2[C@@H]1O)O)N([H])[H]	100e6fcf4b69b268
C1(=O)[C@H]([C@@H]([C@@H](C=C)O[C@@H]1O)O)N([H])[H]	100e7cf2de076f5c
C(=O)(C[C@H]([C@@H](CN([H])[H])O)O)CO	100e803a602d029
C(=C(\[C@@H]1[C@@H](CO[C@H]1O)O)/CO)/O[H]	100ea07711425a7
C(=O)([C@H](C)CCN([H])[H])[C@H](CO)O	100ea608e3c52de9
C=C[C@](/C(=C\CO)/N([H])[H])(CO)O	100ead200fb9c109
C(=O)([C@]1(C[C@@H]2[C@@H](C[C@H]1O2)O)O)N([H])[H]	100eb2ef4abbd90b
C1[C@@H]2C[C@@]([C@H]1O)(OC[C@H]2O)O[H]	100eb5bc09fd084e
C=C[C@](CO)([C@@H](C(=O)O)C)N([H])[H]	100ee7e753f61b1a
C1[C@@H]2[C@H]([C@](CO1)([C@](C)(O2)N([H])[H])O)O	100ee9636d4fa9bf
C1[C@H]([C@H](O[C@@](C)(CO)O1)O[H])CO	100eef20987f279f
C[C@](CO)([C@@H]([C@](C)(CO)O)O)N([H])[H]	100f0b4087007b65
C(=O)[C@H]1[C@@H]([C@@H](CO[C@H]1N([H])[H])O)O	100f0cf2f8a3c11a
C1(=O)CO[C@@]([C@H]([C@@H]1O)C)(CO)N([H])[H]	100f13e995bd02eb
C1=C[C@@H]([C@H](C1=O)[C@H](CN([H])[H])O)O	100f1b50a33a934
C1(=O)C[C@@]2([C@@H]([C@H]1[C@@H](O2)O)O)CO[H]	100f1cf6646862b0
C1(=O)C[C@@]2([C@@H]([C@H]1[C@@H](O2)O)O[H])CO	100f1cf6646862b0
C1(=O)C[C@@]2([C@@H]([C@H]1[C@@H](O2)O[H])O)CO	100f1cf6646862b0
C=C(C(=C)N([H])[H])C(=O)[C@H](CO)O	100f3825d1a279ad
C(=C(\CC(=O)O)/O[H])/[C@H](C)O	100f486c773bf081
C(=O)[C@](C)([C@@H]([C@@H](COC)O)O)N([H])[H]	100f5423c79b41ea
C(=O)(O[C@@H]1[C@H]([C@@H](C[C@@H]1O)O)C)N([H])[H]	100f56e4b60d0eab
C1(=O)[C@@H]2[C@H]3[C@H]([C@H]([C@@]1([C@H]3O)N([H])[H])O2)O	100f604d1ceca806
[C@@H]12[C@H]([C@@]([C@@H]([C@H]1O)O[C@@H]2O)(C)O)O[H]	100f60a9bfcd98f
[C@H]12[C@@H]([C@H]([C@]([C@@H]1O)(C)O)O[C@@H]2O)O[H]	100f60a9bfcd98f
[C@H]12[C@@H]([C@H]([C@]([C@@H]1O)(C)O)O[C@@H]2O[H])O	100f60a9bfcd98f
[C@H]12[C@@H]([C@H]([C@]([C@@H]1O)(C)O[H])O[C@@H]2O)O	100f60a9bfcd98f
C(=O)[C@H](CCO)O[C@@H](CO[H])CO	100f64aa6923e007
C(=O)[C@H](CCO)O[C@H](CO[H])CO	100f64aa6923e007
C(=O)[C@H](CCO[H])OC(CO)CO	100f64aa6923e007
C1=C([C@](C(=O)O)(CC)O[C@H]1O)O[H]	100f7cb53750a30a
C1(=O)[C@H]([C@H](C)O[C@@H](C[C@H]1O)O)N([H])[H]	100f9a5a4b6e612e
C(=O)(C)[C@H]([C@H]([C@H](C)O)O)N([H])[H]	100fab27da1b0c4b
C1[C@H]2[C@@H]([C@H](CO2)O)[C@](CO)(O1)N([H])[H]	100fbb2893f60ee
C(=O)(O[C@H](CO)[C@@](C)(CC)O)N([H])[H]	100fbc8cfa4b063d
C(=C(\CCO)/[C@@H](C)N([H])[H])\CO	100fde8d4ebcdcc7
C(=C\N([H])[H])/[C@H]1CO[C@H]([C@@H]1C(=O)O)O	100fe29ba3e234b4
C1(=O)[C@H]2[C@H]([C@H](CO[C@@H]2O)[C@@H]1N([H])[H])O	100fee646c885a89
C(=O)(C[C@@H](O[C@H](C)CO)N([H])[H])O	10104322d668dfe1
C1(=C)[C@@H]([C@@]2(COC[C@]2(O1)N([H])[H])O)O	10107d1faa48c1af
C(=O)([C@H]1[C@H]([C@@H]([C@@H](O1)O)CO)C)O[H]	10108304ed9a27e5
C(=O)([C@H]1[C@H]([C@@H]([C@@H](O1)O)CO[H])C)O	10108304ed9a27e5
C(=O)([C@H]1[C@H]([C@@H]([C@@H](O1)O[H])CO)C)O	10108304ed9a27e5
C(=O)(C[C@@H](C(=O)N([H])[H])O)CO	10108590b6fea6a4
C1[C@@H]([C@@H](O[C@H]1CCO)O)CO[H]	1010a20a77d7f8db
C1[C@@H]([C@@H](O[C@H]1CCO)O[H])CO	1010a20a77d7f8db
C1[C@@H]([C@@H](O[C@H]1CCO[H])O)CO	1010a20a77d7f8db
C1(=O)C[C@@H]([C@@]2(C[C@@H](O[C@H]12)O)O)N([H])[H]	1010bfcb0847b9b3
C1(=O)CO[C@@]([C@@H]1[C@H](C)O)(CO)O[H]	1010da23858f02c5
C(=O)([C@@H](CCO)[C@@H](CCO)O)O[H]	1010edb84f9ef223
C(=O)([C@@H](CCO)[C@@H](CCO)O[H])O	1010edb84f9ef223
C(=O)([C@@H](CCO)[C@@H](CCO[H])O)O	1010edb84f9ef223
C(=O)([C@@H](CCO[H])[C@@H](CCO)O)O	1010edb84f9ef223
C(=C(\C)/[C@@H]([C@@H](CCO)O)O)/O[H]	1010f7ce5a5cbea8
C1=C(C[C@H]([C@H]1O)O)[C@@H](C=O)O[H]	10110aafa846922
C1=C(C[C@H]([C@H]1O)O[H])[C@@H](C=O)O	10110aafa846922
C1=C(C[C@H]([C@H]1O[H])O)[C@@H](C=O)O	10110aafa846922
C1(=O)C[C@H]([C@@H](OCC[C@H]1N([H])[H])O)O	10110b0578e85c32
C1CO[C@H]([C@H]1O[C@H](CO)O[H])CO	10111a4badd19cf9
C1=C[C@](C(=O)[C@H]1OCO[H])(CO)O	10111c3a51165e3c
CCCO[C@@H]([C@@](C)(CO)O)O[H]	10111d74e1cce77e
[C@H]12[C@@H]([C@H]([C@@H]([C@]2(C)O)O[C@H]1O)O)O[H]	10112280c4f555a1
[C@H]12[C@@H]([C@H]([C@@H]([C@]2(C)O)O[C@H]1O)O[H])O	10112280c4f555a1
[C@H]12[C@@H]([C@H]([C@@H]([C@]2(C)O)O[C@H]1O[H])O)O	10112280c4f555a1
[C@H]12[C@@H]([C@H]([C@@H]([C@]2(C)O[H])O[C@H]1O)O)O	10112280c4f555a1
C1[C@@H]2[C@H]([C@H]([C@H]1O)O)O[C@H]([C@H]2O)N([H])[H]	10113217b7065cef
C1[C@@H](COC[C@H](O[C@H]1CO)O)O[H]	101137a02f23c35c
C1[C@@H](COC[C@H](O[C@H]1CO)O[H])O	101137a02f23c35c
C1[C@@H](COC[C@H](O[C@H]1CO[H])O)O	101137a02f23c35c
[C@@H]1([C@H]([C@H]([C@@H](O[C@H]1C)OC)O)O)O[H]	10114b2129878d70
[C@H]1([C@@H]([C@@H]([C@H](C)O[C@H]1OC)O)O)O[H]	10114b2129878d70
[C@H]1([C@@H]([C@H](C)O[C@H]([C@@H]1O)OC)O)O[H]	10114b2129878d70
C[C@@](CCCOCN([H])[H])(CO)O	10114d3d00130c23
COCCCO[C@H]([C@@H](CO)O)O[H]	10115046ce0a200d
C1=C([C@@](C(=O)O)([C@H]([C@@H]1O)C)O)O[H]	10115cc896287f47
C(=C\O[H])/[C@H]([C@@H](C)O)OCCO	10116b597368240c
C(=C(\C)/[C@H](CN([H])[H])O)/[C@@H](C(=O)O)O	1011758a6e4d1f76
C1(=O)CO[C@H]([C@@H]([C@@H]1O)CO)CO[H]	1011773624c21b52
C1(=O)CO[C@H]([C@@H]([C@@H]1O)CO[H])CO	1011773624c21b52
C1(=O)CO[C@H]([C@@H]([C@@H]1O[H])CO)CO	1011773624c21b52
C1[C@@H]2[C@H]([C@@H](CO2)O[C@H]([C@@H]1O)O)O[H]	1011894e9aaeab7
C1[C@@H]2[C@H]([C@@H](CO2)O[C@H]([C@@H]1O)O[H])O	1011894e9aaeab7
C1[C@H]([C@@H](O[C@@H]2CO[C@H]1[C@H]2O)O)O[H]	1011894e9aaeab7
C(=C(\C=O)/N([H])[H])/C[C@H](C(=O)CO)O	101197f5ade200a4
C(=O)[C@H](C(=O)C[C@](C)(CO)O)N([H])[H]	1011a68a9de0750f
C\1(=C\O[H])/COC[C@]1([C@H](C=O)O)O	1011bcb0e751da6d
C1[C@@H](OC[C@@](C)([C@H](CN([H])[H])O)O1)O	1011c81785bc2d8e
C(=O)[C@@H](C)C[C@@](C(=O)N([H])[H])(CO)O	1011e34137a9e98b
C1(=O)[C@H]([C@H](C[C@]1(COC)N([H])[H])O)O	1011eb93b7f78932
C1=C[C@H]([C@@](CN([H])[H])(CO)O)OC1	101226e0378113f7
C1=C([C@H]([C@@H](C1=O)O)CO)O[H]	1012329339a23cd4
C1(=O)[C@H]2[C@@H](C[C@H]([C@@]2(CO)O)O1)O[H]	10126cbe9b89cc69
C1(=O)[C@H]2[C@@H](C[C@H]([C@@]2(CO)O[H])O1)O	10126cbe9b89cc69
C1(=O)[C@H]2[C@@H](C[C@H]([C@@]2(CO[H])O)O1)O	10126cbe9b89cc69
C1[C@@]2([C@@H]([C@@H](O[C@@H]2[C@@H](C)O1)O)N([H])[H])O	1012759540d79f47
C(=C\[C@@H]([C@@](C)(CO)O)N([H])[H])\CO	1012837bb45c51c3
C(=C(CO)CO)(CO[H])[C@@H](C)O	1012a8d114335140
C(=C(CO)[C@@H](C)O[H])(CO)CO	1012a8d114335140
C(=C(\CO)/[C@@H](C)O)(/CO[H])\CO	1012a8d114335140
C(=C(\CO)/[C@@H](C)O)(\CO[H])/CO	1012a8d114335140
C1(=O)[C@@H]([C@H]([C@@H]([C@H]1O)O)N([H])[H])CO	1012ad311ae21d44
C(=O)(C[C@H]1C[C@@H]([C@H](O1)O)N([H])[H])CO	1012bf66915d923
C1[C@@H]([C@@H]([C@H]([C@]1([C@@H](C)N([H])[H])O)O)O)O	1012c496e4e9afa5
C\1(=C\CO)/[C@@H]([C@H](CO)O[C@@H]1O)N([H])[H]	1012e3c4860302d
C1(=C([C@H](CC1)O)O[H])C(=O)O	1013047c6c73b4af
C1(=O)[C@H]2C[C@H]([C@@H](O2)O)[C@@]1(CN([H])[H])O	10130c28bd805b81
C1=C(C(=C)OC[C@]1(CO)O)O[H]	10131923e523f5ca
C(=C\[C@H](C)O)\[C@@H](/C=C/O[H])O	1013196d35952f60
[C@@H]1([C@H]([C@]([C@H]([C@]1(C)O)O)(C)O)O)N([H])[H]	101322efb4807038
C1=C[C@@](C(=C)[C@H]1O)(C(=O)O)N([H])[H]	10132dfb8e03aad6
C1[C@@]([C@@H]([C@@H](O1)O)O)(C[C@H](C)O)N([H])[H]	1013379f15265688
CC(C)([C@@](CCO)(CO)N([H])[H])O	101339f2a5cac6aa
C(=C(\[C@H]([C@@H](C=O)C(=O)O)O)/N([H])[H])/C	10135fed003f025c
C=C[C@@H]1[C@H]([C@@H]([C@H](C(=O)N([H])[H])O1)O)O	101363e01d7adabe
C(=C\N([H])[H])/[C@@]1(CO[C@@H]([C@H]1C)O)O	10136bfbca6bc66f
C1(=O)CO[C@H]([C@@H]([C@@]1(CN([H])[H])O)O)C	10136fc23a363e41
C1(=O)[C@@]2(CCO[C@]1([C@H](C2)O)N([H])[H])O	1013800eb1ae38a2
C(=C(\C(=O)O)/C)(\C(=O)CO)/CO[H]	1013b54aad92adda
C(=C(\C(=O)O)/C)(\C(=O)CO[H])/CO	1013b54aad92adda
C(=C(\C(=O)O[H])/C)(\C(=O)CO)/CO	1013b54aad92adda
C1=CCO[C@@H]([C@@](C1)(CO)O)N([H])[H]	1013b94400a7c8bc
C(=O)[C@@H]1[C@H](C[C@@H](O1)O)[C@@H](CO)N([H])[H]	1013c20eb0671ac2
C\1(=C/O[H])/[C@@H]([C@H]2[C@H]([C@H](CO2)O)O1)O	1013c5ebd004bf26
C(=C\N([H])[H])/[C@](CCO)([C@@H](C)O)O	1013e1e2b00cae30
C1(=O)CC[C@H]([C@H](C(=O)O)[C@@H]1O)N([H])[H]	1013e39bd87933e5
C1(=O)C[C@H]([C@H](C[C@H]1O)OCN([H])[H])O	1013e6327a5e990d
C(=C(\[C@H](C(=O)[C@H](C=O)O)O)/O[H])/C	1013f8015bd621a3
C1(=C)[C@@H](OC[C@]1(C(=O)CO)O)N([H])[H]	1014108a20a60b2c
C1=C([C@@H]([C@@H](C1=O)[C@H](C)O)O)O[H]	101416a5fa45cdc7
C1=C([C@](C=O)([C@H](O[C@@H]1C)O)O)O[H]	1014276ff938a9ce
C1[C@]([C@H]([C@H](C)O)OCO1)(CO)O[H]	101427d58dfba4b0
C1[C@]([C@H]([C@H](C)O)OCO1)(CO[H])O	101427d58dfba4b0
C1[C@]([C@H]([C@H](C)O[H])OCO1)(CO)O	101427d58dfba4b0
C(=O)[C@](C)([C@H](C(=O)O)N([H])[H])[C@@H](C)O	10142b67488531e0
C(=C\N([H])[H])/C(=C/[C@@H](CO)O)/CO	101444140773b24a
C\1(=C\O[H])/[C@@H](CO[C@H]([C@H]1O)O)C	10144ee1fe4d3724
C\1(=C/O[H])/[C@H](C[C@@H](C(=O)CO)O1)O	101457c4f803c73f
C1=C([C@H]([C@@H](CN([H])[H])O[C@@H]1O)O)C	1014647329600b9c
C(=C(\C)/[C@H](OC)O[H])(/C(=O)O)\CO	10146fff34b5fb20
C1(=O)[C@H](C[C@@H]([C@@]1([C@H](C)O)N([H])[H])O)O	1014986d3ca1837e
C(=O)[C@H](CO)[C@@H]([C@@H](C=O)O)N([H])[H]	1014a922dd019eab
C1=C([C@@H]([C@@H]([C@]1(C=O)O)O)N([H])[H])CO	1014c04d0e879208
C(=O)(C)[C@@H](C)[C@@H]([C@H](C(=O)O)O)O[H]	1014c665e372e656
C(=O)(C)[C@@H](C)[C@@H]([C@H](C(=O)O)O[H])O	1014c665e372e656
C(=O)(C)[C@@H](C)[C@@H]([C@H](C(=O)O[H])O)O	1014c665e372e656
C(=C(\[C@H]([C@H](CO)O)O)/O[H])\CCO	1014c6b315e32ff2
C1[C@H]2[C@H]3[C@@H]([C@@]1([C@]([C@H]3O)(O2)N([H])[H])O)O	1014d4a8474eeb51
[C@@H]1([C@H]([C@H](CC)O[C@H]1CO)O)N([H])[H]	1014d588d7f2b72b
C(=C\N([H])[H])/[C@@](CO)([C@@H](C=O)O)O	1014eb7d9f638b0d
C=C([C@@H]([C@@](C(=O)O)(C)N([H])[H])O)OC	1014f243101ef7fa
C(=O)([C@H](C[C@@H](C)[C@H](OC)N([H])[H])O)O	1015057cc5852fdb
C1[C@@]2([C@H](CO[C@]1(CO2)N([H])[H])O)CO	10150e2fcbd4c534
C(=C\O[H])/[C@H]1[C@@](C[C@H](O1)O)(CO)O	10153af7ec5fc383
C1(=O)[C@@]2([C@@H](C[C@H]([C@H]2O)O)CO1)O[H]	1015423a6dd42ca8
C1(=O)[C@@]2([C@@H](C[C@H]([C@H]2O)O[H])CO1)O	1015423a6dd42ca8
C1(=O)[C@@]2([C@@H](C[C@H]([C@H]2O[H])O)CO1)O	1015423a6dd42ca8
C1[C@H]([C@H]([C@@H](C[C@H]1O)O)O)CO[H]	1015497f9ff6db12
C1[C@H]([C@H]([C@@H](C[C@H]1O)O)O[H])CO	1015497f9ff6db12
C1[C@H]([C@H]([C@@H](C[C@H]1O)O[H])O)CO	1015497f9ff6db12
C1[C@H]([C@H]([C@@H](C[C@H]1O[H])O)O)CO	1015497f9ff6db12
C1=C(C(=O)[C@H]([C@H]1OCCO)O)N([H])[H]	10154b0b2ef5ff11
C1[C@@H]([C@H]([C@@H](CO[C@H](C)O1)O)O)N([H])[H]	101559933efdf6eb
C(=C(\C(=O)O)/[C@@H](C)O)(/C(=O)N([H])[H])\C	10156728bf330e83
C1=C[C@H]([C@](C=O)([C@H]1C(=O)O)O)N([H])[H]	10156c99cc5f8190
C(=C\CO)\C[C@H]([C@H](CO)N([H])[H])O	101581fb4da8f043
[C@@H]12[C@H]([C@H]([C@](C)(O2)N([H])[H])O[C@H]1CO)O	101598fb63af3b66
C(=C(\[C@@H](CO)O)/N([H])[H])/[C@@H](CCO)O	10159b542e7801ec
C1=C[C@@H]([C@]([C@H](OC1)O)(C)O)N([H])[H]	1015a6daf4f6f4b0
C(=O)([C@@H]1[C@@H]([C@H](C[C@@]1(C)O)N([H])[H])O)O	1015c2e1baabadbd
C(=O)[C@@H]([C@@](C)(CCC(=O)O)O)N([H])[H]	1015c61ebc6ef565
C1=C(C(=O)O)[C@H]([C@H]([C@H]1O)N([H])[H])OC	1015cc0e8cc0a8ce
C=C([C@]1([C@@H](C[C@@H](O1)O)O)C)O[H]	1015cde8da9f661a
C(=O)C[C@@H]([C@@H](CCO)OCO[H])O	1015e6637f473f81
C(=C(\C(=O)O)/[C@H](C=O)CO)\CN([H])[H]	10162e12a44ce852
[C@@H]1([C@H](C)O[C@H]([C@@]1(CO)O)CO)O[H]	10163213c96f2b02
[C@@H]1([C@H](C)O[C@H]([C@@]1(CO)O)CO[H])O	10163213c96f2b02
[C@@H]1([C@H](C)O[C@H]([C@@]1(CO)O[H])CO)O	10163213c96f2b02
[C@@H]1([C@H](C)O[C@H]([C@@]1(CO[H])O)CO)O	10163213c96f2b02
C1(=O)[C@H](C(=O)C)[C@@H]([C@H]([C@@H]1O)O)O[H]	10164bc259f26164
C1(=O)[C@H](C(=O)C)[C@@H]([C@H]([C@@H]1O)O[H])O	10164bc259f26164
C1(=O)[C@H](C(=O)C)[C@@H]([C@H]([C@@H]1O[H])O)O	10164bc259f26164
C1(=O)[C@@H](C[C@H](C[C@]1(CO)N([H])[H])O)O	101682e0eaef6156
C(=O)[C@H](C[C@@H]1[C@H](C[C@@H](O1)O)O)N([H])[H]	1016971aa30c0887
C1(=C)[C@@H]([C@@H](OC/C(=C\O[H])/O1)O)O	10169b99f2e431d5
C\1(=C\N([H])[H])/C[C@H]2[C@H]([C@H]([C@H](O2)O)O)O1	1016a7e63f2b9190
C(=O)([C@@]1(C[C@](CO1)(C)CO)O[H])O	1016b74b1d37dc6c
C\1(=C/N([H])[H])/[C@@H](C[C@H]([C@@H]([C@H]1O)O)O)O	1016c0d5024aadff
C(=O)C[C@@]1(CO[C@@H]([C@@H]1CO)O)N([H])[H]	1016c632f0303865
C(=O)(CO)[C@H](C[C@@H](COC)O)O[H]	1016c85705b07ff1
C(=O)(CO)[C@H](C[C@@H](COC)O[H])O	1016c85705b07ff1
C(=O)(CO[H])[C@H](C[C@@H](COC)O)O	1016c85705b07ff1
C1[C@H]([C@@H]([C@H](C)O[C@H]1O)O)OCO[H]	1016da2fd2a1d782
C1[C@@H]([C@@H]2[C@H]([C@H]([C@H](O2)O)CO)O1)N([H])[H]	1016e96f760de5c8
C\1(=C\N([H])[H])/[C@H]([C@]([C@H](C)O1)(C)O)O	10170a917bf85a92
C(=O)([C@]1(CC[C@](C)(CO)O1)O[H])O	101715a9f943f2eb
[C@@H]1([C@H]([C@@H](C)O)O[C@@H](CO)O1)CN([H])[H]	10171c4b77d80aeb
C1(=O)[C@@H](C[C@@H]([C@]1(C=C)O)N([H])[H])O	10171c9b9024f818
C1(=O)[C@@H](C[C@@]([C@H]1O)(OC)N([H])[H])O	10172e6de95bbdf8
C(=O)[C@@H]([C@H]1[C@H]([C@@H]([C@@H](O1)O)O)C)N([H])[H]	10173d408f746656
C1[C@@H]([C@H]([C@H]([C@H]1OCO[H])O)O)C	1017558264a8eaad
CC[C@H]([C@]([C@H](CO)O)(OC)O[H])O	10175b13264b9010
C(=O)([C@H]1C[C@@H]2C[C@]1([C@@H](O2)N([H])[H])O)O	101763cb792752ff
C1[C@H]([C@H](C)O[C@H]([C@]1(C)O)N([H])[H])O	10176671aa3fc12c
C(=C\O[H])\[C@H]1CC[C@H]([C@@H](O1)O)O	10176ad193e5b62b
CC[C@H]([C@@H](C[C@@H](CO)O)O)N([H])[H]	10177b013e4a7941
C1[C@H]([C@]([C@H](CO)O1)([C@H](C)O)O)N([H])[H]	10179d90a355f650
C(=O)(CO)[C@@](C)(OCCO)O[H]	10179ddf215c9899
C(=C(CO)CO)/C(=C\CO)/O[H]	10179f27a6e4d0de
C1[C@@H](CO[C@@H]([C@@H]([C@@]1(C)N([H])[H])O)O)O	1017a4e808eed658
C1[C@]([C@@H]([C@@H]([C@]1(CN([H])[H])O)O)O)(C)O	1017a90b7b3be16b
C1[C@H]([C@H](OC[C@H]1O)O)CCO[H]	1017ab13ff8be72a
C1[C@H]([C@H](OC[C@H]1O)O[H])CCO	1017ab13ff8be72a
C1[C@H]([C@H](OC[C@H]1O[H])O)CCO	1017ab13ff8be72a
C1[C@](CO[C@@H](C)O1)([C@H](CO)O)N([H])[H]	1017b935d8e6f254
C\1(=C/O[H])/C(=O)[C@@H]([C@@H]([C@H]1O)O)O	1017d3a02c42ccd6
C1=C[C@@]([C@@H]([C@@H]1O)OC)(CO)N([H])[H]	1017e66d14c57b94
CCOCOC[C@](CN([H])[H])(CO)O	1017fa2b92d4aecc
C1=C(C(=C)[C@H]([C@H]1O)O)CO[H]	101804a59fc1b540
C1=C(C(=C)[C@H]([C@H]1O)O[H])CO	101804a59fc1b540
C1=C(C(=C)[C@H]([C@H]1O[H])O)CO	101804a59fc1b540
C(=C\O[H])\[C@H]([C@]1(CCOC1)O)O	101811fa812d7acf
C1=C([C@@H]([C@H]([C@]1(C=O)O)N([H])[H])O)CO	1018120d3dd130a4
C1[C@@]([C@@H]([C@H](CO)O1)O)(C)O[H]	101817a678f6b4de
C1[C@@]([C@@H]([C@H](CO)O1)O[H])(C)O	101817a678f6b4de
C1[C@@]([C@@H]([C@H](CO[H])O1)O)(C)O	101817a678f6b4de
C(=O)CC(=O)C[C@H]([C@H](CO)O)O[H]	10181dcf97fb5015
C(=O)CC(=O)C[C@H]([C@H](CO)O[H])O	10181dcf97fb5015
C(=O)CC(=O)C[C@H]([C@H](CO[H])O)O	10181dcf97fb5015
C1(=O)CO[C@H]2[C@H]([C@@H](C[C@]12O)O)O[H]	1018290cf03165d1
C1(=O)CO[C@H]2[C@H]([C@@H](C[C@]12O)O[H])O	1018290cf03165d1
C1(=O)CO[C@H]2[C@H]([C@@H](C[C@]12O[H])O)O	1018290cf03165d1
C1(=O)[C@@H]([C@@H]([C@@H](CN([H])[H])O[C@@H]1C)O)O	10182d259a364253
C1=C(C(=C)N([H])[H])[C@H](C(=O)O)O[C@@H]1O	101832ee5e5b3f3
C1=C(C(=C)N([H])[H])[C@H](C(=O)O)O[C@H]1O	101832ee5e5b3f3
C(=C\[C@H](CCO)O)/[C@@H](C=O)N([H])[H]	10184f4c9835159c
C(=C\O[H])\[C@H](CO)[C@](C)(CO)O	10186437bbb92c2a
C\1(=C\N([H])[H])/[C@H]([C@H](CO1)[C@H](CO)O)O	101873883c0a7490
C1[C@@H]([C@H]([C@H](O1)O)C(CO)CO)O[H]	101887633b00d76a
C1[C@@H]([C@H]([C@H](O1)O)[C@@H](CO[H])CO)O	101887633b00d76a
C1[C@@H]([C@H]([C@H](O1)O)[C@H](CO[H])CO)O	101887633b00d76a
C1[C@@H]([C@H]([C@H](O1)O[H])C(CO)CO)O	101887633b00d76a
C1(=C)[C@@H]([C@@H](CO[C@H](CO1)N([H])[H])O)O	101898ceb69f504
C[C@H](C[C@@H]([C@H](C)OCN([H])[H])O)O	1018a12ca6c146f9
C1(=O)C[C@@]([C@@H](O[C@@H]1CN([H])[H])O)(C)O	1018c961cc00870e
C1=C([C@@]([C@H](OC1)O)(CO)OC)N([H])[H]	1018d147616f1cf2
C1(=O)[C@@]([C@](/C=C\N([H])[H])(CO1)O)(C)O	1018dab2c15bf999
C1=C[C@@H]([C@]([C@H]1O)(C)OC(=O)O[H])O	1018e63c8ccd8061
C(=O)([C@@H](C)[C@](C(=O)O)(CC)O)N([H])[H]	1018ecdef7298602
