Generation	Test Smiles	Library Smiles	Canonical Code
G6	C(C(CO)(CCO)CCO)=O	C(=O)C(CCO)(CCO)CO[H]	990503b49cacc8b0
G6	C(CC(CO)(CO)CCO)=O	C(=O)CC(CCO[H])(CO)CO	2bb0b263e0d418d9
G6	C(C(C(O)=O)CCCO)(O)=O	C(=O)(C(C(=O)O)CCCO[H])O	78ccbb23f4231527
G6	C(CC(CCO)CC(O)=O)(O)=O	C(=O)(CC(CC(=O)O)CCO[H])O	149a3888abe9e40e
G6	C(CC(CO)(CO)CC=O)(O)=O	C(=O)CC(CC(=O)O[H])(CO)CO	acec94631f8c7876
G6	C(CC(C(O)=O)=O)=C(CO)CO	C(=C(CO)CO)CC(=O)C(=O)O[H]	c840dbdbb395e527
G6	C(CC(C(O)=O)=C(CO)CO)=O	C(=O)C/C(=C(/CO[H])\CO)/C(=O)O	e68c9c68812e6f4d
G6	C(CC(C)(CC(O)=O)O)(O)=O	C(=O)(CC(C)(CC(=O)O)O[H])O	57ec9084103d5b3a
G6	C(C(C(O)=O)CCO)(O)=O	C(=O)(C(C(=O)O)CCO[H])O	8127c163fd4905f7
G6	C=CC(C(O)=O)=C(CO)CO	C=C/C(=C(/CO[H])\CO)/C(=O)O	afd356506c719974
G6	C(CCC(CCC(O)=O)O)(O)=O	C(=O)(CCC(CCC(=O)O)O[H])O	ccf7ea4aefdeb373
G6	C(CC(CO)CC(O)=O)(O)=O	C(=O)(CC(CC(=O)O)CO[H])O	69b6921bce15ddb4
G6	C(C(CO)(CO)CC(O)=O)=O	C(=O)C(CC(=O)O[H])(CO)CO	cd484712bf90d0a2
G6	C(C)(C(CO)(CO)CO)=O	C(=O)(C)C(CO[H])(CO)CO	5a146b614e431625
G6	C(C(C(C)(CO)CO)=O)(O)=O	C(=O)(C(=O)O)[C@@](C)(CO[H])CO	d5cf46b655489596
G6	C(CC)(C(CO)(CO)O)=O	C(=O)(CC)C(CO)(CO)O[H]	2960532fc26366a
G6	C(CO)(C(CO)(CO)C)=O	C(=O)(CO)[C@@](C)(CO[H])CO	2b0b5d1ca31e1104
G6	C(C(C(C=C)=O)(CO)CO)(O)=O	C=CC(=O)C(C(=O)O[H])(CO)CO	6f38c25cfcfa58c
G6	C(C(CO)(CO)CC(CO)=O)=O	C(=O)C(CC(=O)CO[H])(CO)CO	d39e5e4b5b33995c
G6	C(CO)(C(CO)(CO)CC=O)=O	C(=O)CC(C(=O)CO[H])(CO)CO	dd284737ef6dd3ba
