Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons
G5	C(C1C(C)(CC(CO)(O1)O)O)=O	NVPLCHDTDNDQHL	176.068473484	C7H12O5	7	12	5	-1.8353	-0.341	5	3	86.99	-4.79	5	0.2851130123035418	0.7142857142857143
G5	C(C1(CC(C)(C(CO)O1)O)O)=O	WWQIJZRUBJWUDD	176.068473484	C7H12O5	7	12	5	-1.8353	-0.341	5	3	86.99	-2.8983	5	0.2851130123035418	0.7142857142857143
G5	CC1C(CO)C(C(O)O1)O	AVNAGTGLBGGPNZ	148.073558864	C6H12O4	6	12	4	-0.9893	-0.437	4	3	69.92	0.17041	4	0.2542042897222202	0.6666666666666666
G5	C(CC1C(CC(O)O1)O)O	AANCOMJBSIUWFH	148.073558864	C6H12O4	6	12	4	-0.8042	-0.547	4	3	69.92	-2.8243	4	0.1507806187558545	0.6666666666666666
G5	C(CC1CC(C(O)O1)O)O	DCZSXQHCSKPCAM	148.073558864	C6H12O4	6	12	4	-0.8042	-0.547	4	3	69.92	-3.0615	4	0.1507806187558548	0.6666666666666666
G5	CC1(CC(O)OC1CO)O	AEOKWIWSJJVOHE	148.073558864	C6H12O4	6	12	4	-0.9606	-0.386	4	3	69.92	0.30315	4	0.1473290731898965	0.6666666666666666
G5	C(C1(CC(C(CO)O1)O)O)O	FSOZSKCETOKJSE	164.068473484	C6H12O5	6	12	5	-1.921	-0.017	5	4	90.15	-3.9491	5	0.8071092296842693	0.8333333333333334
G5	C1C(CO)C(C(O)O1)O	SGKMQAPRVLXUGJ	134.0579088	C5H10O4	5	10	4	-1.314	-0.059	4	3	69.92	-0.75505	4	0.6351175819296883	0.8
G5	C1C(CC(CO)(O)O1)O	UOOLRNGJZNHUSX	134.0579088	C5H10O4	5	10	4	-1.319	-0.146	4	3	69.92	-2.7962	4	0.5282423653973648	0.8
G5	C1C(C(CO)C(CO)(O)O1)O	QUUCJBANKPRQEQ	164.068473484	C6H12O5	6	12	5	-1.9764	0.201	5	4	90.15	-0.29842	5	0.9127977678928476	0.8333333333333334
G5	C(C(C1CC(C(O)O1)O)O)O	KYRASVTYGKHXNG	164.068473484	C6H12O5	6	12	5	-1.826	-0.148	5	4	90.15	-1.0523	5	0.8082959080080149	0.8333333333333334
G5	C1C(C(C(O)O1)C(CO)O)O	NAFSGNRNXHHVEP	164.068473484	C6H12O5	6	12	5	-1.8814	0.07	5	4	90.15	-0.51098	5	0.9139844462165926	0.8333333333333334
G5	C1(C(C(CO)C(CO)O1)O)O	OIZLNMWNLRDFOU	164.068473484	C6H12O5	6	12	5	-1.916	0.07	5	4	90.15	-0.8955	5	0.9139844462165936	0.8333333333333334
G5	C1C(CCO)(C(C(O)O1)O)O	YGUNGTYOWJDGCO	164.068473484	C6H12O5	6	12	5	-1.683	0.121	5	4	90.15	-1.1308	5	0.8071092296842696	0.8333333333333334
G5	C1C(C(C(CCO)(O)O1)O)O	IXNUVUJOIAMJCY	164.068473484	C6H12O5	6	12	5	-1.7167	-0.017	5	4	90.15	-4.6307	5	0.8071092296842696	0.8333333333333334
G5	CC1(C(C(C(CO)O1)O)O)O	OWUVXYXYMJSAKF	164.068473484	C6H12O5	6	12	5	-1.8464	-0.125	5	4	90.15	-1.1411	5	0.804844362442057	0.8333333333333334
G5	CC1(C(CO)OC(C1O)O)O	HUPTVXBOFBSJIL	164.068473484	C6H12O5	6	12	5	-1.8127	0.013	5	4	90.15	1.3644	5	0.804844362442057	0.8333333333333334
G5	C1C(CC(C(CO)O)(O)O1)O	NVSADBZHHBPFAA	164.068473484	C6H12O5	6	12	5	-1.8864	-0.017	5	4	90.15	0.86057	5	0.8071092296842696	0.8333333333333334
G5	C(C)(C1(CO)C(CC(O1)O)O)=O	AEKGAQISAOWPJR	176.068473484	C7H12O5	7	12	5	-1.5592	-0.308	5	3	86.99	-0.23357	5	0.2851130123035418	0.7142857142857143
G5	C1C(CO)(C(C)(C(O)O1)O)O	WNPMZXATYQXOIU	164.068473484	C6H12O5	6	12	5	-1.8394	0.282	5	4	90.15	1.6654	5	0.8036576841183115	0.8333333333333334
G5	C1C(CO)(C(C(C)(O)O1)O)O	OJZWBBOEKYKCJR	164.068473484	C6H12O5	6	12	5	-1.8731	0.144	5	4	90.15	1.771	5	0.8036576841183115	0.8333333333333334
G5	C1C(C(CO)(C(C)(O)O1)O)O	KAFZGNZGGDJXTI	164.068473484	C6H12O5	6	12	5	-1.8731	0.144	5	4	90.15	-0.064325	5	0.8036576841183115	0.8333333333333334
G5	C(CC1(CO)C(CC(O)O1)O)=O	ZDAJRZQQHVAZDX	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-6.3556	5	0.2885645578694998	0.7142857142857143
G5	C(C1(CCO)C(CC(O1)O)O)=O	OGEQXRJOSFFTSL	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-6.0161	5	0.2885645578694998	0.7142857142857143
G5	C(C1(CC(O)OC1CCO)O)=O	OHTZMZTYDJWXCC	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-5.6424	5	0.2885645578694996	0.7142857142857143
G5	C(CC1C(CO)(CC(O)O1)O)=O	YPGDNEKDLJFOLD	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-5.7905	5	0.2885645578694998	0.7142857142857143
G5	C(C1(CC(O)OC1(CO)C)O)=O	CSGYGJPKHYLZBX	176.068473484	C7H12O5	7	12	5	-1.8016	-0.203	5	3	86.99	-6.5483	5	0.285113012303542	0.7142857142857143
G5	C(C1(C)C(CO)(CC(O1)O)O)=O	WOFLHGOELHTWGC	176.068473484	C7H12O5	7	12	5	-1.8016	-0.203	5	3	86.99	-6.3348	5	0.2851130123035418	0.7142857142857143
G5	C(C)(C1C(CO)(CC(O1)O)O)=O	TWHGAJCFZWGCCK	176.068473484	C7H12O5	7	12	5	-1.5592	-0.308	5	3	86.99	-2.9454	5	0.2851130123035416	0.7142857142857143
G5	CC1C(CO)(CC(O)O1)O	LDBRDKWJDVWNMR	148.073558864	C6H12O4	6	12	4	-0.9606	-0.386	4	3	69.92	-2.7486	4	0.1473290731898968	0.6666666666666666
G5	C(C1(CCOC(C1CO)O)O)=O	IMIFTMCOAXBBBK	176.068473484	C7H12O5	7	12	5	-1.813	-0.146	5	3	86.99	-3.3955	5	0.3908015505121199	0.7142857142857143
G5	C(C1C(O)OCCC1(CO)O)=O	XENDAYJHEMGSAZ	176.068473484	C7H12O5	7	12	5	-1.813	-0.146	5	3	86.99	-5.3835	5	0.3908015505121197	0.7142857142857143
G5	C(CO)(C1COC(CC1O)O)=O	BWGSIMMZUCLQFK	176.068473484	C7H12O5	7	12	5	-1.5706	-0.251	5	3	86.99	1.3496	5	0.3908015505121202	0.7142857142857143
G5	C(C1CC(C(CO)C(O1)O)O)=O	YFDCMZRPANNUPA	176.068473484	C7H12O5	7	12	5	-1.7863	-0.415	5	3	86.99	-3.0195	5	0.3919882288358657	0.7142857142857143
G5	C(C1C(O)OC(CO)CC1O)=O	SYDIXHPOHGFVGW	176.068473484	C7H12O5	7	12	5	-1.7863	-0.415	5	3	86.99	-5.1875	5	0.3919882288358659	0.7142857142857143
G5	C(C1C(CO)OC(CC1O)O)=O	CPQVXVKRWYKHQF	176.068473484	C7H12O5	7	12	5	-1.7863	-0.415	5	3	86.99	-2.1775	5	0.3919882288358657	0.7142857142857143
G5	C(C1C(CO)C(CC(O1)O)O)=O	IALZXHCAENCMMF	176.068473484	C7H12O5	7	12	5	-1.7863	-0.415	5	3	86.99	-1.9695	5	0.3919882288358657	0.7142857142857143
G5	C1(C(C(CCO)OC(C1)O)O)=O	RFPNFPZVEWONAB	176.068473484	C7H12O5	7	12	5	-1.1706	-0.469	5	3	86.99	-0.58484	5	0.2851130123035416	0.7142857142857143
G5	C1(C(C(O)OC(CCO)C1)O)=O	LKNFUNUMNOUVFK	176.068473484	C7H12O5	7	12	5	-1.1706	-0.469	5	3	86.99	-0.92329	5	0.2851130123035418	0.7142857142857143
G5	C(C1(CCOC(CO)(C1)O)O)=O	LMERVGVUOJCSJC	176.068473484	C7H12O5	7	12	5	-1.818	-0.233	5	3	86.99	-6.9595	5	0.2839263339797963	0.7142857142857143
G5	C(C1(CC(CO)(CCO1)O)O)=O	DUARKRNZHOSFES	176.068473484	C7H12O5	7	12	5	-1.818	-0.233	5	3	86.99	-6.765	5	0.2839263339797963	0.7142857142857143
G5	C1(C(O)OC(C(C1)O)CCO)=O	CIXXNBLPVUHHSG	176.068473484	C7H12O5	7	12	5	-1.1706	-0.469	5	3	86.99	-0.16156	5	0.2851130123035422	0.7142857142857143
G5	C(C1CC(CC(CO)(O1)O)O)=O	MODLPODGIISHET	176.068473484	C7H12O5	7	12	5	-1.7913	-0.502	5	3	86.99	-6.1044	5	0.2851130123035416	0.7142857142857143
G5	C(C1(CC(CC(CO)O1)O)O)=O	ZMBTVWQMGBHYRO	176.068473484	C7H12O5	7	12	5	-1.7913	-0.502	5	3	86.99	-6.0915	5	0.2851130123035416	0.7142857142857143
G5	C1(C(O)OCC(CCO)(C1)O)=O	GERZQYZOKYDTMN	176.068473484	C7H12O5	7	12	5	-1.1973	-0.2	5	3	86.99	-0.591	5	0.283926333979796	0.7142857142857143
G5	C1(COC(C(C)(C1CO)O)O)=O	HDRSKGLBQBLRFA	176.068473484	C7H12O5	7	12	5	-1.3824	-0.09	5	3	86.99	2.6319	5	0.3873500049461617	0.7142857142857143
G5	C1(COC(C)(C(C1CO)O)O)=O	XRRHLXADCJAXRG	176.068473484	C7H12O5	7	12	5	-1.4161	-0.228	5	3	86.99	2.507	5	0.3873500049461619	0.7142857142857143
G5	C1(C(C(CO)(C)OC(C1)O)O)=O	FMIRZFWWXRXDRW	176.068473484	C7H12O5	7	12	5	-1.327	-0.308	5	3	86.99	-1.5464	5	0.2816614667375838	0.7142857142857143
G5	C1(C(O)OC(CO)C(C)(C1)O)=O	GQTRAGZVPTWNMI	176.068473484	C7H12O5	7	12	5	-1.327	-0.308	5	3	86.99	2.1356	5	0.2816614667375842	0.7142857142857143
G5	C1(C(CO)OC(C(C)(C1)O)O)=O	QGBVDOHTZLSTEP	176.068473484	C7H12O5	7	12	5	-1.327	-0.308	5	3	86.99	2.6355	5	0.2816614667375838	0.7142857142857143
G5	C1(C(C(O)OC(CO)(C)C1)O)=O	PKMZVNFBWRDMJI	176.068473484	C7H12O5	7	12	5	-1.327	-0.308	5	3	86.99	-5.3578	5	0.281661466737584	0.7142857142857143
G5	C1(C(CO)OC(C(C1)O)(C)O)=O	DEJGYCWBIQXURT	176.068473484	C7H12O5	7	12	5	-1.3607	-0.446	5	3	86.99	3.1268	5	0.281661466737584	0.7142857142857143
G5	C1CC(CO)(CC(O)O1)O	ZIMFMSZPIOQWRN	148.073558864	C6H12O4	6	12	4	-0.9433	-0.278	4	3	69.92	-3.5722	4	0.1461423948661515	0.6666666666666666
G5	C(C1CC(CC(O)O1)O)O	IMAXLNCKOJCLPF	148.073558864	C6H12O4	6	12	4	-0.9166	-0.547	4	3	69.92	-3.3206	4	0.1473290731898968	0.6666666666666666
G5	C1C(C(CC(CO)(O)O1)O)O	JEKRTNJYWCVAON	164.068473484	C6H12O5	6	12	5	-1.8291	-0.017	5	4	90.15	-6.0189	5	0.8036576841183115	0.8333333333333334
G5	C1CC(CO)(C(C(O)O1)O)O	WDHIIUNUAOMSFA	164.068473484	C6H12O5	6	12	5	-1.7954	0.121	5	4	90.15	-2.9834	5	0.8036576841183115	0.8333333333333334
G5	C(C1C(CC(C(O)O1)O)O)O	RJDIFQMDPPUATQ	164.068473484	C6H12O5	6	12	5	-1.7687	-0.148	5	4	90.15	-0.16378	5	0.8048443624420568	0.8333333333333334
G5	C(C1CC(C(C(O)O1)O)O)O	HDEMQQHXNOJATE	164.068473484	C6H12O5	6	12	5	-1.7687	-0.148	5	4	90.15	-2.9403	5	0.8048443624420568	0.8333333333333334
G5	C1C(C(CO)C(C(O)O1)O)O	JGRGPISONPSCLE	164.068473484	C6H12O5	6	12	5	-1.8241	0.07	5	4	90.15	-0.41805	5	0.9105329006506354	0.8333333333333334
G5	C1(C(C(C(O)OCC1)CO)O)=O	BQSBLMTWEMAERI	176.068473484	C7H12O5	7	12	5	-1.3384	-0.251	5	3	86.99	0.21302	5	0.3873500049461617	0.7142857142857143
G5	C1(COC(C(CO)C(C1)O)O)=O	YYFBVHFGQBNECJ	176.068473484	C7H12O5	7	12	5	-1.3384	-0.251	5	3	86.99	1.7893	5	0.3873500049461617	0.7142857142857143
G5	C1(C(O)OCCC(CO)(C1)O)=O	LJUFJUDECVZJKZ	176.068473484	C7H12O5	7	12	5	-1.3097	-0.2	5	3	86.99	-2.4446	5	0.280474788413838	0.7142857142857143
G5	C1(C(CC(CO)(O)OCC1)O)=O	XIODJRNLDZVMBA	176.068473484	C7H12O5	7	12	5	-1.3434	-0.338	5	3	86.99	-1.9467	5	0.2804747884138387	0.7142857142857143
G5	C1(C(O)OC(CO)CC(C1)O)=O	QHLNBFVTQSKAFI	176.068473484	C7H12O5	7	12	5	-1.283	-0.469	5	3	86.99	-1.8271	5	0.281661466737584	0.7142857142857143
G5	C1(COC(CO)(CC(C1)O)O)=O	WUWOORHIQCHCKA	176.068473484	C7H12O5	7	12	5	-1.3434	-0.338	5	3	86.99	-1.185	5	0.2804747884138382	0.7142857142857143
G5	C1(C(C(CO1)(CCO)O)O)=O	ZDYOYIKNOOUBKN	162.05282342	C6H10O5	6	10	5	-1.8987	-0.047	5	3	86.99	-4.8826	5	0.6660263045110094	0.8333333333333334
G5	C1(C(C(C)(C(CO)O1)O)O)=O	LBLAGMMSLXXNIG	162.05282342	C6H10O5	6	10	5	-2.0284	-0.155	5	3	86.99	-2.3872	5	0.6637614372687971	0.8333333333333334
G5	C1(C(C(CO)(CCO1)O)O)=O	QLNCLRAAXIKYGA	162.05282342	C6H10O5	6	10	5	-2.0111	-0.047	5	3	86.99	-6.6131	5	0.6625747589450514	0.8333333333333334
G5	C1(C(C(CC(CO)O1)O)O)=O	GVYXVTMGVHVEJJ	162.05282342	C6H10O5	6	10	5	-1.9844	-0.316	5	3	86.99	-6.7026	5	0.6637614372687971	0.8333333333333334
G5	C(C(C)(CCC(CO)=O)O)(O)=O	LREFGHMOLAUHCG	176.068473484	C7H12O5	7	12	5	-1.1024	-0.394	5	3	94.83	-1.6764	5	-0.2663503698968157	0.7142857142857143
G5	C(CC(CO)CC(C(O)=O)O)=O	XBDBSONSKQAEHN	176.068473484	C7H12O5	7	12	5	-1.3507	-0.501	5	3	94.83	-5.8801	5	-0.156023607798534	0.7142857142857143
G5	C(C(CC(C(O)=O)O)CCO)=O	MIYLXNWRCDCLJN	176.068473484	C7H12O5	7	12	5	-1.3507	-0.501	5	3	94.83	-5.757	5	-0.1560236077985338	0.7142857142857143
G5	C(C(C)(C(CO)CC=O)O)(O)=O	DBGVBYXZXMKBKH	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-3.324	5	-0.1594751533644922	0.7142857142857143
G5	C(C(CCO)C(C(O)=O)(C)O)=O	LOIICCOVINTAAM	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-3.2013	5	-0.1594751533644916	0.7142857142857143
G5	C(C(CO)(CCC(CO)=O)O)=O	BNOJWLZUPCFLSH	176.068473484	C7H12O5	7	12	5	-1.8918	-0.12	5	3	94.83	-6.5751	5	0.4144719963420858	0.7142857142857143
G5	C(C(C(C(C=O)O)O)CCO)=O	WQFOZSNVWUOPCT	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-5.7611	5	0.5225338911981553	0.7142857142857143
G5	C(CO)(CCC(CO)O)=O	JAXOYZWSTKFKML	148.073558864	C6H12O4	6	12	4	-1.1334	-0.303	4	3	77.76	-4.7325	4	0.276688057228441	0.6666666666666666
G5	C(CO)(CCC(C(CO)=O)O)=O	KSGTZYVMHUFBIJ	176.068473484	C7H12O5	7	12	5	-1.732	-0.225	5	3	94.83	-2.1454	5	0.414471996342086	0.7142857142857143
G5	C(CO)(CCC(C(CO)O)O)=O	UEYWMNQBASBJSR	178.084123548	C7H14O5	7	14	5	-1.7008	-0.174	5	4	97.99	-4.6393	5	0.5555549215153456	0.7142857142857143
G5	C(CO)(CCC(CO)(CO)O)=O	BMUUMHPHIIPMBZ	178.084123548	C7H14O5	7	14	5	-1.6795	0.095	5	4	97.99	-4.7119	5	0.5543682431916003	0.7142857142857143
G5	C(CC(CO)C(C(CO)O)O)=O	PIFZVEQTVZPVEY	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-5.9089	5	0.6624301380476697	0.7142857142857143
G5	C(C(CCO)C(C(CO)O)O)=O	FEYGKQJPQGPECA	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-5.8429	5	0.6624301380476699	0.7142857142857143
G5	C(CC(CO)C(CO)(CO)O)=O	UDMUDNFHPNLONT	178.084123548	C7H14O5	7	14	5	-2.0016	0.149	5	4	97.99	-6.8425	5	0.6612434597239237	0.7142857142857143
G5	C(C(CCO)C(CO)(CO)O)=O	GXYUGDRQHDBJHE	178.084123548	C7H14O5	7	14	5	-2.0016	0.149	5	4	97.99	-6.8175	5	0.661243459723924	0.7142857142857143
G5	C(C1C(C(CC1O)O)O)(O)=O	RFYCFEVMMQEUIF	162.05282342	C6H10O5	6	10	5	-1.8533	-0.318	5	4	97.99	0.1685	5	0.546873622379871	0.8333333333333334
G5	C(C(C(C)O)C(CCO)O)(O)=O	CNIVEBQALVPIIV	178.084123548	C7H14O5	7	14	5	-1.2335	-0.394	5	4	97.99	-2.1128	5	-0.0183922281912319	0.7142857142857143
G5	C(C(C(C)O)C(C)(CO)O)(O)=O	AQFCTGSQDZMWSO	178.084123548	C7H14O5	7	14	5	-1.3073	-0.233	5	4	97.99	-3.5464	5	-0.0218437737571899	0.7142857142857143
G5	C(C(C(C)O)C(C=O)(C)O)(O)=O	BCRRXOQXIAWKBU	176.068473484	C7H12O5	7	12	5	-1.5196	-0.448	5	3	94.83	-3.6375	5	-0.1617400206067043	0.7142857142857143
G5	C(C(C(C)O)C(C(C)=O)O)(O)=O	AILHZERXIMCUBJ	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-0.42596	5	-0.1617400206067043	0.7142857142857143
G5	C(C(CC(C)O)(CC(O)=O)O)=O	MAUCTZGYRMKAPV	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-5.4896	5	-0.2651636915730698	0.7142857142857143
G5	C(C(C)(CC(CC(O)=O)O)O)=O	SZYNRFOIUKXWQD	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-2.5862	5	-0.2651636915730702	0.7142857142857143
G5	C(CC(CC(C(C)=O)O)O)(O)=O	WWIQLUNHAZCKAG	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	1.9195	5	-0.2651636915730698	0.7142857142857143
G5	C(CC(CC(C)O)O)(O)=O	RUSJDZRTPDUURW	148.073558864	C6H12O4	6	12	4	-0.5251	-0.741	4	3	77.76	-2.3915	4	-0.4029476306867151	0.6666666666666666
G5	C(C(C(C)O)C(C)O)(O)=O	CPTAYIFCHWCYCO	148.073558864	C6H12O4	6	12	4	-0.7612	-0.631	4	3	77.76	-1.2985	4	-0.2995239597203492	0.6666666666666666
G5	C(CC(C(C(C)O)O)O)(O)=O	GANHVRLFUFUPED	164.068473484	C6H12O5	6	12	5	-1.5469	-0.342	5	4	97.99	0.57813	5	0.2545676585654453	0.8333333333333334
G5	C(C)(C(CO)(CC(O)=O)O)=O	UXEGVAPXNVQVFG	162.05282342	C6H10O5	6	10	5	-1.5568	-0.124	5	3	94.83	-0.82624	5	0.1122980550684393	0.8333333333333334
G5	C(CC(CC(O)=O)O)(O)=O	ZQHYXNSQOIDNTL	148.037173356	C5H8O5	5	8	5	-1.234	-0.345	5	3	94.83	1.2061	5	-0.1829727950732907	1.0
G5	C(C(C(O)=O)C(C)O)(O)=O	HCCRSYOHVGUMEQ	148.037173356	C5H8O5	5	8	5	-1.4701	-0.235	5	3	94.83	-5.4833	5	-0.0795491241069251	1.0
G5	C(CC1(COCC1O)O)(O)=O	LAHGKYNLGCETMC	162.05282342	C6H10O5	6	10	5	-1.6821	-0.047	5	3	86.99	-1.4601	5	0.2464613496717626	0.8333333333333334
G5	C(CC1(C(O)OCC1)O)(O)=O	LUPZQDJVMBPGSA	162.05282342	C6H10O5	6	10	5	-1.1805	-0.26	5	3	86.99	1.2128	5	-0.011344516161934	0.8333333333333334
G5	C(CC1(COC(C1)O)O)(O)=O	PEAUBBFGOPZPCT	162.05282342	C6H10O5	6	10	5	-1.1805	-0.26	5	3	86.99	1.5371	5	-0.011344516161934	0.8333333333333334
G5	C(C(C(O)=O)CO)(O)=O	PPVBGPLECSKJDX	134.021523292	C4H6O5	4	6	5	-1.8294	0.143	5	3	94.83	-4.9145	5	0.3013641681005426	1.25
G5	C(C(C=O)(C(C)O)C(C)O)(O)=O	SODMLKBARQMNGJ	176.068473484	C7H12O5	7	12	5	-1.3344	-0.516	5	3	94.83	-3.5447	5	-0.1617400206067043	0.7142857142857143
G5	C(C(C=O)(CO)C(C)O)(O)=O	VXMKPNPVBWXRGE	162.05282342	C6H10O5	6	10	5	-1.6937	-0.138	5	3	94.83	-3.4461	5	0.219173271600763	0.8333333333333334
G5	C(C(C=O)(CO)CO)(O)=O	BPPBPOPCAHKSBW	148.037173356	C5H8O5	5	8	5	-2.053	0.24	5	3	94.83	-4.6733	5	0.6000865638082311	1.0
G5	C(C1(C(CC(C1)O)O)O)(O)=O	OBXDXMHPRVRKTQ	162.05282342	C6H10O5	6	10	5	-1.8246	-0.267	5	4	97.99	0.83365	5	0.4399984058475476	0.8333333333333334
G5	C(C)(C(C(C)O)(CC(O)=O)O)=O	LMMOHSRHTUBZPL	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	1.4085	5	-0.2686152371390278	0.7142857142857143
G5	C(C(C(C)(C(C)O)O)=O)(O)=O	RJLJDOVKPZIBSM	162.05282342	C6H10O5	6	10	5	-1.6519	-0.232	5	3	94.83	-5.3477	5	0.1100331878262273	0.8333333333333334
G5	C(C(C(CO)O)CC=O)(O)=O	ZLLVYKLJNIJKPW	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-3.2953	5	0.2226248171667212	0.8333333333333334
G5	C(C(C(CO)O)CC(O)=O)=O	PWNKULLWHMXBEV	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-3.3515	5	0.2226248171667212	0.8333333333333334
G5	C(CO)(C(CO)CC(O)=O)=O	AIXRUSYPPJFPLY	162.05282342	C6H10O5	6	10	5	-1.624	-0.067	5	3	94.83	-1.8815	5	0.2214381388429759	0.8333333333333334
G5	C(CC(C(CO)CO)=O)(O)=O	OFNJKSBRNULXFC	162.05282342	C6H10O5	6	10	5	-1.624	-0.067	5	3	94.83	-6.1823	5	0.2214381388429757	0.8333333333333334
G5	C(CCC(O)=O)(C(CO)O)=O	FFPGFJAOMYTHAW	162.05282342	C6H10O5	6	10	5	-1.483	-0.285	5	3	94.83	-0.71447	5	0.1157496006343973	0.8333333333333334
G5	C(C1C(O)OCC1O)(O)=O	CYZNCSGSUPYBFN	148.037173356	C5H8O5	5	8	5	-1.6636	-0.041	5	3	86.99	0.076163	5	0.474179125335645	1.0
G5	C(CO)(CO)=C(C(O)=O)C=O	OFCIQIYOWGVWRX	160.037173356	C6H8O5	6	8	5	-1.4221	0.287	5	3	94.83	-3.8907	5	0.2905799337731711	0.8333333333333334
G5	C(CO)(C(C(C(O)=O)=C)O)=O	BJELLERGDBVORX	160.037173356	C6H8O5	6	8	5	-1.5165	-0.078	5	3	94.83	-3.1415	5	0.2917666120969164	0.8333333333333334
G5	C(CO)(CO)=CC(C(O)=O)=O	JQOSBSFEOBVAIW	160.037173356	C6H8O5	6	8	5	-1.4881	0.197	5	3	94.83	-8.2	5	0.2905799337731714	0.8333333333333334
G5	C(CO)(CO)=CC(O)=O	LAENMDGNBFPOOY	132.042258736	C5H8O4	5	8	4	-0.8895	0.119	4	3	77.76	-1.597	4	0.1527959946595261	0.8
G5	C(CO)(C(CO)O)=CC(O)=O	SMZDMPPQTBWTLG	162.05282342	C6H10O5	6	10	5	-1.4569	0.248	5	4	97.99	0.3365	5	0.4316628589464308	0.8333333333333334
G5	C(C(CO)(CO)O)=CC(O)=O	VLWQFWRDEUWSRT	162.05282342	C6H10O5	6	10	5	-1.6827	0.263	5	4	97.99	-0.79138	5	0.4316628589464308	0.8333333333333334
G5	C(C(CO)O)=C(C(O)=O)C=O	AJEGHFCBBHEWDM	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-2.0315	5	0.2917666120969167	0.8333333333333334
G5	C(C(CO)O)=CC(O)=O	SFJGIAKWVLUTSD	132.042258736	C5H8O4	5	8	4	-1.1366	-0.135	4	3	77.76	0.29705	4	0.1539826729832714	0.8
G5	C(C(C(CO)O)O)=CC(O)=O	JCOCWZYTGFRYRY	162.05282342	C6H10O5	6	10	5	-1.704	-0.006	5	4	97.99	0.62537	5	0.4328495372701764	0.8333333333333334
G5	C(C(C(C(O)=O)=CCO)O)=O	XOBOLPGTHWLNNP	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-1.4517	5	0.2917666120969167	0.8333333333333334
G5	C(CO)=C(C(C(O)=O)=O)CO	RRECQZMUCKJKRP	160.037173356	C6H8O5	6	8	5	-1.4881	0.197	5	3	94.83	-6.637	5	0.2905799337731714	0.8333333333333334
G5	C=C(C(C(O)=O)=O)C(CO)O	WFJQDARDELOSCN	160.037173356	C6H8O5	6	8	5	-1.5165	-0.078	5	3	94.83	-11.685	5	0.2917666120969167	0.8333333333333334
G5	C(C=C(C=O)C(CO)O)(O)=O	OJIBVKZOBXJSEX	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-1.8783	5	0.2917666120969167	0.8333333333333334
G5	C(C(C(CO)O)=CC=O)(O)=O	YAUOBZLKYKSHCW	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-3.0561	5	0.2917666120969167	0.8333333333333334
G5	C(C(C(CO)=CC(O)=O)O)=O	UWYFVAZSBKFHKM	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-1.8865	5	0.2917666120969167	0.8333333333333334
G5	C(CO)=C(C(O)=O)C(CO)=O	WYJHCPHGHPFTNT	160.037173356	C6H8O5	6	8	5	-1.4881	0.197	5	3	94.83	0.45802	5	0.2905799337731711	0.8333333333333334
G5	C(C(C=CC(O)=O)(CO)O)=O	MZSVRZXWEQNALF	160.037173356	C6H8O5	6	8	5	-1.895	0.048	5	3	94.83	-1.6078	5	0.2917666120969164	0.8333333333333334
G5	C(C(C(C(O)=O)=C)(CO)O)=O	RJDZOMXDGVNZHR	160.037173356	C6H8O5	6	8	5	-1.6763	0.027	5	3	94.83	-6.5839	5	0.2917666120969167	0.8333333333333334
G5	C(C(C=CC(O)=O)O)(O)=O	WINVQJYTQKTGKZ	146.021523292	C5H6O5	5	6	5	-1.4862	-0.117	5	3	94.83	1.2058	5	-0.0069557836107717	1.0
G5	C(C(C(C(O)=O)=C)O)(O)=O	KPFMFSPIKINDFZ	146.021523292	C5H6O5	5	6	5	-1.2675	-0.138	5	3	94.83	-3.1982	5	-0.0069557836107717	1.0
