Generation	Inchi	Smiles
G4	GYMGJCLXUQRUKK	C(C(C(C(CO)C(C)O)=O)O)=O
G4	PRAXVFMLTOIPRM	C(CC(C(C(CC=O)O)O)O)=O
G4	GSIMUYGDFJQDBE	C(CC(CC(C(C=O)O)O)O)=O
G4	NMHUEPOFCSNPNG	C(C(C(C(C=O)O)O)C(C)O)=O
G4	PWJCCTRMDPKETF	C(C(C)(C(C(CC=O)O)O)O)=O
G4	YGJAYAZWCUCCFW	C(CC(C(C)(C(C=O)O)O)O)=O
G4	ZHKXGIAQAXTAMP	C(CC(C)(C(C(C=O)O)O)O)=O
G4	HDSWTILTIGAHJT	C(C(C(C=O)O)O)(CC(C)O)=O
G4	NFEHELSSEUTVNF	C(C(CC(CO)O)(CC=O)O)=O
G4	YAPZYQZYLIVHNH	C(CC(C(CC(CO)O)=O)O)=O
G4	UQOWJSDNQXKUQO	C(C(C(C(CO)O)C(C)O)=O)=O
G4	JWFRNGYBHLBCMB	C(CC(C(C(C)O)O)O)=O
G4	HNPRLDIJKHZNSL	C(CC(CC(CO)O)O)=O
G4	QMKXGRGFQRAWPU	C(C(C(CO)O)C(C)O)=O
G4	ZJCIIXYSVSASQO	C(CC(C(C(CO)O)=O)O)=O
G4	ILMZHZLCMSJGEZ	C(CC(C(C(CN)O)=O)O)=O
G4	GPDSHQDUNBUXSN	C(CC(CO)(C(CN)O)O)=O
G4	VDWAGJMPLWJEFJ	C(C(C(C)O)O)(C(CN)O)=O
G4	JCOSEBVXWDUOFU	C(CC(CO)(CCO)O)=O
G4	DKJDDXJJYXHLFR	C(C(C(C)O)O)(CCO)=O
G4	UCBNXCDBZHMDGF	C(CO)(C(CO)C(C)O)=O
G4	SIFPJKCYEYFXCL	C(CC(C(CCO)O)O)=O
G4	BUQSEVBRGIGBOC	C(CC(C)(C(CO)O)O)=O
G4	GFFKZVUFWOOERJ	C(C(CO)O)(CC(C)O)=O
G4	FWTFAZWTXINKAL	C(C(CCO)(CC=O)O)(O)=O
G4	OTZRLOUETUNNPF	C(C(C(CO)C(C)O)=O)(O)=O
G4	SLLURUDMWUFLKC	C(CC(CC(C(O)=O)O)O)=O
G4	GKZSNHCHIRPUAP	C(CC(C(CC=O)O)O)(O)=O
G4	VIWDAXXSVNVDGE	C(CC(CO)(CC=O)O)(O)=O
G4	NHKVFSBTHDUQFO	C(C(C(CO)=O)C(C)O)(O)=O
G4	SPVZVIOOQQECQA	C(CC(C(C(C)O)O)=O)(O)=O
G4	GNECLWBGNFHSKH	C(CC(C)(C(C(O)=O)O)O)=O
G4	WWTYXVHBYZIAAX	C(C(C(CC(C)O)=O)O)(O)=O
G4	RMWXYKBVBNVBKF	C(CC(C(CO)(C(C)O)N)O)=O
G4	RLVZBDPCUUQGDT	C(CC(C(CN)(C(C)O)O)O)=O
G4	KJTFNELEAPNECE	C(CC(C(CO)(C(C)O)O)O)=O
G4	HMDMSWJPEDCFEP	C(CC(C(CO)(CO)N)O)=O
G4	FKJHJSVDLYGKBA	C(CC(C(C(C)=O)(CO)O)O)=O
G4	NOKSGELYQQILHW	C(C(CO)(C(C)(CC=O)O)O)=O
G4	MCFBWNRZQFNMCW	C(C(C(CC(C)O)=O)(CO)O)=O
G4	POLZYCGWOMWWCK	C(CC(C(CO)(CN)O)O)=O
G4	AKPFQQOYLJSYAD	C(CC(C(CO)(CC=O)O)O)=O
G4	JOSOCCWADUOCPZ	C(C(CO)(CC(CC=O)O)O)=O
G4	HPYWDYPYLJPHDG	C(CC(C(CCO)N)O)=O
G4	BZTHOJMDNRICMN	C(CC(CN)(CCO)O)=O
G4	MAUULFXNWRBXHY	C(C(C(C)O)N)(CCO)=O
G4	WJLRBCUMHIINSE	C(CN)(C(CO)C(C)O)=O
G4	QJTPZUQEUNWIER	C(CC(CC(C=O)N)(CO)O)=O
G4	UNXPPCYGEDYELX	C(CC(C(CC(CO)=O)N)O)=O
G4	AIFINIUJEGDRSZ	C(CC(C=O)N)(C(C(C)O)O)=O
G4	YYOLETBWGUYYMN	C(CO)(C(C(C)O)C(C=O)N)=O
G4	MUZAVLJFEUNPBA	C(CC(CCO)(C(C=O)N)O)=O
G4	NQWPZZHRRUCXRI	C(C(C(C(CO)C(C)O)=O)N)=O
G4	RJZUVQIHALYHDY	C(CC(CO)(CC(C=O)O)O)=O
G4	VQYVRVGVXZZBBM	C(CC(C=O)O)(C(C(C)O)O)=O
G4	AOWGVLKQEATEAM	C(CO)(C(C(C)O)C(C=O)O)=O
G4	ADLKABOLLPJGSE	C(C(C(C(C(C)O)N)=O)CO)=O
G4	RWXYCNAQEOSHNA	C(CC(CN)(CC=O)O)(O)=O
G4	XDWARHMXUCMXLA	C(CC(C(C(C)O)N)=O)(O)=O
G4	FTTDMVIVWAWEMR	C(C(C(CN)=O)C(C)O)(O)=O
G4	ZXGKPFMYNAQOBL	C(C(CCN)(CC=O)O)(O)=O
G4	XWFFKCHXOQFUGB	C(C(C(CN)C(C)O)=O)(O)=O
G4	HGHBIBNSUGMMTG	C(CC(C(N)=CC(CO)O)O)=O
G4	MKOFDBFUQNWBTE	C(CC(C(C=CN)O)O)=O
G4	DBMXCDPJIHODRN	C(CC(C(N)=CCO)O)=O
G4	XECYBFRLJNYPHF	C(CC(C(C=CN)(CO)O)O)=O
G4	LFWBNPVOBHJXIB	C(CC(C=C(CO)N)O)=O
G4	PCWNXZAFHBMWLC	C(CC(C(C(N)=C)O)O)=O
G4	SMUCPLZXMXELFR	C(CC(C(CCN)O)O)=O
G4	FACQYTVNXCRWCH	C(CC(CO)(CCN)O)=O
G4	KKBKNIYXNQKAIM	C(CO)(C(CN)C(C)O)=O
G4	DXOFKEVPDOBYER	C(C(C(C)O)O)(CCN)=O
G4	ASZAJILSDRKYHV	C(CC(CC(CO)N)O)=O
G4	WXLBLSDFFMWTAU	C(C(C(C)O)C(CO)N)=O
G4	PMBWFWOTFJVIFS	C(CC(C)(C(CN)O)O)=O
G4	KNZUDEAVOJYMMI	C(C(CN)O)(CC(C)O)=O
G4	KJQSQFWIQNVXRO	C(CC(C(C(C)N)O)O)=O
G4	DUDALNXXPGUVLG	C(C(CO)C(C(CN)O)O)=O
G4	GCPXITJDKPTFGN	C(CO)(CC(C(CN)O)O)=O
G4	NEVMZGBEMLARFI	C(C)(C(C(C(CN)O)O)O)=O
G4	IJHJSPVSRDDOCM	C(C(C(C(CO)CO)=O)O)=O
G4	LSXJNSZWMLDYSX	C(C(CO)C(C(C=O)O)O)=O
G4	CXPNIWULHHKHIJ	C(C(CO)C(CO)O)=O
G4	OKQZBKTWBBHSMG	C(C(CO)O)(C(CN)O)=O
G4	IZYOBKKJVPRWAF	C(C(CO)O)(CCO)=O
G4	XZFDOIXMTIDWDO	C(CO)(C(CO)CO)=O
G4	PLNCEPSXQNLXFQ	C(C(C(CO)CO)=O)(O)=O
G4	FECMPYGDUBMCJW	C(C(C(CCO)=O)(C(C)O)O)=O
G4	XKQYHRMFCLVMLQ	C(C(CO)N)(CCO)=O
G4	TUZBBZXRKRCCHV	C(CN)(C(CO)CO)=O
G4	SINGQOCJYKQUKZ	C(CO)(C(CO)C(C=O)N)=O
G4	QWGZTGZJGYMQSO	C(C(C(C(CO)CO)=O)N)=O
G4	VMJKVNSWYGVDDB	C(C(C(C(CO)N)=O)CO)=O
G4	LNXGBQJSSFZXIT	C(CC(C(CO)N)=O)(O)=O
G4	SJVAOJMYTHQGKQ	C(C(C(CO)CN)=O)(O)=O
G4	MPVZBVZZGFTNFP	C(CO)(C(CO)CN)=O
G4	NZVSACKMNLZXRI	C(C(CO)O)(CCN)=O
G4	PLLHEFWWIFPWHX	C(C(CO)C(CO)N)=O
G4	VGXATLUBDLVHGV	C(C(CN)O)(CCO)=O
G4	JCNGVKBKWIJOCV	C(C(CC(C)O)(C(C=O)O)O)=O
G4	QFYITVLEXBIACF	C(C(C)(CC(C(C=O)O)O)O)=O
G4	CWDNXCZNPODKJC	C(C(C(CC(C(C)=O)O)O)O)=O
G4	NGEVRUUFNAKXBP	C(C(C(CC(C)O)O)O)=O
G4	UEHGPSGGFKLPTD	C(C(C(C(C(C)O)N)O)O)=O
G4	GYUUFXXXTHHRRI	C(C(C(CC(CN)O)O)O)=O
G4	ZGOWPCHSOHJRIL	C(C(C(CCO)O)O)=O
G4	PNNNRSAQSRJVSB	C(C(C(C(C(C)O)O)O)O)=O
G4	FRJOXJBNQDZEBI	C(C(C(CC(CO)O)O)O)=O
G4	KLCDBKAWGMBSME	C(C(C(CO)O)C(CO)O)=O
G4	VPNBLFIVNKFHGY	C(C)(C(CO)(C(C=O)O)O)=O
G4	QEDCYTISSRHIRG	C(CO)(C(C)(C(C=O)O)O)=O
G4	JPNOFZPGVHGIAU	C(C(C)=O)(C(C(CO)O)O)=O
G4	OKVIFNQBEGMUGM	C(C(CO)=O)(CC(CO)O)=O
G4	NMHIUKCEPXGTRP	C(C(C(C)O)(C(C=O)O)O)=O
G4	LLJOTQMGGPLNOO	C(C(C(C=O)O)O)(C(C)O)=O
G4	LRJWTXIDODGZIU	C(CC(CN)(C(C=O)O)O)=O
G4	YREAXOMMEKHATC	C(C(C(CC(CN)=O)O)O)=O
G4	LNCPBFQXTAGTEN	C(CC(C(C(CO)O)N)=O)=O
G4	VPDIKTZDHYWIDA	C(C(CC(C(C=O)O)O)N)=O
G4	ZROWQRUORDMNAS	C(CC(C(C(C=O)O)O)N)=O
G4	FWFJQTWRCLWCQT	C(C(C(CO)O)C(C=O)N)=O
G4	YQESOEYBKHKQAL	C(C)(C(CN)(C(C=O)O)O)=O
G4	KNRRFNWIFCBCCE	C(CN)(C(C)(C(C=O)O)O)=O
G4	SIHHVAYERFAIDG	C(C(C)=O)(C(C(CO)O)N)=O
G4	QXITZEVATLWTSU	C(C(CN)=O)(CC(CO)O)=O
G4	HJYRHNDMBSVYKF	C(C(C(C)N)(C(C=O)O)O)=O
G4	OXDBNSYDHCFGAE	C(C(C(C=O)O)O)(C(C)N)=O
G4	HTPZSALIZDTBIL	C(C(C(CO)(C)O)O)=O
G4	KKLZOXZZESQNKR	C(CO)(CC(CO)O)=O
G4	IGUZJYCAXLYZEE	C(C)(C(C(CO)O)O)=O
G4	PDHFWRCDNWXIRJ	C(C(C(CO)(CCO)O)O)=O
G4	MSERTCQRMJDWLM	C(C(C(CO)O)O)(CCO)=O
G4	GNQPJPMTQHCZDA	C(CO)(C(CO)C(CO)O)=O
G4	QITFYRWXWLBOON	C(C(C(C(CCO)O)O)O)=O
G4	VTPHIABIXGEURA	C(C(C(C)(C(CO)O)O)O)=O
G4	ZFKOVTBOKTVFNN	C(C(CO)O)(CC(CO)O)=O
G4	MBPXIKBMTLMRLY	C(CC(C(C=O)O)O)(O)=O
G4	DLXFNRJKAZJAFH	C(C(C)(C(C=O)O)O)(O)=O
G4	IQUYTNXYQLFGFJ	C(C(C(C(C(C)=O)N)O)O)=O
G4	PBYULFCMHGABSZ	C(C(C(C(C)N)O)O)=O
G4	JYHPEDPKFLAFBR	C(C(C(C(CCO)N)O)O)=O
G4	HJVOVUXODMPMOJ	C(C(C(C)(CN)O)O)=O
G4	YMAHABHTDGOELF	C(CN)(CC(CO)O)=O
G4	HNQFSWWFLHSOLX	C(C)(C(C(CO)O)N)=O
G4	NBTHEANXNFYYLH	C(C(C(CN)(CCO)O)O)=O
G4	BMAXTHBTDTXLBR	C(C(C(CO)O)N)(CCO)=O
G4	ISUPDYFJBCQTJK	C(CN)(C(CO)C(CO)O)=O
G4	OJQXGCSCCOFOEO	C(C(CCN)(C(C=O)O)O)=O
G4	OUIGZBDDYTZGHI	C(C(C(CN)C(CO)O)=O)=O
G4	DHMXEHHYEIJJQA	C(C(C1(COCC1O)O)O)=O
G4	QOJKBNZXYZFGLT	C1(C(C(CO)O)OCC1O)=O
G4	NFWXZOPUNGLRBD	C(C(C1(C(O)OCC1)O)O)=O
G4	UTUSMENOLHYNQR	C1(C(O)OCC1C(CO)O)=O
G4	ZEHFKOIQFRAZSW	C(C(C1(COC(C1)O)O)O)=O
G4	UOUBDKLZYQKQGR	C1(COC(C1C(CO)O)O)=O
G4	GONGZWHRWCYDTA	C1(C(C(CO)O)OC(C1)O)=O
G4	JUAZXUGWESTZKM	C(C(C(C(N)=C)O)O)=O
G4	AXBBCHWQZPTRHT	C(C(C(C(C=CN)O)O)O)=O
G4	YOGVNAWPSZQSTR	C(C(C(C(N)=CCO)O)O)=O
G4	KLDBXEGCMFFKSB	C(C(C(C=CN)O)O)=O
G4	PEALTNNRBPRMAW	C(C(C(C=C(CO)N)O)O)=O
G4	SXHTXICSPJSWFR	C(C(C(C(C(N)=C)O)O)O)=O
G4	IHQBBASLWKAHNA	C(C(C(CCN)O)O)=O
G4	YNHYGPJKQIGQOJ	C(C(CN)C(CO)O)=O
G4	LOKNVMBSHYFMIC	C(C(C(C(CCN)O)O)O)=O
G4	FQTZGTMNUXOXGQ	C(C(C(CO)(CCN)O)O)=O
G4	RCONVIOHJRZIJO	C(CO)(C(CN)C(CO)O)=O
G4	BUOQXFNZBCFZOW	C(C(C(CO)O)O)(CCN)=O
G4	LUKARBBJDBVGFL	C(C(C(CC(CO)N)O)O)=O
G4	VKOZKMVMYZOMJJ	C(C(C(CO)O)C(CO)N)=O
G4	ODLALOBNCTWMIE	C(C(C(C)(C(CN)O)O)O)=O
G4	YTQLPHRJAPRIGW	C(C(CN)O)(CC(CO)O)=O
G4	XOEOPEYULUQGFN	C(C(C(C(C(C)N)O)O)O)=O
G4	FXKSHIOEPZKJMP	C(C(CC(C=O)O)O)(O)=O
G4	LHBXRYGOYMYCDX	C(C(C)(CC(C(O)=O)O)O)=O
G4	LZWYDLFSHVJXCF	C(C(CC(C(C)=O)O)O)(O)=O
G4	VGAFMEAWKVZZIM	C(C(CC(C)O)O)(O)=O
G4	IGXYCUHSNRFWGT	C(C(C(CO)C(C)O)O)(O)=O
G4	CSLCLLUJTJKWCG	C(C(CC(CN)O)O)(O)=O
G4	RXVSUXOYOCJMAP	C(C(C(CO)CO)O)(O)=O
G4	RSKGLBJVIAQRMC	C(C(CC(CO)O)O)(O)=O
G4	DGADNPLBVRLJGD	C(C(CO)(C)O)(O)=O
G4	ZOUFWABTGGIWTK	C(C(C)(CN)O)(O)=O
G4	QTRAXZHIRXYYPP	C(C(C(C)N)O)(O)=O
G4	IVUOMFWNDGNLBJ	C(C(CCN)O)(O)=O
G4	QSXPHHFSGUTCLK	C(C(CO)=O)(C(CN)O)=O
G4	ZGAWPUBLHOZZRK	C(C(CO)=O)(C(CO)O)=O
G4	YMBCRDCIWCIATR	C(C(C(C)O)=O)(C(CO)O)=O
G4	IEOQMXFEVJVZEP	C(C(C(CN)O)=O)(C(C)O)=O
G4	VKFKMMIZZDGWHL	C(C(C(C(CO)N)O)=O)=O
G4	DUEDDDYTTVKSHS	C(C(C(CO)(CO)O)=O)=O
G4	OWCKJYPMNQGBFZ	C(C(C(CO)(CN)O)=O)=O
G4	KECIBUDYHBQAMP	C(C(C(C(CO)O)N)=O)=O
G4	WVGSTMCUPLPHKO	C(CO)(C(C(CO)=O)O)=O
G4	VLORFYJTOOVTFQ	C(C(C(C(CO)O)=O)O)=O
G4	JSKXZLIQTOABTI	C(CO)(C(C(CN)=O)O)=O
G4	KSJUAZMUTOCPNR	C(CO)(C(C(CO)=O)N)=O
G4	GGBJNHOTIVFEIO	C(C(C(C(CO)O)=O)N)=O
G4	SLYYKWZWTCGKKY	C(C(C(CO)=O)(CO)N)=O
G4	CJILUOFXEWSEGK	C(C(C=O)(C(CN)O)O)=O
G4	SCTSSPYFZARTGD	C(C(C=O)(C(CO)O)N)=O
G4	CODPBKJMVNZFKR	C(C(C(CO)O)=O)(O)=O
G4	LYYZNPMBMSGGRC	C(C(C(CN)O)=O)(O)=O
G4	NQIYYKUBXCZNOW	C(C(C(CO)=O)(CO)O)=O
G4	IJIKBAWNFHZICR	C(C(C(CN)=O)(CO)O)=O
G4	ZUYFEYYDOCZZDD	C(C(C=O)(CO)O)(O)=O
G4	NFWRNJCBKVKVAT	C(C(C=O)(C(CO)N)O)=O
G4	CHBYLZYSTRYJMM	C(C(C(CO)=O)(CN)O)=O
G4	YISRPXDHUJCRAD	C(C(C=O)(C(CO)O)O)=O
G4	CGIVHSMOEAEFQI	C(C(C(C(C=O)O)O)O)=O
G4	YKLUZKKQUOWUTN	C(C(C(C(CN)O)=O)O)=O
G4	JCFVRBHISSFDBU	C(C(C(C(C=O)O)N)O)=O
G4	ZOHAVORAUGWZSO	C(C(C(C(CO)O)=O)(C)O)=O
G4	NLZFLSYUZGHIRV	C(C(C)(C(C(C=O)O)O)O)=O
G4	TXOVMBDXFHTOKH	C(C(CO)O)(C(C(C)=O)O)=O
G4	PLFONWSYZWJLGP	C(C(C)O)(C(C(CO)=O)O)=O
G4	KXUWLQVMCRIKIU	C(C(CO)O)(C(C)O)=O
G4	WDRISBUVHBMJEF	C(C(C(C(C)O)O)O)=O
G4	UCLAXLMTPFNPGE	C(C(C(CO)O)O)(C(C)O)=O
G4	QZNPNKJXABGCRC	C(CO)(C(C(C(C)O)O)O)=O
G4	YXVCGHWXQOIPMV	C(C(C(C(CN)O)=O)(C)O)=O
G4	PCTWEWSFNHMBBT	C(C(C)(C(C(C=O)O)N)O)=O
G4	KFPHBTRJOUDHES	C(C(CN)O)(C(C(C)=O)O)=O
G4	IPTQYDMFVRDNRC	C(C(C)O)(C(C(CN)=O)O)=O
G4	MEFFHISDEHXYIV	C(C(C(C(C(C)=O)O)N)O)=O
G4	NPPXZIWPHGALBH	C(C(C)O)(C(C(CO)=O)N)=O
G4	HZSOUUXSRHAEDG	C(C(C)O)(C(CN)O)=O
G4	BATBMMKAVJEJIM	C(C(C(C(C)O)N)O)=O
G4	MLTBJGHOBROWDB	C(CO)(C(C(C(C)O)N)O)=O
G4	KJOLWUAKJKYXOQ	C(C(C(C(CCO)O)=O)N)=O
G4	BIXJVDYFZWNGRG	C(C(C(CC(CN)O)O)=O)=O
G4	UXZSOAYTCMPTKU	C(CO)(C(C(CO)N)O)=O
G4	IJJWBDSWVOTFHB	C(CO)(C(CO)(CN)O)=O
G4	FFGRCDATDYZZRM	C(C(C(CO)=O)(CCO)O)=O
G4	RWEGJCQFZKJRNT	C(CCO)(C(C(CO)=O)O)=O
G4	KQLFTMYZWPHWPS	C(C(C(C(CCO)O)=O)O)=O
G4	IIVQAABKLUTFMY	C(C(CC(C(CO)=O)O)O)=O
G4	SJBUHQRXFGPPFF	C(CO)(C(CO)(CC=O)O)=O
G4	LZWSFTUENIWOJY	C(C(C(CC(CO)O)O)=O)=O
G4	FLVQRBDCAOSTSY	C(C(C(C(C)O)=O)(CO)N)=O
G4	SQLXNBIMKPWGCT	C(C(C(CO)(C(C)O)O)O)=O
G4	QKOYBJMAYHNIPJ	C(C(C(C(C)O)=O)(CN)O)=O
G4	YPUNWNNUNNMYPJ	C(C(C(C(C)O)=O)(CO)O)=O
G4	VBNDEWUYSZWWSR	C(C(C(C(C)O)=O)N)(O)=O
G4	BUYKCRWJJVJCBA	C(C(C(C(C)O)=O)O)(O)=O
G4	FZWXNVBNIUHICE	C(C(CC(C(CO)=O)O)N)=O
G4	JVFNKFJEKRIBEO	C(C(CO)O)(CC(CO)=O)=O
G4	NHQWKOMFPWCOQG	C(C(CO)(CC(C=O)O)O)=O
G4	YAYJXHJKCGUDTE	C(C(C(CCO)O)=O)(O)=O
G4	OOILVYWNILFUFQ	C(CC(C(CO)=O)O)(O)=O
G4	ZJPIRKUSILZFRS	C(C(C(C(CO)N)=O)O)=O
G4	MZSCOGUTKINKMW	C(C(C(C(C=O)O)O)N)=O
G4	DHTLDIAGEBDQCB	C(CC(C(C(CO)N)=O)O)=O
G4	YQOAGZDDQRDYOZ	C(C(C(C(CO)N)=O)(C)O)=O
G4	FZBAYGYQXVLQAZ	C(C(C)(C(C(C=O)N)O)O)=O
G4	XYZBSEKWTURRJA	C(C(CO)N)(C(C(C)=O)O)=O
G4	QGBOPSNKMRUVJT	C(C(C)N)(C(C(CO)=O)O)=O
G4	KRBPZPBDRDYAJA	C(C(C)O)(C(CO)N)=O
G4	GAYFWCNPEWYWSI	C(C(C(C(C)O)O)N)=O
G4	YRKOZKYHOMZAPW	C(C(C)O)(C(C(CO)O)N)=O
G4	YCUMFSIXMVJFSE	C(CO)(C(C(C(C)O)O)N)=O
G4	YZOFDMOTCMQCDI	C(C(C(CN)=O)(CCO)O)=O
G4	TWFHIZFWGIYXLI	C(CCO)(C(C(CN)=O)O)=O
G4	CWMKSPUMOZECES	C(C(C(C(CCO)N)=O)O)=O
G4	IWQVOQJITVWGNM	C(C(CC(C(CN)=O)O)O)=O
G4	FQEIXDZDGYVPNN	C(CN)(C(CC(CO)=O)O)=O
G4	YTIXTEOQCGEQRV	C(CN)(C(CO)(CC=O)O)=O
G4	QQXFGEUJKYXWND	C(CC(C(C(CO)O)=O)N)=O
G4	AKPTYEPQBXADSU	C(C(C(CC(CO)O)N)=O)=O
G4	OZBYPDXPQFCNDR	C(C(C(CO)(C(C)O)O)N)=O
G4	YXNNZMLBSMEPQL	C(C(C(C(C)N)=O)(CO)O)=O
G4	JSXWYXUFEVHJCB	C(C(C(C(C)N)=O)O)(O)=O
G4	NYUCQZKJTPTIPO	C(C(CO)O)(CC(CN)=O)=O
G4	KKYLFHXPUXAHIL	C(C(CC(C(CO)=O)N)O)=O
G4	RESFMKKQFQIYKI	C(C(CO)(CC(C=O)N)O)=O
G4	LAERWNCEWVNTAM	C(C(CO)C(C(CO)=O)N)=O
G4	UKHOPMFYEPCLKG	C(C(CC(C(O)=O)O)N)=O
G4	PRDBLROJSGYZNA	C(C(C(CCO)N)=O)(O)=O
G4	MERBDGVVDHAOBV	C(CC(C(CO)=O)N)(O)=O
G4	HJOVMEHWPREARA	C(CC(C(CO)N)O)O
G4	YWOSEGJOKUFSFX	C(CC(C(C(CN)O)O)O)O
G4	KBGYVFRUGCINGQ	C(C(C(C(CCO)O)N)O)O
G4	QGMQORSDHRLSCY	C(C(C(CO)C(C=O)O)O)=O
G4	WCIUPRYBQKMARP	C(C(CO)(CCO)O)O
G4	VPMUIZYPLNVWTE	C(C(C(CO)(CCO)O)O)O
G4	LEGAEPXVEOZWAV	C(C(CN)(CCO)O)O
G4	JEWCETZVPXCZRZ	C(C(C(CN)(CCO)O)O)O
G4	ZMDOEGMPWIYODK	C(C(CO)(C(CCO)O)O)O
G4	MIIOVCHDFOXZQH	C(C(C)(C(CO)C(C=O)O)O)=O
G4	ZNYCFZXSBHJYCU	C(C(C(CO)C(C(C)=O)O)O)=O
G4	QQQYJBCVIVEOLU	C(C(CCO)(CCO)O)=O
G4	HQDHQHUBDQPVEQ	C(C(CCO)O)(CCO)=O
G4	KEVKAFGTJCAQHQ	C(C(C(CO)C(C)O)O)=O
G4	BAHLSDBISJVHNS	C(C(CC(CCO)O)O)=O
G4	HCIUECWWDXNPRU	C(C(C(C)(CCO)O)O)=O
G4	JOADFXKSAAEFPX	C(CC(C(CN)O)O)O
G4	SGQLHVXESGJVBC	C(CC(C(C(CO)N)O)O)O
G4	ZDAWZDFBPUUDAY	C(C(C(CCO)O)O)O
G4	LWWIYCLYWKAKRR	C(C(C(C(CCO)O)O)O)O
G4	CSEFQUZVEQTTHQ	C(C(CO)(C(CO)N)O)O
G4	RWPSRDNFLWMOEK	C(C(C)(C(CO)N)O)=O
G4	BTCSQDOXIYWEHY	C(C)(C(C(CO)N)O)=O
G4	FKBYPCLLOLRNIQ	C(C(CCO)(C(CO)N)O)=O
G4	GKWKFYXNDYBMFO	C(C(C(CO)N)O)(CCO)=O
G4	HDUBCOFEGRBLNY	C(C(CC(C(CO)N)O)O)=O
G4	CBRMBKFBZXCWBK	C(C(C(CO)C(CN)O)O)=O
G4	FTNGCGHXRSCVMZ	C(C(C(C)(C(CO)N)O)O)=O
G4	MUVQIIBPDFTEKM	CC(C(CO)N)O
G4	AZWLGPJBVAQRHW	C(CC(CN)O)O
G4	IORVJCLZDRVNNF	C(C(C(CO)CO)O)=O
G4	ZKDSJDSEVDWBAC	C(C(C)(C(CO)O)O)=O
G4	CNNVRENZMTTZIC	C(C(C(CO)O)(CCO)O)=O
G4	KDSPLKNONIUZSZ	C(C(CC(C(CO)O)O)O)=O
G4	FJQDLNJPVOJQQI	C(C(C(CO)C(CO)O)O)=O
G4	YAXKTBLXMTYWDQ	CC(C(CO)O)O
G4	ARXKVVRQIIOZGF	C(C(CCO)O)O
G4	DZAIOXUZHHTJKN	C(CC(CO)O)(O)=O
G4	ZNMQQXNKJUGLHZ	C(C(C(CO)(CO)N)O)=O
G4	AIYAYMDNLRSLHL	C(C(CO)(C(CCO)O)N)=O
G4	ZFTBIRXGKMUPTC	C(C(C)(C(CO)(CO)N)O)=O
G4	JQLTWXSDQFOJDK	C(C(CO)(C(C)(CO)O)N)=O
G4	QTCSORUPPBMYLY	C(C)(C(C(CO)(CO)N)O)=O
G4	AAZZFPIAQQLZTE	CC(C(CO)(CO)N)O
G4	RHCXWCFXNDUIJH	CC(C(CO)(C(CN)O)O)O
G4	RYLQWDPXUYHDMY	CC(C(CO)(C(CO)O)N)O
G4	VNMPQBPTNAGLJO	C(C(C(C)=O)(C(CCO)O)O)=O
G4	HYGAFOIRGDZATC	C(C(CN)(C(CCO)O)O)=O
G4	QCAMOOCSJLONRY	C(C(C(C)=O)(C(CO)(C)O)O)=O
G4	DMALJGRNDOXCPP	C(C(C)(C(C(C)=O)(CO)O)O)=O
G4	ZSUCDRRCGGWVLQ	C(C(CN)(C(CO)(C)O)O)=O
G4	LNAXNOQICMMHNN	C(C(C)(C(CO)(CN)O)O)=O
G4	VGFWQNYTGUGVTP	C(C)(C(CO)(C(C)O)O)=O
G4	YXSJCDSYHFOMNG	CC(C(CO)(CN)O)O
G4	AYHXZUVIMCMJPS	CC(C(CO)(C(CO)N)O)O
G4	RGYUIUFEMVSCOY	C(C(CO)(C(CCO)O)O)=O
G4	LAXHOGPZYNYOLU	C(C(C)(C(CO)(CO)O)O)=O
G4	DWUQTAJMGQSMRJ	C(C(CO)(C(CO)(C)O)O)=O
G4	IIRXMBLCRXWDDC	CC(C(CO)(CO)O)O
G4	QUCXUCNRGJACGU	CC(C(CO)(C(CO)O)O)O
G4	RCROJAUVTJIVBJ	C(C)(C(CO)(C(CN)O)O)=O
G4	LENZDBCJOHFCAS	C(C(CO)(CO)N)O
G4	CZLBVYVJOLNEHV	C(C(CO)(C(CO)O)N)O
G4	UBXSGWANZATOLV	C(C)(C(CO)(CO)O)=O
G4	PMOJLRZULAMBAW	C(C)(C(CO)(C(CO)O)O)=O
G4	IKUARJIVEGHSOP	C(C(C(CCO)O)N)(O)=O
G4	ZZAYGXUFOOUVHT	C(C(C(C)(CO)O)N)(O)=O
G4	GRGAUJXNCXYCOF	C(C(C(CCO)O)(CC=O)O)=O
G4	GILJUURRHRTSMO	C(C(C(CC=O)O)(CCO)O)=O
G4	VECIWFWVMKZNGW	C(C(C(CO)(C)O)(CC=O)O)=O
G4	HJEZAMWTHLHDOC	C(C(C)(C(CO)(CC=O)O)O)=O
G4	HBRAXAZCAFEXKX	C(C(CCO)(C(C=O)(C)O)O)=O
G4	XFKFMPQXTMCJLY	C(CC(CO)(C(C)O)O)=O
G4	ITAVGRQYUXESNI	C(C(C(C)O)(CCO)O)=O
G4	JKSHODRBAFTHEQ	C(C(C(CN)O)(CCO)O)=O
G4	SJXSBTISVFRFLJ	C(C(C(CCO)O)O)(O)=O
G4	UAIZUGKXCFPNDO	C(C(C(CO)(C)O)O)(O)=O
G4	LJHDDMZHCMRVDG	C(C(CO)(CCO)O)=O
G4	PYBVXNWDSBYQSA	C(C(CCO)N)O
