Generation	Smiles	Inchi	Energy Change	Reaction IDs
G1	C(C(C(CO)O)O)=O	YTBSYETUWUMLBZ	[]	[]
G1	C(CN)(C(C(C(CO)O)O)O)=O	XBBIACPUMILHFE	[-20.34]	[['9_0']]
G1	C(C(CC(C(CO)O)O)=O)=O	ZGCHLOWZNKRZSN	[-41.01]	[['14_0']]
G1	C(CC(C(C(CO)O)O)=O)=O	RXVDSZVTHMJWNV	[-53.84]	[['16_0']]
G1	C(C(C(CC(CO)O)=O)O)=O	QBHBJCPWTMMDIG	[-97.97]	[['18_0']]
G1	C(CC(C=O)O)(C(CO)O)=O	LVYQXQPAYHNLQF	[-41.01]	[['20_0']]
G1	C(C(C(C=O)O)O)(CCO)=O	KTQQRSZBGCOSES	[-41.01]	[['22_0']]
G1	C(C(C(CC(CO)=O)O)O)=O	ZNSXGNZNZVWMBM	[-41.01]	[['24_0']]
G1	C(C(C(C(C(C)=O)O)O)O)=O	MKKWPESNDMZCAX	[-45.4]	[['26_0']]
G1	C(CC(C(C(C=O)O)O)O)=O	DRFVLWXFACEMHK	[-39.01]	[['28_0']]
G1	C(C(C(C(C(CO)O)O)N)O)=O	FOEXHEVNPRRHDY	[-11.61]	[['30_0']]
