Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons
G4	BNJAJOFZSJQQPI	C(C(C)(C(C(O)=O)(C)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.9363	-0.203	5	3	100.62	-2.2018	5	0.1414614952423658	0.8333333333333334
G4	DSPGQQFDICCIPL	C(C(C=O)(CCO)N)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.2218	0.014	5	3	100.62	-9.567	5	0.5258263330157913	1.0
G4	XMAFGVRUSAUQFU	C(C(C)(C(C(O)=O)O)N)=O	147.053157768	C5H9NO4	5	9	4.0	-4.3169	-0.094	5	3	100.62	-1.5496	5	0.5235614657735789	1.0
G4	XLEYMXANMFMEMC	C(C(C)(C(CC(CN)=O)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-0.71495	5	0.4436354365160114	0.7142857142857143
G4	VYPZZVLZJCSPGH	C(C(C)(C(CN)(CC=O)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-1.8174	5	0.4436354365160112	0.7142857142857143
G4	WYVMFEXNLRBZRG	C(C(C)(C(C(C(C)=O)N)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4798	-0.412	5	3	100.62	-4.9833	5	0.4413705692737992	0.7142857142857143
G4	WXYMDHIAWJTHBI	C(C(C)(C(C)(C(C=O)N)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.6396	-0.307	5	3	100.62	-3.3211	5	0.4413705692737992	0.7142857142857143
G4	NWQLOXNOXTZXEP	C(C(C)(C(C)(C(CO)N)O)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.4273	-0.092	5	4	103.78	-6.7276	5	0.5812668161233134	0.7142857142857143
G4	ZHUPBJCQBNIUHS	C(C(C)(C(CN)(CCO)O)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3322	0.016	5	4	103.78	-3.6913	5	0.5835316833655259	0.7142857142857143
G4	DVGYLRINGQBXNM	C(C(C)(C(C)(CN)O)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.8599	-0.221	4	3	83.55	-3.316	4	0.3023999518364091	0.6666666666666666
G4	HFDMHXJHTPGYRC	C(C)(C(C)(C(C(O)=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7765	-0.308	5	3	100.62	-9.0319	5	0.1414614952423658	0.8333333333333334
G4	FKRJFNCSUIDHDO	C(CC(C)(C(C(O)=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.8625	-0.364	5	3	100.62	-11.724	5	0.1449130408083238	0.8333333333333334
G4	DIFDBBTYGDZTBC	C(C(C(CC(C)=O)O)N)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7027	-0.469	5	3	100.62	-5.5967	5	0.1449130408083238	0.8333333333333334
G4	CFJMFJFPSXBFIY	C(C(C)(C1(COC(C1)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.6844	-0.203	5	3	86.99	-1.4016	5	0.285113012303542	0.7142857142857143
G4	XQBBOGPZTHJHNY	C(C(C)(C1(COC(C1)O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.0822	-0.279	5	3	92.78	-1.835	5	0.3165413197196806	0.7142857142857143
G4	LQQUCYDXERKHFF	C(C(C=C)(C(C(O)=O)N)O)=O	159.053157768	C6H9NO4	6	9	4.0	-4.048	-0.303	5	3	100.62	-12.541	5	0.3243815978368005	0.8333333333333334
G4	GCDZKCLATLXDJS	C(C(C)(C(C=C)(CO)O)O)=O	160.073558864	C7H12O4	7	12	4.0	-1.1932	-0.354	4	3	77.76	-6.7895	4	0.071791776483492	0.5714285714285714
G4	SKELZZRRIIQOCJ	C(C(C)(C(C=C)(CO)O)N)=O	159.089543276	C7H13NO3	7	13	3.0	-1.591	-0.43	4	3	83.55	-7.3096	4	0.1032200838996313	0.5714285714285714
G4	IGMATEBYAGATNM	C(C(C(C=C)(CO)O)N)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.8357	-0.088	5	4	103.78	-10.403	5	0.4642778446863151	0.8333333333333334
G4	DIBXEOVUNIOBSO	C(C(C(C=CC=O)O)N)(O)=O	159.053157768	C6H9NO4	6	9	4.0	-4.0409	-0.297	5	3	100.62	-9.0206	5	0.3243815978368003	0.8333333333333334
G4	QYFGLBOQNMNAFR	C(C(C)(C(C)(C(CN)O)O)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.4273	-0.092	5	4	103.78	-1.0469	5	0.5812668161233134	0.7142857142857143
G4	XDTPBIYINIPQQL	C(C(CCN)(C(C=O)(C)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-2.966	5	0.4436354365160119	0.7142857142857143
G4	XDQJKIQJEFOLMY	C(C(C)(C(CO)(CCN)O)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3322	0.016	5	4	103.78	-5.0839	5	0.5835316833655256	0.7142857142857143
G4	LBJSEVNMEDZENL	C(C(C)(C(C(CN)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-2.1269	5	0.9633667866545266	0.8333333333333334
G4	VSEGMSAFLPSFSI	C(C(C)(C(C(C)O)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.4834	-0.414	4	3	77.76	-3.0195	4	0.2721583227440161	0.6666666666666666
G4	WNRXKFQASVKCCH	C(C(CCO)(C(C(C)O)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3535	-0.253	5	4	103.78	-5.2732	5	0.5847183616892714	0.7142857142857143
G4	OQJVSLCXPHWVJU	C(C(C)(C(C(CCO)N)O)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3535	-0.253	5	4	103.78	-2.9917	5	0.5847183616892712	0.7142857142857143
G4	NSZYAJOUQCTKAX	C(C(C)(C(C(C)O)O)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.8812	-0.49	4	3	83.55	-3.6522	4	0.3035866301601554	0.6666666666666666
G4	KHRHESDRHFAQET	C(C(C)(C(C(C)N)O)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.8812	-0.49	4	3	83.55	-1.1812	4	0.3035866301601544	0.6666666666666666
G4	CCXHJBJLXXIVOZ	C(C(C(C(C)O)O)N)(O)=O	149.068807832	C5H11NO4	5	11	4.0	-4.1259	-0.148	5	4	103.78	-5.7568	5	0.6646443909468387	1.0
G4	MXGMTHWMKPSYBW	C(C(C)(C1(COCC1O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.186	0.01	5	3	86.99	-5.4142	5	0.5429188781372386	0.7142857142857143
G4	GMGNQSWCUARKQU	C1(C(C(C(C)O)O)(O)OCC1)=O	176.068473484	C7H12O5	7	12	5.0	-1.3834	-0.446	5	3	86.99	0.47295	5	0.2851130123035422	0.7142857142857143
G4	FPQGEZMCXGTPSI	C(C(C)(C1(C(O)OCC1)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.6844	-0.203	5	3	86.99	-1.9881	5	0.285113012303542	0.7142857142857143
G4	OJZAZJFLHRONQZ	C(C(C)(C(C=C(CO)N)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-1.7506	-0.355	5	4	103.78	-2.7694	5	0.5017428289943486	0.7142857142857143
G4	HMANQKJJMAGFIV	C(C(C)(C(C(C(N)=C)O)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-1.779	-0.63	5	4	103.78	-4.106	5	0.5029295073180939	0.7142857142857143
G4	QHEPFDJBVRPMDH	C(C(C)(C(C(N)=C)(CO)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-1.7577	-0.361	5	4	103.78	-4.8958	5	0.5017428289943486	0.7142857142857143
G4	ASENIWGQWDPDLT	C(C(C)(C(C(N)=C)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.2116	-0.759	4	3	83.55	-4.0458	4	0.2240626430311895	0.6666666666666666
G4	QIZTXSTZRZOIEP	C(C(C)(C(C=CN)(CO)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5786	-0.208	5	4	103.78	-2.0966	5	0.5017428289943486	0.7142857142857143
G4	FOMKFTSOFYUJQE	C(C(C=CN)(C(C=O)(C)O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-2.7909	-0.423	5	3	100.62	-1.8915	5	0.3618465821448342	0.7142857142857143
G4	LDEPBAHGXXIUBL	C(C(C)(C(C=CN)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-2.0325	-0.606	4	3	83.55	-1.8178	4	0.2240626430311897	0.6666666666666666
G4	FSOQTMXMJVJENC	C(C(C)(C1(COCC1O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5838	-0.066	5	3	92.78	-5.8777	5	0.5743471855533769	0.7142857142857143
G4	WTRZMUADKHNILB	C(C(C)(C1(C(O)OCC1)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.0822	-0.279	5	3	92.78	-2.4017	5	0.3165413197196806	0.7142857142857143
G4	LLWOEOKJWRCJIR	C(C)(C(C(CO)O)(CC=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-0.7143	5	0.4122071290998735	0.7142857142857143
G4	UXJDESUVPBNUTB	C(C(C)(C(CO)O)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-1.98	0.197	5	4	97.99	2.2564	5	0.6320294052069546	1.0
G4	WUMNQAHRGFLFJR	C(C(C(CO)O)(CC=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-3.3763	5	0.8257354070472248	0.8333333333333334
G4	BYCZMRBVTMGBFE	C(C(C(C)(C(CO)O)N)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-2.0716	5	0.8222838614812671	0.8333333333333334
G4	NHCIIYNGPNRWLY	C(CO)(C(C)(C(CO)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6268	0.181	5	4	103.78	0.85123	5	0.9621801083307816	0.8333333333333334
G4	FGNNPNSQTVASTI	C(C(CCO)(C(CO)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-5.1863	5	0.9656316538967394	0.8333333333333334
G4	WXXOCZIIZHVQPC	C(C(C)(C(CO)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2405	-0.112	4	3	83.55	-3.1226	4	0.6844999223676218	0.8
G4	AUNRKIUJJHJXPW	C1(C(C(CO)O)(O)OCC1)=O	162.05282342	C6H10O5	6	10	5.0	-1.7427	-0.068	5	3	86.99	0.84995	5	0.6660263045110094	0.8333333333333334
G4	WPJODOWWYUKKMX	C(C(C)(C(CO)(CO)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7866	0.286	5	4	103.78	-4.3915	5	0.9621801083307816	0.8333333333333334
G4	OSBKZZCHLHZCDB	C(C(C)(C(C(CO)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4101	0.093	5	4	97.99	-2.2527	5	0.9319384792383888	0.8333333333333334
G4	XWXIYSHDNYRDFH	C(C(C)(C(C(CO)O)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-2.9037	5	0.9633667866545272	0.8333333333333334
G4	LNAXNOQICMMHNN	C(C(C)(C(CO)(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7866	0.286	5	4	103.78	-2.3509	5	0.9621801083307812	0.8333333333333334
G4	IMXLKLNOAZIRTK	C(CO)(C(C)(C(C(C)=O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.2987	-0.248	5	3	100.62	1.2914	5	0.4401838909500539	0.7142857142857143
G4	UWZGBZKHHRHHOV	C(C(C)(C(C(CO)=O)(C)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4585	-0.143	5	3	100.62	-3.0633	5	0.4401838909500539	0.7142857142857143
G4	DWWAVDHMEAMVRC	C(C(CCO)(C(C(C)=O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-3.9955	5	0.4436354365160119	0.7142857142857143
G4	ITLUIXKKEQBCTO	C(C(CCO)(C(C=O)(C)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-7.3437	5	0.4436354365160119	0.7142857142857143
G4	AOWONIMOONNOBM	C(C(C)(C(CC(CO)=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-3.2781	5	0.4122071290998733	0.7142857142857143
G4	PYELTDFWRPSHPC	C(C(C)(C(CC(CO)=O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-3.9196	5	0.4436354365160116	0.7142857142857143
G4	IDAFTHMTVFVIEI	C(C(C)(C(CO)(CC=O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-5.5696	5	0.4436354365160119	0.7142857142857143
G4	IRYCKADKYXDLDV	C(C(C)(C(C(C(C)=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.082	-0.336	5	3	94.83	-1.5525	5	0.4099422618576609	0.7142857142857143
G4	SSLYZXRDIWCAPC	C(C(C)(C(C)(C(C=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.2418	-0.231	5	3	94.83	-1.0557	5	0.4099422618576609	0.7142857142857143
G4	QXPUEBIZFMXCGD	C(C(C)(C(C(C(C)=O)O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4798	-0.412	5	3	100.62	-2.2986	5	0.4413705692737992	0.7142857142857143
G4	STXKIJOEPQBXOE	C(C(C)(C(C)(C(C=O)O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.6396	-0.307	5	3	100.62	-2.5692	5	0.4413705692737992	0.7142857142857143
G4	DJLDDVMIROFCMJ	C(C(CCO)(C(C=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-5.095	5	0.8257354070472253	0.8333333333333334
G4	ZKLGUPAPJQKHMQ	C(C(C)(C(C)(C(CO)O)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-2.0295	-0.016	5	4	97.99	-1.2873	5	0.5498385087071753	0.7142857142857143
G4	LUNNUYVJJPWSOO	C(C(C)(C(C)(C(CO)O)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.4273	-0.092	5	4	103.78	-2.7197	5	0.5812668161233137	0.7142857142857143
G4	CSKCBUCURXHNJN	C(C(CO)(CCO)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-1.8849	0.305	5	4	97.99	-4.7369	5	0.6342942724491674	1.0
G4	XINFRLPNTOCSII	C(C(C(C(CO)(C)O)=O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-4.2744	5	0.7908555540651288	0.8333333333333334
G4	XBDKIHPDGWUIKS	C(C(C(C=O)=O)(CO)O)=CCO	174.05282342	C7H10O5	7	10	5.0	-2.144	0.108	5	3	94.83	-1.5758	5	0.5904890078046049	0.7142857142857143
G4	UMHOJKRAGQASMZ	C(CO)(C(C=CC=O)(CO)O)=O	174.05282342	C7H10O5	7	10	5.0	-2.144	0.108	5	3	94.83	-1.9295	5	0.5904890078046049	0.7142857142857143
G4	KZZIXDFLXPZGHQ	C(C(C=O)O)(C(C=C)(CO)O)=O	174.05282342	C7H10O5	7	10	5.0	-2.1724	-0.167	5	3	94.83	-6.1087	5	0.5916756861283506	0.7142857142857143
G4	GGDDKZJKXRTGCC	C(C(CO)(CC(C=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-7.9602	5	0.8257354070472253	0.8333333333333334
G4	WTBPGWKHIWVYNU	C(C(CO)(CCO)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1454	-0.004	4	3	83.55	-10.508	4	0.6867647896098344	0.8
G4	AVNDTKQPVKSVKV	C(C(C(C(CO)(C)N)=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-7.2044	5	0.8222838614812673	0.8333333333333334
G4	ZUSMGPDFIXFWFH	C(C(C(C=O)=O)(CO)N)=CCO	173.068807832	C7H11NO4	7	11	4.0	-2.5418	0.032	5	3	100.62	-5.6089	5	0.6219173152207432	0.7142857142857143
G4	PNXSLRWGFBUJBO	C(CO)(C(C=CC=O)(CO)N)=O	173.068807832	C7H11NO4	7	11	4.0	-2.5418	0.032	5	3	100.62	-6.2668	5	0.6219173152207432	0.7142857142857143
G4	KAGPXOKXSVEFRO	C(C(C=O)O)(C(C=C)(CO)N)=O	173.068807832	C7H11NO4	7	11	4.0	-2.5702	-0.243	5	3	100.62	-6.9871	5	0.6231039935444892	0.7142857142857143
G4	XVMFBFPRHOAFEZ	C(C(C=CC(C=O)O)(CO)N)=O	173.068807832	C7H11NO4	7	11	4.0	-2.7229	-0.132	5	3	100.62	-5.5197	5	0.6231039935444885	0.7142857142857143
G4	ZOGBMBBHQBLLEW	C(CN)(C(C=CC=O)(CO)O)=O	173.068807832	C7H11NO4	7	11	4.0	-2.5418	0.032	5	3	100.62	-2.9945	5	0.6219173152207437	0.7142857142857143
G4	GRLTWLAYMGXJGV	C(C(CO)(CC(C(N)=C)=O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-1.7151	-0.573	5	3	100.62	-11.153	5	0.3641114493870468	0.7142857142857143
G4	DNETZDAGTPBRRI	C(C(C=C(C(C)=O)N)(CO)O)=O	173.068807832	C7H11NO4	7	11	4.0	-1.7818	-0.406	5	3	100.62	-4.8515	5	0.3606599038210889	0.7142857142857143
G4	GCSLWZXANNSPRQ	C1C(CO)OC(C(C=1)=O)(CO)O	174.05282342	C7H10O5	7	10	5.0	-1.7107	-0.11	5	3	86.99	1.5983	5	0.4633948910082733	0.7142857142857143
G4	QDWCPGRIGIPLEN	C1C(COC(C(C=1)=O)(CO)O)O	174.05282342	C7H10O5	7	10	5.0	-1.6188	-0.11	5	3	86.99	1.7524	5	0.4599433454423151	0.7142857142857143
G4	AZNMCIHYFURFFS	C(C(CO)(CC(C=CN)=O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-2.536	-0.42	5	3	100.62	-5.2278	5	0.3641114493870468	0.7142857142857143
G4	MCFQJVCSGKDALZ	C(C(C=C(CC=O)N)(CO)O)=O	173.068807832	C7H11NO4	7	11	4.0	-1.8678	-0.462	5	3	100.62	-2.4472	5	0.3641114493870468	0.7142857142857143
G4	DVJAWDWXDRTBAB	C(C1(C=CC(CO)(O1)O)CO)=O	174.05282342	C7H10O5	7	10	5.0	-2.1853	-0.0049999	5	3	86.99	-4.5774	5	0.4668464365742313	0.7142857142857143
G4	XFIPXCLRCBRJFG	C(C(C)(C(C(CCO)=O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-3.718	5	0.4436354365160116	0.7142857142857143
G4	VZXXBBVVWSROKE	C(C(C)(C(C=O)(CCO)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-5.3207	5	0.4436354365160119	0.7142857142857143
G4	ZORHVLKDSVQYEH	C(C(C)(C(CO)(CCO)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.9344	0.092	5	4	97.99	-6.8765	5	0.5521033759493877	0.7142857142857143
G4	NREYGPIKCPHYIU	C(C(C)(C(CO)(CCO)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3322	0.016	5	4	103.78	-7.3796	5	0.5835316833655259	0.7142857142857143
G4	QLOYPIUIUJMJNN	C(C(C)(C(C(C=O)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0202	-0.198	5	3	100.62	-2.7935	5	0.8234705398050122	0.8333333333333334
G4	HNCYRGBNDRMESK	C(C(C)(C(CO)(C)O)O)(O)=O	164.068473484	C6H12O5	6	12	5.0	-1.5994	0.088	5	4	97.99	-0.52484	5	0.2499294346757417	0.8333333333333334
G4	YMSCYNKGNUQJPB	C(C(C(C)(C(CO)(C)O)O)=O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0607	-0.067	5	3	94.83	-2.9802	5	0.4087555835339156	0.7142857142857143
G4	LVYOCTMUXPGCMX	C(CO)(C(C)(C(CO)(C)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.8484	0.148	5	4	97.99	0.211	5	0.5486518303834298	0.7142857142857143
G4	GVJHEJZGOHOJEI	C(C(C(C)(CO)O)(CC=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-7.6361	5	0.4436354365160114	0.7142857142857143
G4	MPFMMVJQVONGKK	C(C(C(C)(C(C)(CO)O)N)=O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4585	-0.143	5	3	100.62	-5.7184	5	0.4401838909500541	0.7142857142857143
G4	PCZPAIXUYXHHPR	C(CO)(C(C)(C(CO)(C)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.2462	0.072	5	4	103.78	-2.8533	5	0.5800801377995684	0.7142857142857143
G4	STLAPMWFBSKSJG	C(C(C)(C(CO)(C)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.4621	-0.145	4	3	77.76	-5.2712	4	0.2709716444202704	0.6666666666666666
G4	OURRWJKDPZLZJQ	C(C(CCO)(C(C)(CO)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3322	0.016	5	4	103.78	-9.4461	5	0.5835316833655259	0.7142857142857143
G4	DDPODZKFBKBPRY	C(C(C)(C(C)(CO)O)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.8599	-0.221	4	3	83.55	-6.8502	4	0.3023999518364095	0.6666666666666666
G4	NAADZUBFWOVMNF	C1(C(C(CO)(C)O)(O)OCC1)=O	176.068473484	C7H12O5	7	12	5.0	-1.3621	-0.177	5	3	86.99	-0.98725	5	0.2839263339797965	0.7142857142857143
G4	GRGAUJXNCXYCOF	C(C(C(CCO)O)(CC=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-4.8289	5	0.4156586746658315	0.7142857142857143
G4	JSPASZCALBCEKM	C(C(C(C)(CN)O)(CC=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5445	-0.199	5	3	100.62	-3.1574	5	0.4436354365160116	0.7142857142857143
G4	BCLKEEKRTMVSQB	C(C(C)(C(CC(C=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-2.5864	5	0.4133938074236188	0.7142857142857143
G4	ZJCWVTVBEZYDBK	C(C(C(C(C)O)O)(CC=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-3.5554	5	0.4133938074236193	0.7142857142857143
G4	NKJBPECNWDDZBH	C(C(C)(C(C(CC=O)O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-2.2596	5	0.4448221148397572	0.7142857142857143
G4	DHSODWCRYZPAKG	C(C(C)(C(CC(C=O)O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-3.3262	5	0.4448221148397572	0.7142857142857143
G4	NJDNZQGUZFLPCF	C(C(C(C(C)N)O)(CC=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-1.6202	5	0.4448221148397572	0.7142857142857143
G4	QTLWMUKWOIGYQX	C(CC(C=O)(C(C(N)=C)O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-1.8962	-0.737	5	3	100.62	-4.9221	5	0.3652981277107922	0.7142857142857143
G4	TUWYSEROJOWNMC	C(CC(C=O)(C(C=CN)O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-2.7171	-0.584	5	3	100.62	-2.7552	5	0.3652981277107922	0.7142857142857143
G4	AOWPAWLEXIYETE	C(C(C)(C(C)O)O)(O)=O	134.0579088	C5H10O4	5	10	4.0	-1.0533	-0.31	4	3	77.76	1.7275	4	-0.0277507512874176	0.8
G4	KHVGMBPZIIZMQC	C(C(C(C)O)(CCO)O)(O)=O	164.068473484	C6H12O5	6	12	5.0	-1.5256	-0.073	5	4	97.99	-1.6856	5	0.2533809802416995	0.8333333333333334
G4	QSDQDRYSJZZGFY	C(CO)(C(C(C)O)(CC=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-0.40636	5	0.4122071290998735	0.7142857142857143
G4	IXPYZEYGUUNNJG	C(CO)(C(C)(C(C)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.3023	-0.25	4	3	77.76	2.6158	4	0.2709716444202704	0.6666666666666666
G4	MBPOURQXJDBKQN	C(CO)(C(C(C)O)(CC=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-4.6189	5	0.4436354365160121	0.7142857142857143
G4	MRUKMJPWSLUVHX	C(CO)(C(C)(C(C)O)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7001	-0.326	4	3	83.55	-2.4634	4	0.3023999518364095	0.6666666666666666
G4	RDOOITSCNLPGPV	C(C(C(C)O)(CC(CO)=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-8.6224	5	0.4436354365160119	0.7142857142857143
G4	YDRWWZMZKYCVEB	C(C(C(C(C)(C(C)O)O)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.082	-0.336	5	3	94.83	-0.35829	5	0.4099422618576611	0.7142857142857143
G4	RZLDYZDDHJCWTJ	C(C(CC(C=O)O)(C(C)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-6.0949	5	0.4448221148397572	0.7142857142857143
G4	YZLQUCFEHHACPC	C(C(CCO)(C(C)O)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7861	-0.382	4	3	83.55	-8.4905	4	0.3058514974023675	0.6666666666666666
G4	VQIPMRKQIJJABP	C(C(C(C(C)(C(C)O)N)=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4798	-0.412	5	3	100.62	-5.1065	5	0.4413705692737995	0.7142857142857143
G4	TWNDRYQPLHWRPJ	C(C)(C(C(CN)O)(CC=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3847	-0.304	5	3	100.62	-0.5056	5	0.4436354365160116	0.7142857142857143
G4	FJFXDNSCEFSAOA	C(C(C)(C(CN)O)O)(O)=O	149.068807832	C5H11NO4	5	11	4.0	-4.1046	0.121	5	4	103.78	2.4433	5	0.6634577126230927	1.0
G4	JUNAMXISGOFOCM	C(C(C(C)(C(CN)O)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	0.074974	5	0.8222838614812669	0.8333333333333334
G4	IYDBLJFPSDTHFD	C(CO)(C(C)(C(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6268	0.181	5	4	103.78	3.1583	5	0.9621801083307812	0.8333333333333334
G4	JUYBWWSCUKGCNI	C(C(C)(C(CN)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2405	-0.112	4	3	83.55	-2.0684	4	0.684499922367622	0.8
