Generation	Smiles	Inchi	Path
G4	C1(C(C(CC(C1O)O)O)O)=O	DNWNZFQXCIWUSQ	"C1(C(C(CC(C1O)O)O)O)=O
└── C(CC(C(C(CO)=O)O)O)=O
    ├── C(CC=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(CO)(CO)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C1(C(C(C(C)(C1O)O)O)O)=O	QCSROUGOTJEQJK	"C1(C(C(C(C)(C1O)O)O)O)=O
└── C(C(C)(C(C(CO)=O)O)O)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(CO)(CO)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C1(C(C(C(CO)(C1)O)O)O)=O	UHQNRQMTZAQCBL	"C1(C(C(C(CO)(C1)O)O)O)=O
└── C(C)(C(C(C(CO)=O)O)O)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(CO)(CO)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C(C1C(C(C(C1O)=O)CO)O)=O	QIEUDWQTLABOOV	"C(C1C(C(C(C1O)=O)CO)O)=O
└── C(C(C=O)C(C(CCO)=O)O)=O
    ├── C(C(CCO)=O)=O
    │   └── C(C(C(CO)O)O)=O
    │       ├── C(CO)=O
    │       └── C(CO)=O
    └── C(CC=O)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C(C1C(C(C=O)C(C1O)O)O)=O	ZSMZKAQLWLFJMO	"C(C1C(C(C=O)C(C1O)O)O)=O
└── C(C(C=O)C(C(CC=O)O)O)=O
    ├── C(CC(C=O)O)=O
    │   └── C(C(C(CO)O)O)=O
    │       ├── C(CO)=O
    │       └── C(CO)=O
    └── C(CC=O)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C(C1C(CC(C(C1O)O)=O)O)=O	AUPYDEHKCNYTSW	"C(C1C(CC(C(C1O)O)=O)O)=O
└── C(C(C=O)C(CC(CO)=O)O)=O
    ├── C(CC(CO)=O)=O
    │   └── C(C(C(CO)O)O)=O
    │       ├── C(CO)=O
    │       └── C(CO)=O
    └── C(CC=O)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C(C1C(C(C(CC1O)O)O)=O)=O	YRTULFSSNUAODY	"C(C1C(C(C(CC1O)O)O)=O)=O
└── C(CC(C(C=O)C(CO)=O)O)=O
    ├── C(CC(CO)=O)=O
    │   └── C(C(C(CO)O)O)=O
    │       ├── C(CO)=O
    │       └── C(CO)=O
    └── C(CC=O)=O
        └── C(C(CO)O)=O
            ├── C(CO)=O
            └── C=O
"
G4	C1(C(CO)C(C=O)(CC1O)O)=O	LMGIZDHHGOFZPU	"C1(C(CO)C(C=O)(CC1O)O)=O
└── C(C(CC(C=O)=O)O)(CCO)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(C(CCO)=O)=O
        └── C(C(C(CO)O)O)=O
            ├── C(CO)=O
            └── C(CO)=O
"
G4	C1(C(C(C(C(C1)O)=O)CO)O)=O	SXWMINGTHUABIK	"C1(C(C(C(C(C1)O)=O)CO)O)=O
└── C(C(CC(C=O)=O)O)(CCO)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(C(CCO)=O)=O
        └── C(C(C(CO)O)O)=O
            ├── C(CO)=O
            └── C(CO)=O
"
G4	C(C1(C(CO)C(C(C1)=O)O)O)=O	TXXBHPYMVGOHPZ	"C(C1(C(CO)C(C(C1)=O)O)O)=O
└── C(C(C(C(C=O)=O)CO)O)(C)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(C(CCO)=O)=O
        └── C(C(C(CO)O)O)=O
            ├── C(CO)=O
            └── C(CO)=O
"
G4	C(C1C(C(CC1(C=O)O)O)O)=O	FIGJQDXEZHVUOS	"C(C1C(C(CC1(C=O)O)O)O)=O
└── C(CC(C(CC(C=O)=O)O)O)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(CC(C=O)O)=O
        └── C(C(C(CO)O)O)=O
            ├── C(CO)=O
            └── C(CO)=O
"
G4	C(C1C(C(CC(C1O)=O)O)O)=O	GMRKEEHCNPHRFK	"C(C1C(C(CC(C1O)=O)O)O)=O
└── C(CC(C(CC(C=O)=O)O)O)=O
    ├── C(C(C)=O)=O
    │   └── C(C(CO)O)=O
    │       ├── C(CO)=O
    │       └── C=O
    └── C(CC(C=O)O)=O
        └── C(C(C(CO)O)O)=O
            ├── C(CO)=O
            └── C(CO)=O
"
