Generation	Smiles	Inchi	Path
G3	C(C(CC(C(C=O)O)N)O)=O	MQOIIDLQBLKSJB	"C(C(CC(C(C=O)O)N)O)=O
└── C(C(CC(C(CO)=O)N)O)=O
    ├── C(CC(C=O)O)(C(CO)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(CN)O)=O)(CCO)=O	CYYDRPQLYOGXNF	"C(C(C(CN)O)=O)(CCO)=O
└── C(CCO)(C(C(CN)=O)O)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CN)=O)(C(CCO)O)=O	RLEACPXWXGVCIY	"C(C(CN)=O)(C(CCO)O)=O
└── C(CCO)(C(C(CN)=O)O)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CO)=O)(C(CCO)N)=O	XICDAJGFNFDKNY	"C(C(CO)=O)(C(CCO)N)=O
└── C(C(C(C(CCO)N)=O)O)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(C(CCO)N)O)=O)=O	FKQDVKIYSLALDL	"C(C(C(C(CCO)N)O)=O)=O
└── C(C(C(C(CCO)N)=O)O)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CN)O)(CC(CO)=O)=O	APSVCGFBKMNGFG	"C(C(CN)O)(CC(CO)=O)=O
└── C(CN)(C(CC(CO)=O)O)=O
    ├── C(C(C(CC(CO)=O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CC(C(CN)=O)O)O)=O	IWQVOQJITVWGNM	"C(C(CC(C(CN)=O)O)O)=O
└── C(CN)(C(CC(CO)=O)O)=O
    ├── C(C(C(CC(CO)=O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CC(C(CO)=O)O)N)=O	FZWXNVBNIUHICE	"C(C(CC(C(CO)=O)O)N)=O
└── C(C(CC(C(C=O)O)O)N)=O
    ├── C(C(C(CC(CO)=O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CN)O)(C(C(C)=O)O)=O	KFPHBTRJOUDHES	"C(C(CN)O)(C(C(C)=O)O)=O
└── C(C)(C(C(C(CN)=O)O)O)=O
    ├── C(C(C(C(C(C)=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C)O)(C(C(CN)=O)O)=O	IPTQYDMFVRDNRC	"C(C(C)O)(C(C(CN)=O)O)=O
└── C(C)(C(C(C(CN)=O)O)O)=O
    ├── C(C(C(C(C(C)=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C)N)(C(C(CO)=O)O)=O	QGBOPSNKMRUVJT	"C(C(C)N)(C(C(CO)=O)O)=O
└── C(C(C(C=O)O)O)(C(C)N)=O
    ├── C(C(C(C(C(C)=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(C(C(C)N)O)=O)O)=O	SGYNUDGAOQZSCY	"C(C(C(C(C(C)N)O)=O)O)=O
└── C(C(C(C=O)O)O)(C(C)N)=O
    ├── C(C(C(C(C(C)=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(CC(C(C(CN)O)=O)O)=O	ILMZHZLCMSJGEZ	"C(CC(C(C(CN)O)=O)O)=O
└── C(CC(C(C(CN)=O)O)O)=O
    ├── C(CC(C(C(C=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CC(C(CO)O)O)O)=O	KDSPLKNONIUZSZ	"C(C(CC(C(CO)O)O)O)=O
└── C(CO)(CC(C(CO)O)O)=O
    ├── C(C(C(C(C(CO)O)O)O)O)=O
    ├── C(C(CC(C(CO)O)O)=O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── O
"
G3	C(C(CCO)O)(C(CO)O)=O	DWRCPJZTWDRHQM	"C(C(CCO)O)(C(CO)O)=O
└── C(C(C(CO)O)O)(CCO)=O
    ├── C(C(C(C(C(CO)O)O)O)O)=O
    ├── C(CC(C(C(CO)O)O)=O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── O
"
G3	C(CO)(C(CC(CO)O)O)=O	UQZTYCQHZBCWQZ	"C(CO)(C(CC(CO)O)O)=O
└── C(C(CO)O)(CC(CO)O)=O
    ├── C(C(C(C(C(CO)O)O)O)O)=O
    ├── C(C(C(CC(CO)O)=O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── O
"
G3	C(C(C(CO)O)O)(C(C)O)=O	UCLAXLMTPFNPGE	"C(C(C(CO)O)O)(C(C)O)=O
└── C(C)(C(C(C(CO)O)O)O)=O
    ├── C(C(C(C(C(C)=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    ├── C(C(C(C(C(CO)O)O)O)O)=O
    └── O
"
G3	C(CO)(C(C(CCO)O)O)=O	XHRNJZRZXZGBMY	"C(CO)(C(C(CCO)O)O)=O
└── C(C(C(C(CCO)O)O)O)=O
    ├── C(C(C(C(C(CO)O)O)O)O)=O
    ├── C(CC(C(C(C=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── O
"
G3	C(C(CO)N)(CC(CO)=O)=O	IJSMKXBGOVFUMR	"C(C(CO)N)(CC(CO)=O)=O
└── C(CC(C=O)O)(C(CO)N)=O
    ├── C(CC(C=O)O)(C(CO)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(CCO)(C(C(CO)=O)N)=O	HQHHOHPUFRRQRY	"C(CCO)(C(C(CO)=O)N)=O
└── C(C(C(C=O)O)N)(CCO)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C)(C(C(C(CO)=O)O)N)=O	FCRVERXJFBCXEH	"C(C)(C(C(C(CO)=O)O)N)=O
└── C(C(C(C(C(C)=O)N)O)O)=O
    ├── C(C(C(C(C(C)=O)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(C=O)O)N)(C(C)O)=O	FFLOKKOCDOKDOG	"C(C(C(C=O)O)N)(C(C)O)=O
└── C(C(C(C(C(C)=O)O)N)O)=O
    └── C(C(C(C(C(CO)O)O)N)O)=O
        ├── C(C(C(C(C(CO)O)O)O)O)=O
        └── N
"
G3	C(CC(C(C(CO)=O)N)O)=O	OEVVJWOUJIUREO	"C(CC(C(C(CO)=O)N)O)=O
└── C(CC(C(C(C=O)O)N)O)=O
    └── C(C(C(C(C(CO)O)O)N)O)=O
        ├── C(C(C(C(C(CO)O)O)O)O)=O
        └── N
"
G3	C1(C(C(CO)O)OCC1O)=O	QOJKBNZXYZFGLT	"C1(C(C(CO)O)OCC1O)=O
└── C1(COC(C(CO)O)C1O)=O
    └── C(C(C1C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(CC(C(CO)O)O1)O)=O	NSEFGBGANVMEIR	"C1(C(CC(C(CO)O)O1)O)=O
└── C1(C(O)OC(C(CO)O)C1)=O
    └── C(C(C1C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(C(CO)OCC1O)O)=O	TWOSIGGTFLLPLQ	"C1(C(C(CO)OCC1O)O)=O
└── C1(COC(CO)C(C1O)O)=O
    └── C(C1C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(CC(C(CO)O1)O)O)=O	GTGDSXQRKKKXQC	"C1(C(CC(C(CO)O1)O)O)=O
└── C1(C(O)OC(CO)C(C1)O)=O
    └── C(C1C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(CO)OC(CC1O)O)=O	SFZJIWQYYLRQLK	"C1(C(CO)OC(CC1O)O)=O
└── C1(C(C(CO)OC(C1)O)O)=O
    └── C(C1C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(O)OC(CO)CC1O)=O	YEVOKMDALIJSDL	"C1(C(O)OC(CO)CC1O)=O
└── C1(C(C(O)OC(CO)C1)O)=O
    └── C(C1C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(C(COCC1O)O)O)=O	PWBXJGMQCOHUAQ	"C1(C(C(COCC1O)O)O)=O
└── C1(COCC(C(C1O)O)O)=O
    └── C1C(C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(CC(C(CO1)O)O)O)=O	GEROFWUZHDVEDM	"C1(C(CC(C(CO1)O)O)O)=O
└── C1(C(O)OCC(C(C1)O)O)=O
    └── C1C(C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(CC(O)OCC1O)O)=O	QTIDAWPRPJXIOG	"C1(C(CC(O)OCC1O)O)=O
└── C1(C(C(COC(C1)O)O)O)=O
    └── C1C(C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(O)OCC(CC1O)O)=O	MEOHGBRMKAWTNN	"C1(C(O)OCC(CC1O)O)=O
└── C1(C(C(O)OCC(C1)O)O)=O
    └── C1C(C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(COC(C(CC1O)O)O)=O	WXTOYSWTFPUPNN	"C1(COC(C(CC1O)O)O)=O
└── C1(C(COC(C(C1)O)O)O)=O
    └── C1C(C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C1(C(CCOC(C1O)O)O)=O	PFCZCTPDOYHDHY	"C1(C(CCOC(C1O)O)O)=O
└── C1(C(C(C(O)OCC1)O)O)=O
    └── C1C(C(C(C(C(O)O1)O)O)O)O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C(C(CO)O)=C(C(CO)=O)N	HSOKHBXSDGOGOE	"C(C(CO)O)=C(C(CO)=O)N
└── C(C(C(N)=CC(CO)O)O)=O
    └── C(C(C(C(C(CO)O)O)N)O)=O
        ├── C(C(C(C(C(CO)O)O)O)O)=O
        └── N
"
G3	C(C(C(C(C(CO)O)N)O)O)=O	RQRVMSIARGXSFL	"C(C(C(C(C(CO)O)N)O)O)=O
└── C(CO)(C(C(C(CO)O)N)O)=O
    ├── C(CO)(C(C(C(CO)O)O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CN)O)(C(C(CO)O)N)=O	JCQGRCDZIDMLML	"C(C(CN)O)(C(C(CO)O)N)=O
└── C(CN)(C(C(C(CO)O)N)O)=O
    ├── C(CN)(C(C(C(CO)O)O)O)=O
    │   ├── C(C(C(C(C(CO)O)O)O)O)=O
    │   └── N
    └── N
"
G3	C(CC(C(C(CO)N)=O)O)=O	DHTLDIAGEBDQCB	"C(CC(C(C(CO)N)=O)O)=O
└── C(CC(C(C(CO)N)O)=O)=O
    ├── C(CC(C(C(CO)O)O)=O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(CO)=O)(CC(CO)N)=O	ACEBXNQWAVBBLQ	"C(C(CO)=O)(CC(CO)N)=O
└── C(C(C(CC(CO)N)=O)O)=O
    ├── C(C(C(CC(CO)O)=O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(CC(CO)N)O)=O)=O	QFCREGGJXXSTIJ	"C(C(C(CC(CO)N)O)=O)=O
└── C(C(C(CC(CO)N)=O)O)=O
    ├── C(C(C(CC(CO)O)=O)O)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(C(CCO)O)=O)N)=O	KJOLWUAKJKYXOQ	"C(C(C(C(CCO)O)=O)N)=O
└── C(C(C(C(CCO)=O)O)N)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(CCN)(C(C(CO)=O)O)=O	ADVFXVXYLPVHSX	"C(CCN)(C(C(CO)=O)O)=O
└── C(C(C(C=O)O)O)(CCN)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(C(C(C(CCN)O)=O)O)=O	FCDZYUKOGUDBCA	"C(C(C(C(CCN)O)=O)O)=O
└── C(C(C(C=O)O)O)(CCN)=O
    ├── C(C(C(C=O)O)O)(CCO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(CO)(C1(CC(CO1)O)O)=O	NRZIVQMCTYBCJI	"C(CO)(C1(CC(CO1)O)O)=O
└── C(C(C1(CC(CO1)O)O)O)=O
    └── C(C(C(CC(CO)O)=O)O)=O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C(CO)(C1C(CC(O1)O)O)=O	RTXYHPSDHUSVIE	"C(CO)(C1C(CC(O1)O)O)=O
└── C(C(C1C(CC(O)O1)O)O)=O
    └── C(CC(C(C(C=O)O)O)O)=O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C(C(CO)NCC(CO)=O)=O	RECPPMRZTCHEQB	"C(C(CO)NCC(CO)=O)=O
├── C(CO)(CN)=O
│   └── C(CN)(C(C(C(CO)O)O)O)=O
│       ├── C(C(C(C(C(CO)O)O)O)O)=O
│       └── N
└── C(CO)(CO)=O
    └── C(CO)(C(C(C(CO)O)O)O)=O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C(CO)(CNCC(CO)=O)=O	BUFAGBTWFUCFMU	"C(CO)(CNCC(CO)=O)=O
├── C(C(CO)O)=O
│   └── C(CO)(C(C(C(CO)O)O)O)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── C(CO)(CN)=O
    └── C(CN)(C(C(C(CO)O)O)O)=O
        ├── C(C(C(C(C(CO)O)O)O)O)=O
        └── N
"
G3	C(C(CN)NCC(CO)=O)=O	FDOGJZRDUWNYFS	"C(C(CN)NCC(CO)=O)=O
├── C(CO)(CN)=O
│   └── C(CN)(C(C(C(CO)O)O)O)=O
│       ├── C(C(C(C(C(CO)O)O)O)O)=O
│       └── N
└── C(CO)(CN)=O
    └── C(CN)(C(C(C(CO)O)O)O)=O
        ├── C(C(C(C(C(CO)O)O)O)O)=O
        └── N
"
G3	C(C(C(CO)O)NCC=O)=O	TUTZJMYSGHJPQJ	"C(C(C(CO)O)NCC=O)=O
├── C(CN)=O
│   ├── C(CO)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── C(CO)(C(CO)O)=O
    └── C(C(C(CO)O)O)=O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C(CNC(C(CO)=O)CO)=O	BLFFPJTYWVTAHQ	"C(CNC(C(CO)=O)CO)=O
├── C(CN)=O
│   ├── C(CO)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── C(CO)(C(CO)O)=O
    └── C(C(C(CO)O)O)=O
        └── C(C(C(C(C(CO)O)O)O)O)=O
"
G3	C(CNC(C(CO)=O)CN)=O	QTDGYLRDGBGVQW	"C(CNC(C(CO)=O)CN)=O
├── C(CN)(C(CO)O)=O
│   ├── C(C(C(CO)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── C(CN)=O
    ├── C(CO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C(CNCC=O)(C(CO)N)=O	MAHYCVYRGZNDCE	"C(CNCC=O)(C(CO)N)=O
├── C(C(C(CO)N)O)=O
│   ├── C(C(C(CO)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── C(CN)=O
    ├── C(CO)=O
    │   └── C(C(C(C(C(CO)O)O)O)O)=O
    └── N
"
G3	C1(C(C(C(CO)C1N)O)O)=O	WWEADSYJCGZBHX	"C1(C(C(C(CO)C1N)O)O)=O
├── C1(C(C(C(C1CO)O)O)O)=O
│   └── C(C(C(C=O)O)O)(CCO)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── N
"
G3	C(C(C(C(C(CO)O)O)=O)N)=O	RVJXFUBHTHEPDK	"C(C(C(C(C(CO)O)O)=O)N)=O
├── C(C(C(C(C(CO)O)O)O)=O)=O
│   └── C(C(C(C(C(CO)O)O)O)O)(O)=O
│       ├── C(C(C(C(C(CO)O)O)O)O)=O
│       ├── C(C(C(C(C(CO)O)O)O)O)=O
│       └── O
└── N
"
G3	C(C(C(CO)N)=O)(CCO)=O	PVZBDDWKMQRQJO	"C(C(C(CO)N)=O)(CCO)=O
├── C(CCO)(C(C(CO)=O)O)=O
│   └── C(C(C(C=O)O)O)(CCO)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── N
"
G3	C(C(C(C(CCO)O)N)=O)=O	QOAZNRCWCLJOMB	"C(C(C(C(CCO)O)N)=O)=O
├── C(C(C(C(CCO)O)=O)O)=O
│   └── C(C(C(C=O)O)O)(CCO)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── N
"
G3	C(C(C(CC(CN)=O)O)O)=O	YREAXOMMEKHATC	"C(C(C(CC(CN)=O)O)O)=O
├── C(C(C(CC(C=O)O)O)O)=O
│   └── C(C(C(CC(CO)=O)O)O)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── N
"
G3	C(C(CO)N)(C(C(C)=O)O)=O	XYZBSEKWTURRJA	"C(C(CO)N)(C(C(C)=O)O)=O
├── C(C)(C(C(C(CO)=O)O)O)=O
│   └── C(C(C(C(C(C)=O)O)O)O)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── N
"
G3	C(C(C(C(C(C)O)N)=O)O)=O	SKSNHVPJBDVRJJ	"C(C(C(C(C(C)O)N)=O)O)=O
├── C(C(C(C=O)O)O)(C(C)O)=O
│   └── C(C(C(C(C(C)=O)O)O)O)=O
│       └── C(C(C(C(C(CO)O)O)O)O)=O
└── N
"
G3	C(C(C(C(C(CO)O)O)N)N)=O	MHLLXJQXRRXAQH	"C(C(C(C(C(CO)O)O)N)N)=O
├── C(CO)(C(C(C(CO)O)O)N)=O
│   └── C(C(C(C(C(CO)O)O)N)O)=O
│       ├── C(C(C(C(C(CO)O)O)O)O)=O
│       └── N
└── N
"
G3	C(C(CO)O)(C(C(CO)N)N)=O	LICFQODSDBEBBO	"C(C(CO)O)(C(C(CO)N)N)=O
├── C(C(C(CO)O)O)(C(CO)N)=O
│   ├── C(CO)(C(C(C(CO)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(CO)O)(C(C(CN)N)N)=O	FLBJIWQPRPWIJA	"C(C(CO)O)(C(C(CN)N)N)=O
├── C(C(C(CO)O)O)(C(CN)N)=O
│   ├── C(CN)(C(C(C(CO)O)O)O)=O
│   │   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   │   └── N
│   └── N
└── N
"
G3	C(CC(C(C(CO)=O)N)N)=O	BQCMAHZIWLBWFQ	"C(CC(C(C(CO)=O)N)N)=O
├── C(CC(C(C(CO)O)=O)N)=O
│   ├── C(CC(C(C(CO)O)O)=O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(CO)(C(CC(CN)=O)N)=O	GNORGKJEZRSQLB	"C(CO)(C(CC(CN)=O)N)=O
├── C(C(CO)O)(CC(CN)=O)=O
│   ├── C(CC(C=O)O)(C(CO)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(C(CC(C=O)O)N)N)=O	NMLYWNPXLFTKFZ	"C(C(C(CC(C=O)O)N)N)=O
├── C(C(CC(C(CO)=O)N)O)=O
│   ├── C(CC(C=O)O)(C(CO)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(C(CN)N)=O)(CCO)=O	ZTISAVWDOYAJIP	"C(C(C(CN)N)=O)(CCO)=O
├── C(CCO)(C(C(CN)=O)O)=O
│   ├── C(C(C(C=O)O)O)(CCO)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(CN)=O)(C(CCO)N)=O	CILNIPRHSCKGPN	"C(C(CN)=O)(C(CCO)N)=O
├── C(CCO)(C(C(CN)=O)O)=O
│   ├── C(C(C(C=O)O)O)(CCO)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(C(C(CCO)N)N)=O)=O	AEUBJNARCPQVBY	"C(C(C(C(CCO)N)N)=O)=O
├── C(C(C(C(CCO)N)=O)O)=O
│   ├── C(C(C(C=O)O)O)(CCO)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(CN)N)(CC(CO)=O)=O	YSLBZCYQVPBUGG	"C(C(CN)N)(CC(CO)=O)=O
├── C(CN)(C(CC(CO)=O)O)=O
│   ├── C(C(C(CC(CO)=O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(CC(C(CN)=O)O)N)=O	NYBJLGRAXQISLQ	"C(C(CC(C(CN)=O)O)N)=O
├── C(CN)(C(CC(CO)=O)O)=O
│   ├── C(C(C(CC(CO)=O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(CN)N)(C(C(C)=O)O)=O	HRIUBHUGZDXPCF	"C(C(CN)N)(C(C(C)=O)O)=O
├── C(C)(C(C(C(CN)=O)O)O)=O
│   ├── C(C(C(C(C(C)=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(C)N)(C(C(CN)=O)O)=O	STAJTDIHELMZNZ	"C(C(C)N)(C(C(CN)=O)O)=O
├── C(C)(C(C(C(CN)=O)O)O)=O
│   ├── C(C(C(C(C(C)=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(C(C(C(C)N)N)=O)O)=O	VWJUYFBCCUVDGH	"C(C(C(C(C(C)N)N)=O)O)=O
├── C(C(C(C=O)O)O)(C(C)N)=O
│   ├── C(C(C(C(C(C)=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(CC(C(C(CN)N)=O)O)=O	RRKDRIUVJSSNSP	"C(CC(C(C(CN)N)=O)O)=O
├── C(CC(C(C(CN)=O)O)O)=O
│   ├── C(CC(C(C(C=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── N
└── N
"
G3	C(C(CC(C(CO)O)O)N)=O	QDZDTHZHDAHQMY	"C(C(CC(C(CO)O)O)N)=O
├── C(CO)(CC(C(CO)O)O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(C(CC(C(CO)O)O)=O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(C(CO)O)(C(CCO)N)=O	PPBGBVSDBIIHNT	"C(C(CO)O)(C(CCO)N)=O
├── C(C(C(CO)O)O)(CCO)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(CC(C(C(CO)O)O)=O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(CO)(C(CC(CO)O)N)=O	SODQYJVTCYKLAR	"C(CO)(C(CC(CO)O)N)=O
├── C(C(CO)O)(CC(CO)O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(C(C(CC(CO)O)=O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(C(C(CO)O)O)(C(C)N)=O	WWKIPBAJWABGCR	"C(C(C(CO)O)O)(C(C)N)=O
├── C(C)(C(C(C(CO)O)O)O)=O
│   ├── C(C(C(C(C(C)=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(CN)(C(C(CCO)O)O)=O	XCRJUZHXMOHAJN	"C(CN)(C(C(CCO)O)O)=O
├── C(C(C(C(CCO)O)O)O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(CC(C(C(C=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(CC(C(C(CO)O)=O)N)(O)=O	QKYNNXPMSUMYEH	"C(CC(C(C(CO)O)=O)N)(O)=O
├── C(CC(C(C(CO)O)O)=O)(O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(CC(C(C(CO)O)O)=O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(C(C(CC(CO)O)N)=O)(O)=O	HSNNUGZRBOVZNW	"C(C(C(CC(CO)O)N)=O)(O)=O
├── C(C(C(CC(CO)O)=O)O)(O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(C(C(CC(CO)O)=O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(C(CC(C(CO)=O)N)O)(O)=O	ZKDMTBVEJAWNQB	"C(C(CC(C(CO)=O)N)O)(O)=O
├── C(CC(C(O)=O)O)(C(CO)O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(CC(C=O)O)(C(CO)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(C(C(C(CCO)N)=O)O)(O)=O	CORWXPSDZGBNRY	"C(C(C(C(CCO)N)=O)O)(O)=O
├── C(C(C(C(O)=O)O)O)(CCO)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(C(C(C=O)O)O)(CCO)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(C(CC(C(C(O)=O)O)O)N)=O	OECHAPXIRRXIGI	"C(C(CC(C(C(O)=O)O)O)N)=O
├── C(C(C(CC(CO)=O)O)O)(O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(C(C(CC(CO)=O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
G3	C(CC(C(C(CN)=O)O)O)(O)=O	USUOPIFTOOVXNZ	"C(CC(C(C(CN)=O)O)O)(O)=O
├── C(CC(C(C(C=O)O)O)O)(O)=O
│   ├── C(C(C(C(C(CO)O)O)O)O)=O
│   ├── C(CC(C(C(C=O)O)O)O)=O
│   │   └── C(C(C(C(C(CO)O)O)O)O)=O
│   └── O
└── N
"
