Generation	Smiles	Inchi	Path
G3	C(C(CO)O)(C(C(C)O)N)=O	VHAPTBUJKSFOAY	"C(C(CO)O)(C(C(C)O)N)=O
├── C(C)=O
│   └── C(CO)O
│       ├── C(CO)=O
│       ├── C=O
│       └── O
└── C(CN)(C(CO)O)=O
    ├── C(C(C(CO)O)O)=O
    │   ├── C(CO)=O
    │   └── C(CO)=O
    └── N
"
G3	C(CC(CN)(C(CO)O)O)=O	LBTUWKWHCNBHBP	"C(CC(CN)(C(CO)O)O)=O
├── C(C)=O
│   └── C(CO)O
│       ├── C(CO)=O
│       ├── C=O
│       └── O
└── C(CN)(C(CO)O)=O
    ├── C(C(C(CO)O)O)=O
    │   ├── C(CO)=O
    │   └── C(CO)=O
    └── N
"
G3	C(CC(C(CO)(CO)O)O)=O	HQMRFNOKWQUHQC	"C(CC(C(CO)(CO)O)O)=O
├── C(C(CO)(CO)O)=O
│   ├── C(C(CO)O)=O
│   │   ├── C(CO)=O
│   │   └── C=O
│   └── C=O
└── C(C)=O
    └── C(CO)O
        ├── C(CO)=O
        ├── C=O
        └── O
"
G3	C(C(C=O)C(C(CN)O)O)=O	VPCLNTDBLHAJNA	"C(C(C=O)C(C(CN)O)O)=O
├── C(C(CN)O)=O
│   ├── C(C(CO)O)=O
│   │   ├── C(CO)=O
│   │   └── C=O
│   └── N
└── C(CC=O)=O
    └── C(C(CO)O)=O
        ├── C(CO)=O
        └── C=O
"
G3	C(C(CC(C(CN)O)O)=O)=O	KEZKOUJRKCLMLA	"C(C(CC(C(CN)O)O)=O)=O
├── C(C(C)=O)=O
│   └── C(C(CO)O)=O
│       ├── C(CO)=O
│       └── C=O
└── C(C(CN)O)=O
    ├── C(C(CO)O)=O
    │   ├── C(CO)=O
    │   └── C=O
    └── N
"
G3	C(CC(C(CN)O)O)=O	GRAYIZYZTZDMHO	"C(CC(C(CN)O)O)=O
├── C(C(CN)O)=O
│   ├── C(C(CO)O)=O
│   │   ├── C(CO)=O
│   │   └── C=O
│   └── N
└── C(C)=O
    └── C(CO)O
        ├── C(CO)=O
        ├── C=O
        └── O
"
G3	C(CC(C(C(CO)N)O)O)=O	MYNDUSHUEWHKOA	"C(CC(C(C(CO)N)O)O)=O
├── C(C(C(CO)N)O)=O
│   ├── C(C(C(CO)O)O)=O
│   │   ├── C(CO)=O
│   │   └── C(CO)=O
│   └── N
└── C(C)=O
    └── C(CO)O
        ├── C(CO)=O
        ├── C=O
        └── O
"
G3	C(CN)(C(C(C(CO)O)O)O)=O	XBBIACPUMILHFE	"C(CN)(C(C(C(CO)O)O)O)=O
├── C(C(CO)O)=O
│   ├── C(CO)=O
│   └── C=O
└── C(CO)(CN)=O
    ├── C(C(CO)O)=O
    │   ├── C(CO)=O
    │   └── C=O
    └── N
"
G3	C(CO)(C(C(C(CO)O)O)N)=O	WENKHRNUXJHGLX	"C(CO)(C(C(C(CO)O)O)N)=O
├── C(C(CO)O)=O
│   ├── C(CO)=O
│   └── C=O
└── C(CO)(CN)=O
    ├── C(C(CO)O)=O
    │   ├── C(CO)=O
    │   └── C=O
    └── N
"
G3	C(C(C=O)C(C(CO)O)O)=O	AKTMIDGTSNJTSP	"C(C(C=O)C(C(CO)O)O)=O
├── C(C(CO)O)=O
│   ├── C(CO)=O
│   └── C=O
└── C(CC=O)=O
    └── C(C(CO)O)=O
        ├── C(CO)=O
        └── C=O
"
G3	C(C(CC(C(CO)O)O)=O)=O	ZGCHLOWZNKRZSN	"C(C(CC(C(CO)O)O)=O)=O
├── C(C(C)=O)=O
│   └── C(C(CO)O)=O
│       ├── C(CO)=O
│       └── C=O
└── C(C(CO)O)=O
    ├── C(CO)=O
    └── C=O
"
G3	C(CC(C(CO)O)O)=O	ASJSAQIRZKANQN	"C(CC(C(CO)O)O)=O
├── C(C(CO)O)=O
│   ├── C(CO)=O
│   └── C=O
└── C(C)=O
    └── C(CO)O
        ├── C(CO)=O
        ├── C=O
        └── O
"
G3	C(CC(C(C(CO)O)O)O)=O	VRYALKFFQXWPIH	"C(CC(C(C(CO)O)O)O)=O
├── C(C(C(CO)O)O)=O
│   ├── C(CO)=O
│   └── C(CO)=O
└── C(C)=O
    └── C(CO)O
        ├── C(CO)=O
        ├── C=O
        └── O
"
G3	C(C(C(C(C(CN)O)N)O)N)=O	MRRZYOMOIUDFAO	"C(C(C(C(C(CN)O)N)O)N)=O
├── C(C(C(CN)O)N)=O
│   ├── C(CN)=O
│   │   ├── C(CO)=O
│   │   └── N
│   └── C(CN)=O
│       ├── C(CO)=O
│       └── N
└── C(CN)=O
    ├── C(CO)=O
    └── N
"
G3	C(C(C(C(CO)N)O)N)=O	WQGGDNMZQLYAIJ	"C(C(C(C(CO)N)O)N)=O
├── C(C(CO)N)=O
│   ├── C(CN)=O
│   │   ├── C(CO)=O
│   │   └── N
│   └── C=O
└── C(CN)=O
    ├── C(CO)=O
    └── N
"
