Generation	Smiles	Inchi	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	C1C(C(CO)(C(C)(O)O1)O)O	KAFZGNZGGDJXTI	414.497	C6H12O5	164.068475	-1.8731	0.144	5	4	90.15	-0.064325
G4	C(C1(C(O)OCC1O)O)=O	BKNGDOYWTFQGAW	64.5205	C5H8O5	148.037175	-2.3497	0.176	5	3	86.99	-3.7715
G4	C1C(C(C(O)O1)(C(C)O)O)O	INKHWIYDHMSDMO	426.471	C6H12O5	164.068475	-1.7781	0.013	5	4	90.15	-1.8433
G4	C1(C2(CC(C(C2O)O1)O)O)O	MDQMYPJBFMPSMM	92.1363	C6H10O5	162.052825	-2.0313	-0.181	5	4	90.15	0.52481
G4	C1(C2(CC(C(C2O)O)O1)O)O	YWZBQXWVOKIYBH	92.7829	C6H10O5	162.052825	-2.0313	-0.181	5	4	90.15	-0.90437
G4	C(C1(COC(CO)(C1)O)O)=O	RVQWMQLGLOKGDD	56.1345	C6H10O5	162.052825	-2.16	0.037	5	3	86.99	-6.3099
G4	C(C1(C(C)OC(CO)(C1)O)O)=O	KQOSFCOIFZSNHY	57.5594	C7H12O5	176.068475	-1.8353	-0.341	5	3	86.99	-6.1743
G4	C(CC1(C(O)OCC1(C)O)O)=O	QTVQGAZQHVPAKX	409.145	C7H12O5	176.068475	-1.5973	-0.203	5	3	86.99	0.05606
G4	C(C1(CC(O)OC1(CO)C)O)=O	CSGYGJPKHYLZBX	376.45	C7H12O5	176.068475	-1.8016	-0.203	5	3	86.99	-6.5483
G4	C(C1(C(CO)OC(C1)O)O)=O	LEYVRCZGYVTJIM	32.9437	C6H10O5	162.052825	-2.0996	-0.094	5	3	86.99	-4.2124
G4	C1(C(C)(O)OC(CO)C1O)=O	UTZAWPQRRFDXAO	925.766	C6H10O5	162.052825	-1.7027	-0.176	5	3	86.99	1.0104
G4	C1(C2C(C(C(CO)O2)O1)O)O	QTZUVUIOXOALEG	104.658	C6H10O5	162.052825	-2.0664	-0.23	5	3	79.15	-1.0013
G4	C1C2C(C(C(CO)O2)(O)O1)O	OTPXJDXCCYIXOF	658.28	C6H10O5	162.052825	-2.1268	-0.099	5	3	79.15	-0.5611
G4	C1C(C2C(C(C(O)O2)O1)O)O	ZVJNRDVWTQTEHW	102.313	C6H10O5	162.052825	-1.9745	-0.23	5	3	79.15	-0.43904
G4	C1(COC(C(C)(C1O)O)O)=O	NPHQHBIAJQDPRC	889.786	C6H10O5	162.052825	-1.5771	-0.038	5	3	86.99	3.2009
G4	C1(C(O)OCC(CO)(C1)O)=O	VVWKTMFZWQQERU	64.3396	C6H10O5	162.052825	-1.6517	0.07	5	3	86.99	-1.8624
G4	C1(COC(C(C1O)O)O)=O	UWORKXAOYBCSMC	457.516	C5H8O5	148.037175	-1.8751	0.071	5	3	86.99	1.3572
G4	C1C(C(CC(O)O1)O)O	ZVQAVWAHRUNNPG	18.0816	C5H10O4	134.05791	-1.1667	-0.277	4	3	69.92	-3.1401
G4	C1(C(O)OC(CO)C(C)(C1)O)=O	GQTRAGZVPTWNMI	417.112	C7H12O5	176.068475	-1.327	-0.308	5	3	86.99	2.1356
G4	C(C1(CC(C)(C(CO1)O)O)O)=O	CLNPBQHJYQMXCJ	940.114	C7H12O5	176.068475	-1.7434	-0.341	5	3	86.99	-2.3245
G4	C1(C(CO)OC(C(C1)O)(C)O)=O	DEJGYCWBIQXURT	392.479	C7H12O5	176.068475	-1.3607	-0.446	5	3	86.99	3.1268
G4	C1(C(CO)OC(C(C)(C1)O)O)=O	QGBVDOHTZLSTEP	880.942	C7H12O5	176.068475	-1.327	-0.308	5	3	86.99	2.6355
G4	C1(C(O)OCC(CCO)(C1)O)=O	GERZQYZOKYDTMN	55.7358	C7H12O5	176.068475	-1.1973	-0.2	5	3	86.99	-0.591
G4	C(C1(CC(CO)(CCO1)O)O)=O	DUARKRNZHOSFES	58.0975	C7H12O5	176.068475	-1.818	-0.233	5	3	86.99	-6.765
G4	C1(COC(C)(C(C1CO)O)O)=O	XRRHLXADCJAXRG	369.036	C7H12O5	176.068475	-1.4161	-0.228	5	3	86.99	2.507
G4	C1(COC(C(C)(C1CO)O)O)=O	HDRSKGLBQBLRFA	36.7543	C7H12O5	176.068475	-1.3824	-0.09	5	3	86.99	2.6319
G4	C1(C(C(CO)(C)OC(C1)O)O)=O	FMIRZFWWXRXDRW	355.69	C7H12O5	176.068475	-1.327	-0.308	5	3	86.99	-1.5464
G4	C1(C(C(O)OC(CO)(C)C1)O)=O	PKMZVNFBWRDMJI	379.108	C7H12O5	176.068475	-1.327	-0.308	5	3	86.99	-5.3578
G4	C1C(C(C)(CC(CO)(O)O1)O)O	UEDOWGXTBWUCSC	405.452	C7H14O5	178.084125	-1.5311	-0.126	5	4	90.15	-2.3999
G4	CC1(C(COC(C)(C1O)O)O)O	FWCWKHAGWQTXSS	1784.56	C7H14O5	178.084125	-1.4565	-0.234	5	4	90.15	0.7035
G4	C1C(C(C)(CC(O)O1)O)O	CZFJEQMNIZGHBG	356.634	C6H12O4	148.07356	-0.8687	-0.386	4	3	69.92	0.90167
G4	C(C1CC(CO)(CC(O1)O)O)=O	KKDOKTOFAPABQY	12.8449	C7H12O5	176.068475	-1.7576	-0.364	5	3	86.99	-6.3675
G4	C1(C(O)OCC(C)(C1CO)O)=O	GBSMBPOXSFIKJL	383.375	C7H12O5	176.068475	-1.3824	-0.09	5	3	86.99	2.085
G4	C1(COC(C(C1)O)(CCO)O)=O	BSWOEIACXKJWRV	45.1612	C7H12O5	176.068475	-1.231	-0.338	5	3	86.99	0.5113
G4	C(C1(CCOC(CO)(C1)O)O)=O	LMERVGVUOJCSJC	50.7159	C7H12O5	176.068475	-1.818	-0.233	5	3	86.99	-6.9595
G4	C1(COC(C(CCO)(C1)O)O)=O	DNLAWFUGBIXJRV	441.793	C7H12O5	176.068475	-1.1973	-0.2	5	3	86.99	-0.33039
G4	C(C1(CCOC(C)(C1O)O)O)=O	SOFSVBBGYQVYCJ	402.839	C7H12O5	176.068475	-1.7434	-0.341	5	3	86.99	-1.3801
G4	C1CC(CO)(CC(CO)(O)O1)O	CWIPXRLLHOFPMA	51.1461	C7H14O5	178.084125	-1.6057	-0.018	5	4	90.15	-3.7855
G4	CC1(C(C(CO)(CCO1)O)O)O	RDWPANGRXLWRPZ	401.135	C7H14O5	178.084125	-1.5311	-0.126	5	4	90.15	-1.2518
G4	C1CC(CO)(CC(O)O1)O	ZIMFMSZPIOQWRN	6.70773	C6H12O4	148.07356	-0.9433	-0.278	4	3	69.92	-3.5722
G4	C(C)(C1C(C(CC(O1)O)O)O)=O	NDFKOCJPZHFMQV	354.099	C7H12O5	176.068475	-1.4406	-0.577	5	3	86.99	1.0879
G4	C(C1C(C(C)(CC(O1)O)O)O)=O	XLZPKPUVYNVXAU	387.895	C7H12O5	176.068475	-1.683	-0.472	5	3	86.99	0.455
G4	C(C1CC(CC(CO)(O1)O)O)=O	MODLPODGIISHET	41.5834	C7H12O5	176.068475	-1.7913	-0.502	5	3	86.99	-6.1044
G4	C(C)(C1C(CC(C(O1)O)O)O)=O	ALCAIMYPDXLRLK	365.308	C7H12O5	176.068475	-1.4406	-0.577	5	3	86.99	1.0079
G4	C(C1CC(C(C(C)(O1)O)O)O)=O	YNJIBEUUYJYMSG	980.676	C7H12O5	176.068475	-1.7167	-0.61	5	3	86.99	-1.2046
G4	C(C1C(C(O)OCC1(C)O)O)=O	RVPOOAUFGSLRCC	375.398	C7H12O5	176.068475	-1.7384	-0.254	5	3	86.99	-0.75098
G4	C1C(C(CO)(CC(O)O1)O)O	TUSOLGWXDKFXGR	42.7416	C6H12O5	164.068475	-1.7954	0.121	5	4	90.15	-4.2723
G4	CC1(C(COC(C1O)O)O)O	SSMPRPLPMPCTFA	429.654	C6H12O5	164.068475	-1.7208	0.013	5	4	90.15	0.20647
G4	C(C1(C(C(O)OCC1)O)O)=O	SCNGPNFGUQYNPX	41.9387	C6H10O5	162.052825	-2.0077	-0.094	5	3	86.99	-3.1015
G4	C1(C(O)OCC(C1CO)O)=O	PSWFZVWZHOZKFP	41.2324	C6H10O5	162.052825	-1.6804	0.019	5	3	86.99	0.65879
G4	C1CC(CO)(C(C(O)O1)O)O	WDHIIUNUAOMSFA	455.929	C6H12O5	164.068475	-1.7954	0.121	5	4	90.15	-2.9834
G4	C(C1C(C(O)OCC1O)O)=O	XPAXLUGNLUCGGE	37.1358	C6H10O5	162.052825	-2.0364	-0.145	5	3	86.99	-2.4846
G4	C(C1CC(CC(O1)O)O)(O)=O	VOYJWVOYFSCXSM	-8.38101	C6H10O5	162.052825	-1.2662	-0.529	5	3	86.99	-1.3355
G4	C1CC(C(C(CO)(O)O1)O)O	GHOOLRNQAXXFMT	473.393	C6H12O5	164.068475	-1.8291	-0.017	5	4	90.15	0.091978
G4	C1(COC(C(CO)(C1)O)O)=O	QTIQJNCFJNNVKE	453.752	C6H10O5	162.052825	-1.6517	0.07	5	3	86.99	-1.5928
G4	C1(COC(C(C(C)O)(C1)O)O)=O	HSQSDIGUEDFECI	4153.06	C7H12O5	176.068475	-1.2924	-0.308	5	3	86.99	1.1579
G4	C(C1(CC(O)OCC1(C)O)O)=O	WRAVESOYUCSAJK	372.235	C7H12O5	176.068475	-1.7097	-0.203	5	3	86.99	-1.0277
G4	C1(C(C)(O)OCC(C1O)O)=O	JIDIEBFSSKEGHB	406.131	C6H10O5	162.052825	-1.6108	-0.176	5	3	86.99	-1.8325
G4	C1C2C(C(C(C(O)O2)O1)O)O	LWEKTYPJQXLBJQ	109.806	C6H10O5	162.052825	-1.9745	-0.23	5	3	79.15	-2.0895
G4	C1(C(O)OCC(C(C)(C1)O)O)=O	DNEIJCKVGYXFNG	431.089	C7H12O5	176.068475	-1.2351	-0.308	5	3	86.99	1.5376
G4	C1(C(COC(C(C1)O)(C)O)O)=O	ZYETZLPNXWBKET	55.1429	C7H12O5	176.068475	-1.2688	-0.446	5	3	86.99	3.2568
G4	C1(C(COC(C(C)(C1)O)O)O)=O	KBIXWJLJJGHHDT	401.433	C7H12O5	176.068475	-1.2351	-0.308	5	3	86.99	2.8407
G4	C1(C(O)OCCC(CO)(C1)O)=O	LJUFJUDECVZJKZ	51.3022	C7H12O5	176.068475	-1.3097	-0.2	5	3	86.99	-2.4446
G4	C1(C(C(C(C)(O)OCC1)O)O)=O	FQQMKOVMCQQITI	392.943	C7H12O5	176.068475	-1.2688	-0.446	5	3	86.99	2.4428
G4	C1(C(C(C(O)OCC1)(C)O)O)=O	ULRBXRCSYCNFQL	402.896	C7H12O5	176.068475	-1.2351	-0.308	5	3	86.99	2.6725
G4	C1(C(C(COC(C1)O)(C)O)O)=O	XGGPZVTVSGGVQK	379.349	C7H12O5	176.068475	-1.2351	-0.308	5	3	86.99	3.4256
G4	C1(COC(CO)(CC(C1)O)O)=O	WUWOORHIQCHCKA	51.9292	C7H12O5	176.068475	-1.3434	-0.338	5	3	86.99	-1.185
G4	C1(COC(CC(CO)(C1)O)O)=O	ZSUFPSXYSSXQJT	23.5618	C7H12O5	176.068475	-1.3097	-0.2	5	3	86.99	-1.6687
G4	C1(COC(C)(C(C(C1)O)O)O)=O	IUTBWYHQWBSXLL	412.022	C7H12O5	176.068475	-1.2688	-0.446	5	3	86.99	3.3884
G4	C1(C(C(O)OCC(C)(C1)O)O)=O	PVILZOLPQDLHTF	409.175	C7H12O5	176.068475	-1.2351	-0.308	5	3	86.99	2.7394
G4	C1(COC(C(C(C)(C1)O)O)O)=O	NPOVVTXKCRSVOG	401.855	C7H12O5	176.068475	-1.2351	-0.308	5	3	86.99	3.6143
G4	C1(C(C(C)OC(C(C1)O)O)O)=O	QEJQFGYAPTZNGK	54.1307	C7H12O5	176.068475	-1.2084	-0.577	5	3	86.99	2.7674
G4	C1(C(CC(CO)(O)OCC1)O)=O	XIODJRNLDZVMBA	35.8448	C7H12O5	176.068475	-1.3434	-0.338	5	3	86.99	-1.9467
G4	C1(C(C(C(O)OC(C)C1)O)O)=O	VZCKYZAAOIHUOA	50.77	C7H12O5	176.068475	-1.2084	-0.577	5	3	86.99	2.1479
G4	C1C(C(CC(C(O)O1)O)O)O	XOKXYHUWYRHVMH	62.6057	C6H12O5	164.068475	-1.6768	-0.148	5	4	90.15	-3.1808
G4	C1C(CC(C(C(O)O1)O)O)O	TYPPDSLLLXMEQK	67.0663	C6H12O5	164.068475	-1.6768	-0.148	5	4	90.15	0.47741
G4	C1C2C(C(C(C(O)O1)O2)O)O	ZCQHCHSSUOICDW	283.281	C6H10O5	162.052825	-1.9745	-0.23	5	3	79.15	-4.4651
G4	C1(C(CO)(CC(CO)O1)O)=O	KMUZIMNQBZNRHZ	65.4596	C6H10O5	162.052825	-2.103	-0.047	5	3	86.99	-3.24
G4	C1(C(C(CO)(CO1)O)O)=O	MTSAHRPUAGVYCZ	71.8681	C5H8O5	148.037175	-2.3531	0.223	5	3	86.99	-3.6098
G4	C1(C(C(C(CO)O1)O)O)=O	CUOKHACJLGPRHD	70.0931	C5H8O5	148.037175	-2.3264	-0.046	5	3	86.99	-6.6215
G4	C1(C(C(C)(C(CO)O1)O)O)=O	LBLAGMMSLXXNIG	75.8854	C6H10O5	162.052825	-2.0284	-0.155	5	3	86.99	-2.3872
G4	C1(C(C(CO1)(CCO)O)O)=O	ZDYOYIKNOOUBKN	759.733	C6H10O5	162.052825	-1.8987	-0.047	5	3	86.99	-4.8826
G4	C1(C(CO)(CC(CO1)O)O)=O	FHGQENPKXGEJRE	465.965	C6H10O5	162.052825	-2.0111	-0.047	5	3	86.99	-1.3805
G4	C1(C(C(C(CO1)O)O)O)=O	XXBSUZSONOQQGK	468.049	C5H8O5	148.037175	-2.2345	-0.046	5	3	86.99	-8.4355
G4	C1(C(C(C)(C(CO1)O)O)O)=O	YXCCMKZTRRIHFG	963.905	C6H10O5	162.052825	-1.9365	-0.155	5	3	86.99	-3.5109
G4	C1(C(C(CO)(CCO1)O)O)=O	QLNCLRAAXIKYGA	68.1529	C6H10O5	162.052825	-2.0111	-0.047	5	3	86.99	-6.6131
G4	C1(C(C(C(CCO1)O)O)O)=O	RICOEXUMUYXQJB	63.5338	C6H10O5	162.052825	-1.8925	-0.316	5	3	86.99	-3.3985
G4	C1(C(C(C(C(C=O)O)C1)O)O)=O	ONHBCNURCHMTEZ	58.4727	C7H10O5	174.052825	-2.1397	-0.473	5	3	94.83	-1.7987
G4	C1(C(C(C(CC1)O)O)O)=O	DPLYFDISYFWXOA	543.798	C6H10O4	146.05791	-1.2127	-0.605	4	3	77.76	-1.4406
G4	C(C1(C(CCC(C1O)=O)O)O)=O	MPLBDLDUVMBZNF	80.9855	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-3.5858
G4	C1(C(C(CC1)O)(C(C=O)O)O)=O	USVLIPSFBYLABN	78.3068	C7H10O5	174.052825	-2.111	-0.422	5	3	94.83	-3.66
G4	C1(C(C(C(C(CO)C1)O)O)O)=O	ACVTTWBZLGNMCH	461.837	C7H12O5	176.068475	-1.8701	-0.258	5	4	97.99	-2.3971
G4	C(C(C)(CCC(CO)=O)O)(O)=O	LREFGHMOLAUHCG	37.3808	C7H12O5	176.068475	-1.1024	-0.394	5	3	94.83	-1.6764
G4	C(C(CCCC(CO)=O)O)(O)=O	ABEQDUJPRQSUTM	42.297	C7H12O5	176.068475	-1.0286	-0.555	5	3	94.83	-8.5754
G4	C(C(CCC(C(CO)O)O)=O)=O	OMRJXKSFEFXKBU	454.385	C7H12O5	176.068475	-1.9131	-0.389	5	3	94.83	-5.6177
G4	C(C(CCC(CO)(CO)O)=O)=O	PQSPWSBYHMIZOT	68.5152	C7H12O5	176.068475	-1.8918	-0.12	5	3	94.83	-8.8391
G4	C(CO)(CCC(C(CO)O)O)=O	UEYWMNQBASBJSR	450.577	C7H14O5	178.084125	-1.7008	-0.174	5	4	97.99	-4.6393
G4	C(CO)(CCC(CO)(CO)O)=O	BMUUMHPHIIPMBZ	63.1225	C7H14O5	178.084125	-1.6795	0.095	5	4	97.99	-4.7119
G4	C(C(C(C(CO)O)O)CC=O)=O	WGSABKZNXVXKLU	31.1718	C7H12O5	176.068475	-2.2352	-0.335	5	3	94.83	-4.0329
G4	C(C(C(CO)(CO)O)CC=O)=O	HTNFRKAWQGFJRP	973.062	C7H12O5	176.068475	-2.2139	-0.066	5	3	94.83	-5.0075
G4	C(C(CO)=O)(CC(CO)CO)=O	QWNGRTJWHMXSCO	42.8842	C7H12O5	176.068475	-1.873	-0.007	5	3	94.83	-9.0704
G4	C(CC(CO)C(C(CO)=O)O)=O	ULHBKJLPBJRRDC	55.756	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-3.8434
G4	C(CCCO)(C(C(CO)=O)O)=O	KLACYBGTYUVNDS	58.2426	C7H12O5	176.068475	-1.732	-0.225	5	3	94.83	-4.0096
G4	C(CO)(CC(CO)C(CO)O)=O	VNSJHEDPRJXUNC	44.9056	C7H14O5	178.084125	-1.8418	0.044	5	4	97.99	-2.4158
G4	C(C(CO)O)(CC(CO)CO)=O	CVXKNFOITIHRNO	43.9019	C7H14O5	178.084125	-1.8418	0.044	5	4	97.99	-4.0483
G4	C(C(C(CO)O)O)(CCCO)=O	AWRMUPLXULRTAR	52.8048	C7H14O5	178.084125	-1.7008	-0.174	5	4	97.99	-5.2248
G4	C(CC(CO)C(C(CO)O)O)=O	PIFZVEQTVZPVEY	42.9747	C7H14O5	178.084125	-2.0229	-0.12	5	4	97.99	-5.9089
G4	C1(CC(CO)C(C1(CO)O)O)=O	GSRTXPVGKKYLAT	70.517	C7H12O5	176.068475	-1.9887	0.011	5	4	97.99	-2.2483
G4	C1(C(C(C(CO)C1CO)O)O)=O	YLKVZNFHZIXVEF	44.5992	C7H12O5	176.068475	-2.0174	-0.04	5	4	97.99	0.13901
G4	C1(C(C(C(C1CCO)O)O)O)=O	QOWYGDKRPOQKMU	56.0969	C7H12O5	176.068475	-1.7577	-0.258	5	4	97.99	-1.069
G4	C(C1C(C(C(C1CO)O)O)O)=O	RRSVGPDLCIAZJL	60.509	C7H12O5	176.068475	-2.3734	-0.204	5	4	97.99	-3.2144
G4	C1(CC(CO)C(C(CO)O)O1)=O	LGJKEPZXUYSVHT	30.6104	C7H12O5	176.068475	-1.847	-0.368	5	3	86.99	-5.3305
G4	C1(CC(CO)C(C(CO)O1)O)=O	PPMLDIIFIVPJGT	74126.2	C7H12O5	176.068475	-1.7897	-0.368	5	3	86.99	-4.3887
G4	C1(C(O)OC(CO)C(CO)C1)=O	NWZQKDFPAMWJSW	49.4886	C7H12O5	176.068475	-1.4303	-0.251	5	3	86.99	-2.8064
G4	C1(C(CO)OC(C(CO)C1)O)=O	OQCMLYGSWQWZST	411.212	C7H12O5	176.068475	-1.4303	-0.251	5	3	86.99	-2.4995
G4	C1(CC(CO)C(C(CO1)O)O)=O	KHNHZLUUSTYPPZ	44.8848	C7H12O5	176.068475	-1.6978	-0.368	5	3	86.99	-7.3931
G4	C1(C(O)OCC(C(CO)C1)O)=O	OUWBZXAALAZOCC	49.0153	C7H12O5	176.068475	-1.3384	-0.251	5	3	86.99	-2.4105
G4	C1(C(C(O)OCC(CO)C1)O)=O	LOFUEDLHAKLESJ	42.3836	C7H12O5	176.068475	-1.3384	-0.251	5	3	86.99	-2.3177
G4	C1(C(COC(C(CO)C1)O)O)=O	UKRJCSJZXUFCFO	19.2465	C7H12O5	176.068475	-1.3384	-0.251	5	3	86.99	-2.3369
G4	C1(COC(C(C(CO)C1)O)O)=O	DOQQYAWQZRTSPZ	38.0505	C7H12O5	176.068475	-1.3384	-0.251	5	3	86.99	-2.0044
G4	C(CO)(CCC(C(CO)=O)O)=O	KSGTZYVMHUFBIJ	66.4446	C7H12O5	176.068475	-1.732	-0.225	5	3	94.83	-2.1454
G4	C(C(CO)(CCC(CO)=O)O)=O	BNOJWLZUPCFLSH	633.665	C7H12O5	176.068475	-1.8918	-0.12	5	3	94.83	-6.5751
G4	C(C(C(CCC(CO)=O)O)O)=O	ZSHFPBWUGHURON	61.6388	C7H12O5	176.068475	-1.9131	-0.389	5	3	94.83	-6.8447
G4	C(CO)(C(C(CO)O)CC=O)=O	RTDIDHRVJCEOSL	31.2057	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-1.1771
G4	C(CO)(CCC(CO)O)=O	JAXOYZWSTKFKML	39.3925	C6H12O4	148.07356	-1.1334	-0.303	4	3	77.76	-4.7325
G4	C(C(CC(CO)C(CO)O)=O)=O	NGDHGJVBHBPYMJ	50.7402	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-6.5135
G4	C(C(C(C=O)O)O)(CCCO)=O	NUBCGCJCCDOFQK	54.8638	C7H12O5	176.068475	-1.9131	-0.389	5	3	94.83	-7.3958
G4	C(C(C(CO)CC(CO)=O)O)=O	NXKPICFFCKMNSP	39.2585	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-4.6315
G4	C(CC(CO)C(C(C=O)O)O)=O	GNRYPAWFYPRGPV	43.9647	C7H12O5	176.068475	-2.2352	-0.335	5	3	94.83	-6.0008
G5	C1(C(C2(C(C1C(C2)O)O)O)O)=O	GILZLRYCLWVRBJ	486.602	C7H10O5	174.052825	-2.1327	-0.291	5	4	97.99	1.1669
G5	C1(C(C2C(C1C(C2O)O)O)O)=O	ZRGFOMLLEPZMQI	87.3381	C7H10O5	174.052825	-2.1614	-0.342	5	4	97.99	-0.040495
G5	C1(CC2(C(C1(C(C2)O)O)O)O)=O	RZHXQGFNMAVZKR	87.8638	C7H10O5	174.052825	-2.104	-0.24	5	4	97.99	1.3529
G5	C1(CC(C(CO)C1(CO)O)O)=O	BKDLRFMYGPHOEB	47.8935	C7H12O5	176.068475	-1.9887	0.011	5	4	97.99	1.6764
G5	C1(C(C(C(CO)C1(C)O)O)O)=O	ZIMIGCWBQIBCAO	474.562	C7H12O5	176.068475	-1.9141	-0.097	5	4	97.99	1.3724
G5	C1(CC(C(CO)C1(C)O)O)=O	OVDYBLXILFKUDQ	374.005	C7H12O4	160.07356	-1.062	-0.496	4	3	77.76	2.4261
G5	C1(CC(C(CO)C(C1)O)O)=O	MJZWAHVBZYNGNB	42.7108	C7H12O4	160.07356	-1.018	-0.657	4	3	77.76	0.7225
G5	C1(C(C(C(C1O)O)C(C)O)O)=O	BZNNDJKSFMVVFY	69.6262	C7H12O5	176.068475	-1.8528	-0.366	5	4	97.99	-0.76782
G5	C(C1(C(C(C(C1)=O)(C)O)O)O)=O	CLJHEXKVXUKEIU	81.9986	C7H10O5	174.052825	-2.0977	-0.261	5	3	94.83	-0.42431
G5	C1(CC(C(C(C1(C)O)O)=O)O)=O	CMTVNDMCJHYOET	425.643	C7H10O5	174.052825	-1.6231	-0.366	5	3	94.83	3.6142
G5	C(C)(C1(CC(C(C1O)=O)O)O)=O	MFTLMYMODLKFLM	82.2073	C7H10O5	174.052825	-1.8553	-0.366	5	3	94.83	1.9986
G5	C(C1C(C)(C(C(C1O)=O)O)O)=O	WRZQLQIZLKGHNS	414.794	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	0.24133
G5	C(C1(C(C(CC(C1)=O)O)O)O)=O	KQVAVONICFCINS	48.3199	C7H10O5	174.052825	-2.0537	-0.422	5	3	94.83	-2.1234
G5	C1(CC(C(C(C(C1)O)O)=O)O)=O	HKVSIQDNRWLOKF	51.2747	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	1.4052
G5	C(C)(C1C(C(C(C1O)=O)O)O)=O	YFQPZSGRMUJTDV	373.061	C7H10O5	174.052825	-1.884	-0.417	5	3	94.83	0.27373
G5	C(C1C(CC(C1(CO)O)O)=O)=O	DCXMGIGYGTXUKP	18.5416	C7H10O5	174.052825	-2.201	-0.204	5	3	94.83	-0.91465
G5	C(CC1(CC(C(C1O)=O)O)O)=O	HCDCCKMYTDFXDH	77.7108	C7H10O5	174.052825	-1.9413	-0.422	5	3	94.83	-0.83127
G5	C1(C(C(C=C)(C(C1O)O)O)O)=O	OZZLKQAZRUJUMC	128.12	C7H10O5	174.052825	-1.8399	-0.254	5	4	97.99	-3.5509
G5	C(C1C(C(C(C1(C)O)=O)O)O)=O	FHMYUZSWTSQIGG	423.899	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	-0.71276
G5	C1(C(C(C(CC(C1)O)O)O)=O)=O	FZRCODZLFTVUOJ	715.537	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-4.0203
G5	C1(C2C(CC(C1C(O2)O)O)O)=O	XAUAASUNHBOTOP	21.3578	C7H10O5	174.052825	-1.5743	-0.553	5	3	86.99	1.1005
G5	C(C1(CC(C(C1)=O)(C)O)O)(O)=O	LEGSAICWVCQJJB	39.1446	C7H10O5	174.052825	-1.3829	-0.427	5	3	94.83	2.0897
G5	C(C1(CC(CC(C1)=O)O)O)(O)=O	UAGUDKTWQNPLQL	648.26	C7H10O5	174.052825	-1.3389	-0.588	5	3	94.83	1.1698
G5	C1C(C(C(C(O)=O)=O)C(C=1)O)O	RSARAQYKPQUGGH	-4.93791	C7H8O5	172.037175	-1.8752	-0.411	5	3	94.83	-7.0828
G5	C(C1C(C(C)(C(C1O)O)O)O)=O	LAAYMDMAHPVLIK	76.2847	C7H12O5	176.068475	-2.2701	-0.261	5	4	97.99	-0.64611
G5	C1(C(CC(C(C(C1)O)O)O)O)=O	KHQKDDOTTORSAM	63.7288	C7H12O5	176.068475	-1.7228	-0.476	5	4	97.99	1.3459
G5	C1(C(CC(C1C(CO)O)O)O)=O	GZMKSHDWKPQAQK	81.2792	C7H12O5	176.068475	-1.9274	-0.258	5	4	97.99	0.68902
G5	C1(C(C(C(C1)O)C(CO)O)O)=O	MBTQRXJLDNMBFI	47.5449	C7H12O5	176.068475	-1.9274	-0.258	5	4	97.99	1.1646
G5	C1(C(C(C(C1C(C)=O)O)O)O)=O	ZDCSJVUDKWIAKW	368.592	C7H10O5	174.052825	-1.884	-0.417	5	3	94.83	-0.27341
G5	C1(CC(C(C(C(C1)=O)O)O)O)=O	DDEJCUXDHXVKHF	38.7944	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-5.0418
G5	C1(CC(C(C(C=O)O)(C1)O)O)=O	GRBYMMHQEPFVEV	61.0604	C7H10O5	174.052825	-2.111	-0.422	5	3	94.83	-1.0423
G5	C1(CC(C(C1C(CO)O)=O)O)=O	DBRLYQQRTMHFMW	27.1403	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	1.6058
G5	C1(C(C(CO)O)C(C(C1)=O)O)=O	HPRFALBJSURWHV	22.9603	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	-5.0733
G5	C1(C(CC(C(C(C1)O)O)O)=O)=O	BFYABOYATFBNSF	63.6976	C7H10O5	174.052825	-1.5791	-0.527	5	3	94.83	-4.4032
G5	C1(C(C(C(C1)O)O)(CC=O)O)=O	CSAMFIZERKFHIV	55.3792	C7H10O5	174.052825	-1.9413	-0.422	5	3	94.83	-0.42527
G5	C1(C(CC(C1)O)(C(C=O)O)O)=O	QCUAVHXSICSPOA	57.2574	C7H10O5	174.052825	-2.111	-0.422	5	3	94.83	-0.28638
G5	C(C1C(C(C)(C(C1O)O)O)=O)=O	LYJWJKGFYQVNKY	43.8647	C7H10O5	174.052825	-2.1264	-0.312	5	3	94.83	-0.032789
G5	C1(C(CC(C1C(CO)O)O)=O)=O	UGYXIMZLUCVVTH	51.5348	C7H10O5	174.052825	-1.7837	-0.309	5	3	94.83	-4.4301
