Generation	Smiles	Inchi	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G2	C1(C(O)OC(C(CO)O)C1)=O	CTMYXQCRPPOKCU	47.5371	C6H10O5	162.052825	-1.6823	-0.199	5	3	86.99	-0.46531
G2	C1(C(C(CO)O)OC(C1)O)=O	GONGZWHRWCYDTA	26.5492	C6H10O5	162.052825	-1.6823	-0.199	5	3	86.99	0.032236
G2	C(C)(C1C(C(C(O1)O)O)O)=O	VTYZWSTWPSLGHX	380.492	C6H10O5	162.052825	-1.7826	-0.307	5	3	86.99	-1.7788
G2	C(CC1C(C(C(O)O1)O)O)=O	FSEGFALCGGGEPO	71.1674	C6H10O5	162.052825	-1.8686	-0.363	5	3	86.99	-4.3523
G2	C1(CC(C(C(CO)O1)O)O)=O	DBXNZGWNBVNDSO	60.967	C6H10O5	162.052825	-1.9844	-0.316	5	3	86.99	-0.45805
G2	C1(COC(CO)C(C1O)O)=O	OCLOLUFOLJIQDC	100.459	C6H10O5	162.052825	-2.1266	0.014	5	3	86.99	0.87265
G2	C1(C(O)OC(CO)C(C1)O)=O	UHPMJDGOAZMIID	64.5984	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	1.1869
G2	C1(C(C(CO)OC(C1)O)O)=O	PVKLTCFYNBLGMN	24.544	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	0.87833
G2	C1(C(C(O)OC(CO)C1)O)=O	IOFQXNNENHCUQL	46.5776	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	-2.3613
G2	C1(C(CO)OC(C(C1)O)O)=O	NWAQREDMTHFVFF	445.693	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	1.5058
G2	C1(CC(C(C(CO1)O)O)O)=O	HOHFQGCXQDHZJL	54.3342	C6H10O5	162.052825	-1.8925	-0.316	5	3	86.99	-3.4491
G2	C1(COCC(C(C1O)O)O)=O	DBLLDNNAYQFXMT	107.487	C6H10O5	162.052825	-2.0347	0.014	5	3	86.99	-3.6584
