Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL
G4	C1C2C(C(C(C(O)O2)O1)O)O	LWEKTYPJQXLBJQ	162.05282342	C6H10O5	6	10	5	-1.9745	-0.23	5	3	79.15	-2.0895	5	0.8025629557618232
G4	C1(C(O)OCC(C(C)(C1)O)O)=O	DNEIJCKVGYXFNG	176.068473484	C7H12O5	7	12	5	-1.2351	-0.308	5	3	86.99	1.5376	5	0.2782099211716258
G4	C1(C(COC(C(C1)O)(C)O)O)=O	ZYETZLPNXWBKET	176.068473484	C7H12O5	7	12	5	-1.2688	-0.446	5	3	86.99	3.2568	5	0.2782099211716258
G4	C1(C(COC(C(C)(C1)O)O)O)=O	KBIXWJLJJGHHDT	176.068473484	C7H12O5	7	12	5	-1.2351	-0.308	5	3	86.99	2.8407	5	0.2782099211716258
G4	C1(C(O)OCCC(CO)(C1)O)=O	LJUFJUDECVZJKZ	176.068473484	C7H12O5	7	12	5	-1.3097	-0.2	5	3	86.99	-2.4446	5	0.28047478841383805
G4	C1(C(C(C(C)(O)OCC1)O)O)=O	FQQMKOVMCQQITI	176.068473484	C7H12O5	7	12	5	-1.2688	-0.446	5	3	86.99	2.4428	5	0.2782099211716256
G4	C1(C(C(C(O)OCC1)(C)O)O)=O	ULRBXRCSYCNFQL	176.068473484	C7H12O5	7	12	5	-1.2351	-0.308	5	3	86.99	2.6725	5	0.2782099211716258
G4	C1(C(C(COC(C1)O)(C)O)O)=O	XGGPZVTVSGGVQK	176.068473484	C7H12O5	7	12	5	-1.2351	-0.308	5	3	86.99	3.4256	5	0.2782099211716258
G4	C1(COC(CO)(CC(C1)O)O)=O	WUWOORHIQCHCKA	176.068473484	C7H12O5	7	12	5	-1.3434	-0.338	5	3	86.99	-1.185	5	0.28047478841383827
G4	C1(COC(CC(CO)(C1)O)O)=O	ZSUFPSXYSSXQJT	176.068473484	C7H12O5	7	12	5	-1.3097	-0.2	5	3	86.99	-1.6687	5	0.28047478841383827
G4	C1(COC(C)(C(C(C1)O)O)O)=O	IUTBWYHQWBSXLL	176.068473484	C7H12O5	7	12	5	-1.2688	-0.446	5	3	86.99	3.3884	5	0.278209921171626
G4	C1(C(C(O)OCC(C)(C1)O)O)=O	PVILZOLPQDLHTF	176.068473484	C7H12O5	7	12	5	-1.2351	-0.308	5	3	86.99	2.7394	5	0.2782099211716258
G4	C1(COC(C(C(C)(C1)O)O)O)=O	NPOVVTXKCRSVOG	176.068473484	C7H12O5	7	12	5	-1.2351	-0.308	5	3	86.99	3.6143	5	0.2782099211716258
G4	C1(C(C(C)OC(C(C1)O)O)O)=O	QEJQFGYAPTZNGK	176.068473484	C7H12O5	7	12	5	-1.2084	-0.577	5	3	86.99	2.7674	5	0.2793965994953713
G4	C1(C(CC(CO)(O)OCC1)O)=O	XIODJRNLDZVMBA	176.068473484	C7H12O5	7	12	5	-1.3434	-0.338	5	3	86.99	-1.9467	5	0.2804747884138387
G4	C1(C(C(C(O)OC(C)C1)O)O)=O	VZCKYZAAOIHUOA	176.068473484	C7H12O5	7	12	5	-1.2084	-0.577	5	3	86.99	2.1479	5	0.2793965994953711
G4	C1C(C(CC(C(O)O1)O)O)O	XOKXYHUWYRHVMH	164.068473484	C6H12O5	6	12	5	-1.6768	-0.148	5	4	90.15	-3.1808	5	0.8013928168760989
G4	C1C(CC(C(C(O)O1)O)O)O	TYPPDSLLLXMEQK	164.068473484	C6H12O5	6	12	5	-1.6768	-0.148	5	4	90.15	0.47741	5	0.8013928168760989
G4	C1C2C(C(C(C(O)O1)O2)O)O	ZCQHCHSSUOICDW	162.05282342	C6H10O5	6	10	5	-1.9745	-0.23	5	3	79.15	-4.4651	5	0.8025629557618232
G4	C1(C(CO)(CC(CO)O1)O)=O	KMUZIMNQBZNRHZ	162.05282342	C6H10O5	6	10	5	-2.103	-0.047	5	3	86.99	-3.24	5	0.6660263045110094
G4	C1(C(C(CO)(CO1)O)O)=O	MTSAHRPUAGVYCZ	148.037173356	C5H8O5	5	8	5	-2.3531	0.223	5	3	86.99	-3.6098	5	1.0446747294762646
G4	C1(C(C(C(CO)O1)O)O)=O	CUOKHACJLGPRHD	148.037173356	C5H8O5	5	8	5	-2.3264	-0.046	5	3	86.99	-6.6215	5	1.04586140780001
G4	C1(C(C(C)(C(CO)O1)O)O)=O	LBLAGMMSLXXNIG	162.05282342	C6H10O5	6	10	5	-2.0284	-0.155	5	3	86.99	-2.3872	5	0.6637614372687971
G4	C1(C(C(CO1)(CCO)O)O)=O	ZDYOYIKNOOUBKN	162.05282342	C6H10O5	6	10	5	-1.8987	-0.047	5	3	86.99	-4.8826	5	0.6660263045110094
G4	C1(C(CO)(CC(CO1)O)O)=O	FHGQENPKXGEJRE	162.05282342	C6H10O5	6	10	5	-2.0111	-0.047	5	3	86.99	-1.3805	5	0.6625747589450514
G4	C1(C(C(C(CO1)O)O)O)=O	XXBSUZSONOQQGK	148.037173356	C5H8O5	5	8	5	-2.2345	-0.046	5	3	86.99	-8.4355	5	1.0424098622340519
G4	C1(C(C(C)(C(CO1)O)O)O)=O	YXCCMKZTRRIHFG	162.05282342	C6H10O5	6	10	5	-1.9365	-0.155	5	3	86.99	-3.5109	5	0.6603098917028392
G4	C1(C(C(CO)(CCO1)O)O)=O	QLNCLRAAXIKYGA	162.05282342	C6H10O5	6	10	5	-2.0111	-0.047	5	3	86.99	-6.6131	5	0.6625747589450514
G4	C1(C(C(C(CCO1)O)O)O)=O	RICOEXUMUYXQJB	162.05282342	C6H10O5	6	10	5	-1.8925	-0.316	5	3	86.99	-3.3985	5	0.6603098917028387
G4	C1(C(C(C(C(C=O)O)C1)O)O)=O	ONHBCNURCHMTEZ	174.05282342	C7H10O5	7	10	5	-2.1397	-0.473	5	3	94.83	-1.7987	5	0.705699771238045
G4	C1(C(C(C(CC1)O)O)O)=O	DPLYFDISYFWXOA	146.0579088	C6H10O4	6	10	4	-1.2127	-0.605	4	3	77.76	-1.4406	4	0.4575890700261186
G4	C(C1(C(CCC(C1O)=O)O)O)=O	MPLBDLDUVMBZNF	174.05282342	C7H10O5	7	10	5	-2.0537	-0.422	5	3	94.83	-3.5858	5	0.5953730091397634
G4	C1(C(C(CC1)O)(C(C=O)O)O)=O	USVLIPSFBYLABN	174.05282342	C7H10O5	7	10	5	-2.111	-0.422	5	3	94.83	-3.66	5	0.5988245547057215
G4	C1(C(C(C(C(CO)C1)O)O)O)=O	ACVTTWBZLGNMCH	176.068473484	C7H12O5	7	12	5	-1.8701	-0.258	5	4	97.99	-2.3971	5	0.8421444725216013
G4	C(C(C)(CCC(CO)=O)O)(O)=O	LREFGHMOLAUHCG	176.068473484	C7H12O5	7	12	5	-1.1024	-0.394	5	3	94.83	-1.6764	5	-0.2663503698968157
G4	C(C(CCCC(CO)=O)O)(O)=O	ABEQDUJPRQSUTM	176.068473484	C7H12O5	7	12	5	-1.0286	-0.555	5	3	94.83	-8.5754	5	-0.2628988243308577
G4	C(C(CCC(C(CO)O)O)=O)=O	OMRJXKSFEFXKBU	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-5.6177	5	0.41565867466583156
G4	C(C(CCC(CO)(CO)O)=O)=O	PQSPWSBYHMIZOT	176.068473484	C7H12O5	7	12	5	-1.8918	-0.12	5	3	94.83	-8.8391	5	0.41447199634208604
G4	C(CO)(CCC(C(CO)O)O)=O	UEYWMNQBASBJSR	178.084123548	C7H14O5	7	14	5	-1.7008	-0.174	5	4	97.99	-4.6393	5	0.5555549215153456
G4	C(CO)(CCC(CO)(CO)O)=O	BMUUMHPHIIPMBZ	178.084123548	C7H14O5	7	14	5	-1.6795	0.095	5	4	97.99	-4.7119	5	0.5543682431916003
G4	C(C(C(C(CO)O)O)CC=O)=O	WGSABKZNXVXKLU	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-4.0329	5	0.5225338911981549
G4	C(C(C(CO)(CO)O)CC=O)=O	HTNFRKAWQGFJRP	176.068473484	C7H12O5	7	12	5	-2.2139	-0.066	5	3	94.83	-5.0075	5	0.5213472128744098
G4	C(C(CO)=O)(CC(CO)CO)=O	QWNGRTJWHMXSCO	176.068473484	C7H12O5	7	12	5	-1.873	-0.007	5	3	94.83	-9.0704	5	0.5201605345506642
G4	C(CC(CO)C(C(CO)=O)O)=O	ULHBKJLPBJRRDC	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-3.8434	5	0.5213472128744098
G4	C(CCCO)(C(C(CO)=O)O)=O	KLACYBGTYUVNDS	176.068473484	C7H12O5	7	12	5	-1.732	-0.225	5	3	94.83	-4.0096	5	0.41447199634208604
G4	C(CO)(CC(CO)C(CO)O)=O	VNSJHEDPRJXUNC	178.084123548	C7H14O5	7	14	5	-1.8418	0.044	5	4	97.99	-2.4158	5	0.6612434597239246
G4	C(C(CO)O)(CC(CO)CO)=O	CVXKNFOITIHRNO	178.084123548	C7H14O5	7	14	5	-1.8418	0.044	5	4	97.99	-4.0483	5	0.6612434597239231
G4	C(C(C(CO)O)O)(CCCO)=O	AWRMUPLXULRTAR	178.084123548	C7H14O5	7	14	5	-1.7008	-0.174	5	4	97.99	-5.2248	5	0.5555549215153458
G4	C(CC(CO)C(C(CO)O)O)=O	PIFZVEQTVZPVEY	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-5.9089	5	0.6624301380476697
G4	C1(CC(CO)C(C1(CO)O)O)=O	GSRTXPVGKKYLAT	176.068473484	C7H12O5	7	12	5	-1.9887	0.011	5	4	97.99	-2.2483	5	0.8444093397638143
G4	C1(C(C(C(CO)C1CO)O)O)=O	YLKVZNFHZIXVEF	176.068473484	C7H12O5	7	12	5	-2.0174	-0.04	5	4	97.99	0.13901	5	0.9512845562961373
G4	C1(C(C(C(C1CCO)O)O)O)=O	QOWYGDKRPOQKMU	176.068473484	C7H12O5	7	12	5	-1.7577	-0.258	5	4	97.99	-1.069	5	0.8455960180875594
G4	C(C1C(C(C(C1CO)O)O)O)=O	RRSVGPDLCIAZJL	176.068473484	C7H12O5	7	12	5	-2.3734	-0.204	5	4	97.99	-3.2144	5	0.9524712346198828
G4	C1(CC(CO)C(C(CO)O)O1)=O	LGJKEPZXUYSVHT	176.068473484	C7H12O5	7	12	5	-1.847	-0.368	5	3	86.99	-5.3305	5	0.3942530960780784
G4	C1(CC(CO)C(C(CO)O1)O)=O	PPMLDIIFIVPJGT	176.068473484	C7H12O5	7	12	5	-1.7897	-0.368	5	3	86.99	-4.3887	5	0.3908015505121204
G4	C1(C(O)OC(CO)C(CO)C1)=O	NWZQKDFPAMWJSW	176.068473484	C7H12O5	7	12	5	-1.4303	-0.251	5	3	86.99	-2.8064	5	0.3908015505121206
G4	C1(C(CO)OC(C(CO)C1)O)=O	OQCMLYGSWQWZST	176.068473484	C7H12O5	7	12	5	-1.4303	-0.251	5	3	86.99	-2.4995	5	0.3908015505121204
G4	C1(CC(CO)C(C(CO1)O)O)=O	KHNHZLUUSTYPPZ	176.068473484	C7H12O5	7	12	5	-1.6978	-0.368	5	3	86.99	-7.3931	5	0.3873500049461624
G4	C1(C(O)OCC(C(CO)C1)O)=O	OUWBZXAALAZOCC	176.068473484	C7H12O5	7	12	5	-1.3384	-0.251	5	3	86.99	-2.4105	5	0.3873500049461624
G4	C1(C(C(O)OCC(CO)C1)O)=O	LOFUEDLHAKLESJ	176.068473484	C7H12O5	7	12	5	-1.3384	-0.251	5	3	86.99	-2.3177	5	0.3873500049461622
G4	C1(C(COC(C(CO)C1)O)O)=O	UKRJCSJZXUFCFO	176.068473484	C7H12O5	7	12	5	-1.3384	-0.251	5	3	86.99	-2.3369	5	0.38735000494616195
G4	C1(COC(C(C(CO)C1)O)O)=O	DOQQYAWQZRTSPZ	176.068473484	C7H12O5	7	12	5	-1.3384	-0.251	5	3	86.99	-2.0044	5	0.3873500049461622
G4	C(CO)(CCC(C(CO)=O)O)=O	KSGTZYVMHUFBIJ	176.068473484	C7H12O5	7	12	5	-1.732	-0.225	5	3	94.83	-2.1454	5	0.41447199634208604
G4	C(C(CO)(CCC(CO)=O)O)=O	BNOJWLZUPCFLSH	176.068473484	C7H12O5	7	12	5	-1.8918	-0.12	5	3	94.83	-6.5751	5	0.4144719963420858
G4	C(C(C(CCC(CO)=O)O)O)=O	ZSHFPBWUGHURON	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-6.8447	5	0.41565867466583134
G4	C(CO)(C(C(CO)O)CC=O)=O	RTDIDHRVJCEOSL	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-1.1771	5	0.5213472128744095
G4	C(CO)(CCC(CO)O)=O	JAXOYZWSTKFKML	148.073558864	C6H12O4	6	12	4	-1.1334	-0.303	4	3	77.76	-4.7325	4	0.27668805722844103
G4	C(C(CC(CO)C(CO)O)=O)=O	NGDHGJVBHBPYMJ	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-6.5135	5	0.5213472128744098
G4	C(C(C(C=O)O)O)(CCCO)=O	NUBCGCJCCDOFQK	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-7.3958	5	0.41565867466583156
G4	C(C(C(CO)CC(CO)=O)O)=O	NXKPICFFCKMNSP	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-4.6315	5	0.5213472128744098
G4	C(CC(CO)C(C(C=O)O)O)=O	GNRYPAWFYPRGPV	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-6.0008	5	0.5225338911981551
G5	C1(C(C2(C(C1C(C2)O)O)O)O)=O	GILZLRYCLWVRBJ	174.05282342	C7H10O5	7	10	5	-2.1327	-0.291	5	4	97.99	1.1669	5	1.0356649892593655
G5	C1(C(C2C(C1C(C2O)O)O)O)=O	ZRGFOMLLEPZMQI	174.05282342	C7H10O5	7	10	5	-2.1614	-0.342	5	4	97.99	-0.040495	5	1.1425402057916887
G5	C1(CC2(C(C1(C(C2)O)O)O)O)=O	RZHXQGFNMAVZKR	174.05282342	C7H10O5	7	10	5	-2.104	-0.24	5	4	97.99	1.3529	5	0.9287897727270422
G5	C1(CC(C(CO)C1(CO)O)O)=O	BKDLRFMYGPHOEB	176.068473484	C7H12O5	7	12	5	-1.9887	0.011	5	4	97.99	1.6764	5	0.8444093397638136
G5	C1(C(C(C(CO)C1(C)O)O)O)=O	ZIMIGCWBQIBCAO	176.068473484	C7H12O5	7	12	5	-1.9141	-0.097	5	4	97.99	1.3724	5	0.8421444725216013
G5	C1(CC(C(CO)C1(C)O)O)=O	OVDYBLXILFKUDQ	160.073558864	C7H12O4	7	12	4	-1.062	-0.496	4	3	77.76	2.4261	4	0.18462918326944128
G5	C1(CC(C(CO)C(C1)O)O)=O	MJZWAHVBZYNGNB	160.073558864	C7H12O4	7	12	4	-1.018	-0.657	4	3	77.76	0.7225	4	0.18462918326944128
G5	C1(C(C(C(C1O)O)C(C)O)O)=O	BZNNDJKSFMVVFY	176.068473484	C7H12O5	7	12	5	-1.8528	-0.366	5	4	97.99	-0.76782	5	0.8433311508453468
G5	C(C1(C(C(C(C1)=O)(C)O)O)O)=O	CLJHEXKVXUKEIU	174.05282342	C7H10O5	7	10	5	-2.0977	-0.261	5	3	94.83	-0.42431	5	0.5953730091397634
G5	C1(CC(C(C(C1(C)O)O)=O)O)=O	CMTVNDMCJHYOET	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	3.6142	5	0.5919214635738055
G5	C(C)(C1(CC(C(C1O)=O)O)O)=O	MFTLMYMODLKFLM	174.05282342	C7H10O5	7	10	5	-1.8553	-0.366	5	3	94.83	1.9986	5	0.5953730091397634
G5	C(C1C(C)(C(C(C1O)=O)O)O)=O	WRZQLQIZLKGHNS	174.05282342	C7H10O5	7	10	5	-2.1264	-0.312	5	3	94.83	0.24133	5	0.7022482256720869
G5	C(C1(C(C(CC(C1)=O)O)O)O)=O	KQVAVONICFCINS	174.05282342	C7H10O5	7	10	5	-2.0537	-0.422	5	3	94.83	-2.1234	5	0.5953730091397632
G5	C1(CC(C(C(C(C1)O)O)=O)O)=O	HKVSIQDNRWLOKF	174.05282342	C7H10O5	7	10	5	-1.5791	-0.527	5	3	94.83	1.4052	5	0.5919214635738055
G5	C(C)(C1C(C(C(C1O)=O)O)O)=O	YFQPZSGRMUJTDV	174.05282342	C7H10O5	7	10	5	-1.884	-0.417	5	3	94.83	0.27373	5	0.7022482256720869
G5	C(C1C(CC(C1(CO)O)O)=O)=O	DCXMGIGYGTXUKP	174.05282342	C7H10O5	7	10	5	-2.201	-0.204	5	3	94.83	-0.91465	5	0.7045130929142996
G5	C(CC1(CC(C(C1O)=O)O)O)=O	HCDCCKMYTDFXDH	174.05282342	C7H10O5	7	10	5	-1.9413	-0.422	5	3	94.83	-0.83127	5	0.5988245547057215
G5	C1(C(C(C=C)(C(C1O)O)O)O)=O	OZZLKQAZRUJUMC	174.05282342	C7H10O5	7	10	5	-1.8399	-0.254	5	4	97.99	-3.5509	5	0.9159244913415002
G5	C(C1C(C(C(C1(C)O)=O)O)O)=O	FHMYUZSWTSQIGG	174.05282342	C7H10O5	7	10	5	-2.1264	-0.312	5	3	94.83	-0.71276	5	0.7022482256720869
G5	C1(C(C(C(CC(C1)O)O)O)=O)=O	FZRCODZLFTVUOJ	174.05282342	C7H10O5	7	10	5	-1.5791	-0.527	5	3	94.83	-4.0203	5	0.5919214635738055
G5	C1(C2C(CC(C1C(O2)O)O)O)=O	XAUAASUNHBOTOP	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.1005	5	0.5820572000076716
G5	C(C1(CC(C(C1)=O)(C)O)O)(O)=O	LEGSAICWVCQJJB	174.05282342	C7H10O5	7	10	5	-1.3829	-0.427	5	3	94.83	2.0897	5	-0.08318448985692545
G5	C(C1(CC(CC(C1)=O)O)O)(O)=O	UAGUDKTWQNPLQL	174.05282342	C7H10O5	7	10	5	-1.3389	-0.588	5	3	94.83	1.1698	5	-0.08318448985692567
G5	C1C(C(C(C(O)=O)=O)C(C=1)O)O	RSARAQYKPQUGGH	172.037173356	C7H8O5	7	8	5	-1.8752	-0.411	5	3	94.83	-7.0828	5	0.20661082926983265
G5	C(C1C(C(C)(C(C1O)O)O)O)=O	LAAYMDMAHPVLIK	176.068473484	C7H12O5	7	12	5	-2.2701	-0.261	5	4	97.99	-0.64611	5	0.8433311508453468
G5	C1(C(CC(C(C(C1)O)O)O)O)=O	KHQKDDOTTORSAM	176.068473484	C7H12O5	7	12	5	-1.7228	-0.476	5	4	97.99	1.3459	5	0.7330043887470654
G5	C1(C(CC(C1C(CO)O)O)O)=O	GZMKSHDWKPQAQK	176.068473484	C7H12O5	7	12	5	-1.9274	-0.258	5	4	97.99	0.68902	5	0.8455960180875596
G5	C1(C(C(C(C1)O)C(CO)O)O)=O	MBTQRXJLDNMBFI	176.068473484	C7H12O5	7	12	5	-1.9274	-0.258	5	4	97.99	1.1646	5	0.8455960180875594
G5	C1(C(C(C(C1C(C)=O)O)O)O)=O	ZDCSJVUDKWIAKW	174.05282342	C7H10O5	7	10	5	-1.884	-0.417	5	3	94.83	-0.27341	5	0.7022482256720869
G5	C1(CC(C(C(C(C1)=O)O)O)O)=O	DDEJCUXDHXVKHF	174.05282342	C7H10O5	7	10	5	-1.5791	-0.527	5	3	94.83	-5.0418	5	0.5919214635738055
G5	C1(CC(C(C(C=O)O)(C1)O)O)=O	GRBYMMHQEPFVEV	174.05282342	C7H10O5	7	10	5	-2.111	-0.422	5	3	94.83	-1.0423	5	0.5988245547057215
G5	C1(CC(C(C1C(CO)O)=O)O)=O	DBRLYQQRTMHFMW	174.05282342	C7H10O5	7	10	5	-1.7837	-0.309	5	3	94.83	1.6058	5	0.7045130929142996
G5	C1(C(C(CO)O)C(C(C1)=O)O)=O	HPRFALBJSURWHV	174.05282342	C7H10O5	7	10	5	-1.7837	-0.309	5	3	94.83	-5.0733	5	0.7045130929142996
G5	C1(C(CC(C(C(C1)O)O)O)=O)=O	BFYABOYATFBNSF	174.05282342	C7H10O5	7	10	5	-1.5791	-0.527	5	3	94.83	-4.4032	5	0.5919214635738055
G5	C1(C(C(C(C1)O)O)(CC=O)O)=O	CSAMFIZERKFHIV	174.05282342	C7H10O5	7	10	5	-1.9413	-0.422	5	3	94.83	-0.42527	5	0.5988245547057219
G5	C1(C(CC(C1)O)(C(C=O)O)O)=O	QCUAVHXSICSPOA	174.05282342	C7H10O5	7	10	5	-2.111	-0.422	5	3	94.83	-0.28638	5	0.5988245547057215
G5	C(C1C(C(C)(C(C1O)O)O)=O)=O	LYJWJKGFYQVNKY	174.05282342	C7H10O5	7	10	5	-2.1264	-0.312	5	3	94.83	-0.032789	5	0.7022482256720869
G5	C1(C(CC(C1C(CO)O)O)=O)=O	UGYXIMZLUCVVTH	174.05282342	C7H10O5	7	10	5	-1.7837	-0.309	5	3	94.83	-4.4301	5	0.7045130929142996
G5	C1(CC(C(C1(C)O)O)O)=O	RHIGGWAMURQZDG	146.0579088	C6H10O4	6	10	4	-1.2567	-0.444	4	3	77.76	3.1833	4	0.4575890700261186
G5	C1(CC(C(C(C1)O)O)O)=O	JMTANYRFNSCNNF	146.0579088	C6H10O4	6	10	4	-1.2127	-0.605	4	3	77.76	0.76944	4	0.4575890700261186
G5	C1C(C(C(C(C(C=1)=O)O)O)O)O	ATKOVDPIDXABCZ	174.05282342	C7H10O5	7	10	5	-1.9982	-0.248	5	4	97.99	1.4257	5	0.9124729457755423
G5	C1(CC(CO)(C(C1(C)O)O)O)=O	XOUWAUUYFPDIJG	176.068473484	C7H12O5	7	12	5	-1.8854	-0.046	5	4	97.99	-0.31189	5	0.7352692559892778
G5	C1(C(C(C)(C(C)(C1O)O)O)O)=O	HIOIXVWJWVJCLQ	176.068473484	C7H12O5	7	12	5	-1.8108	-0.154	5	4	97.99	3.458	5	0.7330043887470654
G5	C1(C(C(C)(CC(C1O)O)O)O)=O	ZFKPIURCVBWBKX	176.068473484	C7H12O5	7	12	5	-1.7668	-0.315	5	4	97.99	3.2188	5	0.7330043887470654
G5	C1(CC(CO)(C(C(C1)O)O)O)=O	IAPZBUHODQYKJZ	176.068473484	C7H12O5	7	12	5	-1.8414	-0.207	5	4	97.99	-1.9731	5	0.7352692559892778
G5	C1(C(C(C=CC(C1O)O)O)O)=O	XBGHXGGWBOIKAT	174.05282342	C7H10O5	7	10	5	-1.9982	-0.248	5	4	97.99	0.36954	5	0.9124729457755423
G5	C1(C(C(C(C1)O)C(C)O)O)=O	UCBJOPKCDXPLNR	160.073558864	C7H12O4	7	12	4	-1.0007	-0.765	4	3	77.76	0.4265	4	0.18581586159318703
G5	C(C1(CC(C(C1O)=O)O)O)=O	IEYLXHIGCCSIMV	160.037173356	C6H8O5	6	8	5	-2.3957	-0.152	5	3	94.83	-1.9995	5	0.9774729796709768
G5	C1(C(C(C(C(C)(C1)O)=O)O)O)=O	DJCMVXGHPQZMMY	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	2.6385	5	0.5919214635738055
G5	C(C1(CC(C(C1O)=O)(C)O)O)=O	VPRQCVRZWHYXBT	174.05282342	C7H10O5	7	10	5	-2.0977	-0.261	5	3	94.83	-0.9427	5	0.5953730091397634
G5	C1(C(C(C(C(C)(C1)O)O)O)=O)=O	NHYFGEBLTIYNCN	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	-2.1089	5	0.5919214635738055
G5	C1(C(C(C(C(C1)O)(C)O)O)=O)=O	ZMSZEDDGWSBLAD	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	-1.9903	5	0.5919214635738055
G5	C(CO)(C1(CC(C(C1)=O)O)O)=O	HKBJHDBSCWHNMM	174.05282342	C7H10O5	7	10	5	-1.9299	-0.258	5	3	94.83	2.512	5	0.597637876381976
G5	C1(C2C(C)(C(C1C(O2)O)O)O)=O	CNLVTKZPPCXCPM	174.05282342	C7H10O5	7	10	5	-1.6183	-0.392	5	3	86.99	2.6084	5	0.5820572000076716
G5	C1(C(C2C(O)OCC2(C1)O)O)=O	WSUXVRAXEUCNAI	174.05282342	C7H10O5	7	10	5	-1.601	-0.284	5	3	86.99	1.6772	5	0.580870521683926
G5	C1(C2C(C(C)(C1C(O2)O)O)O)=O	ZITWVDFLVXNAPO	174.05282342	C7H10O5	7	10	5	-1.6183	-0.392	5	3	86.99	2.6286	5	0.5820572000076716
G5	C1(C(C2C(CC(O)O2)(C1)O)O)=O	WMRBDUGJQDSPHF	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	0.56412	5	0.4751819834753479
G5	C1(CC(C=C)(C(C1O)O)O)=O	AOBUPMJEUOKHEL	158.0579088	C7H10O4	7	10	4	-0.9878	-0.653	4	3	77.76	-2.8501	4	0.2584092020893402
G5	C1(C(C2C(C(CO2)O)(C1)O)O)=O	BWTRBNKZJXYDKE	174.05282342	C7H10O5	7	10	5	-2.0472	-0.289	5	3	86.99	-0.05822	5	0.7329878493090438
G5	C1(C(C2COC(C2(C1)O)O)O)=O	PDERFTHEJVZTHP	174.05282342	C7H10O5	7	10	5	-1.601	-0.284	5	3	86.99	1.3269	5	0.5808705216839258
G5	C1(C(C(C(C(C1)O)CO)O)O)=O	CCIYDRHZDCOOEK	176.068473484	C7H12O5	7	12	5	-1.8701	-0.258	5	4	97.99	1.221	5	0.8421444725216013
G5	C(C1C(C(C(CC1O)O)O)=O)=O	YRTULFSSNUAODY	174.05282342	C7H10O5	7	10	5	-2.0824	-0.473	5	3	94.83	-1.5595	5	0.7022482256720869
G5	C(C1C(CC(C(C1O)O)=O)O)=O	AUPYDEHKCNYTSW	174.05282342	C7H10O5	7	10	5	-2.0824	-0.473	5	3	94.83	-0.88167	5	0.7022482256720869
G5	C1(C(C(CC1O)O)C(C=O)O)=O	HBZQZXJDBVYCMJ	174.05282342	C7H10O5	7	10	5	-2.1397	-0.473	5	3	94.83	-1.3629	5	0.7056997712380456
G5	C1(C(C(C(C(C1)O)O)O)=O)=O	SHFQRUVRUBHHRE	160.037173356	C6H8O5	6	8	5	-1.9211	-0.257	5	3	94.83	-3.915	5	0.9740214341050186
G5	C1(C2C(C(C1C(O2)O)O)O)=O	LQVAXNFACYYZCG	160.037173356	C6H8O5	6	8	5	-1.9163	-0.283	5	3	86.99	-0.0016303	5	0.9641571705388843
G5	C1(C(C(CC(C1CO)O)O)O)=O	GKRHACKDOLYSCH	176.068473484	C7H12O5	7	12	5	-1.8701	-0.258	5	4	97.99	0.7275	5	0.8421444725216015
G5	C1(C(C(CO)C(C1CO)O)O)=O	DADFZPXGJGNTEZ	176.068473484	C7H12O5	7	12	5	-2.0174	-0.04	5	4	97.99	0.066289	5	0.9512845562961375
G5	C(C1C(C(CO)C(C1O)O)O)=O	BSYAGLPXBAPEHU	176.068473484	C7H12O5	7	12	5	-2.3734	-0.204	5	4	97.99	-3.2846	5	0.9524712346198828
G5	C1(C(C(C(C(C1)O)CO)O)=O)=O	JHSZTZZGBSRTAF	174.05282342	C7H10O5	7	10	5	-1.7264	-0.309	5	3	94.83	-4.3198	5	0.7010615473483414
G5	C1(C(C(CC(C1CO)O)O)=O)=O	SRMGGQCFEYUDJH	174.05282342	C7H10O5	7	10	5	-1.7264	-0.309	5	3	94.83	-3.2145	5	0.7010615473483416
