Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL
G5	C(C)(CC(C(CO)(CO)O)O)=O	FPMGMWMKBKCPHF	178.084123548	C7H14O5	7	14	5	-1.7746	-0.013	5	4	97.99	-1.8134	5	0.5521033759493877
G5	C(C1(C(C(CC1)O)O)O)(O)=O	QSARDPHECFRQJI	162.05282342	C6H10O5	6	10	5	-1.8246	-0.267	5	4	97.99	-1.8127	5	0.4399984058475476
G5	C(C1(C=CC(C1)O)O)(O)=O	AHAPBTXOLZXSPF	144.042258736	C6H8O4	6	8	4	-1.2479	-0.438	4	3	77.76	0.48384	4	-0.03804832637613582
G5	C(C(C)(CC(CCO)O)O)(O)=O	YIMWTZCLJKJEEP	178.084123548	C7H14O5	7	14	5	-1.0712	-0.343	5	4	97.99	-0.39167	5	-0.12526744472355586
G5	C(C(C)(CC(O)=O)O)(O)=O	XFTRTWQBIOMVPK	148.037173356	C5H8O5	5	8	5	-1.3078	-0.184	5	3	94.83	1.0303	5	-0.1864243406392487
G5	C(C(C)(CC(C(C)O)O)O)(O)=O	XVLCWOXNQGORRH	178.084123548	C7H14O5	7	14	5	-1.1663	-0.451	5	4	97.99	0.50736	5	-0.12753231196576834
G5	C(C(CC(CC(C)O)O)O)(O)=O	SAMPUDIDABMERN	178.084123548	C7H14O5	7	14	5	-1.0925	-0.612	5	4	97.99	-3.6062	5	-0.12408076639981055
G5	C(C(CC(C(C)=O)(C)O)O)(O)=O	HTEHFJCMAFUOQQ	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	2.1858	5	-0.26861523713902813
G5	C(C(C)(CC(C(C)=O)O)O)(O)=O	UREPCOGKSOYASC	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	1.7413	5	-0.2686152371390278
G5	C(C(C)(CC(C=O)(C)O)O)(O)=O	CAQCDSIKXLNVOF	176.068473484	C7H12O5	7	12	5	-1.3573	-0.397	5	3	94.83	-3.6468	5	-0.26861523713902813
G5	C(C(CC(C(C=C)=O)O)O)(O)=O	WAOSVLFUNIYHMU	174.05282342	C7H10O5	7	10	5	-1.3092	-0.602	5	3	94.83	-5.5804	5	-0.0856951345445934
G5	C(C(C=C)(CC(C(O)=O)O)O)=O	OLIDCEDEEZYFRI	174.05282342	C7H10O5	7	10	5	-1.469	-0.497	5	3	94.83	-7.8624	5	-0.0856951345445934
G5	C(C(CC(C=C)(CO)O)O)(O)=O	DWTLNIYXFVJPJS	176.068473484	C7H12O5	7	12	5	-1.2567	-0.282	5	4	97.99	-7.6932	5	0.05420111230492144
G5	C(C(CC(C=CC=O)O)O)(O)=O	MVDSUZZOXGGYCT	174.05282342	C7H10O5	7	10	5	-1.4619	-0.491	5	3	94.83	-4.1148	5	-0.0856951345445934
G5	C(C(CC(C(C)O)O)O)(O)=O	RJZYGPZBSUBNEJ	164.068473484	C6H12O5	6	12	5	-1.5469	-0.342	5	4	97.99	-0.96616	5	0.2545676585654453
G5	C(C(C)(CCO)O)(O)=O	WPTOKOVIJAZOHE	134.0579088	C5H10O4	5	10	4	-0.9582	-0.202	4	3	77.76	-2.7942	4	-0.025485884045205208
G5	C(C(C=CC=O)(CCO)O)(O)=O	AHOJZHBTLJUABV	174.05282342	C7H10O5	7	10	5	-1.4406	-0.222	5	3	94.83	-5.3198	5	-0.08688181286833893
G5	C(C(C(C=CC=O)CO)O)(O)=O	BZUMTRUSVXLQGK	174.05282342	C7H10O5	7	10	5	-1.6029	-0.273	5	3	94.83	-3.3056	5	0.019993403663984964
G5	C(C(C)(CC(CO)(C)O)O)(O)=O	NVGMYTYKOQWRTG	178.084123548	C7H14O5	7	14	5	-1.145	-0.182	5	4	97.99	-5.4917	5	-0.12871899028951386
G5	C(C(C(C(C)O)C(C)O)O)(O)=O	OKRGWGPBUVSMAL	178.084123548	C7H14O5	7	14	5	-1.3286	-0.502	5	4	97.99	-0.56538	5	-0.020657095433444655
G5	C(C(CO)(CC(C)O)O)(O)=O	ZYALRTCRURASRB	164.068473484	C6H12O5	6	12	5	-1.5256	-0.073	5	4	97.99	-5.9795	5	0.2533809802416995
G5	C(C(C)(CC(C)O)O)(O)=O	KRFBSDVHHAKDTH	148.073558864	C6H12O4	6	12	4	-0.5989	-0.58	4	3	77.76	-2.2097	4	-0.40639917625267313
G5	C(C(C=O)(C=CCO)O)(O)=O	MCDAZYIOYANSRM	160.037173356	C6H8O5	6	8	5	-1.895	0.048	5	3	94.83	-1.4762	5	0.2917666120969167
G5	C(C(C=CCO)O)(O)=O	GJPSTUKDZFMWBP	132.042258736	C5H8O4	5	8	4	-1.1366	-0.135	4	3	77.76	-0.10333	4	0.15398267298327187
G5	C(C(C=C)(CO)O)(O)=O	SLQLBHNBWFDOTA	132.042258736	C5H8O4	5	8	4	-1.1437	-0.141	4	3	77.76	-3.7615	4	0.15398267298327187
G5	C(C(C=C)(C(C)O)O)(O)=O	SLHUNFSEOQKXGY	146.0579088	C6H10O4	6	10	4	-0.7844	-0.519	4	3	77.76	-3.5913	4	-0.2269306192241963
G5	C(C(CO)(C(C=C)O)O)(O)=O	IWXQJXUCDQNRCJ	162.05282342	C6H10O5	6	10	5	-1.7111	-0.012	5	4	97.99	-3.2664	5	0.4328495372701764
G5	C(C(CO)(CCCO)O)(O)=O	BNMMIJZBMSHQRN	164.068473484	C6H12O5	6	12	5	-1.4305	0.035	5	4	97.99	-8.3451	5	0.25564584748391217
G5	C(C(C(CCCO)O)O)(O)=O	FTXNSQHIIFGCHP	164.068473484	C6H12O5	6	12	5	-1.4518	-0.234	5	4	97.99	-5.4746	5	0.2568325258076575
G5	C(C1(C(COCC1)O)O)(O)=O	JORHWTJAIVCJHP	162.05282342	C6H10O5	6	10	5	-1.7945	-0.047	5	3	86.99	-4.4167	5	0.24300980410580458
G5	C(C1(COCCC1O)O)(O)=O	TXCFWCJZUIOGIZ	162.05282342	C6H10O5	6	10	5	-1.7945	-0.047	5	3	86.99	-1.6147	5	0.24300980410580458
G5	C(C(CCC(CO)O)O)(O)=O	XVMILOHDZCZLNU	164.068473484	C6H12O5	6	12	5	-1.4518	-0.234	5	4	97.99	-7.515	5	0.2568325258076577
G5	C(C(C=CCCO)O)(O)=O	IGCLEPUKHBAZHU	146.0579088	C6H10O4	6	10	4	-0.6822	-0.405	4	3	77.76	-3.2775	4	-0.22466575198198382
G5	C(C(C=CCO)(C)O)(O)=O	VFSZDVOTLIJUFM	146.0579088	C6H10O4	6	10	4	-0.756	-0.244	4	3	77.76	2.1039	4	-0.22811729754794183
G5	C(C(C=C)(CCO)O)(O)=O	OIGSEUJUTOEEQE	146.0579088	C6H10O4	6	10	4	-0.6893	-0.411	4	3	77.76	-6.1655	4	-0.22466575198198382
G5	C(C(CC=CCO)O)(O)=O	AZFCNMZQZIHAHH	146.0579088	C6H10O4	6	10	4	-0.6822	-0.405	4	3	77.76	-1.7263	4	-0.22466575198198382
G5	C(CC=CC(C(O)=O)O)(O)=O	YWMZSRJNHFFFFS	160.037173356	C6H8O5	6	8	5	-1.0318	-0.387	5	3	94.83	-1.3008	5	-0.38560420857602684
G5	C(C(C=CC(O)=O)(C)O)(O)=O	HSJUNLLYJDIEJB	160.037173356	C6H8O5	6	8	5	-1.1056	-0.226	5	3	94.83	3.1932	5	-0.38905575414198507
G5	C(C(C=C)(CC(O)=O)O)(O)=O	YNMNLVBQQWQNGY	160.037173356	C6H8O5	6	8	5	-1.0389	-0.393	5	3	94.83	-2.0203	5	-0.38560420857602706
G5	C(C(CC=CC(O)=O)O)(O)=O	WYDUSDFMTJXRBF	160.037173356	C6H8O5	6	8	5	-1.0318	-0.387	5	3	94.83	-0.54975	5	-0.38560420857602684
G5	C(C(C(C)(C(C)O)O)O)(O)=O	NWCMKFOQWSKJMK	164.068473484	C6H12O5	6	12	5	-1.6207	-0.181	5	4	97.99	2.9212	5	0.2511161129994873
G5	C(C(C)C(C(O)=O)(CO)O)=O	CQORCPGFTXAHEH	162.05282342	C6H10O5	6	10	5	-1.8789	-0.07	5	3	94.83	-0.95284	5	0.21917327160076303
G5	C(C(CO)CC(C(O)=O)O)=O	YFHJUJLDNPTJEK	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-7.0095	5	0.22262481716672125
G5	C(C(CO)(C(CO)C)O)(O)=O	JOTAWUDJXNSRNP	164.068473484	C6H12O5	6	12	5	-1.6666	0.145	5	4	97.99	-0.10833	5	0.3590695184502777
G5	C(C(C)(C(CO)CO)O)(O)=O	WJVPGTCUOBMTRW	164.068473484	C6H12O5	6	12	5	-1.6666	0.145	5	4	97.99	0.18766	5	0.3590695184502777
G5	C(C(CO)(CC)O)(O)=O	XABJSTKIMFEUNX	134.0579088	C5H10O4	5	10	4	-0.9582	-0.202	4	3	77.76	1.5148	4	-0.02548588404520532
G5	C(C(CC(C(CO)=O)C)O)(O)=O	KOEACZYWRDSTLZ	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	1.2827	5	-0.15947515336449222
G5	C(C(CC(C(O)=O)O)CCO)=O	MIYLXNWRCDCLJN	176.068473484	C7H12O5	7	12	5	-1.3507	-0.501	5	3	94.83	-5.757	5	-0.1560236077985338
G5	C(C(C)C(C(O)=O)(CCO)O)=O	MBXTZJHNELNSBA	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-3.4416	5	-0.159475153364492
G5	C(C(C)(C(CO)CC=O)O)(O)=O	DBGVBYXZXMKBKH	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-3.324	5	-0.15947515336449222
G5	C(C(C(C)CC(CO)=O)O)(O)=O	KVAYDUZHOLYQRR	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	-1.6901	5	-0.15947515336449222
G5	C(C(C(C)C(C(C)=O)O)O)(O)=O	DAZFYXQGNPFIBK	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	2.086	5	-0.1617400206067047
G5	C(C(C)(C(C)C(C=O)O)O)(O)=O	APBOCYDLIPPXSC	176.068473484	C7H12O5	7	12	5	-1.5196	-0.448	5	3	94.83	1.6196	5	-0.1617400206067047
G5	C(C(C)(C(C)C(CO)O)O)(O)=O	JNPVXNWEBXYCIR	178.084123548	C7H14O5	7	14	5	-1.3073	-0.233	5	4	97.99	3.7277	5	-0.021843773757190182
G5	C(C(CC(C=O)O)(CC)O)(O)=O	RCIJOJULPNDNNE	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-1.9822	5	-0.26516369157307007
G5	C(C(C=CC(C=O)O)(C)O)(O)=O	VYWXUKLVIYYQJS	174.05282342	C7H10O5	7	10	5	-1.5357	-0.33	5	3	94.83	-0.012891	5	-0.08914668011055163
G5	C(C(C)C(CO)C(C(O)=O)O)=O	WVUDEORPOCUSSJ	176.068473484	C7H12O5	7	12	5	-1.5868	-0.391	5	3	94.83	-3.163	5	-0.052599936832167994
G5	C(C(CCO)C(C(O)=O)(C)O)=O	LOIICCOVINTAAM	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-3.2013	5	-0.15947515336449167
G5	C(C(CCO)(C(CO)C)O)(O)=O	LKNUKZQGDXGTFR	178.084123548	C7H14O5	7	14	5	-1.2122	-0.125	5	4	97.99	-2.663	5	-0.01957890651497727
G5	C(C(C)(C(CO)CCO)O)(O)=O	CGTITTIRHVVCCB	178.084123548	C7H14O5	7	14	5	-1.2122	-0.125	5	4	97.99	-2.984	5	-0.01957890651497749
G5	C(C(CCO)(CC)O)(O)=O	NMBWLMFKIVZRJG	148.073558864	C6H12O4	6	12	4	-0.5038	-0.472	4	3	77.76	-0.79925	4	-0.4041343090104603
G5	C(C(C)(C(CO)C)O)(O)=O	FFBWZLYIPPUNDM	148.073558864	C6H12O4	6	12	4	-0.7399	-0.362	4	3	77.76	0.59739	4	-0.30071063804409487
G5	C(C(C)(CCC(C=O)O)O)(O)=O	DOFVTUWWKQMPRB	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-2.5883	5	-0.26516369157306985
G5	C(C(C(CO)O)(CC)O)(O)=O	FDCQMGWWCSQKGN	164.068473484	C6H12O5	6	12	5	-1.5256	-0.073	5	4	97.99	2.0586	5	0.2533809802416995
G5	C(CC(CO)C(C(O)=O)O)=O	OCDKBKZKHPKDLU	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-4.7485	5	0.22262481716672125
G5	C(C(C(C)C(C=O)O)O)(O)=O	CDCJKJOXCKRSRQ	162.05282342	C6H10O5	6	10	5	-1.9002	-0.339	5	3	94.83	-0.27589	5	0.22035994992450855
G5	C(C(C(C)C(CO)O)O)(O)=O	MWFMDTWBIFEDKM	164.068473484	C6H12O5	6	12	5	-1.6879	-0.124	5	4	97.99	1.8376	5	0.3602561967740232
G5	C(C(C(CO)CCO)O)(O)=O	XVRKXJLNIDSUNZ	164.068473484	C6H12O5	6	12	5	-1.5928	-0.016	5	4	97.99	-4.4085	5	0.36252106401623563
G5	C(C(C(CO)C)O)(O)=O	KHCLPVHWLZPPOM	134.0579088	C5H10O4	5	10	4	-1.1205	-0.253	4	3	77.76	-1.0992	4	0.08138933248711835
G5	C(C(C(CCO)=O)(C)O)(O)=O	QPPHYIAIGSAYFK	162.05282342	C6H10O5	6	10	5	-1.5568	-0.124	5	3	94.83	-0.63745	5	0.11229805506843935
G5	C(C(C(C)=O)(CCO)O)(O)=O	XGYUJCXLUGYNSJ	162.05282342	C6H10O5	6	10	5	-1.5568	-0.124	5	3	94.83	-3.1005	5	0.11229805506843935
G5	C(C(C=O)(CCCO)O)(O)=O	JYURVQNPBBZFSF	162.05282342	C6H10O5	6	10	5	-1.6428	-0.18	5	3	94.83	-8.7019	5	0.11574960063439735
G5	C(C1(C(CO)OCC1)O)(O)=O	UTRYJWOANWSBEK	162.05282342	C6H10O5	6	10	5	-1.8864	-0.047	5	3	86.99	0.1521	5	0.2464613496717626
G5	C(C(CC(C=C)O)O)(O)=O	ZDALKXWKNOYXDF	146.0579088	C6H10O4	6	10	4	-0.7106	-0.68	4	3	77.76	-4.9838	4	-0.2234790736582383
G5	C(C(C1C(CCO1)O)O)(O)=O	IXZRKAZBRDWMRN	162.05282342	C6H10O5	6	10	5	-1.8251	-0.316	5	3	86.99	1.08	5	0.2476480279955079
G5	C(C1(COC(C)(C1)O)O)(O)=O	ALVUOPPDXFAYMV	162.05282342	C6H10O5	6	10	5	-1.3706	-0.237	5	3	86.99	1.8214	5	-0.014796061727892003
G5	C(C1(C(C)OC(C1)O)O)(O)=O	XDNSTRLYGNDDJN	162.05282342	C6H10O5	6	10	5	-1.3102	-0.368	5	3	86.99	0.88386	5	-0.013609383404146476
G5	C(C1(COC(CC1)O)O)(O)=O	WTYXAKWFDPSKKV	162.05282342	C6H10O5	6	10	5	-1.2929	-0.26	5	3	86.99	-0.31116	5	-0.014796061727892003
G5	C(C(C=C(CO)CO)O)(O)=O	FPINOXPSKMFZNM	162.05282342	C6H10O5	6	10	5	-1.4569	0.248	5	4	97.99	-1.2975	5	0.4316628589464311
G5	C(C(C=CCC(CO)=O)O)(O)=O	IORSZOPCVJRABC	174.05282342	C7H10O5	7	10	5	-1.2808	-0.327	5	3	94.83	-3.202	5	-0.08688181286833893
G5	C(C(CC=CC(CO)=O)O)(O)=O	URSHNMFYVZIHHS	174.05282342	C7H10O5	7	10	5	-1.2808	-0.327	5	3	94.83	-0.25866	5	-0.08688181286833871
G5	C(CC(CO)=CC(C(O)=O)O)=O	GZJZEZRBDJIJJT	174.05282342	C7H10O5	7	10	5	-1.2148	-0.237	5	3	94.83	-4.7678	5	-0.08688181286833871
G5	C(C(CC(CO)=CC=O)O)(O)=O	HUZRBDQHJBTYEK	174.05282342	C7H10O5	7	10	5	-1.2148	-0.237	5	3	94.83	-6.9269	5	-0.08688181286833871
G5	C(C(C=CC(C(C)=O)O)O)(O)=O	TZRMEJHCQUHLPG	174.05282342	C7H10O5	7	10	5	-1.3759	-0.435	5	3	94.83	0.58451	5	-0.08914668011055141
G5	C(C(C=C(C)C(C=O)O)O)(O)=O	WPXLNYVYPQTPJD	174.05282342	C7H10O5	7	10	5	-1.3099	-0.345	5	3	94.83	-1.4247	5	-0.08914668011055141
G5	C(C(C(CC(C(O)=O)O)=C)O)=O	MCMBDFPGXZWHEN	174.05282342	C7H10O5	7	10	5	-1.2432	-0.512	5	3	94.83	-5.2139	5	-0.0856951345445934
G5	C(C(C=C(C)C(CO)O)O)(O)=O	AGWAFNJXAWTVOP	176.068473484	C7H12O5	7	12	5	-1.0976	-0.13	5	4	97.99	0.745	5	0.05074956673896344
G5	C(C(CC(C(CO)O)=C)O)(O)=O	ZJQOXXLBYIEJQL	176.068473484	C7H12O5	7	12	5	-1.0309	-0.297	5	4	97.99	-3.0702	5	0.05420111230492144
G5	C(C(C=C(C=O)CCO)O)(O)=O	FRBDMXILYKTMEH	174.05282342	C7H10O5	7	10	5	-1.2148	-0.237	5	3	94.83	-4.6447	5	-0.08688181286833893
G5	C(C(CC(C=O)=CCO)O)(O)=O	AQPMLDGXKJEDHK	174.05282342	C7H10O5	7	10	5	-1.2148	-0.237	5	3	94.83	-3.3921	5	-0.08688181286833871
G5	C(C(C(CO)=CC(C)=O)O)(O)=O	VYMJHRDEXDWXME	174.05282342	C7H10O5	7	10	5	-1.1288	-0.181	5	3	94.83	-1.658	5	-0.09033335843429671
G5	C(C(C(C(C(C)=O)O)=C)O)(O)=O	QBOHUIRNZSOSPZ	174.05282342	C7H10O5	7	10	5	-1.1572	-0.456	5	3	94.83	-1.667	5	-0.08914668011055141
G5	C(C(C(C(C=O)=C)CO)O)(O)=O	XGZCYDOWJMRZJO	174.05282342	C7H10O5	7	10	5	-1.3842	-0.294	5	3	94.83	-4.6421	5	0.019993403663984742
G5	C(C(C(CO)=C(C=O)C)O)(O)=O	LSKRHVRCNZIYJX	174.05282342	C7H10O5	7	10	5	-1.0628	-0.091	5	3	94.83	-3.1677	5	-0.09033335843429671
G5	C(C(C(C(C(O)=O)O)=C)(C)O)=O	KWIZKCPRKIAJFY	174.05282342	C7H10O5	7	10	5	-1.317	-0.351	5	3	94.83	-4.6936	5	-0.08914668011055141
G5	C(C(C=C(CO)CCO)O)(O)=O	FFIMATXFQFSSFX	176.068473484	C7H12O5	7	12	5	-1.0025	-0.022	5	4	97.99	-4.4278	5	0.05301443398117547
G5	C(C(CC(CO)=CCO)O)(O)=O	QHLBKLXOMBLIGM	176.068473484	C7H12O5	7	12	5	-1.0025	-0.022	5	4	97.99	-3.1769	5	0.05301443398117569
G5	C(C(C=C(CO)C)O)(O)=O	IHTADOVSLWUXDI	146.0579088	C6H10O4	6	10	4	-0.5302	-0.259	4	3	77.76	-1.2908	4	-0.22811729754794183
G5	C(C(CC(CO)=C)O)(O)=O	TWXOXFQOLLESQJ	146.0579088	C6H10O4	6	10	4	-0.4635	-0.426	4	3	77.76	-6.3838	4	-0.22466575198198382
G5	C(C(C=CC(CC=O)O)O)(O)=O	ASVGTSMXPXBDNN	174.05282342	C7H10O5	7	10	5	-1.4619	-0.491	5	3	94.83	-1.5737	5	-0.0856951345445934
G5	C(C(C=CCC(C=O)O)O)(O)=O	TUWNGPIWWUINIJ	174.05282342	C7H10O5	7	10	5	-1.4619	-0.491	5	3	94.83	-4.0421	5	-0.0856951345445934
G5	C(C(C=CCC(C(O)=O)O)O)=O	TUOCLGXQQZXKIG	174.05282342	C7H10O5	7	10	5	-1.4619	-0.491	5	3	94.83	-3.9219	5	-0.0856951345445934
G5	C(C(C(C(CCO)=O)=C)O)(O)=O	KMMNJNOJNYHAKL	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-5.1817	5	-0.08688181286833871
G5	C(C(CC(C(CO)=C)=O)O)(O)=O	FJMBCEIHEMFYIJ	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-3.6205	5	-0.08688181286833893
G5	C(C(C(CC(CO)=O)=C)O)(O)=O	KFEYZQRCMFJBOW	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-4.2146	5	-0.08688181286833871
G5	C(C(CC(C(CO)=O)=C)O)(O)=O	PDVJXQDKNAEDHQ	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-3.7689	5	-0.08688181286833871
G5	C(CC=C(CO)C(C(O)=O)O)=O	VSIQQAWCIVFJHL	174.05282342	C7H10O5	7	10	5	-1.2148	-0.237	5	3	94.83	-1.3472	5	-0.08688181286833871
G5	C(C(CC(C(C=O)=C)O)O)(O)=O	LPPGFFQUSDFGBC	174.05282342	C7H10O5	7	10	5	-1.2432	-0.512	5	3	94.83	-5.1345	5	-0.0856951345445934
G5	C(C(CC=C(C=O)CO)O)(O)=O	PPAFWVOTRWRMGL	174.05282342	C7H10O5	7	10	5	-1.2148	-0.237	5	3	94.83	-2.2933	5	-0.08688181286833871
G5	C(C(C(C=O)=C)(CCO)O)(O)=O	FHEMMOXXNYAYMT	174.05282342	C7H10O5	7	10	5	-1.2219	-0.243	5	3	94.83	-6.3258	5	-0.08688181286833893
G5	C(C(C(CO)=C)(CC=O)O)(O)=O	JHMACGWAXVLGSZ	174.05282342	C7H10O5	7	10	5	-1.2219	-0.243	5	3	94.83	-4.4936	5	-0.08688181286833871
G5	C(C(C(C(C=O)O)=C)(C)O)(O)=O	FXAATKWBMRDXHJ	174.05282342	C7H10O5	7	10	5	-1.317	-0.351	5	3	94.83	-2.9907	5	-0.08914668011055163
G5	C(C(C(CO)=CC=O)(C)O)(O)=O	IDTGSLJQKBBZOR	174.05282342	C7H10O5	7	10	5	-1.2886	-0.076	5	3	94.83	-1.6335	5	-0.09033335843429671
G5	C(C(C=C)(CC(C=O)O)O)(O)=O	ZDXYTULQRJLTGN	174.05282342	C7H10O5	7	10	5	-1.469	-0.497	5	3	94.83	-7.321	5	-0.0856951345445934
G5	C(C(C(C(CO)(C)O)=C)O)(O)=O	NCXOGSHIGKIDEN	176.068473484	C7H12O5	7	12	5	-1.1047	-0.136	5	4	97.99	-4.5943	5	0.05074956673896344
G5	C(C(C(CO)=C(CO)C)O)(O)=O	GQWKKFBFKMNVJD	176.068473484	C7H12O5	7	12	5	-0.8505	0.124	5	4	97.99	-0.93768	5	0.04956288841521769
G5	C(C(C(C(CO)=C)CO)O)(O)=O	ZXKGABLZXAJCEF	176.068473484	C7H12O5	7	12	5	-1.1719	-0.079	5	4	97.99	-2.4075	5	0.15988965051349938
G5	C(C(C(C(C)O)=C)O)(O)=O	ZUJZSPPKEHJDGC	146.0579088	C6H10O4	6	10	4	-0.5586	-0.534	4	3	77.76	-3.1454	4	-0.2269306192241963
G5	C(C(C(CO)=CC)O)(O)=O	SSZIAYZSFXURBO	146.0579088	C6H10O4	6	10	4	-0.5302	-0.259	4	3	77.76	-0.77374	4	-0.2281172975479416
G5	C(C(C(C=C)CO)O)(O)=O	LKYKYXAHCHJIQZ	146.0579088	C6H10O4	6	10	4	-0.8516	-0.462	4	3	77.76	-2.5844	4	-0.11779053544966003
G5	C(C(C=C(C(C)=O)CO)O)(O)=O	UQTMFEXUFMLZMM	174.05282342	C7H10O5	7	10	5	-1.1288	-0.181	5	3	94.83	0.70738	5	-0.09033335843429671
G5	C(C(C=C(C=O)CO)(C)O)(O)=O	PIWIALXYODEJSV	174.05282342	C7H10O5	7	10	5	-1.2886	-0.076	5	3	94.83	-0.29209	5	-0.09033335843429693
G5	C(C(C1CCC(O)O1)O)(O)=O	CDIGXOKJOOMRLJ	162.05282342	C6H10O5	6	10	5	-1.3235	-0.529	5	3	86.99	0.13564	5	-0.01015783783818848
G5	C(CC(CCC(C(O)=O)O)O)=O	YVTMVRFREDEYES	176.068473484	C7H12O5	7	12	5	-1.2097	-0.719	5	3	94.83	-5.0744	5	-0.2617121460071124
G5	C(C(CO)CCC(C(O)=O)O)=O	WDWHZYMHCLXNGI	176.068473484	C7H12O5	7	12	5	-1.3507	-0.501	5	3	94.83	-9.4623	5	-0.15602360779853403
G5	C(C(CCCC(C=O)O)O)(O)=O	OZMCWTYSFNJGDP	176.068473484	C7H12O5	7	12	5	-1.2097	-0.719	5	3	94.83	-8.3134	5	-0.26171214600711185
G5	C(C(C)(CCC(C(O)=O)O)O)=O	UCLRMQKLQPRULM	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-6.085	5	-0.2651636915730702
G5	C(C(CCCO)O)(O)=O	HVXQNGWJNMRWIP	134.0579088	C5H10O4	5	10	4	-0.8844	-0.363	4	3	77.76	-7.5888	4	-0.022034338479247212
G5	C(C(CCCCO)O)(O)=O	GPSQXVSPHYKFTO	148.073558864	C6H12O4	6	12	4	-0.43	-0.633	4	3	77.76	-12.236	4	-0.4006827634445025
G5	C(C(CCC(C)O)O)(O)=O	QDKYRZRRXQKVJI	148.073558864	C6H12O4	6	12	4	-0.5251	-0.741	4	3	77.76	-7.7305	4	-0.40294763068671513
G5	C(CCCC(C(O)=O)O)(O)=O	OTTXIFWBPRRYOG	162.05282342	C6H10O5	6	10	5	-0.7796	-0.615	5	3	94.83	-6.7323	5	-0.561621220038546
G5	C(C(C(CO)CC(C)=O)O)(O)=O	VIJUAKOSFVXGNB	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	-3.7174	5	-0.15947515336449222
G5	C(C(CC(C(C)=O)CO)O)(O)=O	RDRUHSRUZHRAFB	176.068473484	C7H12O5	7	12	5	-1.2647	-0.445	5	3	94.83	-3.339	5	-0.15947515336449222
G5	C(CC(CO)CC(C(O)=O)O)=O	XBDBSONSKQAEHN	176.068473484	C7H12O5	7	12	5	-1.3507	-0.501	5	3	94.83	-5.8801	5	-0.15602360779853403
G5	C(C(CO)CC(C(O)=O)(C)O)=O	OITBXKSNGORNHE	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-5.3157	5	-0.15947515336449167
G5	C(CC(C(O)=O)O)(CCCO)=O	VWUKLOPSZSKVHB	176.068473484	C7H12O5	7	12	5	-1.0286	-0.555	5	3	94.83	-5.4364	5	-0.26289882433085726
G5	C(C(CCCO)(CC=O)O)(O)=O	VKXXNSSZHMDJBE	176.068473484	C7H12O5	7	12	5	-1.1884	-0.45	5	3	94.83	-7.5475	5	-0.2628988243308577
G5	C(C(CCC(C(C)=O)O)O)(O)=O	ZVBQWTRMSWXNGH	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	-2.3515	5	-0.26516369157306985
G5	C(C(CO)=O)(C(CO)(C)O)=O	WUUSBFDWKWXPNW	162.05282342	C6H10O5	6	10	5	-2.2602	0.206	5	3	94.83	-5.2605	5	0.7896688757413832
G5	C(C(C(C)O)=O)(C(CCO)O)=O	XJVOVOWBRIOBBN	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-5.7375	5	0.41220712909987334
G5	C(C(CO)=O)(C(CC(C)O)O)=O	GFRDAUQJADCPRM	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-5.5057	5	0.4122071290998731
G5	C=CC(C(C(CO)=O)=O)(CO)O	PDPXJXXXWPEIMC	174.05282342	C7H10O5	7	10	5	-1.9913	-0.003	5	3	94.83	-7.1864	5	0.5904890078046049
G5	C(C(C(C)O)=O)(C(CO)(C)O)=O	FYXVLDFIXIMRJX	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	-7.1475	5	0.4087555835339156
